date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2013-03-27,1,2,74,58,10,False
2013-03-28,0,2,73,58,10,False
2013-03-29,0,1,53,71,12,False
2013-03-30,0,1,38,76,10,False
2013-03-31,0,2,40,100,8,False
2013-04-01,1,0,67,61,9,False
2013-04-02,1,2,80,52,9,False
2013-04-03,1,3,82,60,11,False
2013-04-04,0,2,75,59,9,False
2013-04-05,0,2,66,48,10,False
2013-04-06,1,1,43,50,13,False
2013-04-07,0,1,44,73,12,False
2013-04-08,0,3,78,64,9,False
2013-04-09,1,3,80,57,10,False
2013-04-10,0,2,82,56,12,False
2013-04-11,1,3,81,59,10,False
2013-04-12,1,2,77,42,11,False
2013-04-13,1,1,45,49,11,False
2013-04-14,0,2,48,73,12,False
2013-04-15,0,2,67,55,8,False
2013-04-16,0,3,78,54,10,False
2013-04-17,1,2,76,54,9,False
2013-04-18,1,2,70,47,10,False
2013-04-19,0,3,60,46,10,False
2013-04-20,0,2,39,45,8,False
2013-04-21,1,2,50,66,10,False
2013-04-22,1,3,74,56,12,False
2013-04-23,1,2,75,53,10,False
2013-04-24,0,2,76,54,9,False
2013-04-25,0,2,76,57,10,False
2013-04-26,0,1,68,51,10,False
2013-04-27,1,1,42,41,10,False
2013-04-28,0,1,40,71,9,False
2013-04-29,0,3,76,52,12,False
2013-04-30,1,2,79,55,10,False
2013-05-01,0,2,72,57,9,False
2013-05-02,1,3,85,50,9,False
2013-05-03,0,2,68,45,9,False
2013-05-04,1,1,40,38,11,False
2013-05-05,0,2,38,55,10,False
2013-05-06,1,2,81,53,9,False
2013-05-07,0,2,73,44,9,False
2013-05-08,1,3,72,46,11,False
2013-05-09,0,3,67,46,11,False
2013-05-10,0,2,69,41,9,False
2013-05-11,1,1,34,42,10,False
2013-05-12,1,1,40,57,12,False
2013-05-13,0,2,78,52,9,False
2013-05-14,0,4,74,57,11,False
2013-05-15,0,3,76,53,8,False
2013-05-16,0,2,62,50,10,False
2013-05-17,1,2,52,41,10,False
2013-05-18,0,1,42,49,7,False
2013-05-19,0,1,33,73,8,False
2013-05-20,0,1,70,49,9,False
2013-05-21,0,2,75,48,8,False
2013-05-22,1,2,68,46,11,False
2013-05-23,0,2,62,51,11,False
2013-05-24,0,1,58,41,11,False
2013-05-25,0,2,33,42,8,False
2013-05-26,0,2,36,59,10,False
2013-05-27,0,1,38,41,8,False
2013-05-28,1,3,70,42,9,False
2013-05-29,1,2,69,45,9,False
2013-05-30,0,3,68,47,10,False
2013-05-31,0,2,71,47,9,False
2013-06-01,1,1,41,43,9,False
2013-06-02,0,2,39,59,9,False
2013-06-03,1,4,71,51,8,False
2013-06-04,0,2,75,40,8,False
2013-06-05,0,2,75,48,9,False
2013-06-06,0,2,69,47,10,False
2013-06-07,0,2,59,44,10,False
2013-06-08,1,1,38,42,11,False
2013-06-09,1,1,43,66,12,False
2013-06-10,0,2,71,50,9,False
2013-06-11,1,2,78,45,9,False
2013-06-12,1,2,64,47,9,False
2013-06-13,1,2,69,46,10,False
2013-06-14,0,2,60,42,10,False
2013-06-15,1,1,44,42,12,False
2013-06-16,0,1,38,57,10,False
2013-06-17,0,3,67,43,10,False
2013-06-18,1,1,73,50,8,False
2013-06-19,1,3,67,49,11,False
2013-06-20,0,3,67,45,11,False
2013-06-21,0,2,57,49,9,False
2013-06-22,1,2,38,40,10,False
2013-06-23,0,1,36,78,9,False
2013-06-24,1,2,66,52,10,False
2013-06-25,0,1,68,47,9,False
2013-06-26,1,3,71,46,10,False
2013-06-27,1,1,69,49,9,False
2013-06-28,0,2,57,36,7,False
2013-06-29,1,3,39,41,9,False
2013-06-30,0,1,31,68,11,False
2013-07-01,0,1,62,52,9,False
2013-07-02,0,1,70,50,10,False
2013-07-03,0,1,59,49,11,False
2013-07-04,0,2,33,44,11,False
2013-07-05,0,3,42,39,9,False
2013-07-06,0,2,36,43,9,False
2013-07-07,0,1,33,68,6,False
2013-07-08,0,2,65,53,10,False
2013-07-09,0,2,65,47,8,False
2013-07-10,0,2,71,45,9,False
2013-07-11,0,1,63,47,11,False
2013-07-12,0,1,60,48,7,False
2013-07-13,2,1,42,43,10,False
2013-07-14,0,1,32,67,7,False
2013-07-15,0,2,74,57,9,False
2013-07-16,1,1,70,44,8,False
2013-07-17,1,2,69,47,8,False
2013-07-18,0,2,68,54,9,False
2013-07-19,0,2,57,51,10,False
2013-07-20,1,2,38,46,10,False
2013-07-21,1,1,36,70,11,False
2013-07-22,0,1,69,54,8,False
2013-07-23,0,3,70,49,9,False
2013-07-24,0,0,67,49,11,False
2013-07-25,0,3,67,49,12,False
2013-07-26,0,1,68,45,12,False
2013-07-27,0,1,42,43,12,False
2013-07-28,0,1,32,71,10,False
2013-07-29,1,3,70,59,8,False
2013-07-30,1,2,66,58,8,False
2013-07-31,1,3,76,59,10,False
2013-08-01,0,3,66,51,20,False
2013-08-02,0,3,67,48,10,False
2013-08-03,0,1,35,57,9,False
2013-08-04,0,1,32,65,12,False
2013-08-05,1,1,67,57,6,False
2013-08-06,1,3,74,45,10,False
2013-08-07,0,3,66,56,8,False
2013-08-08,0,2,62,47,11,False
2013-08-09,1,3,52,42,11,False
2013-08-10,1,1,36,42,8,False
2013-08-11,1,1,31,70,14,False
2013-08-12,1,2,60,62,12,False
2013-08-13,1,3,64,44,11,False
2013-08-14,1,1,64,58,9,False
2013-08-15,0,2,68,57,10,False
2013-08-16,1,3,54,51,8,False
2013-08-17,1,2,35,45,11,False
2013-08-18,0,1,34,74,9,False
2013-08-19,0,3,64,58,10,False
2013-08-20,1,1,65,52,9,False
2013-08-21,0,2,64,59,7,False
2013-08-22,0,2,64,57,12,False
2013-08-23,0,3,57,49,7,False
2013-08-24,0,2,33,46,13,False
2013-08-25,0,2,46,76,12,False
2013-08-26,1,3,61,54,12,False
2013-08-27,0,4,71,47,9,False
2013-08-28,1,2,67,52,9,False
2013-08-29,1,4,72,57,11,False
2013-08-30,0,3,57,42,11,False
2013-08-31,0,3,28,40,9,False
2013-09-01,0,2,37,70,9,False
2013-09-02,1,2,44,46,8,False
2013-09-03,0,3,81,57,10,False
2013-09-04,0,3,75,54,14,False
2013-09-05,1,2,75,59,11,False
2013-09-06,1,3,63,49,12,False
2013-09-07,0,1,37,43,11,False
2013-09-08,0,1,46,84,11,False
2013-09-09,1,3,78,61,9,False
2013-09-10,1,4,69,57,9,False
2013-09-11,1,3,76,53,9,False
2013-09-12,1,3,71,54,8,False
2013-09-13,1,3,67,54,9,False
2013-09-14,1,2,36,53,7,False
2013-09-15,0,1,40,81,9,False
2013-09-16,0,4,61,55,8,False
2013-09-17,1,2,72,52,10,False
2013-09-18,0,4,79,62,11,False
2013-09-19,0,3,75,59,10,False
2013-09-20,1,2,72,48,9,False
2013-09-21,1,1,45,43,12,False
2013-09-22,0,1,42,73,14,False
2013-09-23,0,4,77,58,10,False
2013-09-24,1,3,78,54,8,False
2013-09-25,1,3,73,57,16,False
2013-09-26,1,4,74,56,9,False
2013-09-27,0,2,74,46,11,False
2013-09-28,1,2,45,46,8,False
2013-09-29,1,2,43,78,13,False
2013-09-30,1,2,84,53,12,False
2013-10-01,1,4,81,59,10,False
2013-10-02,1,3,76,54,10,False
2013-10-03,1,2,74,51,13,False
2013-10-04,1,1,71,47,12,False
2013-10-05,1,1,38,48,8,False
2013-10-06,1,3,47,72,12,False
2013-10-07,1,4,75,58,10,False
2013-10-08,0,4,77,53,9,False
2013-10-09,1,2,76,54,10,False
2013-10-10,1,4,75,62,11,False
2013-10-11,0,3,62,50,11,False
