date,luxury,meritorious,nobility,nobleman,partner,isPartial
2010-04-05,77,2,2,0,67,False
2010-04-06,78,0,1,1,52,False
2010-04-07,69,1,2,0,49,False
2010-04-08,62,1,1,1,46,False
2010-04-09,70,0,1,0,52,False
2010-04-10,82,1,2,0,37,False
2010-04-11,94,1,2,1,34,False
2010-04-12,82,1,3,1,50,False
2010-04-13,81,2,2,0,50,False
2010-04-14,69,3,2,0,52,False
2010-04-15,71,3,3,0,46,False
2010-04-16,78,0,3,0,44,False
2010-04-17,94,1,1,1,34,False
2010-04-18,86,1,0,0,41,False
2010-04-19,80,1,2,0,61,False
2010-04-20,76,1,1,0,56,False
2010-04-21,83,2,2,2,52,False
2010-04-22,80,1,1,0,58,False
2010-04-23,76,0,2,0,46,False
2010-04-24,79,0,3,0,27,False
2010-04-25,81,1,2,1,35,False
2010-04-26,78,0,1,0,53,False
2010-04-27,84,1,0,0,61,False
2010-04-28,71,2,2,0,69,False
2010-04-29,81,2,2,0,52,False
2010-04-30,76,0,2,1,50,False
2010-05-01,84,1,2,0,38,False
2010-05-02,83,1,1,1,41,False
2010-05-03,79,2,2,0,46,False
2010-05-04,79,0,1,0,60,False
2010-05-05,83,2,3,0,47,False
2010-05-06,82,1,2,0,49,False
2010-05-07,76,0,2,0,41,False
2010-05-08,69,1,2,0,37,False
2010-05-09,89,1,1,0,39,False
2010-05-10,59,2,1,1,50,False
2010-05-11,83,0,1,0,45,False
2010-05-12,74,0,3,0,58,False
2010-05-13,75,3,1,0,50,False
2010-05-14,73,1,1,0,53,False
2010-05-15,84,1,1,1,31,False
2010-05-16,86,1,3,0,42,False
2010-05-17,84,0,2,0,51,False
2010-05-18,84,0,1,0,50,False
2010-05-19,73,1,2,0,50,False
2010-05-20,69,2,1,0,46,False
2010-05-21,84,1,1,0,43,False
2010-05-22,78,1,1,1,35,False
2010-05-23,78,1,4,0,39,False
2010-05-24,72,1,3,0,46,False
2010-05-25,86,2,1,0,54,False
2010-05-26,79,0,1,0,58,False
2010-05-27,70,0,1,0,57,False
2010-05-28,86,2,1,1,35,False
2010-05-29,82,0,1,0,29,False
2010-05-30,69,1,2,2,46,False
2010-05-31,82,0,5,0,41,False
2010-06-01,79,0,2,0,46,False
2010-06-02,74,0,1,0,47,False
2010-06-03,76,3,2,0,52,False
2010-06-04,73,0,2,0,50,False
2010-06-05,83,0,1,1,44,False
2010-06-06,100,2,2,0,39,False
2010-06-07,81,1,1,0,48,False
2010-06-08,70,1,1,0,48,False
2010-06-09,67,1,2,0,54,False
2010-06-10,81,3,1,0,67,False
2010-06-11,76,1,2,0,49,False
2010-06-12,66,1,1,0,37,False
2010-06-13,85,2,1,1,43,False
2010-06-14,75,0,1,0,56,False
2010-06-15,76,0,0,0,57,False
2010-06-16,92,2,1,0,55,False
2010-06-17,78,1,0,0,39,False
2010-06-18,71,1,3,1,43,False
2010-06-19,70,1,0,0,38,False
2010-06-20,76,1,1,1,43,False
2010-06-21,79,1,1,0,45,False
2010-06-22,83,0,1,0,50,False
2010-06-23,73,0,1,0,57,False
2010-06-24,82,2,2,0,55,False
2010-06-25,80,1,0,0,46,False
2010-06-26,84,3,2,0,29,False
2010-06-27,83,4,3,0,41,False
2010-06-28,85,1,1,0,54,False
2010-06-29,84,1,2,0,60,False
2010-06-30,95,2,1,0,50,False
2010-07-01,75,0,1,0,49,False
2010-07-02,74,0,1,0,36,False
2010-07-03,82,1,1,0,34,False
2010-07-04,70,1,2,0,30,False
2010-07-05,68,0,1,0,32,False
2010-07-06,81,0,2,0,47,False
2010-07-07,78,1,3,0,49,False
2010-07-08,87,2,1,0,43,False
2010-07-09,96,0,2,0,46,False
2010-07-10,85,1,1,0,41,False
2010-07-11,85,0,2,0,49,False
2010-07-12,87,0,1,0,42,False
2010-07-13,82,1,2,0,57,False
2010-07-14,82,1,1,1,43,False
2010-07-15,72,3,0,0,56,False
2010-07-16,77,3,3,0,48,False
2010-07-17,77,0,1,1,36,False
2010-07-18,82,2,1,1,37,False
2010-07-19,73,0,1,0,51,False
2010-07-20,95,1,1,0,51,False
2010-07-21,80,2,2,0,55,False
2010-07-22,78,0,1,0,40,False
2010-07-23,84,0,2,0,49,False
2010-07-24,78,0,2,0,32,False
2010-07-25,90,1,1,0,37,False
2010-07-26,86,0,0,0,42,False
2010-07-27,80,0,2,0,42,False
2010-07-28,81,0,2,0,46,False
2010-07-29,74,0,1,0,47,False
2010-07-30,85,0,1,0,41,False
2010-07-31,76,2,2,1,34,False
2010-08-01,82,1,1,0,34,False
2010-08-02,74,1,2,0,45,False
2010-08-03,75,2,0,1,45,False
2010-08-04,76,1,2,0,51,False
2010-08-05,86,2,2,0,45,False
2010-08-06,68,0,1,0,46,False
2010-08-07,70,0,1,0,41,False
2010-08-08,87,1,1,0,38,False
2010-08-09,75,2,0,0,46,False
2010-08-10,75,0,1,0,45,False
2010-08-11,72,2,1,0,43,False
2010-08-12,86,1,1,0,50,False
2010-08-13,75,0,1,0,42,False
2010-08-14,92,1,1,0,24,False
2010-08-15,83,1,1,0,35,False
2010-08-16,65,2,1,0,54,False
2010-08-17,81,2,2,0,46,False
2010-08-18,77,1,0,0,43,False
2010-08-19,70,2,1,0,52,False
2010-08-20,76,1,1,0,52,False
2010-08-21,79,0,1,0,41,False
2010-08-22,82,2,1,1,41,False
2010-08-23,75,1,2,0,55,False
2010-08-24,73,1,2,0,43,False
2010-08-25,67,1,1,0,52,False
2010-08-26,71,1,1,0,44,False
2010-08-27,63,2,1,0,51,False
2010-08-28,70,1,1,1,36,False
2010-08-29,81,0,1,0,33,False
2010-08-30,74,1,2,0,51,False
2010-08-31,73,1,2,1,51,False
2010-09-01,63,0,1,0,47,False
2010-09-02,73,1,2,1,49,False
2010-09-03,70,1,1,0,34,False
2010-09-04,73,0,1,0,37,False
2010-09-05,77,1,1,0,46,False
2010-09-06,73,0,0,0,38,False
2010-09-07,69,1,1,0,46,False
2010-09-08,65,1,1,0,56,False
2010-09-09,66,0,2,0,45,False
2010-09-10,57,2,1,0,47,False
2010-09-11,70,1,1,0,36,False
2010-09-12,74,1,2,1,32,False
2010-09-13,67,1,0,0,48,False
2010-09-14,75,1,2,0,57,False
2010-09-15,60,2,2,0,49,False
2010-09-16,72,0,1,0,55,False
2010-09-17,60,1,2,0,47,False
2010-09-18,63,0,0,0,42,False
2010-09-19,61,3,1,0,30,False
2010-09-20,69,0,3,1,42,False
2010-09-21,62,1,2,0,50,False
2010-09-22,58,1,3,0,62,False
2010-09-23,53,1,1,1,47,False
2010-09-24,69,2,2,1,44,False
2010-09-25,66,1,2,0,41,False
2010-09-26,67,0,2,0,37,False
2010-09-27,77,0,2,1,54,False
2010-09-28,60,3,3,0,52,False
2010-09-29,68,1,1,0,61,False
2010-09-30,66,1,1,0,44,False
2010-10-01,64,2,1,1,51,False
2010-10-02,60,0,2,0,34,False
2010-10-03,56,0,3,0,30,False
2010-10-04,67,2,4,0,45,False
2010-10-05,61,1,3,0,47,False
2010-10-06,70,1,1,0,49,False
2010-10-07,62,1,1,1,46,False
2010-10-08,62,2,1,0,44,False
2010-10-09,61,0,5,1,28,False
2010-10-10,80,0,4,0,34,False
2010-10-11,66,1,2,0,54,False
2010-10-12,60,0,2,1,50,False
2010-10-13,66,1,1,1,46,False
2010-10-14,68,0,3,0,56,False
2010-10-15,63,0,5,0,44,False
2010-10-16,60,2,1,0,38,False
2010-10-17,71,0,2,1,32,False
2010-10-18,69,3,4,0,50,False
2010-10-19,54,2,2,1,43,False
2010-10-20,89,2,2,0,47,False
2010-10-21,72,1,2,0,46,False
2010-10-22,58,2,2,0,51,False
2010-10-23,72,0,2,1,34,False
2010-10-24,83,0,2,0,33,False
2010-10-25,64,1,0,0,47,False
2010-10-26,68,1,3,1,52,False
2010-10-27,56,1,2,0,47,False
2010-10-28,58,1,3,0,50,False
2010-10-29,58,0,2,0,43,False
2010-10-30,68,1,1,1,43,False
2010-10-31,73,1,0,0,33,False
2010-11-01,64,0,2,1,38,False
2010-11-02,65,1,3,0,52,False
2010-11-03,58,2,2,0,47,False
2010-11-04,56,0,1,0,47,False
2010-11-05,62,1,3,0,51,False
2010-11-06,69,1,1,0,40,False
2010-11-07,69,2,2,1,32,False
2010-11-08,65,1,1,0,50,False
2010-11-09,75,1,2,0,54,False
2010-11-10,67,2,1,1,57,False
2010-11-11,69,0,1,0,48,False
2010-11-12,65,1,2,0,47,False
2010-11-13,64,0,1,0,36,False
2010-11-14,60,1,2,0,36,False
2010-11-15,66,1,2,0,43,False
2010-11-16,70,1,2,1,51,False
2010-11-17,62,0,2,0,46,False
2010-11-18,62,0,2,1,53,False
2010-11-19,56,0,1,1,44,False
2010-11-20,67,1,1,0,23,False
2010-11-21,70,1,4,1,42,False
2010-11-22,64,1,4,1,45,False
2010-11-23,62,1,3,0,43,False
2010-11-24,53,2,2,0,41,False
2010-11-25,49,0,2,1,29,False
2010-11-26,53,1,2,0,35,False
2010-11-27,67,1,1,0,33,False
2010-11-28,70,0,2,0,28,False
