date,partnership,patron,patronage,precious,priceless,isPartial
2007-01-18,76,25,1,57,36,False
2007-01-19,61,26,0,49,43,False
2007-01-20,27,27,0,53,25,False
2007-01-21,55,36,0,28,21,False
2007-01-22,90,35,0,46,30,False
2007-01-23,78,39,1,47,40,False
2007-01-24,94,16,1,44,21,False
2007-01-25,80,28,1,54,41,False
2007-01-26,66,24,0,30,35,False
2007-01-27,30,28,0,53,43,False
2007-01-28,49,34,2,45,25,False
2007-01-29,92,27,0,34,27,False
2007-01-30,84,34,0,54,23,False
2007-01-31,65,26,7,61,28,False
2007-02-01,70,25,0,43,25,False
2007-02-02,65,28,1,35,22,False
2007-02-03,41,35,0,62,35,False
2007-02-04,19,29,0,59,42,False
2007-02-05,95,33,0,57,16,False
2007-02-06,75,31,0,50,41,False
2007-02-07,100,30,3,48,37,False
2007-02-08,73,26,4,39,38,False
2007-02-09,89,64,0,38,26,False
2007-02-10,53,29,0,41,33,False
2007-02-11,23,23,2,52,27,False
2007-02-12,74,30,1,40,33,False
2007-02-13,71,37,0,43,28,False
2007-02-14,64,29,1,44,30,False
2007-02-15,70,26,0,42,27,False
2007-02-16,80,29,3,52,19,False
2007-02-17,38,21,2,57,29,False
2007-02-18,41,39,0,47,24,False
2007-02-19,70,26,2,32,21,False
2007-02-20,76,35,0,48,27,False
2007-02-21,88,25,1,54,28,False
2007-02-22,76,27,4,46,21,False
2007-02-23,71,44,1,33,27,False
2007-02-24,51,26,0,61,22,False
2007-02-25,45,49,2,38,28,False
2007-02-26,87,30,1,47,30,False
2007-02-27,63,27,0,62,31,False
2007-02-28,48,33,3,44,21,False
2007-03-01,63,40,4,45,25,False
2007-03-02,66,26,0,46,26,False
2007-03-03,39,33,0,39,29,False
2007-03-04,33,33,2,46,33,False
2007-03-05,67,21,1,36,30,False
2007-03-06,72,33,0,37,17,False
2007-03-07,78,31,0,43,32,False
2007-03-08,89,36,3,44,24,False
2007-03-09,73,24,1,47,32,False
2007-03-10,29,33,0,56,17,False
2007-03-11,44,46,2,53,17,False
2007-03-12,69,32,5,48,23,False
2007-03-13,78,24,0,42,36,False
2007-03-14,64,18,0,50,29,False
2007-03-15,82,40,1,38,20,False
2007-03-16,77,28,1,71,35,False
2007-03-17,44,19,4,46,27,False
2007-03-18,59,34,2,42,25,False
2007-03-19,60,23,3,51,29,False
2007-03-20,75,46,6,26,22,False
2007-03-21,84,27,1,49,18,False
2007-03-22,53,28,0,56,21,False
2007-03-23,68,24,0,45,33,False
2007-03-24,42,36,0,49,17,False
2007-03-25,32,19,0,56,24,False
2007-03-26,77,31,0,56,27,False
2007-03-27,64,39,1,43,22,False
2007-03-28,68,36,1,52,31,False
2007-03-29,95,35,4,43,28,False
2007-03-30,63,27,0,46,37,False
2007-03-31,42,30,0,44,23,False
2007-04-01,44,52,2,52,27,False
2007-04-02,64,24,1,43,21,False
2007-04-03,91,26,1,36,25,False
2007-04-04,85,25,1,41,19,False
2007-04-05,76,22,4,51,35,False
2007-04-06,61,29,2,24,22,False
2007-04-07,46,15,0,48,19,False
2007-04-08,34,41,0,41,16,False
2007-04-09,69,30,3,50,29,False
2007-04-10,80,23,3,48,29,False
2007-04-11,83,25,0,53,23,False
2007-04-12,58,18,1,37,36,False
2007-04-13,67,29,0,39,17,False
2007-04-14,53,32,0,49,20,False
2007-04-15,38,44,0,48,29,False
2007-04-16,82,29,1,43,19,False
2007-04-17,70,19,4,44,22,False
2007-04-18,77,26,1,45,34,False
2007-04-19,67,44,1,54,19,False
2007-04-20,66,20,0,52,25,False
2007-04-21,26,24,2,39,24,False
2007-04-22,36,23,0,23,8,False
2007-04-23,59,29,0,47,20,False
2007-04-24,86,38,0,48,33,False
2007-04-25,68,28,1,58,28,False
2007-04-26,70,30,0,46,26,False
2007-04-27,65,38,1,44,30,False
2007-04-28,34,47,0,45,17,False
2007-04-29,42,42,0,44,19,False
2007-04-30,71,25,3,41,21,False
2007-05-01,61,26,1,36,27,False
2007-05-02,74,35,1,53,13,False
2007-05-03,76,33,3,44,24,False
2007-05-04,63,48,5,46,30,False
2007-05-05,29,43,2,39,33,False
2007-05-06,36,22,0,44,14,False
2007-05-07,63,31,1,46,29,False
2007-05-08,65,35,2,45,26,False
2007-05-09,60,28,3,39,30,False
2007-05-10,74,33,0,57,29,False
2007-05-11,58,19,1,48,23,False
2007-05-12,41,35,2,39,33,False
2007-05-13,32,19,0,47,15,False
2007-05-14,78,33,4,51,31,False
2007-05-15,71,20,1,29,14,False
2007-05-16,64,37,1,50,15,False
2007-05-17,76,31,3,39,25,False
2007-05-18,74,35,0,26,30,False
2007-05-19,34,32,2,40,12,False
2007-05-20,46,32,0,36,18,False
2007-05-21,77,25,4,37,24,False
2007-05-22,78,33,0,39,23,False
2007-05-23,76,29,2,50,29,False
2007-05-24,55,18,1,62,31,False
2007-05-25,56,24,1,41,24,False
2007-05-26,38,23,0,36,38,False
2007-05-27,20,33,2,35,22,False
2007-05-28,28,36,0,54,15,False
2007-05-29,69,22,0,22,29,False
2007-05-30,83,32,1,40,11,False
2007-05-31,81,29,1,29,28,False
2007-06-01,54,35,1,43,31,False
2007-06-02,43,26,0,31,14,False
2007-06-03,35,37,0,37,21,False
2007-06-04,70,31,0,38,16,False
2007-06-05,86,28,1,46,26,False
2007-06-06,79,29,0,41,27,False
2007-06-07,69,22,0,30,26,False
2007-06-08,53,28,0,38,26,False
2007-06-09,32,50,0,54,18,False
2007-06-10,37,29,2,46,19,False
2007-06-11,80,36,0,37,17,False
2007-06-12,68,32,4,39,19,False
2007-06-13,69,25,3,39,24,False
2007-06-14,84,20,1,61,12,False
2007-06-15,65,36,1,33,33,False
2007-06-16,36,45,0,45,25,False
2007-06-17,26,21,0,53,12,False
2007-06-18,77,27,0,40,14,False
2007-06-19,59,15,1,35,29,False
2007-06-20,68,17,0,37,15,False
2007-06-21,88,27,0,43,19,False
2007-06-22,69,29,0,41,21,False
2007-06-23,34,36,0,46,16,False
2007-06-24,37,35,0,33,25,False
2007-06-25,74,38,1,41,23,False
2007-06-26,78,27,1,44,30,False
2007-06-27,86,29,3,26,16,False
2007-06-28,80,29,6,26,23,False
2007-06-29,64,25,1,38,25,False
2007-06-30,24,29,2,35,18,False
2007-07-01,40,32,2,44,21,False
2007-07-02,57,31,0,41,21,False
2007-07-03,61,29,1,46,19,False
2007-07-04,30,35,0,30,30,False
2007-07-05,75,25,1,36,18,False
2007-07-06,60,28,0,45,23,False
2007-07-07,39,31,4,46,39,False
2007-07-08,33,22,0,53,20,False
2007-07-09,74,36,0,44,14,False
