date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2005-05-23,0,1,79,50,5,False
2005-05-24,0,0,76,54,6,False
2005-05-25,0,1,75,41,9,False
2005-05-26,0,0,94,30,8,False
2005-05-27,0,3,66,48,5,False
2005-05-28,0,0,41,44,6,False
2005-05-29,0,0,33,31,7,False
2005-05-30,0,0,40,40,5,False
2005-05-31,0,2,69,49,4,False
2005-06-01,0,2,73,37,4,False
2005-06-02,0,3,77,35,2,False
2005-06-03,1,1,72,48,2,False
2005-06-04,0,0,49,42,2,False
2005-06-05,0,0,61,35,10,False
2005-06-06,0,0,65,47,4,False
2005-06-07,0,0,71,54,8,False
2005-06-08,0,0,71,49,2,False
2005-06-09,0,2,70,37,3,False
2005-06-10,0,1,59,40,7,False
2005-06-11,0,0,34,32,10,False
2005-06-12,0,0,51,59,4,False
2005-06-13,0,5,97,37,5,False
2005-06-14,0,1,74,53,6,False
2005-06-15,0,0,88,44,6,False
2005-06-16,0,0,80,41,2,False
2005-06-17,0,0,84,42,5,False
2005-06-18,0,0,42,36,8,False
2005-06-19,0,2,60,42,8,False
2005-06-20,1,3,71,42,7,False
2005-06-21,0,1,82,40,6,False
2005-06-22,0,1,72,43,3,False
2005-06-23,0,2,75,33,7,False
2005-06-24,0,1,76,35,4,False
2005-06-25,0,0,54,36,4,False
2005-06-26,0,2,49,65,6,False
2005-06-27,0,5,49,50,5,False
2005-06-28,0,2,67,47,3,False
2005-06-29,0,2,59,42,2,False
2005-06-30,0,2,82,27,6,False
2005-07-01,0,0,58,47,5,False
2005-07-02,0,0,35,39,4,False
2005-07-03,0,0,35,47,11,False
2005-07-04,0,0,35,39,6,False
2005-07-05,0,0,67,70,6,False
2005-07-06,0,3,81,50,2,False
2005-07-07,0,0,91,57,11,False
2005-07-08,0,2,58,46,6,False
2005-07-09,0,2,44,44,7,False
2005-07-10,0,2,45,78,4,False
2005-07-11,1,1,80,45,9,False
2005-07-12,0,1,75,54,11,False
2005-07-13,0,0,77,43,9,False
2005-07-14,0,2,75,39,3,False
2005-07-15,1,0,62,23,7,False
2005-07-16,0,0,35,45,4,False
2005-07-17,0,0,48,50,2,False
2005-07-18,0,1,85,56,5,False
2005-07-19,0,0,80,40,6,False
2005-07-20,0,2,67,55,3,False
2005-07-21,0,2,79,42,10,False
2005-07-22,0,1,52,48,5,False
2005-07-23,0,0,41,39,7,False
2005-07-24,0,0,36,68,4,False
2005-07-25,0,3,89,62,2,False
2005-07-26,0,2,85,46,4,False
2005-07-27,1,0,82,57,7,False
2005-07-28,0,1,79,34,7,False
2005-07-29,1,1,79,49,8,False
2005-07-30,0,0,49,58,9,False
2005-07-31,0,0,38,55,6,False
2005-08-01,1,2,89,43,2,False
2005-08-02,0,0,69,45,2,False
2005-08-03,0,0,91,45,9,False
2005-08-04,0,2,66,44,4,False
2005-08-05,0,1,60,53,6,False
2005-08-06,0,2,40,50,11,False
2005-08-07,0,2,42,55,7,False
2005-08-08,0,0,71,38,1,False
2005-08-09,0,3,80,57,4,False
2005-08-10,0,3,81,52,9,False
2005-08-11,0,1,86,47,2,False
2005-08-12,0,0,69,46,6,False
2005-08-13,0,0,34,36,14,False
2005-08-14,2,4,47,56,9,False
2005-08-15,0,0,68,43,5,False
2005-08-16,0,2,86,51,5,False
2005-08-17,1,0,83,54,5,False
2005-08-18,1,3,62,53,8,False
2005-08-19,0,2,87,61,9,False
2005-08-20,0,0,48,74,12,False
2005-08-21,0,0,42,76,12,False
2005-08-22,0,0,82,33,6,False
2005-08-23,0,2,61,57,3,False
2005-08-24,0,0,56,39,9,False
2005-08-25,0,0,51,75,4,False
2005-08-26,1,1,65,40,3,False
2005-08-27,0,0,41,51,8,False
2005-08-28,0,2,45,61,5,False
2005-08-29,0,2,69,44,2,False
2005-08-30,1,3,76,46,9,False
2005-08-31,0,0,65,48,4,False
2005-09-01,1,1,73,44,5,False
2005-09-02,0,3,41,38,6,False
2005-09-03,0,0,40,37,11,False
2005-09-04,2,2,31,91,7,False
2005-09-05,2,0,29,42,6,False
2005-09-06,0,3,65,64,7,False
2005-09-07,0,2,56,52,5,False
2005-09-08,0,4,59,57,8,False
2005-09-09,2,2,55,49,7,False
2005-09-10,0,0,47,53,8,False
2005-09-11,0,2,38,76,6,False
2005-09-12,0,2,58,58,3,False
2005-09-13,1,4,79,51,5,False
2005-09-14,1,3,79,53,5,False
2005-09-15,0,4,79,48,10,False
2005-09-16,0,1,74,55,6,False
2005-09-17,0,0,49,40,5,False
2005-09-18,0,0,54,74,8,False
2005-09-19,0,4,73,47,5,False
2005-09-20,0,5,74,45,4,False
2005-09-21,0,5,72,44,8,False
2005-09-22,0,2,79,43,4,False
2005-09-23,0,1,64,36,4,False
2005-09-24,0,0,27,35,8,False
2005-09-25,0,3,55,53,11,False
2005-09-26,0,0,68,57,10,False
2005-09-27,0,2,94,54,5,False
2005-09-28,0,4,78,57,7,False
2005-09-29,0,5,58,54,10,False
2005-09-30,0,2,74,46,3,False
2005-10-01,0,2,31,58,2,False
2005-10-02,0,0,55,63,8,False
2005-10-03,0,1,63,41,3,False
2005-10-04,0,1,83,62,6,False
2005-10-05,0,0,63,59,7,False
2005-10-06,0,2,68,59,3,False
2005-10-07,0,1,58,37,5,False
2005-10-08,0,2,39,40,8,False
2005-10-09,2,2,40,61,2,False
2005-10-10,1,2,64,67,2,False
2005-10-11,0,1,79,44,5,False
2005-10-12,1,0,69,42,5,False
2005-10-13,1,2,71,39,8,False
2005-10-14,2,1,79,55,9,False
2005-10-15,0,0,35,38,3,False
2005-10-16,0,2,37,57,9,False
2005-10-17,0,2,67,53,6,False
2005-10-18,0,1,86,51,6,False
2005-10-19,0,3,79,44,3,False
2005-10-20,0,1,58,55,5,False
2005-10-21,0,0,59,51,5,False
2005-10-22,0,2,52,45,3,False
2005-10-23,0,0,42,51,4,False
2005-10-24,0,5,68,48,5,False
