date,privileged,productive,productivity,profit,profitable,isPartial
2010-08-01,1,2,2,54,3,False
2010-08-02,3,3,9,67,7,False
2010-08-03,2,1,8,71,4,False
2010-08-04,3,6,8,76,5,False
2010-08-05,3,6,12,84,3,False
2010-08-06,1,3,7,76,4,False
2010-08-07,1,1,9,40,6,False
2010-08-08,1,3,4,50,3,False
2010-08-09,2,2,7,70,5,False
2010-08-10,2,2,6,67,4,False
2010-08-11,3,3,8,72,3,False
2010-08-12,2,5,6,71,3,False
2010-08-13,1,3,7,64,2,False
2010-08-14,2,2,5,44,3,False
2010-08-15,0,1,7,44,5,False
2010-08-16,3,5,8,72,4,False
2010-08-17,2,3,5,67,5,False
2010-08-18,2,4,11,75,6,False
2010-08-19,2,5,7,75,3,False
2010-08-20,3,5,7,69,3,False
2010-08-21,2,2,4,48,4,False
2010-08-22,1,7,6,34,4,False
2010-08-23,0,3,9,62,5,False
2010-08-24,1,5,5,76,3,False
2010-08-25,1,3,6,76,4,False
2010-08-26,1,3,8,72,4,False
2010-08-27,3,4,8,75,4,False
2010-08-28,3,2,4,47,3,False
2010-08-29,2,3,5,46,3,False
2010-08-30,1,5,10,67,6,False
2010-08-31,1,6,9,69,3,False
2010-09-01,4,4,12,69,2,False
2010-09-02,1,3,10,65,5,False
2010-09-03,2,4,6,67,3,False
2010-09-04,1,3,4,45,6,False
2010-09-05,1,3,7,40,3,False
2010-09-06,2,2,6,49,6,False
2010-09-07,1,5,13,83,7,False
2010-09-08,2,6,12,79,7,False
2010-09-09,1,3,13,72,5,False
2010-09-10,1,3,13,67,5,False
2010-09-11,0,6,5,46,5,False
2010-09-12,2,2,4,48,6,False
2010-09-13,2,4,9,76,4,False
2010-09-14,1,6,13,78,3,False
2010-09-15,2,5,16,68,4,False
2010-09-16,2,4,15,84,5,False
2010-09-17,1,4,9,63,3,False
2010-09-18,0,3,5,41,5,False
2010-09-19,2,3,6,53,3,False
2010-09-20,1,4,12,84,7,False
2010-09-21,3,5,9,83,6,False
2010-09-22,1,4,13,78,4,False
2010-09-23,2,4,15,89,6,False
2010-09-24,3,2,15,86,6,False
2010-09-25,1,5,8,53,5,False
2010-09-26,3,7,11,63,4,False
2010-09-27,3,4,8,68,5,False
2010-09-28,1,4,14,79,4,False
2010-09-29,2,5,10,85,5,False
2010-09-30,2,6,10,74,2,False
2010-10-01,0,5,9,65,2,False
2010-10-02,2,1,3,50,3,False
2010-10-03,3,4,8,51,3,False
2010-10-04,2,4,12,91,6,False
2010-10-05,2,6,13,86,5,False
2010-10-06,1,5,14,83,6,False
2010-10-07,0,5,13,84,6,False
2010-10-08,2,3,8,68,2,False
2010-10-09,2,2,5,54,6,False
2010-10-10,3,4,9,55,6,False
2010-10-11,1,6,11,85,5,False
2010-10-12,2,3,13,84,5,False
2010-10-13,3,8,14,81,5,False
2010-10-14,2,4,12,84,5,False
2010-10-15,2,3,15,73,1,False
2010-10-16,2,4,3,51,2,False
2010-10-17,1,5,6,54,3,False
2010-10-18,2,6,10,82,5,False
2010-10-19,3,5,13,92,5,False
2010-10-20,2,4,13,95,5,False
2010-10-21,2,2,13,82,6,False
2010-10-22,2,4,10,68,6,False
2010-10-23,4,1,8,45,4,False
2010-10-24,2,3,10,52,5,False
2010-10-25,1,5,11,89,6,False
2010-10-26,3,7,15,84,5,False
2010-10-27,1,4,9,91,7,False
2010-10-28,2,6,9,83,5,False
2010-10-29,1,4,6,69,6,False
2010-10-30,3,4,9,37,3,False
2010-10-31,1,3,7,50,5,False
2010-11-01,2,4,8,74,4,False
2010-11-02,1,4,10,88,4,False
2010-11-03,3,5,10,90,3,False
2010-11-04,3,6,14,79,5,False
2010-11-05,0,1,12,85,4,False
2010-11-06,3,2,4,50,3,False
2010-11-07,2,6,6,55,7,False
2010-11-08,1,7,7,82,4,False
2010-11-09,1,4,10,84,4,False
2010-11-10,1,5,10,86,5,False
2010-11-11,1,5,11,71,6,False
2010-11-12,1,3,9,71,4,False
2010-11-13,1,3,6,49,5,False
2010-11-14,2,3,10,45,4,False
2010-11-15,2,8,14,83,6,False
2010-11-16,2,6,11,90,7,False
2010-11-17,1,4,14,81,5,False
2010-11-18,2,5,13,77,5,False
2010-11-19,1,2,8,75,6,False
2010-11-20,1,3,7,43,5,False
2010-11-21,3,2,10,54,6,False
2010-11-22,3,5,13,70,6,False
2010-11-23,2,3,11,65,4,False
2010-11-24,2,3,5,62,3,False
2010-11-25,2,1,6,38,3,False
2010-11-26,1,1,5,32,4,False
2010-11-27,1,3,3,54,4,False
2010-11-28,1,4,7,54,4,False
2010-11-29,2,3,8,71,4,False
2010-11-30,3,3,8,84,4,False
2010-12-01,1,1,10,87,3,False
2010-12-02,2,4,8,92,4,False
2010-12-03,2,6,8,73,4,False
2010-12-04,2,2,6,57,2,False
2010-12-05,0,4,8,59,5,False
2010-12-06,4,5,13,88,4,False
2010-12-07,1,8,9,92,4,False
2010-12-08,3,6,10,76,5,False
2010-12-09,2,4,9,76,3,False
2010-12-10,3,4,7,60,4,False
2010-12-11,2,4,9,41,3,False
2010-12-12,3,4,6,50,6,False
2010-12-13,1,5,7,67,4,False
2010-12-14,3,4,14,87,4,False
2010-12-15,3,3,10,79,3,False
2010-12-16,1,5,11,70,5,False
2010-12-17,2,4,9,55,4,False
2010-12-18,2,2,5,43,4,False
2010-12-19,1,3,4,42,4,False
2010-12-20,2,2,6,57,4,False
2010-12-21,0,4,7,61,4,False
2010-12-22,2,3,6,50,3,False
2010-12-23,2,4,3,50,2,False
2010-12-24,3,2,2,28,4,False
2010-12-25,0,2,5,26,1,False
2010-12-26,1,2,2,32,2,False
2010-12-27,1,3,5,62,3,False
2010-12-28,2,2,6,50,5,False
2010-12-29,1,3,5,55,3,False
2010-12-30,1,4,4,63,6,False
