date,costliness,costly,debtor,default,depression,isPartial
2004-09-11,0,0,0,36,51,False
2004-09-12,0,0,0,39,50,False
2004-09-13,0,1,1,60,77,False
2004-09-14,0,2,0,45,85,False
2004-09-15,0,0,0,59,64,False
2004-09-16,0,1,0,42,56,False
2004-09-17,0,0,0,44,64,False
2004-09-18,0,0,0,39,47,False
2004-09-19,0,0,1,40,47,False
2004-09-20,0,0,0,40,68,False
2004-09-21,0,0,1,51,58,False
2004-09-22,0,0,1,62,54,False
2004-09-23,0,1,0,48,69,False
2004-09-24,0,1,1,51,65,False
2004-09-25,0,1,0,47,63,False
2004-09-26,0,1,0,34,74,False
2004-09-27,0,0,3,36,63,False
2004-09-28,0,0,2,43,76,False
2004-09-29,0,2,0,42,64,False
2004-09-30,0,0,2,42,68,False
2004-10-01,0,0,0,48,51,False
2004-10-02,0,0,0,47,56,False
2004-10-03,0,0,1,36,66,False
2004-10-04,0,0,0,42,73,False
2004-10-05,0,0,0,47,80,False
2004-10-06,0,2,1,49,77,False
2004-10-07,0,0,2,43,75,False
2004-10-08,0,0,1,61,49,False
2004-10-09,0,0,0,34,35,False
2004-10-10,0,0,0,47,60,False
2004-10-11,0,0,2,45,81,False
2004-10-12,0,0,0,31,94,False
2004-10-13,0,0,1,50,82,False
2004-10-14,0,1,0,52,60,False
2004-10-15,0,0,2,47,69,False
2004-10-16,0,0,0,45,60,False
2004-10-17,0,0,0,18,64,False
2004-10-18,0,1,1,46,71,False
2004-10-19,0,0,1,43,72,False
2004-10-20,0,2,0,41,73,False
2004-10-21,0,0,1,46,67,False
2004-10-22,0,1,0,51,64,False
2004-10-23,0,0,0,52,36,False
2004-10-24,0,0,1,43,71,False
2004-10-25,0,0,2,40,68,False
2004-10-26,0,1,0,45,69,False
2004-10-27,0,0,0,53,75,False
2004-10-28,0,0,1,38,82,False
2004-10-29,0,0,0,48,89,False
2004-10-30,0,0,0,56,73,False
2004-10-31,0,0,0,48,51,False
2004-11-01,0,0,0,52,63,False
2004-11-02,0,0,2,34,55,False
2004-11-03,0,0,0,43,66,False
2004-11-04,0,0,1,43,86,False
2004-11-05,0,3,1,47,74,False
2004-11-06,0,0,0,52,62,False
2004-11-07,0,0,0,35,85,False
2004-11-08,0,0,0,44,91,False
2004-11-09,0,0,0,0,0,True
2004-11-10,0,0,2,77,68,False
2004-11-11,0,1,1,48,69,False
2004-11-12,0,0,1,41,66,False
2004-11-13,0,1,0,35,62,False
2004-11-14,0,0,1,27,71,False
2004-11-15,0,0,1,41,75,False
2004-11-16,0,3,0,40,82,False
2004-11-17,0,1,0,60,89,False
2004-11-18,0,2,0,53,89,False
2004-11-19,0,0,0,44,100,False
2004-11-20,0,0,0,36,94,False
2004-11-21,0,4,0,34,63,False
2004-11-22,0,0,0,50,91,False
2004-11-23,0,0,0,44,72,False
2004-11-24,0,1,0,42,68,False
2004-11-25,0,0,0,57,45,False
2004-11-26,0,1,0,36,54,False
2004-11-27,0,1,1,52,56,False
2004-11-28,0,3,0,29,59,False
2004-11-29,0,1,0,45,81,False
2004-11-30,0,0,3,45,72,False
2004-12-01,0,1,1,43,86,False
2004-12-02,0,1,1,49,80,False
2004-12-03,0,1,0,55,63,False
2004-12-04,0,3,1,50,58,False
2004-12-05,0,0,3,27,78,False
2004-12-06,0,1,2,49,79,False
2004-12-07,0,0,1,44,68,False
2004-12-08,0,0,1,51,86,False
2004-12-09,0,2,2,43,78,False
2004-12-10,0,0,1,42,70,False
2004-12-11,0,0,0,35,61,False
2004-12-12,0,1,0,37,56,False
2004-12-13,0,0,1,43,75,False
2004-12-14,0,0,1,54,71,False
2004-12-15,0,0,1,46,68,False
2004-12-16,0,1,0,53,75,False
2004-12-17,0,0,0,45,63,False
2004-12-18,0,0,0,52,48,False
2004-12-19,0,0,0,33,56,False
2004-12-20,0,1,0,53,44,False
2004-12-21,0,0,0,46,59,False
2004-12-22,0,0,2,52,45,False
2004-12-23,0,0,1,49,52,False
2004-12-24,0,0,0,45,27,False
2004-12-25,0,0,0,40,29,False
2004-12-26,0,0,0,33,41,False
2004-12-27,0,1,0,40,52,False
2004-12-28,0,1,0,46,37,False
2004-12-29,0,0,1,51,50,False
2004-12-30,0,1,0,49,34,False
2004-12-31,0,0,0,15,63,False
2005-01-01,0,0,0,48,54,False
2005-01-02,0,0,0,46,51,False
2005-01-03,0,0,1,38,70,False
2005-01-04,0,0,0,49,67,False
2005-01-05,0,0,1,48,62,False
2005-01-06,0,0,1,49,61,False
2005-01-07,0,1,1,46,62,False
