date,prosper,prosperity,isPartial
2016-02-21,24,28,False
2016-02-22,39,54,False
2016-02-23,43,49,False
2016-02-24,38,53,False
2016-02-25,37,44,False
2016-02-26,41,47,False
2016-02-27,42,29,False
2016-02-28,35,29,False
2016-02-29,42,52,False
2016-03-01,43,49,False
2016-03-02,46,44,False
2016-03-03,41,48,False
2016-03-04,46,45,False
2016-03-05,37,35,False
2016-03-06,28,31,False
2016-03-07,35,44,False
2016-03-08,36,48,False
2016-03-09,36,48,False
2016-03-10,34,44,False
2016-03-11,43,38,False
2016-03-12,33,31,False
2016-03-13,31,32,False
2016-03-14,44,42,False
2016-03-15,38,52,False
2016-03-16,36,43,False
2016-03-17,41,48,False
2016-03-18,38,35,False
2016-03-19,19,27,False
2016-03-20,34,26,False
2016-03-21,41,45,False
2016-03-22,32,47,False
2016-03-23,36,50,False
2016-03-24,36,45,False
2016-03-25,35,50,False
2016-03-26,25,31,False
2016-03-27,30,17,False
2016-03-28,42,43,False
2016-03-29,44,52,False
2016-03-30,43,46,False
2016-03-31,46,47,False
2016-04-01,32,51,False
2016-04-02,33,33,False
2016-04-03,37,30,False
2016-04-04,34,44,False
2016-04-05,41,53,False
2016-04-06,35,42,False
2016-04-07,37,46,False
2016-04-08,47,44,False
2016-04-09,30,31,False
2016-04-10,30,31,False
2016-04-11,47,58,False
2016-04-12,53,37,False
2016-04-13,45,49,False
2016-04-14,43,54,False
2016-04-15,39,48,False
2016-04-16,34,29,False
2016-04-17,29,36,False
2016-04-18,42,47,False
2016-04-19,43,46,False
2016-04-20,36,48,False
2016-04-21,51,52,False
2016-04-22,77,38,False
2016-04-23,58,33,False
2016-04-24,53,34,False
2016-04-25,66,51,False
2016-04-26,57,42,False
2016-04-27,54,47,False
2016-04-28,46,43,False
2016-04-29,54,42,False
2016-04-30,38,27,False
2016-05-01,31,36,False
2016-05-02,49,41,False
2016-05-03,47,41,False
2016-05-04,53,38,False
2016-05-05,51,46,False
2016-05-06,44,43,False
2016-05-07,24,30,False
2016-05-08,37,26,False
2016-05-09,41,40,False
2016-05-10,38,39,False
2016-05-11,52,51,False
2016-05-12,38,44,False
2016-05-13,47,37,False
2016-05-14,33,23,False
2016-05-15,31,28,False
2016-05-16,43,46,False
2016-05-17,47,41,False
2016-05-18,44,42,False
2016-05-19,38,42,False
2016-05-20,35,47,False
2016-05-21,36,30,False
2016-05-22,32,26,False
2016-05-23,37,44,False
2016-05-24,40,38,False
2016-05-25,39,39,False
2016-05-26,39,48,False
2016-05-27,34,36,False
2016-05-28,26,31,False
2016-05-29,21,24,False
2016-05-30,31,23,False
2016-05-31,33,37,False
2016-06-01,47,44,False
2016-06-02,38,40,False
2016-06-03,38,37,False
2016-06-04,27,34,False
2016-06-05,33,31,False
2016-06-06,40,38,False
2016-06-07,42,34,False
2016-06-08,33,36,False
2016-06-09,29,43,False
2016-06-10,29,44,False
2016-06-11,27,26,False
2016-06-12,33,29,False
2016-06-13,45,37,False
2016-06-14,30,32,False
2016-06-15,28,43,False
2016-06-16,28,34,False
2016-06-17,35,38,False
2016-06-18,34,35,False
2016-06-19,27,26,False
2016-06-20,32,44,False
2016-06-21,28,38,False
2016-06-22,36,35,False
2016-06-23,34,38,False
2016-06-24,34,39,False
2016-06-25,25,28,False
2016-06-26,31,29,False
2016-06-27,39,39,False
2016-06-28,40,27,False
2016-06-29,35,36,False
2016-06-30,37,34,False
2016-07-01,40,37,False
2016-07-02,26,27,False
2016-07-03,40,26,False
2016-07-04,28,24,False
2016-07-05,52,43,False
2016-07-06,47,38,False
2016-07-07,37,38,False
2016-07-08,38,34,False
2016-07-09,37,32,False
2016-07-10,32,19,False
2016-07-11,35,41,False
2016-07-12,44,43,False
2016-07-13,30,40,False
2016-07-14,35,32,False
2016-07-15,38,31,False
2016-07-16,33,31,False
2016-07-17,30,26,False
2016-07-18,37,38,False
2016-07-19,28,31,False
2016-07-20,42,42,False
2016-07-21,35,33,False
2016-07-22,35,33,False
2016-07-23,32,33,False
