date,blackmail,bribe,bum,commoner,corrupt,isPartial
2006-02-01,6,0,41,3,63,False
2006-02-02,19,6,32,0,32,False
2006-02-03,17,3,44,0,50,False
2006-02-04,10,0,34,0,53,False
2006-02-05,5,0,54,0,49,False
2006-02-06,10,0,26,6,52,False
2006-02-07,6,9,28,3,40,False
2006-02-08,3,3,44,0,56,False
2006-02-09,9,0,41,0,38,False
2006-02-10,3,7,36,0,56,False
2006-02-11,5,0,29,0,62,False
2006-02-12,5,0,33,0,43,False
2006-02-13,3,6,25,0,44,False
2006-02-14,3,0,40,0,50,False
2006-02-15,3,0,26,0,49,False
2006-02-16,3,0,63,0,47,False
2006-02-17,7,3,51,0,41,False
2006-02-18,20,0,44,0,49,False
2006-02-19,10,0,40,0,40,False
2006-02-20,0,7,28,0,57,False
2006-02-21,0,3,44,0,59,False
2006-02-22,3,9,35,0,79,False
2006-02-23,6,3,44,0,47,False
2006-02-24,7,3,52,0,75,False
2006-02-25,10,0,30,0,45,False
2006-02-26,10,0,54,0,59,False
2006-02-27,3,9,52,0,52,False
2006-02-28,9,12,12,0,27,False
2006-03-01,6,0,34,0,49,False
2006-03-02,6,3,43,3,74,False
2006-03-03,3,0,23,0,36,False
2006-03-04,0,10,53,0,53,False
2006-03-05,10,0,34,0,24,False
2006-03-06,0,0,31,0,46,False
2006-03-07,3,0,18,3,48,False
2006-03-08,0,3,43,0,53,False
2006-03-09,3,0,53,0,53,False
2006-03-10,7,3,46,3,53,False
2006-03-11,10,0,35,0,35,False
2006-03-12,5,0,79,0,30,False
2006-03-13,3,0,41,0,63,False
2006-03-14,3,3,27,0,39,False
2006-03-15,3,6,31,0,38,False
2006-03-16,3,0,29,0,70,False
2006-03-17,0,13,43,0,64,False
2006-03-18,5,0,70,0,25,False
2006-03-19,10,5,39,5,19,False
2006-03-20,12,3,34,3,55,False
2006-03-21,6,9,33,0,54,False
2006-03-22,9,0,15,0,31,False
2006-03-23,0,3,31,0,46,False
2006-03-24,7,0,16,3,66,False
2006-03-25,10,14,34,0,58,False
2006-03-26,5,0,58,0,39,False
2006-03-27,9,6,49,3,67,False
2006-03-28,3,0,36,0,48,False
2006-03-29,9,0,30,3,42,False
2006-03-30,3,3,38,0,41,False
2006-03-31,3,3,34,0,74,False
2006-04-01,5,0,39,5,59,False
2006-04-02,5,0,49,0,49,False
2006-04-03,3,0,27,0,52,False
2006-04-04,3,6,42,0,72,False
2006-04-05,3,0,33,0,52,False
2006-04-06,0,0,62,0,37,False
2006-04-07,0,0,39,3,66,False
2006-04-08,5,0,34,10,49,False
2006-04-09,0,10,35,0,40,False
2006-04-10,3,3,15,3,58,False
2006-04-11,6,0,24,0,70,False
2006-04-12,3,6,31,0,53,False
2006-04-13,6,3,35,0,48,False
2006-04-14,4,0,40,0,36,False
2006-04-15,5,0,25,0,56,False
2006-04-16,11,5,32,5,80,False
2006-04-17,3,0,37,0,49,False
2006-04-18,3,3,30,0,63,False
2006-04-19,6,6,33,0,63,False
2006-04-20,6,3,46,0,46,False
2006-04-21,0,0,46,0,42,False
2006-04-22,0,0,43,0,67,False
2006-04-23,5,14,24,0,38,False
2006-04-24,0,9,35,0,53,False
2006-04-25,6,3,29,0,55,False
2006-04-26,9,3,21,0,68,False
2006-04-27,12,0,34,3,74,False
2006-04-28,3,3,33,3,46,False
2006-04-29,0,5,30,0,40,False
2006-04-30,5,0,15,0,44,False
2006-05-01,6,0,24,3,42,False
2006-05-02,3,0,29,3,60,False
2006-05-03,0,0,35,3,50,False
2006-05-04,3,0,27,0,60,False
2006-05-05,6,10,23,3,71,False
2006-05-06,0,0,56,0,45,False
2006-05-07,0,5,50,0,55,False
2006-05-08,3,3,65,0,38,False
2006-05-09,3,3,29,0,41,False
2006-05-10,3,6,42,3,50,False
2006-05-11,3,6,38,0,56,False
2006-05-12,3,0,36,0,39,False
2006-05-13,0,0,45,0,45,False
2006-05-14,0,5,61,0,46,False
2006-05-15,6,0,27,3,39,False
2006-05-16,9,0,29,0,73,False
2006-05-17,3,3,36,0,54,False
2006-05-18,3,3,34,0,31,False
2006-05-19,7,3,26,3,46,False
2006-05-20,5,5,31,0,31,False
2006-05-21,5,0,40,0,35,False
2006-05-22,9,6,18,3,42,False
2006-05-23,6,15,36,0,54,False
2006-05-24,0,18,43,0,68,False
2006-05-25,3,3,31,0,44,False
2006-05-26,10,10,20,0,65,False
2006-05-27,16,5,55,0,44,False
2006-05-28,18,0,30,0,53,False
2006-05-29,5,0,45,0,45,False
2006-05-30,0,3,31,6,77,False
2006-05-31,3,6,21,3,55,False
2006-06-01,6,0,25,0,25,False
2006-06-02,0,7,30,7,33,False
2006-06-03,5,0,50,0,50,False
2006-06-04,15,0,15,0,31,False
2006-06-05,0,0,31,0,61,False
2006-06-06,3,3,46,0,65,False
2006-06-07,6,3,43,0,58,False
2006-06-08,3,3,35,0,70,False
2006-06-09,3,3,13,0,47,False
2006-06-10,0,5,30,0,40,False
2006-06-11,5,0,52,0,36,False
2006-06-12,0,0,34,0,34,False
2006-06-13,3,6,34,0,100,False
2006-06-14,3,9,41,0,31,False
2006-06-15,3,10,42,0,59,False
2006-06-16,14,3,31,0,63,False
2006-06-17,0,0,27,0,59,False
2006-06-18,5,0,38,0,49,False
2006-06-19,6,0,22,3,31,False
2006-06-20,3,0,9,0,50,False
2006-06-21,10,3,29,0,32,False
2006-06-22,6,3,45,3,29,False
2006-06-23,3,0,34,0,27,False
2006-06-24,0,0,45,0,60,False
2006-06-25,10,0,30,0,50,False
2006-06-26,3,6,25,3,43,False
2006-06-27,3,6,36,0,42,False
2006-06-28,0,0,28,3,58,False
2006-06-29,6,3,32,0,35,False
2006-06-30,0,3,31,0,58,False
2006-07-01,5,0,47,0,36,False
2006-07-02,11,0,33,0,44,False
2006-07-03,8,4,31,0,46,False
2006-07-04,5,0,28,5,42,False
2006-07-05,0,7,20,0,40,False
2006-07-06,3,3,21,0,68,False
2006-07-07,3,7,26,0,49,False
2006-07-08,5,0,58,0,49,False
2006-07-09,5,0,10,0,40,False
2006-07-10,0,0,24,0,45,False
2006-07-11,0,0,21,0,59,False
2006-07-12,9,0,30,0,66,False
2006-07-13,3,6,25,0,47,False
2006-07-14,7,0,49,0,26,False
2006-07-15,9,0,29,0,28,False
2006-07-16,5,5,25,0,40,False
2006-07-17,9,3,21,0,58,False
2006-07-18,6,3,60,0,57,False
2006-07-19,6,3,18,0,61,False
2006-07-20,3,3,24,0,40,False
2006-07-21,10,3,23,0,55,False
2006-07-22,5,0,38,0,52,False
2006-07-23,0,0,58,0,68,False
2006-07-24,3,0,30,0,39,False
2006-07-25,3,0,36,3,65,False
2006-07-26,6,3,27,0,48,False
2006-07-27,6,0,33,0,45,False
2006-07-28,6,6,26,0,36,False
2006-07-29,0,0,24,0,62,False
2006-07-30,0,5,19,5,39,False
2006-07-31,0,0,30,0,57,False
2006-08-01,9,0,17,0,55,False
2006-08-02,3,3,26,0,55,False
2006-08-03,6,0,24,0,52,False
2006-08-04,0,0,13,0,29,False
2006-08-05,5,5,47,0,24,False
2006-08-06,10,0,39,0,34,False
2006-08-07,0,3,21,3,69,False
2006-08-08,3,3,35,0,55,False
2006-08-09,6,6,26,0,67,False
2006-08-10,9,3,9,3,62,False
2006-08-11,3,3,16,0,54,False
2006-08-12,5,0,9,0,57,False
2006-08-13,5,10,24,5,34,False
2006-08-14,0,3,30,0,78,False
2006-08-15,3,6,29,0,51,False
2006-08-16,0,3,21,0,39,False
2006-08-17,6,6,27,0,45,False
2006-08-18,0,0,32,0,47,False
2006-08-19,0,0,23,0,32,False
