date,betrothal,bonus,boom,breadwinner,buy
2004-10-18,0,2.4021809286,2.0625,0,69.5167899126
2004-10-19,0,2.4021809286,4.125,0,65.6547460286
2004-10-20,0,2.4021809286,4.125,0,71.4478118546
2004-10-21,0,2.4021809286,4.125,0,71.4478118546
2004-10-22,0,4.80436185719,4.125,0,77.2408776807
2004-10-23,0,2.4021809286,4.125,0,94.6200751588
2004-10-24,0,2.4021809286,4.125,0,92.6890532168
2004-10-25,0,2.4021809286,2.0625,0,75.3098557387
2004-10-26,0,2.4021809286,4.125,0,71.4478118546
2004-10-27,0,2.4021809286,4.125,0,71.4478118546
2004-10-28,0,2.4021809286,4.125,0,71.4478118546
2004-10-29,0,4.80436185719,2.0625,0,81.1029215647
2004-10-30,0,2.4021809286,4.125,0,92.6890532168
2004-10-31,0,2.4021809286,6.1875,0,90.7580312748
2004-11-01,0,2.4021809286,4.125,0,77.2408776807
2004-11-02,0,2.4021809286,2.0625,0,65.6547460286
2004-11-03,0,2.4021809286,2.0625,0,61.7927021446
2004-11-04,0,4.80436185719,4.125,0,67.5857679706
2004-11-05,0,4.80436185719,4.125,0,77.2408776807
2004-11-06,0,4.80436185719,4.125,0,96.5510971009
2004-11-07,0,2.4021809286,2.0625,0,102.344162927
2004-11-08,0,4.80436185719,4.125,0,86.8959873908
2004-11-09,0,0.0,0.0,0,0.0
2004-11-10,0,2.4021809286,4.125,0,83.0339435067
2004-11-11,0,2.4021809286,4.125,0,86.8959873908
2004-11-12,0,2.4021809286,2.0625,0,90.7580312748
2004-11-13,0,4.80436185719,4.125,0,104.275184869
2004-11-14,0,4.80436185719,4.125,0,108.137228753
2004-11-15,0,4.80436185719,2.0625,0,90.7580312748
2004-11-16,0,2.4021809286,2.0625,0,86.8959873908
2004-11-17,0,2.4021809286,4.125,0,86.8959873908
2004-11-18,0,2.4021809286,4.125,0,83.0339435067
2004-11-19,0,4.80436185719,2.0625,0,100.413140985
2004-11-20,0,4.80436185719,4.125,0,125.516426231
2004-11-21,0,2.4021809286,4.125,0,115.861316521
2004-11-22,0,2.4021809286,4.125,0,100.413140985
2004-11-23,0,2.4021809286,2.0625,0,110.068250695
2004-11-24,0,4.80436185719,2.0625,0,108.137228753
2004-11-25,0,2.4021809286,4.125,0,131.309492057
2004-11-26,0,2.4021809286,4.125,0,193.102194202
2004-11-27,0,2.4021809286,4.125,0,142.895623709
2004-11-28,0,4.80436185719,2.0625,0,133.240513999
2004-11-29,0,2.4021809286,4.125,0,104.275184869
2004-11-30,0,4.80436185719,4.125,0,94.6200751588
2004-12-01,0,4.80436185719,4.125,0,84.9649654488
2004-12-02,0,2.4021809286,4.125,0,92.6890532168
2004-12-03,0,4.80436185719,4.125,0,100.413140985
2004-12-04,0,2.4021809286,4.125,0,106.206206811
2004-12-05,0,2.4021809286,2.0625,0,127.447448173
2004-12-06,0,2.4021809286,2.0625,0,102.344162927
2004-12-07,0,4.80436185719,2.0625,0,94.6200751588
2004-12-08,0,4.80436185719,2.0625,0,102.344162927
2004-12-09,0,4.80436185719,4.125,0,96.5510971009
2004-12-10,0,2.4021809286,4.125,0,96.5510971009
2004-12-11,0,4.80436185719,4.125,0,121.654382347
2004-12-12,0,2.4021809286,4.125,0,127.447448173
2004-12-13,0,4.80436185719,4.125,0,106.206206811
2004-12-14,0,4.80436185719,4.125,0,111.999272637
2004-12-15,0,4.80436185719,4.125,0,106.206206811
2004-12-16,0,4.80436185719,2.0625,0,104.275184869
2004-12-17,0,4.80436185719,4.125,0,106.206206811
2004-12-18,0,2.4021809286,4.125,0,140.964601767
2004-12-19,0,2.4021809286,4.125,0,137.102557883
2004-12-20,0,4.80436185719,2.0625,0,121.654382347
2004-12-21,0,4.80436185719,4.125,0,123.585404289
2004-12-22,0,4.80436185719,4.125,0,117.792338463
2004-12-23,0,2.4021809286,4.125,0,119.723360405
2004-12-24,0,4.80436185719,4.125,0,111.999272637
2004-12-25,0,2.4021809286,4.125,0,106.206206811
2004-12-26,0,2.4021809286,4.125,0,142.895623709
2004-12-27,0,2.4021809286,2.0625,0,117.792338463
2004-12-28,0,4.80436185719,4.125,0,98.4821190429
2004-12-29,0,4.80436185719,4.125,0,98.4821190429
2004-12-30,0,2.4021809286,4.125,0,98.4821190429
2004-12-31,0,4.80436185719,4.125,0,92.6890532168
2005-01-01,0,2.4021809286,2.0625,0,127.447448173
2005-01-02,0,4.80436185719,4.125,0,104.275184869
2005-01-03,0,4.80436185719,2.0625,0,88.8270093328
2005-01-04,0,4.80436185719,2.0625,0,83.0339435067
2005-01-05,0,4.80436185719,2.0625,0,75.3098557387
2005-01-06,0,2.4021809286,4.125,0,75.3098557387
2005-01-07,0,2.4021809286,4.125,0,77.2408776807
2005-01-08,0,4.80436185719,4.125,0,102.344162927
2005-01-09,0,2.4021809286,4.125,0,98.4821190429
2005-01-10,0,2.4021809286,2.0625,0,79.1718996227
2005-01-11,0,4.80436185719,2.0625,0,81.1029215647
2005-01-12,0,2.4021809286,2.0625,0,73.3788337967
2005-01-13,0,2.4021809286,4.125,0,71.4478118546
2005-01-14,0,4.80436185719,4.125,0,73.3788337967
2005-01-15,0,4.80436185719,4.125,0,94.6200751588
2005-01-16,0,4.80436185719,4.125,0,98.4821190429
2005-01-17,0,4.80436185719,4.125,0,88.8270093328
2005-01-18,0,2.4021809286,2.0625,0,69.5167899126
2005-01-19,0,2.4021809286,4.125,0,73.3788337967
2005-01-20,0,2.4021809286,4.125,0,65.6547460286
2005-01-21,0,2.4021809286,2.0625,0,75.3098557387
2005-01-22,0,4.80436185719,4.125,0,77.2408776807
2005-01-23,0,4.80436185719,2.0625,0,86.8959873908
2005-01-24,0,2.4021809286,2.0625,0,77.2408776807
2005-01-25,0,2.4021809286,2.0625,0,73.3788337967
2005-01-26,0,2.4021809286,4.125,0,71.4478118546
2005-01-27,0,4.80436185719,4.125,0,77.2408776807
2005-01-28,0,2.4021809286,4.125,0,71.4478118546
2005-01-29,0,4.80436185719,2.0625,0,90.7580312748
2005-01-30,0,2.4021809286,4.125,0,92.6890532168
2005-01-31,0,2.4021809286,4.125,0,73.3788337967
2005-02-01,0,4.80436185719,4.125,0,77.2408776807
2005-02-02,0,2.4021809286,2.0625,0,71.4478118546
2005-02-03,0,2.4021809286,4.125,0,71.4478118546
2005-02-04,0,2.4021809286,2.0625,0,71.4478118546
2005-02-05,0,4.80436185719,2.0625,0,84.9649654488
2005-02-06,0,4.80436185719,2.0625,0,92.6890532168
2005-02-07,0,2.4021809286,2.0625,0,77.2408776807
2005-02-08,0,2.4021809286,2.0625,0,69.5167899126
2005-02-09,0,2.4021809286,2.0625,0,65.6547460286
2005-02-10,0,4.80436185719,4.125,0,71.4478118546
2005-02-11,0,2.4021809286,2.0625,0,67.5857679706
2005-02-12,0,4.80436185719,2.0625,0,86.8959873908
2005-02-13,0,4.80436185719,4.125,0,98.4821190429
2005-02-14,0,2.4021809286,2.0625,0,77.2408776807
2005-02-15,0,2.4021809286,4.125,0,67.5857679706
