date,partnership,patron,patronage,precious,priceless,isPartial
2011-08-26,72,46,1,65,6,False
2011-08-27,37,48,1,49,5,False
2011-08-28,46,52,1,56,5,False
2011-08-29,75,43,1,51,9,False
2011-08-30,86,38,2,58,6,False
2011-08-31,94,41,2,52,8,False
2011-09-01,98,47,2,58,6,False
2011-09-02,68,44,1,58,6,False
2011-09-03,41,47,2,50,4,False
2011-09-04,47,49,1,63,9,False
2011-09-05,51,52,2,62,10,False
2011-09-06,83,46,2,58,7,False
2011-09-07,94,41,4,59,6,False
2011-09-08,93,46,4,60,8,False
2011-09-09,84,60,2,61,9,False
2011-09-10,44,65,1,59,4,False
2011-09-11,51,60,3,50,6,False
2011-09-12,92,38,7,74,5,False
2011-09-13,90,47,4,65,7,False
2011-09-14,99,42,3,52,5,False
2011-09-15,96,43,3,65,13,False
2011-09-16,82,45,1,61,9,False
2011-09-17,43,59,1,56,7,False
2011-09-18,49,53,1,59,5,False
2011-09-19,92,40,3,62,6,False
2011-09-20,94,39,5,61,8,False
2011-09-21,96,37,3,53,5,False
2011-09-22,80,50,4,59,7,False
2011-09-23,77,32,2,71,8,False
2011-09-24,38,51,0,57,8,False
2011-09-25,45,52,2,44,4,False
2011-09-26,75,46,6,67,6,False
2011-09-27,100,50,3,64,7,False
2011-09-28,87,54,3,69,8,False
2011-09-29,94,48,4,64,8,False
2011-09-30,77,52,3,56,8,False
2011-10-01,42,58,3,47,5,False
2011-10-02,49,49,3,61,8,False
2011-10-03,81,47,3,48,10,False
2011-10-04,90,46,5,60,6,False
2011-10-05,77,54,6,69,7,False
2011-10-06,93,40,6,49,8,False
2011-10-07,68,52,3,57,10,False
2011-10-08,36,45,1,62,6,False
2011-10-09,58,46,1,65,12,False
2011-10-10,85,42,4,58,8,False
2011-10-11,87,46,2,63,11,False
2011-10-12,85,48,4,62,7,False
2011-10-13,79,55,3,59,6,False
2011-10-14,74,49,3,63,9,False
2011-10-15,48,52,5,66,6,False
2011-10-16,46,69,3,53,10,False
2011-10-17,89,53,5,62,6,False
2011-10-18,99,52,5,58,5,False
2011-10-19,85,49,5,59,8,False
2011-10-20,81,49,3,58,7,False
2011-10-21,77,63,4,63,10,False
2011-10-22,40,56,1,68,5,False
2011-10-23,46,67,2,56,10,False
2011-10-24,83,58,6,68,6,False
2011-10-25,87,53,4,68,6,False
2011-10-26,80,67,7,58,7,False
2011-10-27,87,62,6,62,8,False
2011-10-28,74,68,3,67,8,False
2011-10-29,44,71,1,64,6,False
2011-10-30,44,67,4,64,7,False
2011-10-31,83,58,5,59,5,False
2011-11-01,74,68,4,66,10,False
2011-11-02,83,65,5,58,7,False
2011-11-03,74,55,4,72,8,False
2011-11-04,80,57,5,64,8,False
2011-11-05,44,60,1,72,6,False
2011-11-06,49,55,4,64,8,False
2011-11-07,82,48,7,52,5,False
2011-11-08,95,46,4,54,10,False
2011-11-09,86,47,5,56,8,False
2011-11-10,75,54,3,56,9,False
2011-11-11,63,49,4,62,7,False
2011-11-12,52,66,1,48,9,False
2011-11-13,57,67,3,66,7,False
2011-11-14,87,45,3,60,6,False
2011-11-15,83,45,3,56,12,False
2011-11-16,84,46,3,64,10,False
2011-11-17,69,46,5,57,10,False
2011-11-18,73,47,5,65,7,False
2011-11-19,38,60,3,69,5,False
2011-11-20,45,70,2,63,7,False
2011-11-21,75,48,3,55,9,False
2011-11-22,69,50,3,66,7,False
2011-11-23,59,49,3,65,7,False
2011-11-24,37,53,0,48,11,False
2011-11-25,31,46,1,58,6,False
2011-11-26,36,45,1,76,7,False
2011-11-27,42,51,4,74,8,False
2011-11-28,75,49,2,68,7,False
2011-11-29,89,40,3,68,6,False
2011-11-30,80,49,2,60,10,False
