date,backward,backwardness,broke,cheap,colony,isPartial
2012-05-06,0,0,6,86,5,False
2012-05-07,0,0,5,85,5,False
2012-05-08,0,0,10,89,4,False
2012-05-09,1,0,7,88,4,False
2012-05-10,1,0,5,83,5,False
2012-05-11,0,0,5,82,5,False
2012-05-12,0,0,6,85,4,False
2012-05-13,0,0,6,89,5,False
2012-05-14,0,0,4,87,5,False
2012-05-15,1,0,5,88,5,False
2012-05-16,0,0,5,90,5,False
2012-05-17,0,0,5,85,5,False
2012-05-18,0,0,5,84,5,False
2012-05-19,0,0,5,90,4,False
2012-05-20,0,0,5,94,4,False
2012-05-21,1,0,5,87,5,False
2012-05-22,1,0,6,89,4,False
2012-05-23,1,0,5,89,4,False
2012-05-24,0,0,5,89,5,False
2012-05-25,0,0,5,86,5,False
2012-05-26,0,0,5,90,5,False
2012-05-27,0,0,5,85,4,False
2012-05-28,0,0,6,96,5,False
2012-05-29,0,0,6,88,4,False
2012-05-30,0,0,5,91,5,False
2012-05-31,0,0,5,86,5,False
2012-06-01,0,0,5,88,5,False
2012-06-02,0,0,5,93,5,False
2012-06-03,0,0,5,95,4,False
2012-06-04,0,0,4,91,5,False
2012-06-05,1,0,5,90,4,False
2012-06-06,1,0,5,90,5,False
2012-06-07,0,0,5,91,4,False
2012-06-08,0,0,5,86,5,False
2012-06-09,0,0,5,90,4,False
2012-06-10,0,0,5,91,4,False
2012-06-11,0,0,5,91,4,False
2012-06-12,0,0,5,91,4,False
2012-06-13,0,0,5,96,5,False
2012-06-14,0,0,5,93,5,False
2012-06-15,0,0,6,87,4,False
2012-06-16,0,0,5,96,5,False
2012-06-17,1,0,6,93,4,False
2012-06-18,0,0,5,93,5,False
2012-06-19,1,0,5,97,4,False
2012-06-20,0,0,5,88,5,False
2012-06-21,0,0,5,92,5,False
2012-06-22,0,0,6,91,5,False
2012-06-23,0,0,6,95,4,False
2012-06-24,0,0,5,100,4,False
2012-06-25,1,0,5,95,4,False
2012-06-26,0,0,5,96,4,False
2012-06-27,0,0,6,97,5,False
2012-06-28,0,0,5,94,4,False
2012-06-29,0,0,6,86,4,False
2012-06-30,0,0,5,94,5,False
2012-07-01,0,0,5,97,4,False
2012-07-02,0,0,5,93,5,False
2012-07-03,0,0,5,89,5,False
2012-07-04,0,0,5,88,6,False
2012-07-05,0,0,4,89,5,False
2012-07-06,1,0,5,93,5,False
2012-07-07,0,0,5,96,5,False
2012-07-08,0,0,5,98,4,False
2012-07-09,0,0,4,93,4,False
2012-07-10,0,0,5,94,5,False
2012-07-11,0,0,5,95,5,False
2012-07-12,0,0,5,93,5,False
2012-07-13,0,0,5,93,5,False
2012-07-14,0,0,5,96,5,False
2012-07-15,0,0,5,97,4,False
2012-07-16,0,0,5,98,5,False
2012-07-17,0,0,5,95,4,False
2012-07-18,0,0,5,99,5,False
2012-07-19,0,0,4,94,5,False
2012-07-20,0,0,5,89,4,False
2012-07-21,1,0,5,94,5,False
2012-07-22,0,0,4,95,6,False
2012-07-23,0,0,4,94,5,False
2012-07-24,0,0,5,98,4,False
2012-07-25,0,0,5,94,5,False
2012-07-26,0,0,4,90,5,False
2012-07-27,0,0,5,92,5,False
2012-07-28,0,0,5,89,4,False
2012-07-29,0,0,6,96,4,False
2012-07-30,1,0,5,92,5,False
2012-07-31,0,0,5,92,5,False
2012-08-01,0,0,5,91,5,False
2012-08-02,0,0,5,93,5,False
2012-08-03,0,0,5,90,4,False
2012-08-04,0,0,5,95,4,False
2012-08-05,0,0,6,90,5,False
2012-08-06,0,0,5,91,4,False
2012-08-07,0,0,6,99,4,False
2012-08-08,0,0,5,93,4,False
2012-08-09,0,0,5,93,5,False
2012-08-10,0,0,5,91,4,False
2012-08-11,0,0,5,90,4,False
2012-08-12,0,0,5,92,4,False
2012-08-13,0,0,5,90,5,False
2012-08-14,0,0,6,93,4,False
2012-08-15,0,0,5,92,5,False
2012-08-16,0,0,5,88,4,False
2012-08-17,0,0,5,91,5,False
