date,radical,ruin,segregation,shortage,steal,isPartial
2008-11-13,39,9,20,20,40,False
2008-11-14,33,21,18,13,31,False
2008-11-15,29,18,15,19,47,False
2008-11-16,41,20,13,20,73,False
2008-11-17,42,11,21,18,57,False
2008-11-18,31,24,22,30,53,False
2008-11-19,39,19,21,17,52,False
2008-11-20,38,13,17,18,44,False
2008-11-21,37,14,20,23,33,False
2008-11-22,33,31,6,17,54,False
2008-11-23,43,16,11,23,61,False
2008-11-24,27,19,21,18,40,False
2008-11-25,35,10,23,16,43,False
2008-11-26,17,21,11,19,41,False
2008-11-27,29,18,3,20,59,False
2008-11-28,29,15,8,12,48,False
2008-11-29,29,24,6,16,38,False
2008-11-30,30,19,12,12,63,False
2008-12-01,40,13,19,21,56,False
2008-12-02,40,19,23,25,49,False
2008-12-03,37,17,15,31,62,False
2008-12-04,50,12,18,24,45,False
2008-12-05,38,16,18,20,49,False
2008-12-06,46,15,8,8,50,False
2008-12-07,39,18,10,14,44,False
2008-12-08,44,11,20,20,45,False
2008-12-09,49,16,25,18,33,False
2008-12-10,36,16,14,20,44,False
2008-12-11,52,11,20,16,44,False
2008-12-12,32,19,11,18,47,False
2008-12-13,26,15,10,15,63,False
2008-12-14,32,23,11,11,52,False
2008-12-15,38,13,18,22,48,False
2008-12-16,47,13,14,15,44,False
2008-12-17,26,10,16,13,49,False
2008-12-18,27,8,17,15,52,False
2008-12-19,39,16,9,11,36,False
2008-12-20,24,27,7,10,60,False
2008-12-21,20,20,5,13,38,False
2008-12-22,29,18,3,8,46,False
2008-12-23,18,15,3,11,59,False
2008-12-24,25,11,6,10,45,False
2008-12-25,22,16,2,10,74,False
2008-12-26,23,12,5,8,60,False
2008-12-27,10,14,3,3,70,False
2008-12-28,23,26,2,6,61,False
2008-12-29,24,18,6,14,44,False
2008-12-30,20,17,3,10,35,False
2008-12-31,22,17,2,10,51,False
2009-01-01,16,9,7,9,46,False
2009-01-02,18,11,2,6,52,False
2009-01-03,23,16,14,10,71,False
2009-01-04,28,14,9,10,60,False
2009-01-05,21,15,5,11,42,False
2009-01-06,31,10,15,18,44,False
2009-01-07,31,16,11,18,60,False
2009-01-08,39,26,15,21,47,False
2009-01-09,23,12,9,23,75,False
2009-01-10,33,7,8,7,41,False
2009-01-11,32,27,4,6,55,False
2009-01-12,29,16,17,18,56,False
2009-01-13,34,22,19,14,44,False
2009-01-14,29,18,15,21,52,False
2009-01-15,32,19,23,21,40,False
2009-01-16,27,18,14,8,61,False
2009-01-17,33,24,8,10,53,False
2009-01-18,29,13,16,11,69,False
2009-01-19,26,17,12,5,50,False
2009-01-20,32,14,26,13,43,False
2009-01-21,37,13,21,18,49,False
2009-01-22,36,22,27,18,53,False
2009-01-23,40,16,20,14,41,False
2009-01-24,25,13,8,27,69,False
2009-01-25,32,15,8,11,51,False
2009-01-26,28,18,9,20,43,False
2009-01-27,28,12,13,13,40,False
2009-01-28,33,15,15,15,44,False
2009-01-29,32,7,20,20,35,False
2009-01-30,24,11,16,26,44,False
2009-01-31,31,24,9,23,61,False
2009-02-01,26,17,10,26,57,False
2009-02-02,45,12,12,16,41,False
2009-02-03,45,24,29,12,44,False
2009-02-04,36,15,11,17,51,False
2009-02-05,41,19,22,15,37,False
2009-02-06,41,12,14,25,47,False
2009-02-07,20,23,8,19,52,False
2009-02-08,34,19,15,14,69,False
2009-02-09,30,19,20,17,48,False
2009-02-10,39,19,24,17,53,False
2009-02-11,40,16,22,17,61,False
2009-02-12,42,20,19,12,43,False
2009-02-13,41,13,9,21,45,False
2009-02-14,33,10,7,11,55,False
2009-02-15,33,12,13,12,60,False
2009-02-16,38,21,17,20,58,False
2009-02-17,36,15,18,30,46,False
2009-02-18,39,19,17,16,51,False
2009-02-19,37,17,18,18,60,False
2009-02-20,32,23,15,12,51,False
2009-02-21,34,19,10,10,75,False
2009-02-22,43,18,12,22,69,False
2009-02-23,25,16,24,13,37,False
