date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2010-04-05,84,53,4,42,0,False
2010-04-06,78,51,5,51,1,False
2010-04-07,70,52,5,54,1,False
2010-04-08,72,50,3,47,1,False
2010-04-09,77,43,6,48,0,False
2010-04-10,89,39,5,27,1,False
2010-04-11,99,30,5,27,0,False
2010-04-12,74,51,6,53,1,False
2010-04-13,62,54,4,54,1,False
2010-04-14,64,45,5,48,0,False
2010-04-15,61,48,3,44,0,False
2010-04-16,62,42,5,42,1,False
2010-04-17,79,35,3,21,0,False
2010-04-18,100,31,3,23,1,False
2010-04-19,62,55,4,52,0,False
2010-04-20,60,48,4,47,0,False
2010-04-21,61,54,3,54,0,False
2010-04-22,54,55,4,49,1,False
2010-04-23,64,50,4,46,0,False
2010-04-24,84,31,2,22,1,False
2010-04-25,82,28,2,28,0,False
2010-04-26,57,54,4,47,1,False
2010-04-27,59,49,5,49,1,False
2010-04-28,55,53,3,50,0,False
2010-04-29,52,47,3,45,1,False
2010-04-30,60,48,5,43,0,False
2010-05-01,95,27,2,30,2,False
2010-05-02,77,35,3,24,1,False
2010-05-03,63,58,3,45,1,False
2010-05-04,90,53,3,50,1,False
2010-05-05,64,46,4,44,0,False
2010-05-06,58,48,7,44,0,False
2010-05-07,65,41,4,39,1,False
2010-05-08,79,31,3,22,1,False
2010-05-09,91,25,3,25,0,False
2010-05-10,60,54,3,46,1,False
2010-05-11,52,48,4,49,1,False
2010-05-12,51,48,3,45,0,False
2010-05-13,55,42,4,46,1,False
2010-05-14,56,48,5,43,0,False
2010-05-15,71,31,3,27,1,False
2010-05-16,92,28,2,26,0,False
2010-05-17,49,53,3,46,0,False
2010-05-18,54,42,4,50,1,False
2010-05-19,50,47,3,47,1,False
2010-05-20,45,51,3,45,0,False
2010-05-21,56,40,2,42,0,False
2010-05-22,70,37,4,27,0,False
2010-05-23,86,32,3,26,0,False
2010-05-24,52,53,5,46,1,False
2010-05-25,54,56,4,50,0,False
2010-05-26,52,47,5,45,0,False
2010-05-27,52,45,2,40,0,False
2010-05-28,51,43,2,39,0,False
2010-05-29,74,32,3,22,0,False
2010-05-30,74,36,4,22,0,False
2010-05-31,72,58,3,23,0,False
2010-06-01,52,60,4,47,1,False
2010-06-02,56,55,3,55,1,False
2010-06-03,83,50,4,45,0,False
2010-06-04,57,44,3,39,0,False
2010-06-05,86,33,3,31,1,False
2010-06-06,74,24,3,29,1,False
2010-06-07,58,51,5,62,1,False
2010-06-08,53,46,6,67,1,False
2010-06-09,50,40,7,57,0,False
2010-06-10,51,46,8,57,1,False
2010-06-11,50,41,5,53,0,False
2010-06-12,73,30,5,28,1,False
2010-06-13,77,27,5,32,1,False
2010-06-14,51,51,5,52,0,False
2010-06-15,43,43,6,52,0,False
2010-06-16,48,48,5,54,0,False
2010-06-17,45,45,4,44,0,False
2010-06-18,47,40,4,45,0,False
2010-06-19,64,31,3,27,0,False
2010-06-20,65,26,2,25,1,False
2010-06-21,47,47,3,47,0,False
2010-06-22,48,47,8,54,0,False
2010-06-23,46,44,4,48,0,False
2010-06-24,51,48,4,48,0,False
2010-06-25,48,50,3,45,0,False
2010-06-26,54,31,3,31,0,False
2010-06-27,64,30,5,30,0,False
2010-06-28,49,46,5,53,0,False
2010-06-29,47,47,8,59,1,False
2010-06-30,46,51,6,53,0,False
2010-07-01,46,42,2,47,0,False
2010-07-02,47,33,3,38,1,False
2010-07-03,56,31,2,23,1,False
2010-07-04,57,33,2,20,0,False
2010-07-05,51,64,4,24,1,False
2010-07-06,60,59,5,47,1,False
2010-07-07,49,53,4,49,0,False
2010-07-08,47,47,5,46,1,False
2010-07-09,44,49,4,40,0,False
2010-07-10,54,34,4,26,0,False
2010-07-11,49,24,1,23,0,False
2010-07-12,47,43,3,44,0,False
2010-07-13,46,46,5,47,0,False
2010-07-14,43,41,5,47,0,False
2010-07-15,35,41,3,41,0,False
2010-07-16,45,45,3,35,0,False
2010-07-17,48,25,3,29,0,False
2010-07-18,50,23,3,28,0,False
2010-07-19,42,46,4,45,1,False
2010-07-20,44,43,4,52,0,False
2010-07-21,44,46,4,44,1,False
2010-07-22,47,41,2,42,0,False
2010-07-23,42,40,3,38,1,False
2010-07-24,50,26,3,27,0,False
2010-07-25,53,23,2,23,0,False
2010-07-26,42,43,3,45,0,False
2010-07-27,45,50,5,57,1,False
2010-07-28,40,39,5,46,0,False
2010-07-29,40,42,4,45,0,False
2010-07-30,38,41,4,42,0,False
2010-07-31,48,28,4,27,0,False
2010-08-01,43,30,3,26,0,False
2010-08-02,40,42,5,46,0,False
2010-08-03,32,40,5,46,1,False
2010-08-04,40,39,2,49,0,False
2010-08-05,37,42,3,42,1,False
2010-08-06,39,39,4,36,0,False
2010-08-07,46,31,2,24,0,False
2010-08-08,46,23,4,24,0,False
2010-08-09,38,43,4,42,1,False
2010-08-10,41,45,6,44,0,False
2010-08-11,41,38,4,48,1,False
2010-08-12,40,35,4,45,0,False
2010-08-13,38,39,4,39,0,False
2010-08-14,49,24,5,23,1,False
2010-08-15,57,23,4,17,0,False
2010-08-16,36,44,4,48,1,False
2010-08-17,39,38,4,53,1,False
2010-08-18,39,40,5,43,0,False
2010-08-19,38,38,3,52,1,False
2010-08-20,34,38,4,42,0,False
2010-08-21,41,27,2,25,1,False
2010-08-22,53,20,3,22,0,False
2010-08-23,42,41,3,42,1,False
2010-08-24,33,38,3,41,0,False
2010-08-25,31,42,3,44,0,False
2010-08-26,29,41,3,42,0,False
2010-08-27,36,35,4,43,0,False
2010-08-28,42,30,3,26,1,False
2010-08-29,49,29,2,25,0,False
2010-08-30,32,42,3,43,0,False
2010-08-31,30,43,3,49,0,False
2010-09-01,29,44,4,43,0,False
2010-09-02,28,35,3,38,1,False
2010-09-03,33,36,3,33,1,False
2010-09-04,50,29,1,20,1,False
2010-09-05,48,32,3,21,0,False
2010-09-06,52,48,2,21,0,False
2010-09-07,35,53,4,44,1,False
2010-09-08,32,47,3,46,1,False
2010-09-09,29,43,2,43,0,False
2010-09-10,29,40,2,40,1,False
2010-09-11,39,29,3,17,0,False
2010-09-12,40,30,2,18,0,False
2010-09-13,29,50,3,39,0,False
2010-09-14,30,43,3,50,0,False
2010-09-15,25,36,4,41,1,False
2010-09-16,28,36,3,43,0,False
2010-09-17,32,41,2,38,1,False
2010-09-18,39,32,2,23,0,False
2010-09-19,39,25,3,23,0,False
2010-09-20,27,44,2,46,0,False
2010-09-21,31,41,2,45,0,False
2010-09-22,27,45,4,44,1,False
2010-09-23,23,40,5,53,0,False
2010-09-24,30,33,4,42,1,False
2010-09-25,45,24,4,23,0,False
2010-09-26,38,23,3,24,1,False
2010-09-27,29,37,4,40,1,False
2010-09-28,26,40,3,35,0,False
2010-09-29,28,42,4,39,0,False
2010-09-30,30,40,5,43,1,False
2010-10-01,26,38,4,34,1,False
2010-10-02,39,27,4,23,1,False
2010-10-03,40,28,1,19,0,False
2010-10-04,24,47,4,42,1,False
2010-10-05,29,42,5,41,0,False
2010-10-06,29,41,3,43,1,False
2010-10-07,27,41,3,47,1,False
2010-10-08,27,36,3,37,0,False
2010-10-09,36,31,2,28,0,False
2010-10-10,38,30,4,19,0,False
2010-10-11,31,47,3,33,1,False
2010-10-12,31,38,2,39,1,False
2010-10-13,25,42,3,36,0,False
2010-10-14,30,43,3,41,0,False
2010-10-15,27,39,3,38,0,False
2010-10-16,32,27,2,18,0,False
2010-10-17,34,19,3,19,2,False
2010-10-18,27,39,2,37,1,False
2010-10-19,27,42,4,44,1,False
2010-10-20,27,40,3,41,0,False
2010-10-21,25,43,5,42,0,False
2010-10-22,28,44,2,36,0,False
2010-10-23,38,26,4,20,1,False
2010-10-24,35,23,2,22,0,False
2010-10-25,24,38,3,46,0,False
2010-10-26,26,39,3,41,1,False
2010-10-27,26,42,4,35,1,False
2010-10-28,25,37,3,39,1,False
2010-10-29,26,40,3,32,1,False
2010-10-30,36,25,2,18,1,False
2010-10-31,33,23,1,22,1,False
2010-11-01,25,44,3,40,0,False
2010-11-02,27,45,3,38,1,False
2010-11-03,26,42,3,38,0,False
2010-11-04,30,37,4,43,0,False
2010-11-05,32,37,2,32,0,False
2010-11-06,42,29,3,24,1,False
2010-11-07,38,25,3,21,1,False
2010-11-08,32,42,4,47,1,False
2010-11-09,38,44,3,47,0,False
2010-11-10,37,44,3,41,1,False
2010-11-11,38,39,3,38,1,False
2010-11-12,35,38,4,32,0,False
2010-11-13,41,32,3,20,1,False
2010-11-14,41,25,4,17,1,False
2010-11-15,27,44,4,43,0,False
2010-11-16,27,40,5,41,0,False
2010-11-17,23,37,6,41,0,False
2010-11-18,28,38,5,46,1,False
2010-11-19,27,38,4,35,1,False
2010-11-20,33,26,1,25,1,False
2010-11-21,35,24,2,17,0,False
2010-11-22,26,40,3,37,0,False
2010-11-23,27,42,3,35,0,False
2010-11-24,30,44,4,29,0,False
2010-11-25,34,29,2,15,0,False
2010-11-26,33,43,3,19,0,False
2010-11-27,35,27,2,20,0,False
2010-11-28,36,24,2,24,0,False
2010-11-29,25,43,3,40,0,False
2010-11-30,22,38,4,40,0,False
2010-12-01,25,38,4,36,1,False
2010-12-02,23,42,4,38,1,False
2010-12-03,23,34,2,34,0,False
2010-12-04,31,23,2,23,1,False
2010-12-05,29,25,2,18,1,False
2010-12-06,24,40,2,39,0,False
2010-12-07,22,41,3,38,0,False
2010-12-08,24,36,3,36,1,False
