date,prosper,prosperity,isPartial
2008-11-13,35,73,False
2008-11-14,14,62,False
2008-11-15,4,36,False
2008-11-16,37,37,False
2008-11-17,32,54,False
2008-11-18,14,68,False
2008-11-19,28,67,False
2008-11-20,22,36,False
2008-11-21,26,34,False
2008-11-22,40,45,False
2008-11-23,12,28,False
2008-11-24,19,38,False
2008-11-25,43,38,False
2008-11-26,9,45,False
2008-11-27,17,30,False
2008-11-28,24,47,False
2008-11-29,21,34,False
2008-11-30,23,62,False
2008-12-01,42,32,False
2008-12-02,55,57,False
2008-12-03,18,66,False
2008-12-04,34,58,False
2008-12-05,31,45,False
2008-12-06,24,36,False
2008-12-07,36,20,False
2008-12-08,11,34,False
2008-12-09,29,50,False
2008-12-10,21,55,False
2008-12-11,13,42,False
2008-12-12,15,46,False
2008-12-13,20,28,False
2008-12-14,41,33,False
2008-12-15,16,32,False
2008-12-16,37,56,False
2008-12-17,25,47,False
2008-12-18,26,61,False
2008-12-19,22,62,False
2008-12-20,8,55,False
2008-12-21,18,22,False
2008-12-22,38,34,False
2008-12-23,23,55,False
2008-12-24,28,60,False
2008-12-25,28,34,False
2008-12-26,26,43,False
2008-12-27,9,27,False
2008-12-28,32,18,False
2008-12-29,39,68,False
2008-12-30,38,60,False
2008-12-31,34,79,False
2009-01-01,5,35,False
2009-01-02,28,52,False
2009-01-03,20,20,False
2009-01-04,16,61,False
2009-01-05,25,53,False
2009-01-06,35,49,False
2009-01-07,30,70,False
2009-01-08,22,39,False
2009-01-09,14,54,False
2009-01-10,35,43,False
2009-01-11,44,52,False
2009-01-12,35,65,False
2009-01-13,11,40,False
2009-01-14,40,64,False
2009-01-15,22,38,False
2009-01-16,31,45,False
2009-01-17,32,44,False
2009-01-18,16,29,False
2009-01-19,36,39,False
2009-01-20,48,43,False
2009-01-21,32,35,False
2009-01-22,35,88,False
2009-01-23,19,55,False
2009-01-24,30,57,False
2009-01-25,27,46,False
2009-01-26,18,85,False
2009-01-27,33,46,False
2009-01-28,36,57,False
2009-01-29,24,64,False
2009-01-30,25,64,False
2009-01-31,23,42,False
2009-02-01,8,43,False
2009-02-02,30,41,False
2009-02-03,23,49,False
2009-02-04,18,67,False
2009-02-05,39,34,False
2009-02-06,22,46,False
2009-02-07,16,70,False
2009-02-08,39,35,False
2009-02-09,31,100,False
2009-02-10,23,66,False
2009-02-11,23,60,False
2009-02-12,13,71,False
2009-02-13,36,59,False
2009-02-14,20,67,False
2009-02-15,17,50,False
2009-02-16,35,52,False
2009-02-17,23,52,False
2009-02-18,31,67,False
2009-02-19,26,57,False
2009-02-20,22,49,False
2009-02-21,39,35,False
2009-02-22,8,43,False
2009-02-23,31,47,False
2009-02-24,20,51,False
2009-02-25,23,39,False
2009-02-26,23,63,False
2009-02-27,25,49,False
2009-02-28,30,45,False
2009-03-01,34,34,False
2009-03-02,36,64,False
2009-03-03,18,38,False
2009-03-04,26,60,False
2009-03-05,29,63,False
2009-03-06,30,61,False
2009-03-07,19,35,False
2009-03-08,23,59,False
2009-03-09,10,44,False
2009-03-10,31,64,False
2009-03-11,28,62,False
2009-03-12,21,71,False
2009-03-13,41,69,False
2009-03-14,20,39,False
2009-03-15,12,28,False
2009-03-16,21,45,False
2009-03-17,31,31,False
2009-03-18,24,39,False
2009-03-19,26,44,False
2009-03-20,33,50,False
2009-03-21,28,28,False
2009-03-22,24,31,False
2009-03-23,18,51,False
2009-03-24,20,68,False
2009-03-25,25,56,False
2009-03-26,13,43,False
2009-03-27,11,52,False
2009-03-28,15,23,False
2009-03-29,11,45,False
2009-03-30,50,80,False
2009-03-31,62,42,False
2009-04-01,33,59,False
2009-04-02,34,36,False
2009-04-03,25,60,False
2009-04-04,28,20,False
2009-04-05,8,60,False
2009-04-06,31,70,False
2009-04-07,28,58,False
2009-04-08,18,44,False
2009-04-09,31,47,False
2009-04-10,34,37,False
2009-04-11,32,36,False
2009-04-12,39,26,False
2009-04-13,42,50,False
2009-04-14,27,79,False
2009-04-15,25,60,False
2009-04-16,37,60,False
2009-04-17,28,48,False
2009-04-18,29,49,False
2009-04-19,48,59,False
2009-04-20,37,52,False
2009-04-21,32,57,False
2009-04-22,30,40,False
2009-04-23,34,41,False
2009-04-24,17,45,False
2009-04-25,16,28,False
2009-04-26,28,12,False
2009-04-27,7,28,False
2009-04-28,40,73,False
2009-04-29,30,43,False
2009-04-30,25,48,False
2009-05-01,16,47,False
2009-05-02,12,35,False
2009-05-03,27,58,False
2009-05-04,47,42,False
2009-05-05,44,59,False
2009-05-06,30,46,False
2009-05-07,50,40,False
2009-05-08,53,42,False
2009-05-09,90,29,False
2009-05-10,51,30,False
2009-05-11,60,44,False
2009-05-12,30,47,False
2009-05-13,47,40,False
2009-05-14,51,48,False
2009-05-15,38,60,False
2009-05-16,44,24,False
2009-05-17,40,32,False
2009-05-18,36,72,False
2009-05-19,43,65,False
2009-05-20,39,28,False
2009-05-21,29,39,False
2009-05-22,29,40,False
2009-05-23,55,34,False
2009-05-24,26,57,False
2009-05-25,4,49,False
2009-05-26,48,56,False
2009-05-27,33,40,False
2009-05-28,34,57,False
2009-05-29,34,53,False
2009-05-30,77,37,False
2009-05-31,49,33,False
2009-06-01,29,68,False
2009-06-02,43,51,False
2009-06-03,31,64,False
2009-06-04,34,64,False
2009-06-05,28,33,False
2009-06-06,28,16,False
2009-06-07,16,91,False
2009-06-08,23,49,False
2009-06-09,31,54,False
2009-06-10,57,67,False
2009-06-11,40,51,False
2009-06-12,34,54,False
2009-06-13,29,37,False
2009-06-14,17,55,False
2009-06-15,37,58,False
2009-06-16,16,31,False
2009-06-17,26,44,False
2009-06-18,29,42,False
2009-06-19,34,20,False
2009-06-20,24,48,False
2009-06-21,4,38,False
2009-06-22,27,24,False
2009-06-23,42,60,False
2009-06-24,35,62,False
2009-06-25,26,50,False
2009-06-26,22,48,False
2009-06-27,21,46,False
2009-06-28,17,50,False
2009-06-29,24,50,False
2009-06-30,29,55,False
2009-07-01,29,48,False
2009-07-02,14,48,False
2009-07-03,11,69,False
2009-07-04,28,37,False
2009-07-05,28,42,False
2009-07-06,30,38,False
2009-07-07,31,49,False
2009-07-08,31,44,False
2009-07-09,27,54,False
2009-07-10,20,34,False
2009-07-11,37,33,False
2009-07-12,25,37,False
2009-07-13,34,42,False
2009-07-14,37,44,False
2009-07-15,27,51,False
2009-07-16,35,56,False
2009-07-17,34,54,False
2009-07-18,4,49,False
2009-07-19,30,38,False
2009-07-20,32,50,False
2009-07-21,20,43,False
2009-07-22,26,36,False
2009-07-23,35,40,False
2009-07-24,42,28,False
2009-07-25,20,57,False
2009-07-26,16,33,False
2009-07-27,34,63,False
2009-07-28,34,44,False
2009-07-29,21,62,False
2009-07-30,19,59,False
2009-07-31,20,70,False
2009-08-01,20,36,False
2009-08-02,28,28,False
2009-08-03,43,61,False
2009-08-04,23,41,False
2009-08-05,37,58,False
2009-08-06,46,81,False
2009-08-07,20,76,False
2009-08-08,24,60,False
2009-08-09,56,36,False
