date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2004-09-11,0,20,100,0,0,False
2004-09-12,0,0,51,0,0,False
2004-09-13,0,4,23,0,8,False
2004-09-14,4,15,48,0,4,False
2004-09-15,0,27,19,0,8,False
2004-09-16,4,16,20,0,4,False
2004-09-17,0,17,37,0,12,False
2004-09-18,0,6,58,0,6,False
2004-09-19,7,0,39,0,0,False
2004-09-20,0,4,11,0,8,False
2004-09-21,0,7,26,0,4,False
2004-09-22,0,19,26,0,8,False
2004-09-23,4,34,26,0,4,False
2004-09-24,0,25,41,0,4,False
2004-09-25,0,7,46,0,0,False
2004-09-26,6,19,39,0,13,False
2004-09-27,0,19,15,0,0,False
2004-09-28,0,25,43,0,4,False
2004-09-29,0,22,11,0,7,False
2004-09-30,0,19,41,0,8,False
2004-10-01,0,13,8,0,4,False
2004-10-02,0,0,20,0,0,False
2004-10-03,0,6,38,0,6,False
2004-10-04,0,7,36,0,4,False
2004-10-05,0,14,33,0,18,False
2004-10-06,0,38,27,0,4,False
2004-10-07,0,23,43,0,15,False
2004-10-08,0,12,25,0,0,False
2004-10-09,0,0,27,0,7,False
2004-10-10,0,6,39,0,13,False
2004-10-11,0,15,12,0,4,False
2004-10-12,0,15,31,0,0,False
2004-10-13,5,34,10,0,10,False
2004-10-14,0,15,27,0,8,False
2004-10-15,0,12,24,0,12,False
2004-10-16,0,0,32,0,13,False
2004-10-17,0,13,38,0,6,False
2004-10-18,0,18,77,0,4,False
2004-10-19,0,25,64,0,0,False
2004-10-20,0,15,11,0,4,False
2004-10-21,0,26,22,0,0,False
2004-10-22,0,8,44,0,16,False
2004-10-23,0,6,45,0,13,False
2004-10-24,0,31,37,0,0,False
2004-10-25,0,32,43,0,4,False
2004-10-26,0,31,46,0,3,False
2004-10-27,0,32,21,0,11,False
2004-10-28,0,22,26,0,4,False
2004-10-29,0,0,49,0,16,False
2004-10-30,0,9,19,0,19,False
2004-10-31,0,6,32,0,0,False
2004-11-01,0,15,45,0,7,False
2004-11-02,0,20,0,0,10,False
2004-11-03,0,28,45,0,14,False
2004-11-04,0,18,18,0,4,False
2004-11-05,0,15,0,0,8,False
2004-11-06,0,19,56,0,12,False
2004-11-07,0,0,43,0,18,False
2004-11-08,0,27,41,0,14,False
2004-11-09,0,0,0,0,0,False
2004-11-10,5,24,15,0,0,False
2004-11-11,0,19,30,0,11,False
2004-11-12,0,23,19,0,8,False
2004-11-13,0,18,79,0,0,False
2004-11-14,6,18,77,0,0,False
2004-11-15,0,29,7,0,14,False
2004-11-16,0,17,14,0,7,False
2004-11-17,0,32,39,0,11,False
2004-11-18,0,25,28,0,18,False
2004-11-19,13,26,13,0,0,False
2004-11-20,0,0,28,0,19,False
2004-11-21,0,6,35,0,6,False
2004-11-22,0,18,14,0,10,False
2004-11-23,0,14,32,0,11,False
2004-11-24,0,21,21,0,0,False
2004-11-25,0,7,27,0,0,False
2004-11-26,6,6,42,0,0,False
2004-11-27,0,6,25,0,0,False
2004-11-28,0,6,23,0,12,False
2004-11-29,0,7,27,0,7,False
2004-11-30,0,30,23,0,3,False
2004-12-01,0,34,20,0,7,False
