date,luxury,meritorious,nobility,nobleman,partner,isPartial
2009-07-25,90,1,1,0,35,False
2009-07-26,80,2,0,0,32,False
2009-07-27,82,2,1,1,41,False
2009-07-28,72,2,2,1,54,False
2009-07-29,80,1,1,1,42,False
2009-07-30,69,2,2,0,41,False
2009-07-31,94,1,1,0,43,False
2009-08-01,81,2,3,0,39,False
2009-08-02,86,1,1,1,38,False
2009-08-03,77,1,3,0,35,False
2009-08-04,79,1,1,1,51,False
2009-08-05,87,1,2,0,45,False
2009-08-06,76,1,2,0,39,False
2009-08-07,75,2,1,0,34,False
2009-08-08,85,1,1,0,32,False
2009-08-09,82,1,3,2,42,False
2009-08-10,89,1,1,0,43,False
2009-08-11,94,1,1,0,47,False
2009-08-12,79,1,1,1,40,False
2009-08-13,77,1,2,0,43,False
2009-08-14,78,0,1,0,41,False
2009-08-15,83,1,1,0,43,False
2009-08-16,77,1,2,0,40,False
2009-08-17,89,1,1,0,50,False
2009-08-18,84,2,1,0,50,False
2009-08-19,85,1,3,0,50,False
2009-08-20,78,1,3,0,53,False
2009-08-21,78,1,3,0,54,False
2009-08-22,72,1,1,0,51,False
2009-08-23,99,3,4,0,37,False
2009-08-24,66,1,1,0,51,False
2009-08-25,84,0,0,0,46,False
2009-08-26,79,3,0,0,58,False
2009-08-27,70,1,1,1,41,False
2009-08-28,76,1,4,0,45,False
2009-08-29,68,1,4,0,44,False
2009-08-30,81,0,3,0,37,False
2009-08-31,75,0,0,1,46,False
2009-09-01,75,2,1,1,47,False
2009-09-02,69,1,1,0,55,False
2009-09-03,78,1,2,0,43,False
2009-09-04,68,1,1,0,41,False
2009-09-05,73,1,2,0,36,False
2009-09-06,88,0,2,0,41,False
2009-09-07,95,1,0,0,44,False
2009-09-08,80,1,1,0,51,False
2009-09-09,63,1,2,0,49,False
2009-09-10,74,1,2,1,58,False
2009-09-11,63,2,5,0,46,False
2009-09-12,71,1,1,1,35,False
2009-09-13,85,0,2,0,43,False
2009-09-14,76,1,1,0,44,False
2009-09-15,61,1,3,0,58,False
2009-09-16,74,1,3,1,48,False
2009-09-17,75,0,2,0,41,False
2009-09-18,66,1,1,1,57,False
2009-09-19,75,1,1,0,40,False
2009-09-20,80,0,1,0,36,False
2009-09-21,84,2,1,1,52,False
2009-09-22,79,2,1,0,50,False
2009-09-23,77,2,1,0,50,False
2009-09-24,85,1,2,0,48,False
2009-09-25,79,2,2,1,43,False
2009-09-26,71,0,5,0,36,False
2009-09-27,78,1,2,1,36,False
2009-09-28,82,0,2,1,46,False
2009-09-29,76,2,3,1,44,False
2009-09-30,54,1,1,0,53,False
2009-10-01,63,1,3,0,49,False
2009-10-02,70,1,4,0,44,False
2009-10-03,75,0,2,0,39,False
2009-10-04,91,2,1,0,37,False
2009-10-05,79,0,4,0,43,False
2009-10-06,80,1,0,0,50,False
2009-10-07,64,0,2,0,51,False
2009-10-08,72,1,5,1,45,False
2009-10-09,54,0,2,0,47,False
2009-10-10,75,2,3,0,34,False
2009-10-11,83,0,3,1,28,False
2009-10-12,86,1,0,0,49,False
2009-10-13,62,1,2,0,49,False
2009-10-14,77,1,1,0,47,False
2009-10-15,67,1,3,1,52,False
2009-10-16,66,2,2,0,41,False
2009-10-17,60,1,1,0,25,False
2009-10-18,77,2,1,0,32,False
2009-10-19,67,2,1,0,46,False
2009-10-20,70,1,1,0,59,False
2009-10-21,65,1,2,0,44,False
2009-10-22,68,3,0,1,50,False
2009-10-23,71,0,2,0,50,False
2009-10-24,72,1,1,0,35,False
2009-10-25,81,0,1,1,43,False
2009-10-26,80,1,1,0,57,False
2009-10-27,74,1,0,1,56,False
2009-10-28,78,0,2,0,60,False
2009-10-29,71,0,1,1,47,False
2009-10-30,62,1,2,0,39,False
2009-10-31,64,1,3,0,26,False
