date,expense,expensive,fine,ghetto,intervention,isPartial
2008-01-09,12,21,70,20,20,False
2008-01-10,9,22,81,22,14,False
2008-01-11,12,23,81,24,13,False
2008-01-12,7,29,90,27,8,False
2008-01-13,6,21,84,21,11,False
2008-01-14,10,27,80,22,14,False
2008-01-15,11,23,79,20,29,False
2008-01-16,9,21,77,17,18,False
2008-01-17,10,20,72,25,17,False
2008-01-18,10,23,68,20,12,False
2008-01-19,8,19,86,26,9,False
2008-01-20,5,25,79,27,13,False
2008-01-21,11,20,80,25,15,False
2008-01-22,8,23,78,21,28,False
2008-01-23,12,18,83,19,19,False
2008-01-24,13,19,75,15,15,False
2008-01-25,8,24,77,25,11,False
2008-01-26,8,22,83,23,13,False
2008-01-27,7,25,82,26,12,False
2008-01-28,14,22,82,20,21,False
2008-01-29,13,21,80,17,30,False
2008-01-30,16,21,88,19,24,False
2008-01-31,16,21,86,21,18,False
2008-02-01,10,19,71,24,14,False
2008-02-02,12,26,77,26,16,False
2008-02-03,10,22,74,23,15,False
2008-02-04,13,15,68,19,12,False
2008-02-05,12,21,69,19,26,False
2008-02-06,11,20,76,19,20,False
2008-02-07,15,22,76,26,21,False
2008-02-08,11,24,78,27,15,False
2008-02-09,10,17,87,18,12,False
2008-02-10,13,21,90,21,14,False
2008-02-11,13,16,87,22,17,False
2008-02-12,13,20,81,20,22,False
2008-02-13,17,24,75,19,15,False
2008-02-14,12,21,91,22,15,False
2008-02-15,10,17,81,22,14,False
2008-02-16,8,16,85,25,13,False
2008-02-17,13,28,83,21,11,False
2008-02-18,12,23,83,24,18,False
2008-02-19,10,24,79,20,24,False
2008-02-20,9,25,74,22,21,False
2008-02-21,13,23,70,23,20,False
2008-02-22,13,22,73,23,16,False
2008-02-23,14,23,83,24,14,False
2008-02-24,10,22,85,26,16,False
2008-02-25,12,22,75,17,18,False
2008-02-26,11,17,88,20,26,False
2008-02-27,14,20,70,23,19,False
2008-02-28,15,21,79,23,17,False
2008-02-29,10,17,76,24,15,False
2008-03-01,7,23,73,25,13,False
2008-03-02,9,27,82,26,15,False
2008-03-03,14,24,79,20,21,False
2008-03-04,9,21,81,21,24,False
2008-03-05,14,21,75,21,17,False
2008-03-06,15,22,76,20,15,False
2008-03-07,10,18,83,20,14,False
2008-03-08,9,24,83,18,12,False
2008-03-09,10,24,80,29,12,False
2008-03-10,10,21,75,17,17,False
2008-03-11,10,24,74,20,24,False
2008-03-12,9,21,73,21,17,False
2008-03-13,15,19,69,21,15,False
2008-03-14,10,20,72,24,16,False
2008-03-15,6,22,85,26,10,False
2008-03-16,8,20,82,24,12,False
2008-03-17,15,24,77,17,21,False
2008-03-18,11,26,75,16,31,False
2008-03-19,10,22,80,22,21,False
