date,prosper,prosperity,isPartial
2008-03-04,57,34,False
2008-03-05,51,58,False
2008-03-06,31,59,False
2008-03-07,51,51,False
2008-03-08,40,40,False
2008-03-09,20,41,False
2008-03-10,38,59,False
2008-03-11,49,52,False
2008-03-12,53,71,False
2008-03-13,35,42,False
2008-03-14,23,64,False
2008-03-15,32,32,False
2008-03-16,21,16,False
2008-03-17,25,49,False
2008-03-18,25,57,False
2008-03-19,33,62,False
2008-03-20,51,27,False
2008-03-21,80,49,False
2008-03-22,41,53,False
2008-03-23,19,31,False
2008-03-24,38,49,False
2008-03-25,31,55,False
2008-03-26,35,59,False
2008-03-27,17,59,False
2008-03-28,59,22,False
2008-03-29,36,41,False
2008-03-30,20,35,False
2008-03-31,20,67,False
2008-04-01,37,63,False
2008-04-02,34,54,False
2008-04-03,27,69,False
2008-04-04,25,58,False
2008-04-05,52,46,False
2008-04-06,31,72,False
2008-04-07,27,54,False
2008-04-08,44,55,False
2008-04-09,27,47,False
2008-04-10,38,45,False
2008-04-11,37,66,False
2008-04-12,67,41,False
2008-04-13,46,56,False
2008-04-14,57,34,False
2008-04-15,27,30,False
2008-04-16,44,75,False
2008-04-17,25,46,False
2008-04-18,49,82,False
2008-04-19,38,32,False
2008-04-20,16,43,False
2008-04-21,51,58,False
2008-04-22,60,60,False
2008-04-23,41,51,False
2008-04-24,42,52,False
2008-04-25,64,41,False
2008-04-26,58,42,False
2008-04-27,94,37,False
2008-04-28,29,84,False
2008-04-29,53,52,False
2008-04-30,24,41,False
2008-05-01,21,73,False
2008-05-02,43,43,False
2008-05-03,47,52,False
2008-05-04,22,55,False
2008-05-05,34,68,False
2008-05-06,46,49,False
2008-05-07,54,57,False
2008-05-08,54,54,False
2008-05-09,58,58,False
2008-05-10,27,38,False
2008-05-11,11,39,False
2008-05-12,85,71,False
2008-05-13,23,60,False
2008-05-14,41,71,False
2008-05-15,35,62,False
2008-05-16,37,40,False
2008-05-17,11,22,False
2008-05-18,27,33,False
2008-05-19,37,54,False
2008-05-20,24,58,False
2008-05-21,89,58,False
2008-05-22,56,60,False
2008-05-23,35,27,False
2008-05-24,11,28,False
2008-05-25,6,37,False
2008-05-26,41,41,False
2008-05-27,48,55,False
2008-05-28,34,41,False
2008-05-29,32,88,False
2008-05-30,71,60,False
2008-05-31,32,42,False
2008-06-01,59,59,False
2008-06-02,49,52,False
2008-06-03,54,50,False
2008-06-04,24,41,False
2008-06-05,60,42,False
2008-06-06,45,34,False
2008-06-07,50,33,False
2008-06-08,33,55,False
2008-06-09,21,57,False
2008-06-10,35,43,False
2008-06-11,29,55,False
2008-06-12,55,66,False
2008-06-13,43,31,False
2008-06-14,46,23,False
2008-06-15,24,24,False
2008-06-16,25,47,False
2008-06-17,21,50,False
2008-06-18,51,43,False
2008-06-19,48,51,False
2008-06-20,31,87,False
2008-06-21,17,68,False
2008-06-22,40,63,False
2008-06-23,39,50,False
2008-06-24,36,36,False
2008-06-25,36,69,False
2008-06-26,51,40,False
2008-06-27,43,89,False
2008-06-28,33,44,False
2008-06-29,23,46,False
2008-06-30,48,40,False
2008-07-01,29,40,False
2008-07-02,41,63,False
2008-07-03,72,52,False
2008-07-04,34,34,False
2008-07-05,13,69,False
2008-07-06,29,58,False
2008-07-07,39,53,False
2008-07-08,38,38,False
2008-07-09,43,54,False
2008-07-10,18,62,False
2008-07-11,35,42,False
2008-07-12,38,33,False
2008-07-13,39,39,False
2008-07-14,50,57,False
2008-07-15,28,70,False
2008-07-16,25,64,False
2008-07-17,33,66,False
2008-07-18,23,42,False
2008-07-19,33,71,False
2008-07-20,22,55,False
2008-07-21,53,60,False
2008-07-22,17,45,False
2008-07-23,39,53,False
2008-07-24,22,65,False
2008-07-25,49,42,False
2008-07-26,5,38,False
2008-07-27,55,44,False
2008-07-28,45,55,False
2008-07-29,20,47,False
2008-07-30,48,41,False
2008-07-31,18,39,False
2008-08-01,23,26,False
2008-08-02,22,70,False
2008-08-03,55,33,False
2008-08-04,35,45,False
2008-08-05,24,24,False
2008-08-06,25,35,False
2008-08-07,46,53,False
2008-08-08,41,45,False
2008-08-09,27,59,False
2008-08-10,27,48,False
2008-08-11,46,35,False
2008-08-12,48,65,False
2008-08-13,35,46,False
2008-08-14,32,46,False
2008-08-15,19,45,False
2008-08-16,32,69,False
2008-08-17,33,33,False
2008-08-18,35,63,False
2008-08-19,34,72,False
2008-08-20,38,59,False
2008-08-21,50,39,False
2008-08-22,37,44,False
2008-08-23,26,26,False
2008-08-24,42,36,False
2008-08-25,14,48,False
2008-08-26,20,57,False
2008-08-27,41,59,False
2008-08-28,38,31,False
2008-08-29,37,45,False
2008-08-30,21,36,False
2008-08-31,33,49,False
2008-09-01,32,42,False
2008-09-02,20,23,False
2008-09-03,39,55,False
2008-09-04,46,50,False
2008-09-05,49,45,False
2008-09-06,19,57,False
2008-09-07,19,70,False
2008-09-08,29,84,False
2008-09-09,47,78,False
2008-09-10,55,58,False
2008-09-11,49,72,False
2008-09-12,17,34,False
2008-09-13,19,52,False
2008-09-14,34,24,False
2008-09-15,42,52,False
2008-09-16,26,84,False
2008-09-17,33,36,False
2008-09-18,27,73,False
2008-09-19,42,39,False
2008-09-20,25,45,False
2008-09-21,49,49,False
2008-09-22,38,57,False
2008-09-23,70,60,False
2008-09-24,35,74,False
2008-09-25,39,65,False
2008-09-26,28,59,False
2008-09-27,44,54,False
2008-09-28,29,52,False
2008-09-29,25,63,False
2008-09-30,28,60,False
2008-10-01,35,41,False
2008-10-02,49,72,False
2008-10-03,45,48,False
2008-10-04,44,53,False
2008-10-05,19,38,False
2008-10-06,22,56,False
2008-10-07,21,95,False
2008-10-08,31,37,False
2008-10-09,25,37,False
2008-10-10,29,52,False
2008-10-11,35,100,False
2008-10-12,15,74,False
2008-10-13,45,71,False
2008-10-14,42,58,False
2008-10-15,52,53,False
2008-10-16,35,53,False
2008-10-17,17,85,False
2008-10-18,34,39,False
2008-10-19,28,62,False
2008-10-20,44,75,False
2008-10-21,46,80,False
2008-10-22,35,60,False
2008-10-23,38,69,False
2008-10-24,30,57,False
2008-10-25,10,33,False
2008-10-26,19,28,False
2008-10-27,18,61,False
2008-10-28,36,57,False
2008-10-29,23,80,False
2008-10-30,35,73,False
2008-10-31,21,84,False
2008-11-01,41,62,False
2008-11-02,28,47,False
2008-11-03,48,65,False
2008-11-04,55,61,False
2008-11-05,26,65,False
2008-11-06,27,49,False
2008-11-07,42,72,False
2008-11-08,46,50,False
2008-11-09,28,32,False
2008-11-10,31,64,False
2008-11-11,40,64,False
2008-11-12,27,66,False
2008-11-13,31,61,False
2008-11-14,19,83,False
2008-11-15,9,27,False
2008-11-16,28,46,False
2008-11-17,31,52,False
2008-11-18,28,67,False
2008-11-19,35,73,False
2008-11-20,35,44,False
2008-11-21,29,48,False
2008-11-22,46,50,False
2008-11-23,18,41,False
2008-11-24,37,55,False
2008-11-25,49,31,False
2008-11-26,24,31,False
2008-11-27,15,49,False
2008-11-28,31,58,False
