date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2007-08-27,0,66,7,39,7,False
2007-08-28,0,39,13,20,13,False
2007-08-29,0,26,7,40,0,False
2007-08-30,0,41,20,41,0,False
2007-08-31,0,22,15,37,0,False
2007-09-01,0,52,0,21,0,False
2007-09-02,0,22,0,33,0,False
2007-09-03,0,65,9,28,9,False
2007-09-04,0,26,0,59,7,False
2007-09-05,0,32,6,52,6,False
2007-09-06,0,32,6,45,0,False
2007-09-07,0,68,7,48,7,False
2007-09-08,0,48,19,48,0,False
2007-09-09,0,66,0,56,0,False
2007-09-10,0,25,19,38,13,False
2007-09-11,0,25,12,68,12,False
2007-09-12,0,70,0,76,13,False
2007-09-13,0,32,0,58,13,False
2007-09-14,0,47,34,47,7,False
2007-09-15,0,48,10,48,0,False
2007-09-16,0,29,19,77,0,False
2007-09-17,0,44,13,50,13,False
2007-09-18,0,43,6,62,12,False
2007-09-19,0,57,13,44,0,False
2007-09-20,0,32,6,32,19,False
2007-09-21,0,34,0,67,0,False
2007-09-22,0,29,19,67,0,False
2007-09-23,0,19,9,56,9,False
2007-09-24,0,50,19,44,0,False
2007-09-25,6,49,6,31,0,False
2007-09-26,0,56,0,50,0,False
2007-09-27,0,50,13,63,13,False
2007-09-28,0,61,7,41,0,False
2007-09-29,0,40,10,50,0,False
2007-09-30,0,58,10,10,0,False
2007-10-01,0,50,12,75,12,False
2007-10-02,0,18,6,43,6,False
2007-10-03,0,43,6,43,6,False
2007-10-04,0,38,6,31,6,False
2007-10-05,0,26,13,40,0,False
2007-10-06,0,58,19,0,10,False
2007-10-07,0,29,19,10,10,False
2007-10-08,0,19,32,82,19,False
2007-10-09,0,43,30,55,6,False
2007-10-10,0,37,18,36,12,False
2007-10-11,0,69,6,75,13,False
2007-10-12,0,13,7,80,7,False
2007-10-13,0,58,10,10,0,False
2007-10-14,0,0,9,19,9,False
2007-10-15,0,49,31,80,12,False
2007-10-16,0,18,18,48,0,False
2007-10-17,0,24,18,48,6,False
2007-10-18,0,19,37,31,12,False
2007-10-19,0,39,13,33,0,False
2007-10-20,0,66,0,66,0,False
2007-10-21,0,19,0,37,9,False
2007-10-22,0,29,6,41,6,False
2007-10-23,0,52,17,47,6,False
2007-10-24,0,29,12,47,12,False
2007-10-25,6,43,6,56,6,False
2007-10-26,0,65,7,39,0,False
2007-10-27,9,55,0,18,0,False
2007-10-28,0,65,19,9,0,False
2007-10-29,0,30,6,36,0,False
2007-10-30,0,36,6,18,12,False
2007-10-31,6,75,12,19,6,False
2007-11-01,0,26,6,19,0,False
2007-11-02,0,26,26,39,0,False
2007-11-03,0,37,0,9,0,False
2007-11-04,0,45,18,9,0,False
2007-11-05,0,12,18,42,18,False
2007-11-06,0,29,12,58,0,False
2007-11-07,0,59,6,100,6,False
2007-11-08,0,36,12,42,6,False
2007-11-09,0,19,0,44,0,False
2007-11-10,0,27,9,9,0,False
2007-11-11,0,55,27,18,0,False
2007-11-12,0,37,6,43,18,False
2007-11-13,0,46,29,23,0,False
2007-11-14,4,42,8,50,4,False
2007-11-15,6,24,24,36,18,False
2007-11-16,0,25,13,50,0,False
2007-11-17,0,53,0,0,9,False
2007-11-18,0,36,0,36,0,False
2007-11-19,0,36,24,36,6,False
2007-11-20,0,24,6,0,0,False
2007-11-21,0,13,7,20,7,False
2007-11-22,0,48,0,48,10,False
2007-11-23,0,60,34,77,9,False
2007-11-24,0,82,0,9,0,False
2007-11-25,0,44,0,80,0,False
2007-11-26,6,28,17,34,6,False
2007-11-27,0,44,11,33,0,False
2007-11-28,0,34,11,45,6,False
2007-11-29,0,17,11,40,11,False
2007-11-30,0,48,6,65,0,False
2007-12-01,0,33,17,33,0,False
2007-12-02,0,49,8,41,0,False
2007-12-03,0,40,11,28,6,False
2007-12-04,6,22,17,28,11,False
2007-12-05,0,45,6,39,0,False
2007-12-06,0,35,6,58,12,False
2007-12-07,0,42,6,18,18,False
2007-12-08,0,42,17,75,0,False
2007-12-09,0,34,8,25,8,False
2007-12-10,0,34,17,40,11,False
2007-12-11,0,45,11,11,6,False
2007-12-12,6,28,23,63,6,False
2007-12-13,6,35,12,40,0,False
2007-12-14,0,43,12,73,6,False
2007-12-15,0,26,34,69,0,False
2007-12-16,9,43,17,43,0,False
2007-12-17,0,42,12,60,0,False
2007-12-18,0,41,6,18,12,False
2007-12-19,0,24,18,31,0,False
2007-12-20,6,32,19,25,19,False
2007-12-21,7,35,0,43,14,False
2007-12-22,0,29,10,39,0,False
2007-12-23,0,52,21,21,0,False
2007-12-24,0,9,0,9,0,False
2007-12-25,0,48,0,24,0,False
2007-12-26,0,31,8,23,16,False
2007-12-27,0,63,7,28,0,False
2007-12-28,0,49,14,21,0,False
2007-12-29,0,28,9,28,9,False
2007-12-30,0,48,0,38,0,False
2007-12-31,0,45,0,8,0,False
2008-01-01,0,20,10,20,10,False
2008-01-02,0,31,0,37,12,False
2008-01-03,0,47,6,47,6,False
2008-01-04,0,54,12,24,12,False
2008-01-05,0,25,8,50,0,False
2008-01-06,0,51,8,34,0,False
2008-01-07,0,17,12,46,6,False
2008-01-08,0,11,11,56,11,False
2008-01-09,0,39,0,45,0,False
2008-01-10,0,17,6,23,0,False
2008-01-11,6,41,18,12,18,False
2008-01-12,0,42,25,25,0,False
2008-01-13,0,33,0,33,17,False
2008-01-14,0,17,6,11,6,False
2008-01-15,0,27,11,33,0,False
2008-01-16,0,28,6,56,0,False
2008-01-17,0,28,17,28,11,False
2008-01-18,0,47,18,47,0,False
2008-01-19,8,57,8,32,0,False
2008-01-20,0,17,8,42,8,False
2008-01-21,0,49,6,73,6,False
2008-01-22,0,38,16,43,16,False
2008-01-23,11,49,11,38,0,False
2008-01-24,0,45,6,11,6,False
2008-01-25,0,11,23,46,0,False
2008-01-26,0,24,8,16,0,False
2008-01-27,0,24,8,40,0,False
2008-01-28,0,55,16,44,22,False
2008-01-29,0,32,0,59,11,False
2008-01-30,5,38,11,27,11,False
2008-01-31,6,39,6,44,0,False
2008-02-01,0,29,17,35,6,False
2008-02-02,0,16,8,48,8,False
2008-02-03,8,16,8,40,0,False
2008-02-04,0,12,17,52,6,False
2008-02-05,0,16,32,43,5,False
2008-02-06,0,22,0,32,16,False
2008-02-07,0,33,11,55,17,False
2008-02-08,0,23,0,29,6,False
2008-02-09,0,24,16,16,8,False
2008-02-10,0,48,32,16,8,False
2008-02-11,0,49,11,60,11,False
2008-02-12,0,37,5,21,5,False
2008-02-13,0,43,11,43,11,False
2008-02-14,0,34,11,56,6,False
2008-02-15,0,42,6,60,18,False
2008-02-16,0,8,24,24,0,False
2008-02-17,0,25,25,8,0,False
2008-02-18,0,35,12,29,6,False
2008-02-19,0,43,16,43,5,False
2008-02-20,0,21,21,38,0,False
2008-02-21,0,32,5,54,0,False
2008-02-22,0,23,6,29,11,False
2008-02-23,0,39,8,8,0,False
2008-02-24,0,40,32,8,0,False
2008-02-25,0,22,11,27,5,False
2008-02-26,5,47,0,42,21,False
2008-02-27,0,26,21,37,0,False
2008-02-28,0,27,11,60,11,False
2008-02-29,6,51,11,17,6,False
2008-03-01,0,40,24,16,0,False
2008-03-02,0,32,8,41,0,False
2008-03-03,0,38,0,27,5,False
2008-03-04,0,48,0,21,5,False
2008-03-05,0,42,16,27,0,False
2008-03-06,0,55,11,33,0,False
2008-03-07,0,29,17,23,11,False
2008-03-08,8,38,15,31,0,False
2008-03-09,0,56,0,8,0,False
2008-03-10,0,49,16,27,0,False
2008-03-11,0,38,5,44,11,False
2008-03-12,0,50,6,39,6,False
2008-03-13,0,44,11,28,6,False
2008-03-14,0,59,6,41,18,False
2008-03-15,0,33,16,25,0,False
2008-03-16,0,25,17,41,0,False
2008-03-17,0,11,16,16,5,False
2008-03-18,0,33,0,27,0,False
2008-03-19,0,52,0,17,0,False
