date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2007-06-24,0,69,34,11,0,False
2007-06-25,0,70,14,28,0,False
2007-06-26,0,82,7,62,21,False
2007-06-27,0,63,0,14,0,False
2007-06-28,0,43,21,29,14,False
2007-06-29,0,23,15,23,0,False
2007-06-30,0,56,11,0,0,False
2007-07-01,0,23,35,35,0,False
2007-07-02,0,58,14,43,7,False
2007-07-03,0,44,7,22,7,False
2007-07-04,0,21,10,10,0,False
2007-07-05,0,46,8,8,23,False
2007-07-06,0,38,15,53,15,False
2007-07-07,0,54,0,11,0,False
2007-07-08,0,87,11,11,0,False
2007-07-09,0,42,21,7,0,False
2007-07-10,0,20,7,20,7,False
2007-07-11,0,77,7,14,0,False
2007-07-12,0,50,21,36,14,False
2007-07-13,0,23,8,15,8,False
2007-07-14,0,33,0,11,0,False
2007-07-15,0,22,44,22,0,False
2007-07-16,0,27,7,20,14,False
2007-07-17,0,47,20,34,20,False
2007-07-18,0,48,0,21,14,False
2007-07-19,7,85,14,28,0,False
2007-07-20,0,90,8,30,0,False
2007-07-21,0,22,11,11,0,False
2007-07-22,0,46,11,11,0,False
2007-07-23,0,55,14,21,0,False
2007-07-24,0,55,7,14,14,False
2007-07-25,0,14,14,49,0,False
2007-07-26,0,36,14,7,14,False
2007-07-27,0,22,0,37,0,False
2007-07-28,0,32,21,0,0,False
2007-07-29,11,43,33,22,0,False
2007-07-30,0,41,0,34,14,False
2007-07-31,0,48,7,27,7,False
2007-08-01,0,69,7,48,14,False
2007-08-02,0,49,7,14,14,False
2007-08-03,0,15,22,15,7,False
2007-08-04,0,43,0,21,11,False
2007-08-05,0,11,43,43,0,False
2007-08-06,0,67,7,40,13,False
2007-08-07,0,47,27,33,7,False
2007-08-08,0,27,0,27,0,False
2007-08-09,0,56,14,14,14,False
2007-08-10,0,66,29,29,7,False
2007-08-11,0,64,11,0,0,False
2007-08-12,0,22,0,32,0,False
2007-08-13,0,55,0,48,0,False
2007-08-14,0,33,26,7,0,False
2007-08-15,0,41,14,14,0,False
2007-08-16,0,28,0,7,7,False
2007-08-17,0,52,22,37,0,False
2007-08-18,10,42,21,42,0,False
2007-08-19,0,31,21,93,10,False
2007-08-20,0,26,13,33,7,False
2007-08-21,0,40,20,20,0,False
2007-08-22,0,66,20,40,0,False
2007-08-23,0,67,7,40,0,False
2007-08-24,0,36,22,22,0,False
2007-08-25,0,71,0,10,10,False
2007-08-26,0,61,10,10,0,False
