date,lay,liquidate,miser,owe,recession,isPartial
2013-06-26,31,0,1,6,3,False
2013-06-27,30,0,1,6,3,False
2013-06-28,29,0,1,6,2,False
2013-06-29,31,0,0,5,1,False
2013-06-30,34,0,1,4,2,False
2013-07-01,29,0,1,6,2,False
2013-07-02,31,0,1,6,3,False
2013-07-03,27,0,1,5,3,False
2013-07-04,31,0,0,5,2,False
2013-07-05,29,0,1,4,2,False
2013-07-06,29,0,1,5,2,False
2013-07-07,35,0,1,3,2,False
2013-07-08,33,0,1,7,3,False
2013-07-09,31,0,1,5,2,False
2013-07-10,29,0,1,4,2,False
2013-07-11,32,0,0,5,3,False
2013-07-12,31,0,1,7,2,False
2013-07-13,32,0,0,4,1,False
2013-07-14,32,0,1,5,2,False
2013-07-15,27,0,1,6,2,False
2013-07-16,30,0,1,5,3,False
2013-07-17,30,0,1,6,2,False
2013-07-18,29,0,1,6,2,False
2013-07-19,29,0,1,6,3,False
2013-07-20,29,0,1,4,2,False
2013-07-21,34,0,1,5,2,False
2013-07-22,28,0,0,5,2,False
2013-07-23,28,0,1,5,3,False
2013-07-24,31,0,1,6,3,False
2013-07-25,29,0,1,7,2,False
2013-07-26,29,0,2,5,2,False
2013-07-27,29,0,1,4,2,False
2013-07-28,35,0,1,5,1,False
2013-07-29,32,0,1,6,3,False
2013-07-30,30,0,1,6,2,False
2013-07-31,31,0,1,5,2,False
2013-08-01,32,0,1,6,3,False
2013-08-02,30,0,1,7,2,False
2013-08-03,34,0,1,4,2,False
2013-08-04,32,0,1,5,2,False
2013-08-05,28,0,1,6,3,False
2013-08-06,29,0,1,8,2,False
2013-08-07,28,0,1,6,3,False
2013-08-08,30,0,1,6,2,False
2013-08-09,31,0,1,5,2,False
2013-08-10,36,0,1,5,2,False
2013-08-11,35,0,1,5,2,False
2013-08-12,31,0,1,6,2,False
2013-08-13,29,1,2,6,2,False
2013-08-14,27,0,1,6,3,False
2013-08-15,27,0,1,6,2,False
2013-08-16,28,0,1,4,2,False
2013-08-17,28,0,0,5,2,False
2013-08-18,30,0,1,4,2,False
2013-08-19,28,0,1,4,1,False
2013-08-20,27,0,1,4,3,False
2013-08-21,25,0,1,6,2,False
2013-08-22,26,0,1,7,2,False
2013-08-23,31,0,1,6,3,False
2013-08-24,31,0,1,5,1,False
2013-08-25,32,0,1,3,2,False
2013-08-26,25,0,1,6,3,False
2013-08-27,27,0,1,5,2,False
2013-08-28,28,0,1,5,2,False
2013-08-29,29,0,1,7,3,False
2013-08-30,27,0,2,6,1,False
2013-08-31,34,0,1,5,2,False
2013-09-01,31,0,1,5,1,False
2013-09-02,32,0,1,5,2,False
2013-09-03,32,0,1,5,3,False
2013-09-04,30,0,1,4,3,False
2013-09-05,28,0,1,5,2,False
2013-09-06,30,0,1,5,3,False
2013-09-07,32,0,1,5,1,False
2013-09-08,29,0,1,4,3,False
2013-09-09,30,0,1,6,2,False
2013-09-10,28,0,1,5,3,False
2013-09-11,28,0,1,5,3,False
2013-09-12,27,0,1,5,3,False
2013-09-13,29,0,1,5,5,False
2013-09-14,26,0,1,4,2,False
2013-09-15,32,0,1,3,3,False
2013-09-16,27,0,1,6,4,False
2013-09-17,29,0,2,6,4,False
2013-09-18,30,0,2,4,4,False
2013-09-19,31,0,1,6,4,False
2013-09-20,32,0,1,5,3,False
2013-09-21,30,0,1,4,2,False
2013-09-22,31,0,1,5,3,False
2013-09-23,32,0,1,7,4,False
2013-09-24,29,0,1,6,4,False
2013-09-25,28,0,1,7,4,False
2013-09-26,28,1,1,7,4,False
2013-09-27,30,0,1,6,2,False
2013-09-28,31,0,1,5,2,False
2013-09-29,35,0,1,4,3,False
2013-09-30,26,0,1,5,5,False
2013-10-01,30,0,1,6,5,False
2013-10-02,27,0,1,7,4,False
2013-10-03,29,0,1,6,3,False
2013-10-04,27,0,1,6,4,False
2013-10-05,28,0,1,5,2,False
2013-10-06,30,0,1,5,2,False
2013-10-07,28,0,1,6,6,False
2013-10-08,30,0,1,7,5,False
2013-10-09,26,0,1,8,5,False
2013-10-10,30,0,1,7,4,False
2013-10-11,29,0,2,5,4,False
