date,boom,breadwinner,buy,capitalize,charitable,isPartial
2004-09-11,1,0,47,0,0,False
2004-09-12,2,0,52,0,0,False
2004-09-13,1,0,43,0,1,False
2004-09-14,2,0,40,0,1,False
2004-09-15,2,0,38,0,1,False
2004-09-16,1,0,39,0,1,False
2004-09-17,1,0,41,0,1,False
2004-09-18,2,0,48,0,0,False
2004-09-19,2,0,59,0,0,False
2004-09-20,1,0,41,0,1,False
2004-09-21,2,0,45,0,1,False
2004-09-22,2,0,39,0,0,False
2004-09-23,2,0,38,0,1,False
2004-09-24,1,0,40,0,1,False
2004-09-25,3,0,51,0,0,False
2004-09-26,3,0,50,0,1,False
2004-09-27,2,0,40,0,1,False
2004-09-28,1,0,40,0,1,False
2004-09-29,2,0,38,0,1,False
2004-09-30,1,0,39,0,1,False
2004-10-01,1,0,37,0,1,False
2004-10-02,3,0,52,0,1,False
2004-10-03,2,0,51,0,0,False
2004-10-04,1,0,43,0,1,False
2004-10-05,2,0,42,0,1,False
2004-10-06,2,0,40,0,2,False
2004-10-07,1,0,38,0,1,False
2004-10-08,1,0,41,0,1,False
2004-10-09,2,0,49,0,0,False
2004-10-10,1,0,52,0,0,False
2004-10-11,2,0,47,0,0,False
2004-10-12,1,0,44,0,1,False
2004-10-13,2,0,39,0,1,False
2004-10-14,2,0,39,0,1,False
2004-10-15,1,0,38,0,1,False
2004-10-16,2,0,46,0,0,False
2004-10-17,2,0,53,0,0,False
2004-10-18,1,0,40,0,1,False
2004-10-19,2,0,43,0,1,False
2004-10-20,2,0,41,0,1,False
2004-10-21,2,0,42,0,1,False
2004-10-22,2,0,37,0,0,False
2004-10-23,2,0,53,0,0,False
2004-10-24,2,0,52,0,0,False
2004-10-25,2,0,42,0,1,False
2004-10-26,2,0,40,0,0,False
2004-10-27,2,0,41,0,1,False
2004-10-28,2,0,36,0,1,False
2004-10-29,2,0,43,0,0,False
2004-10-30,3,0,56,0,1,False
2004-10-31,1,0,47,0,1,False
2004-11-01,2,0,39,0,1,False
2004-11-02,2,0,39,0,0,False
2004-11-03,1,0,35,0,1,False
2004-11-04,1,0,43,0,1,False
2004-11-05,2,0,40,0,1,False
2004-11-06,3,0,46,0,1,False
2004-11-07,2,0,50,0,1,False
2004-11-08,3,0,48,0,1,False
2004-11-09,0,0,0,0,0,True
2004-11-10,2,0,41,0,1,False
2004-11-11,1,0,50,0,1,False
2004-11-12,2,0,45,0,1,False
2004-11-13,2,0,57,0,0,False
2004-11-14,2,0,66,0,1,False
2004-11-15,1,0,51,0,1,False
2004-11-16,1,0,44,0,1,False
2004-11-17,1,0,50,0,1,False
2004-11-18,2,0,45,1,1,False
2004-11-19,3,0,47,0,0,False
2004-11-20,2,0,65,0,1,False
2004-11-21,2,0,62,0,0,False
2004-11-22,2,0,55,0,1,False
2004-11-23,2,0,56,0,1,False
2004-11-24,2,0,62,0,1,False
2004-11-25,2,0,78,0,0,False
2004-11-26,1,0,100,0,1,False
2004-11-27,3,0,77,0,1,False
2004-11-28,2,0,68,0,0,False
2004-11-29,1,0,56,0,1,False
2004-11-30,2,0,53,0,1,False
2004-12-01,2,0,52,0,1,False
2004-12-02,2,0,47,0,1,False
2004-12-03,2,0,50,0,1,False
2004-12-04,2,0,65,0,0,False
2004-12-05,3,0,68,0,0,False
2004-12-06,1,0,62,0,1,False
2004-12-07,2,0,56,0,1,False
2004-12-08,2,0,53,0,1,False
2004-12-09,2,0,54,0,1,False
2004-12-10,2,0,59,0,1,False
2004-12-11,2,0,71,0,0,False
2004-12-12,2,0,74,0,1,False
2004-12-13,2,0,60,0,1,False
2004-12-14,2,0,58,0,1,False
2004-12-15,2,0,58,0,0,False
2004-12-16,2,0,59,0,1,False
2004-12-17,1,0,60,0,1,False
2004-12-18,1,0,65,0,0,False
2004-12-19,2,0,74,0,0,False
2004-12-20,2,0,68,0,2,False
2004-12-21,2,0,65,0,1,False
2004-12-22,1,0,70,0,1,False
2004-12-23,2,0,65,0,1,False
2004-12-24,2,0,60,0,1,False
2004-12-25,1,0,60,0,0,False
2004-12-26,1,0,75,0,0,False
2004-12-27,2,0,69,0,1,False
2004-12-28,2,0,63,0,1,False
2004-12-29,2,0,58,0,1,False
2004-12-30,2,0,53,0,2,False
2004-12-31,2,0,58,0,1,False
2005-01-01,1,0,67,0,1,False
2005-01-02,2,0,55,0,0,False
2005-01-03,1,0,48,0,1,False
2005-01-04,2,0,41,0,2,False
2005-01-05,1,0,43,0,1,False
2005-01-06,2,0,40,0,1,False
2005-01-07,2,0,41,0,1,False
2005-01-08,2,0,54,0,1,False
2005-01-09,2,0,54,0,1,False
2005-01-10,1,0,41,0,1,False
2005-01-11,1,0,44,0,1,False
2005-01-12,2,0,44,0,1,False
2005-01-13,2,0,42,0,1,False
2005-01-14,2,0,39,0,1,False
2005-01-15,2,0,53,0,0,False
2005-01-16,2,0,51,0,1,False
2005-01-17,2,0,47,0,1,False
2005-01-18,2,0,41,0,1,False
2005-01-19,2,0,38,0,1,False
2005-01-20,1,0,42,0,0,False
2005-01-21,2,0,41,0,1,False
2005-01-22,2,0,50,0,0,False
2005-01-23,2,0,47,0,0,False
2005-01-24,1,0,42,0,1,False
2005-01-25,1,0,41,0,1,False
2005-01-26,1,0,39,0,1,False
2005-01-27,1,0,39,0,1,False
2005-01-28,1,0,41,0,1,False
2005-01-29,2,0,45,0,0,False
2005-01-30,2,0,55,0,1,False
2005-01-31,1,0,43,0,1,False
2005-02-01,1,0,39,0,1,False
2005-02-02,1,0,38,0,1,False
2005-02-03,3,0,41,0,1,False
2005-02-04,2,0,43,0,1,False
2005-02-05,2,0,50,0,0,False
2005-02-06,2,0,52,0,1,False
2005-02-07,1,0,40,0,1,False
2005-02-08,1,0,41,0,1,False
2005-02-09,1,0,40,0,1,False
2005-02-10,2,0,38,0,1,False
2005-02-11,2,0,41,0,1,False
2005-02-12,2,0,47,0,1,False
2005-02-13,2,0,49,0,0,False
2005-02-14,2,0,41,0,1,False
2005-02-15,2,0,40,0,1,False
2005-02-16,2,0,37,0,1,False
2005-02-17,1,0,37,0,1,False
2005-02-18,1,0,40,0,1,False
2005-02-19,2,0,48,0,1,False
2005-02-20,2,0,50,0,1,False
2005-02-21,2,0,44,0,1,False
2005-02-22,2,0,40,0,1,False
2005-02-23,2,0,36,0,1,False
2005-02-24,2,0,40,0,1,False
2005-02-25,2,0,39,0,1,False
2005-02-26,4,0,40,0,0,False
2005-02-27,1,0,51,0,0,False
2005-02-28,2,0,41,0,1,False
2005-03-01,2,0,39,0,1,False
2005-03-02,1,0,34,0,1,False
2005-03-03,2,0,41,0,1,False
2005-03-04,1,0,40,0,1,False
2005-03-05,3,0,49,0,0,False
2005-03-06,1,0,50,0,1,False
2005-03-07,2,0,39,0,1,False
2005-03-08,2,0,37,0,1,False
2005-03-09,2,0,36,0,1,False
2005-03-10,2,0,36,0,0,False
2005-03-11,2,0,37,0,1,False
