date,partnership,patron,patronage,precious,priceless,isPartial
2010-12-15,26,19,1,34,5,False
2010-12-16,25,22,2,40,1,False
2010-12-17,25,29,1,44,3,False
2010-12-18,6,27,0,31,3,False
2010-12-19,13,26,1,36,6,False
2010-12-20,21,16,1,40,4,False
2010-12-21,23,21,1,29,2,False
2010-12-22,24,25,1,35,3,False
2010-12-23,24,25,1,32,7,False
2010-12-24,7,28,1,29,5,False
2010-12-25,7,30,0,35,3,False
2010-12-26,9,21,0,31,4,False
2010-12-27,18,20,1,30,5,False
2010-12-28,22,22,1,32,5,False
2010-12-29,23,21,1,29,3,False
2010-12-30,18,26,1,27,3,False
2010-12-31,17,36,0,23,1,False
2011-01-01,13,44,0,27,2,False
2011-01-02,11,29,0,37,4,False
2011-01-03,35,20,2,28,3,False
2011-01-04,36,21,2,27,3,False
2011-01-05,29,22,1,28,3,False
2011-01-06,32,21,2,31,4,False
2011-01-07,28,27,1,26,3,False
2011-01-08,15,27,1,35,3,False
2011-01-09,14,26,1,35,4,False
2011-01-10,29,19,2,29,3,False
2011-01-11,30,18,1,28,3,False
2011-01-12,31,19,1,35,3,False
2011-01-13,33,22,1,32,4,False
2011-01-14,26,24,2,25,2,False
2011-01-15,20,26,2,31,4,False
2011-01-16,14,29,1,30,4,False
2011-01-17,24,26,1,33,5,False
2011-01-18,32,21,1,28,4,False
2011-01-19,42,20,2,29,4,False
2011-01-20,32,20,1,27,4,False
2011-01-21,35,27,1,27,2,False
2011-01-22,14,25,1,31,3,False
2011-01-23,20,31,2,31,2,False
2011-01-24,34,29,2,28,4,False
2011-01-25,35,43,1,31,3,False
2011-01-26,35,33,1,31,4,False
2011-01-27,36,33,1,30,3,False
2011-01-28,36,33,1,29,6,False
2011-01-29,15,35,1,33,5,False
2011-01-30,18,34,1,38,4,False
2011-01-31,36,26,1,29,3,False
2011-02-01,38,26,2,30,2,False
2011-02-02,33,26,2,28,3,False
2011-02-03,36,24,1,24,4,False
2011-02-04,37,27,3,28,3,False
2011-02-05,21,30,0,28,4,False
2011-02-06,15,29,2,29,3,False
2011-02-07,34,24,2,32,2,False
2011-02-08,37,22,2,32,2,False
2011-02-09,34,23,1,29,4,False
2011-02-10,36,19,1,29,1,False
2011-02-11,31,26,2,32,4,False
2011-02-12,22,27,1,32,4,False
2011-02-13,18,29,2,31,3,False
2011-02-14,32,28,1,33,4,False
2011-02-15,36,25,2,32,3,False
2011-02-16,36,28,1,29,4,False
2011-02-17,37,24,2,27,3,False
2011-02-18,57,23,0,28,3,False
2011-02-19,48,25,1,30,4,False
2011-02-20,32,24,0,35,3,False
2011-02-21,43,19,1,28,4,False
2011-02-22,50,20,1,31,3,False
2011-02-23,47,20,2,26,2,False
2011-02-24,47,22,2,31,2,False
2011-02-25,37,22,1,27,2,False
2011-02-26,32,26,1,31,3,False
2011-02-27,29,24,1,36,6,False
2011-02-28,40,19,3,27,3,False
2011-03-01,41,21,3,32,4,False
2011-03-02,41,22,1,30,2,False
2011-03-03,39,19,2,34,4,False
2011-03-04,43,25,3,29,3,False
2011-03-05,24,30,3,27,3,False
2011-03-06,23,22,1,26,4,False
2011-03-07,43,20,2,32,3,False
2011-03-08,46,21,2,35,3,False
2011-03-09,38,20,1,29,4,False
