date,gain,generosity,gift,gold,guide,isPartial
2004-06-08,5,0,16,27,68,False
2004-06-09,5,0,18,28,70,False
2004-06-10,5,0,17,23,64,False
2004-06-11,3,0,18,25,65,False
2004-06-12,4,0,16,34,79,False
2004-06-13,5,0,20,31,75,False
2004-06-14,5,0,15,27,62,False
2004-06-15,4,0,19,26,69,False
2004-06-16,4,0,20,27,66,False
2004-06-17,3,0,18,32,62,False
2004-06-18,6,0,19,27,60,False
2004-06-19,2,0,21,32,80,False
2004-06-20,4,0,20,27,75,False
2004-06-21,4,0,17,25,64,False
2004-06-22,5,0,15,29,65,False
2004-06-23,4,0,17,24,64,False
2004-06-24,5,0,16,30,68,False
2004-06-25,4,0,13,28,65,False
2004-06-26,4,0,15,29,81,False
2004-06-27,5,0,13,29,77,False
2004-06-28,4,0,16,27,65,False
2004-06-29,5,0,17,27,62,False
2004-06-30,5,0,17,29,64,False
2004-07-01,3,0,13,24,65,False
2004-07-02,5,0,14,33,68,False
2004-07-03,3,0,14,31,75,False
2004-07-04,4,0,11,30,83,False
2004-07-05,5,0,10,30,75,False
2004-07-06,5,0,18,29,66,False
2004-07-07,5,0,15,29,70,False
2004-07-08,5,0,15,28,63,False
2004-07-09,4,0,16,26,65,False
2004-07-10,4,0,13,33,81,False
2004-07-11,2,0,12,36,88,False
2004-07-12,5,0,17,26,60,False
2004-07-13,4,0,18,31,67,False
2004-07-14,1,0,9,31,86,False
2004-07-15,4,0,20,25,67,False
2004-07-16,4,0,15,26,70,False
2004-07-17,3,0,13,31,80,False
2004-07-18,6,0,15,29,79,False
2004-07-19,5,0,14,26,68,False
2004-07-20,5,0,17,27,66,False
2004-07-21,4,0,16,28,64,False
2004-07-22,3,0,15,29,76,False
2004-07-23,5,0,16,31,68,False
2004-07-24,4,0,16,29,89,False
2004-07-25,4,0,14,36,78,False
2004-07-26,5,0,15,26,67,False
2004-07-27,4,0,16,28,69,False
2004-07-28,5,0,18,25,66,False
2004-07-29,5,0,16,30,60,False
2004-07-30,5,0,16,30,61,False
2004-07-31,5,0,16,32,78,False
2004-08-01,5,0,16,28,82,False
2004-08-02,5,0,13,27,58,False
2004-08-03,5,0,17,29,68,False
2004-08-04,7,0,17,27,67,False
2004-08-05,5,0,18,29,64,False
2004-08-06,3,0,16,30,70,False
2004-08-07,4,0,15,33,76,False
2004-08-08,7,0,16,33,78,False
2004-08-09,5,0,19,29,63,False
2004-08-10,6,0,18,32,63,False
2004-08-11,5,0,18,29,66,False
2004-08-12,5,0,15,28,62,False
2004-08-13,3,0,17,31,67,False
2004-08-14,4,0,14,30,80,False
2004-08-15,5,0,12,38,75,False
2004-08-16,4,0,18,33,66,False
2004-08-17,4,0,15,31,65,False
2004-08-18,5,0,17,36,63,False
2004-08-19,3,0,18,35,70,False
2004-08-20,4,0,18,37,64,False
2004-08-21,2,0,21,38,72,False
2004-08-22,4,0,11,39,81,False
2004-08-23,4,0,16,39,65,False
2004-08-24,4,0,18,35,66,False
2004-08-25,4,0,19,35,65,False
2004-08-26,5,0,19,39,65,False
2004-08-27,5,0,16,34,63,False
2004-08-28,3,0,17,37,77,False
2004-08-29,5,0,14,40,73,False
2004-08-30,4,0,14,36,70,False
2004-08-31,5,0,16,29,66,False
2004-09-01,5,0,16,28,65,False
2004-09-02,3,0,15,30,64,False
2004-09-03,4,0,14,25,65,False
2004-09-04,2,0,10,21,70,False
2004-09-05,3,0,9,33,76,False
2004-09-06,4,0,12,29,82,False
2004-09-07,6,0,16,26,64,False
2004-09-08,6,0,14,24,68,False
2004-09-09,4,0,17,27,62,False
2004-09-10,3,0,14,27,64,False
2004-09-11,4,0,15,30,81,False
2004-09-12,3,0,15,30,76,False
2004-09-13,5,0,16,24,59,False
2004-09-14,5,0,15,30,67,False
2004-09-15,4,0,14,38,58,False
2004-09-16,4,0,18,31,65,False
2004-09-17,3,0,15,33,63,False
2004-09-18,4,0,18,29,83,False
2004-09-19,5,0,14,30,80,False
2004-09-20,5,0,16,29,65,False
2004-09-21,3,0,14,30,65,False
2004-09-22,6,0,16,24,64,False
2004-09-23,4,0,15,26,61,False
2004-09-24,5,0,14,29,63,False
2004-09-25,5,0,14,26,74,False
2004-09-26,3,0,12,36,79,False
