date,partnership,patron,patronage,precious,priceless,isPartial
2015-05-05,71,65,2,48,6,False
2015-05-06,56,46,2,45,9,False
2015-05-07,66,47,5,42,9,False
2015-05-08,59,46,3,37,5,False
2015-05-09,26,51,3,47,8,False
2015-05-10,31,50,2,43,7,False
2015-05-11,66,34,5,42,6,False
2015-05-12,74,39,4,44,6,False
2015-05-13,72,42,4,42,8,False
2015-05-14,59,37,4,41,5,False
2015-05-15,60,44,4,35,7,False
2015-05-16,26,45,2,44,11,False
2015-05-17,25,47,1,41,5,False
2015-05-18,61,39,4,35,5,False
2015-05-19,62,32,3,37,7,False
2015-05-20,63,37,2,43,9,False
2015-05-21,61,37,3,32,7,False
2015-05-22,55,51,1,39,3,False
2015-05-23,21,59,3,40,6,False
2015-05-24,30,58,2,52,6,False
2015-05-25,29,40,2,44,7,False
2015-05-26,60,40,2,33,6,False
2015-05-27,64,37,2,37,5,False
2015-05-28,54,38,2,41,4,False
2015-05-29,54,39,1,41,6,False
2015-05-30,19,45,2,43,8,False
2015-05-31,24,45,0,39,3,False
2015-06-01,61,35,2,35,7,False
2015-06-02,64,40,1,39,7,False
2015-06-03,67,38,2,37,5,False
2015-06-04,55,40,1,41,6,False
2015-06-05,49,36,1,47,7,False
2015-06-06,27,44,1,38,5,False
2015-06-07,25,51,1,51,6,False
2015-06-08,62,33,2,38,6,False
2015-06-09,62,37,3,44,8,False
2015-06-10,61,39,2,39,5,False
2015-06-11,59,38,2,43,5,False
2015-06-12,67,43,4,46,5,False
2015-06-13,28,51,5,37,7,False
2015-06-14,24,45,5,36,5,False
2015-06-15,55,31,2,36,9,False
2015-06-16,62,37,3,42,5,False
2015-06-17,58,41,3,40,7,False
2015-06-18,65,38,1,35,6,False
2015-06-19,55,42,0,38,5,False
2015-06-20,30,45,1,37,6,False
2015-06-21,20,47,0,38,6,False
2015-06-22,57,35,2,39,5,False
2015-06-23,72,40,1,51,6,False
2015-06-24,89,35,0,42,5,False
2015-06-25,85,34,2,42,5,False
2015-06-26,85,46,2,37,6,False
2015-06-27,72,60,2,44,6,False
2015-06-28,71,51,2,39,4,False
2015-06-29,100,42,2,43,6,False
2015-06-30,79,44,1,48,5,False
2015-07-01,74,37,1,40,8,False
2015-07-02,71,42,1,40,6,False
2015-07-03,32,40,3,44,6,False
2015-07-04,25,53,4,40,9,False
2015-07-05,26,53,0,43,2,False
2015-07-06,55,39,4,40,9,False
2015-07-07,65,48,2,47,5,False
2015-07-08,53,39,1,40,5,False
2015-07-09,69,37,2,42,9,False
2015-07-10,53,40,1,35,5,False
2015-07-11,26,52,1,53,8,False
2015-07-12,34,56,1,65,7,False
2015-07-13,55,37,1,50,2,False
2015-07-14,57,43,2,41,7,False
2015-07-15,58,39,1,38,6,False
2015-07-16,69,46,1,40,4,False
2015-07-17,55,42,1,42,7,False
2015-07-18,29,54,1,55,5,False
2015-07-19,27,49,2,39,6,False
2015-07-20,58,47,1,47,7,False
2015-07-21,59,43,1,44,5,False
2015-07-22,66,44,1,45,5,False
2015-07-23,58,37,2,45,9,False
2015-07-24,48,57,2,39,5,False
2015-07-25,35,51,0,37,6,False
2015-07-26,26,61,2,50,4,False
2015-07-27,57,44,1,39,7,False
2015-07-28,65,35,2,40,10,False
2015-07-29,58,34,1,41,7,False
2015-07-30,50,45,2,43,6,False
2015-07-31,40,46,4,37,9,False
2015-08-01,27,59,1,48,4,False
2015-08-02,23,53,1,43,7,False
2015-08-03,58,40,1,39,5,False
2015-08-04,68,41,1,42,7,False
2015-08-05,55,41,2,41,6,False
2015-08-06,57,46,1,42,8,False
2015-08-07,48,46,4,38,5,False
2015-08-08,23,57,2,45,6,False
2015-08-09,30,47,0,56,7,False
2015-08-10,59,36,1,38,7,False
2015-08-11,60,40,1,40,3,False
2015-08-12,60,43,2,38,7,False
2015-08-13,58,49,1,48,4,False
2015-08-14,43,44,3,36,6,False
2015-08-15,19,59,0,62,5,False
2015-08-16,23,50,0,43,6,False
2015-08-17,60,40,1,40,4,False
2015-08-18,58,44,1,48,9,False
2015-08-19,58,41,2,41,8,False
2015-08-20,60,48,3,45,5,False
2015-08-21,49,46,2,40,5,False
2015-08-22,24,57,2,42,5,False
2015-08-23,19,58,1,37,8,False
2015-08-24,62,41,3,42,6,False
2015-08-25,57,39,2,39,9,False
2015-08-26,63,37,1,38,6,False
2015-08-27,62,45,2,42,7,False
2015-08-28,48,51,2,38,4,False
2015-08-29,25,55,1,37,5,False
2015-08-30,25,42,2,93,6,False
2015-08-31,67,44,5,43,5,False
2015-09-01,75,44,3,45,6,False
2015-09-02,58,44,4,31,8,False
2015-09-03,61,43,3,37,4,False
2015-09-04,53,49,3,39,7,False
2015-09-05,19,53,2,36,7,False
2015-09-06,22,55,1,44,5,False
2015-09-07,33,47,2,47,7,False
2015-09-08,59,45,3,45,8,False
2015-09-09,63,36,4,36,7,False
2015-09-10,72,44,5,39,6,False
2015-09-11,56,45,2,41,6,False
2015-09-12,27,49,1,43,6,False
2015-09-13,29,47,2,56,8,False
2015-09-14,63,44,6,41,5,False
2015-09-15,68,40,5,42,7,False
2015-09-16,62,45,5,40,7,False
2015-09-17,59,49,6,45,7,False
2015-09-18,56,42,3,42,5,False
2015-09-19,34,52,1,43,5,False
2015-09-20,25,51,2,44,8,False
2015-09-21,67,45,3,43,7,False
2015-09-22,57,41,3,41,4,False
2015-09-23,58,52,6,36,5,False
2015-09-24,55,51,5,50,7,False
2015-09-25,65,54,4,85,4,False
2015-09-26,22,56,1,54,9,False
2015-09-27,19,51,1,55,6,False
2015-09-28,66,44,6,35,5,False
2015-09-29,70,52,6,38,5,False
2015-09-30,66,43,5,40,5,False
2015-10-01,58,49,3,36,6,False
2015-10-02,50,44,6,36,7,False
2015-10-03,24,54,3,38,6,False
2015-10-04,31,49,3,38,5,False
2015-10-05,91,49,5,43,3,False
2015-10-06,93,47,5,41,8,False
2015-10-07,83,42,5,37,7,False
2015-10-08,80,47,4,40,6,False
2015-10-09,65,45,4,40,6,False
2015-10-10,35,59,3,50,6,False
2015-10-11,35,52,3,52,8,False
2015-10-12,59,50,6,45,7,False
2015-10-13,73,55,2,50,6,False
2015-10-14,64,54,6,47,8,False
2015-10-15,61,47,5,44,9,False
2015-10-16,63,50,3,46,7,False
2015-10-17,24,47,2,45,6,False
2015-10-18,27,47,4,48,5,False
2015-10-19,55,42,5,45,8,False
2015-10-20,73,44,6,33,6,False
2015-10-21,65,53,7,40,6,False
2015-10-22,55,44,5,39,6,False
2015-10-23,63,48,6,41,6,False
2015-10-24,28,48,2,38,4,False
2015-10-25,16,70,2,40,7,False
2015-10-26,57,48,4,47,5,False
2015-10-27,64,47,6,37,8,False
2015-10-28,73,45,6,39,6,False
2015-10-29,65,48,5,35,7,False
2015-10-30,44,43,4,31,7,False
2015-10-31,26,51,3,40,6,False
2015-11-01,33,58,2,42,6,False
2015-11-02,60,58,5,34,7,False
2015-11-03,72,49,5,40,7,False
2015-11-04,63,47,7,38,6,False
2015-11-05,71,50,8,46,6,False
2015-11-06,73,45,5,48,8,False
2015-11-07,31,43,2,44,7,False
2015-11-08,30,49,2,41,5,False
2015-11-09,69,49,6,44,7,False
2015-11-10,66,42,7,46,6,False
2015-11-11,68,38,4,48,5,False
2015-11-12,61,48,6,42,6,False
