date,liquidation,pollution,poor,poverty,race,isPartial
2006-12-28,1,1,4,1,15,False
2006-12-29,1,1,4,2,18,False
2006-12-30,1,1,4,2,18,False
2006-12-31,1,1,3,2,20,False
2007-01-01,1,2,5,2,20,False
2007-01-02,1,1,3,3,19,False
2007-01-03,1,3,4,2,17,False
2007-01-04,1,3,4,3,17,False
2007-01-05,1,3,3,3,16,False
2007-01-06,2,1,3,1,19,False
2007-01-07,0,1,4,2,20,False
2007-01-08,0,3,4,4,18,False
2007-01-09,0,3,4,3,20,False
2007-01-10,0,3,3,3,17,False
2007-01-11,1,3,6,3,17,False
2007-01-12,0,2,4,3,18,False
2007-01-13,1,1,4,2,16,False
2007-01-14,1,1,4,2,22,False
2007-01-15,1,1,3,2,19,False
2007-01-16,0,3,4,3,18,False
2007-01-17,1,3,4,3,17,False
2007-01-18,1,3,4,4,18,False
2007-01-19,1,2,4,3,16,False
2007-01-20,1,1,4,2,20,False
2007-01-21,1,2,4,2,18,False
2007-01-22,1,3,4,4,20,False
2007-01-23,0,3,5,3,20,False
2007-01-24,0,4,4,3,16,False
2007-01-25,0,3,5,3,17,False
2007-01-26,1,2,4,3,19,False
2007-01-27,1,2,4,2,22,False
2007-01-28,0,2,4,3,24,False
2007-01-29,1,3,6,3,20,False
2007-01-30,1,4,4,3,19,False
2007-01-31,1,3,4,3,17,False
2007-02-01,0,3,5,3,18,False
2007-02-02,1,3,4,4,19,False
2007-02-03,1,2,4,2,24,False
2007-02-04,1,2,5,2,22,False
2007-02-05,1,4,4,3,22,False
2007-02-06,1,4,4,4,17,False
2007-02-07,1,3,4,4,22,False
2007-02-08,1,3,4,3,19,False
2007-02-09,1,2,4,3,20,False
2007-02-10,1,1,5,3,20,False
2007-02-11,1,2,4,2,27,False
2007-02-12,1,2,4,4,22,False
2007-02-13,1,3,4,4,20,False
2007-02-14,1,3,4,4,18,False
2007-02-15,1,3,4,4,20,False
2007-02-16,1,2,5,2,19,False
2007-02-17,1,1,3,2,25,False
2007-02-18,1,1,3,2,36,False
2007-02-19,1,2,4,3,39,False
2007-02-20,1,3,4,3,26,False
2007-02-21,1,3,4,4,23,False
2007-02-22,1,3,7,4,20,False
2007-02-23,1,3,4,3,21,False
2007-02-24,1,1,5,3,23,False
2007-02-25,1,2,4,2,29,False
2007-02-26,1,3,5,3,26,False
2007-02-27,1,3,4,4,21,False
2007-02-28,1,3,4,4,19,False
2007-03-01,1,3,5,5,18,False
2007-03-02,1,3,5,3,21,False
2007-03-03,1,2,5,3,21,False
2007-03-04,0,2,5,3,26,False
2007-03-05,0,3,5,4,33,False
2007-03-06,1,3,5,3,22,False
2007-03-07,1,3,6,4,19,False
2007-03-08,1,4,4,4,20,False
2007-03-09,1,2,4,3,19,False
2007-03-10,1,1,4,2,22,False
2007-03-11,1,2,4,1,24,False
2007-03-12,1,4,5,3,32,False
2007-03-13,1,3,4,3,22,False
2007-03-14,1,3,4,4,20,False
2007-03-15,1,3,5,3,20,False
2007-03-16,1,2,4,3,22,False
2007-03-17,0,1,4,2,24,False
2007-03-18,1,3,4,2,28,False
2007-03-19,0,4,4,4,31,False
2007-03-20,0,4,4,5,22,False
2007-03-21,1,3,4,4,22,False
2007-03-22,1,3,5,4,19,False
2007-03-23,1,3,5,3,21,False
2007-03-24,0,1,3,1,24,False
2007-03-25,1,2,5,3,31,False
2007-03-26,1,2,5,4,29,False
2007-03-27,0,5,6,4,20,False
2007-03-28,0,4,4,4,21,False
2007-03-29,1,4,4,4,20,False
2007-03-30,1,3,6,3,20,False
2007-03-31,0,2,4,1,23,False
2007-04-01,0,2,5,2,27,False
2007-04-02,0,3,4,4,32,False
2007-04-03,1,3,4,4,26,False
2007-04-04,1,3,4,3,21,False
2007-04-05,1,3,4,3,19,False
2007-04-06,1,2,3,2,20,False
2007-04-07,0,1,4,2,24,False
2007-04-08,1,1,5,2,24,False
2007-04-09,1,3,5,3,29,False
2007-04-10,1,4,5,4,23,False
2007-04-11,1,3,5,4,21,False
2007-04-12,1,4,5,3,22,False
2007-04-13,0,3,3,3,20,False
2007-04-14,0,2,3,2,27,False
2007-04-15,1,2,4,3,29,False
2007-04-16,1,4,5,4,33,False
2007-04-17,0,4,4,4,23,False
2007-04-18,0,5,4,4,24,False
2007-04-19,1,4,4,4,23,False
2007-04-20,0,3,4,4,22,False
2007-04-21,1,2,3,2,27,False
2007-04-22,1,3,4,3,33,False
2007-04-23,0,5,4,5,30,False
2007-04-24,1,5,4,5,25,False
2007-04-25,1,4,5,4,24,False
2007-04-26,0,5,5,4,23,False
2007-04-27,0,4,4,5,25,False
2007-04-28,1,3,4,2,27,False
2007-04-29,1,3,4,3,29,False
2007-04-30,0,4,5,5,32,False
2007-05-01,1,5,5,5,23,False
2007-05-02,1,5,4,4,22,False
2007-05-03,1,5,6,4,24,False
2007-05-04,0,4,6,4,29,False
2007-05-05,0,2,3,3,43,False
2007-05-06,1,2,5,4,35,False
2007-05-07,0,4,4,5,42,False
2007-05-08,1,5,6,5,28,False
2007-05-09,1,4,4,4,27,False
2007-05-10,1,5,4,4,25,False
2007-05-11,1,4,3,3,26,False
2007-05-12,0,2,4,2,29,False
2007-05-13,1,3,5,2,29,False
2007-05-14,0,5,4,4,26,False
2007-05-15,0,5,5,3,20,False
2007-05-16,1,5,4,3,21,False
2007-05-17,1,5,3,3,24,False
2007-05-18,1,3,4,4,24,False
2007-05-19,1,1,3,1,41,False
2007-05-20,0,2,4,2,32,False
2007-05-21,1,4,4,4,27,False
2007-05-22,1,4,4,3,22,False
2007-05-23,1,5,3,3,18,False
2007-05-24,0,4,4,3,21,False
2007-05-25,0,3,3,2,24,False
2007-05-26,1,2,3,1,24,False
2007-05-27,0,1,4,2,33,False
2007-05-28,1,2,5,3,27,False
2007-05-29,1,4,4,3,24,False
2007-05-30,0,4,4,3,23,False
2007-05-31,1,3,3,4,21,False
2007-06-01,1,3,4,3,25,False
2007-06-02,1,2,4,2,26,False
2007-06-03,0,2,4,2,29,False
2007-06-04,1,3,4,2,27,False
2007-06-05,1,3,4,4,21,False
2007-06-06,0,3,4,3,24,False
2007-06-07,0,3,4,3,20,False
2007-06-08,0,3,5,3,22,False
2007-06-09,0,1,5,2,35,False
2007-06-10,1,1,5,2,35,False
2007-06-11,0,3,4,2,25,False
2007-06-12,1,2,4,2,21,False
2007-06-13,1,2,4,2,19,False
2007-06-14,1,2,4,3,23,False
2007-06-15,0,1,4,2,20,False
2007-06-16,0,1,3,1,26,False
2007-06-17,1,1,4,1,32,False
2007-06-18,0,2,4,2,24,False
2007-06-19,0,2,3,2,21,False
2007-06-20,1,2,5,2,19,False
2007-06-21,1,1,4,2,20,False
2007-06-22,0,1,4,1,22,False
2007-06-23,1,1,3,1,26,False
2007-06-24,1,1,3,1,25,False
2007-06-25,1,1,3,2,22,False
2007-06-26,1,1,3,2,20,False
2007-06-27,1,2,4,2,19,False
2007-06-28,0,2,3,2,19,False
2007-06-29,0,1,4,3,20,False
2007-06-30,1,1,4,1,23,False
2007-07-01,0,1,4,2,27,False
2007-07-02,1,1,4,2,24,False
2007-07-03,0,1,3,2,22,False
2007-07-04,1,1,4,2,27,False
2007-07-05,1,1,4,2,24,False
2007-07-06,0,2,3,2,19,False
2007-07-07,1,1,4,1,23,False
2007-07-08,1,1,4,1,26,False
2007-07-09,0,2,4,2,20,False
