date,costliness,costly,debtor,default,depression,isPartial
2006-10-13,0,0,1,53,69,False
2006-10-14,0,0,1,55,62,False
2006-10-15,0,1,0,57,73,False
2006-10-16,0,0,0,55,91,False
2006-10-17,0,0,2,62,83,False
2006-10-18,0,0,0,63,76,False
2006-10-19,0,1,1,65,86,False
2006-10-20,0,1,1,67,59,False
2006-10-21,0,0,0,52,66,False
2006-10-22,0,0,1,51,68,False
2006-10-23,0,3,1,59,79,False
2006-10-24,0,1,0,64,80,False
2006-10-25,0,0,0,63,88,False
2006-10-26,0,0,1,56,82,False
2006-10-27,0,0,1,63,66,False
2006-10-28,0,0,0,53,60,False
2006-10-29,0,1,1,41,63,False
2006-10-30,0,1,1,57,75,False
2006-10-31,0,0,0,72,87,False
2006-11-01,0,1,1,64,87,False
2006-11-02,0,1,1,61,86,False
2006-11-03,0,1,0,61,81,False
2006-11-04,0,2,1,64,71,False
2006-11-05,0,0,1,50,65,False
2006-11-06,0,1,1,57,91,False
2006-11-07,0,1,0,56,83,False
2006-11-08,0,0,0,55,90,False
2006-11-09,0,0,2,65,85,False
2006-11-10,0,1,0,57,64,False
2006-11-11,0,0,1,51,60,False
2006-11-12,0,1,1,49,75,False
2006-11-13,0,1,1,53,97,False
2006-11-14,0,1,0,55,86,False
2006-11-15,0,1,1,61,82,False
2006-11-16,0,1,0,59,74,False
2006-11-17,0,1,0,60,73,False
2006-11-18,0,2,0,48,63,False
2006-11-19,0,0,1,50,73,False
2006-11-20,0,0,2,59,86,False
2006-11-21,0,1,0,61,72,False
2006-11-22,0,2,1,53,58,False
2006-11-23,0,0,1,43,43,False
2006-11-24,0,0,1,55,46,False
2006-11-25,0,1,0,54,52,False
2006-11-26,0,0,0,43,84,False
2006-11-27,0,1,2,59,100,False
2006-11-28,0,0,1,68,100,False
2006-11-29,0,0,0,66,78,False
2006-11-30,0,1,0,62,78,False
2006-12-01,0,1,1,60,62,False
2006-12-02,0,0,0,55,54,False
2006-12-03,0,2,0,46,75,False
2006-12-04,0,0,0,60,78,False
2006-12-05,0,0,1,59,92,False
2006-12-06,0,1,0,62,89,False
2006-12-07,0,0,2,60,87,False
2006-12-08,0,1,1,60,81,False
2006-12-09,0,1,0,57,47,False
2006-12-10,0,0,0,47,76,False
2006-12-11,0,1,0,51,89,False
2006-12-12,0,0,1,61,77,False
2006-12-13,0,0,0,59,82,False
2006-12-14,0,1,2,57,83,False
2006-12-15,0,0,1,73,68,False
2006-12-16,0,0,2,38,60,False
2006-12-17,0,0,0,34,61,False
2006-12-18,0,0,0,72,67,False
2006-12-19,0,0,1,57,59,False
2006-12-20,0,1,1,64,61,False
2006-12-21,0,1,1,65,56,False
2006-12-22,0,1,2,56,49,False
2006-12-23,0,1,0,59,47,False
2006-12-24,0,0,0,45,48,False
2006-12-25,0,0,0,63,32,False
2006-12-26,0,0,1,65,47,False
2006-12-27,0,1,1,57,51,False
2006-12-28,0,0,1,62,51,False
2006-12-29,0,0,2,57,50,False
2006-12-30,0,0,0,51,53,False
2006-12-31,0,1,0,65,43,False
2007-01-01,0,1,0,62,63,False
2007-01-02,0,1,0,56,67,False
2007-01-03,0,0,0,64,69,False
2007-01-04,0,0,0,63,76,False
2007-01-05,0,1,2,64,67,False
2007-01-06,0,1,0,53,55,False
2007-01-07,0,0,0,58,65,False
2007-01-08,0,0,0,57,68,False
2007-01-09,0,1,0,54,89,False
2007-01-10,0,0,0,70,68,False
2007-01-11,0,1,1,71,66,False
2007-01-12,0,1,1,60,74,False
2007-01-13,0,0,0,59,53,False
2007-01-14,0,0,0,63,60,False
2007-01-15,0,1,1,70,66,False
2007-01-16,0,0,1,60,76,False
2007-01-17,0,0,0,59,67,False
2007-01-18,0,0,0,71,67,False
2007-01-19,0,1,0,67,66,False
2007-01-20,0,1,1,57,47,False
2007-01-21,0,0,0,56,77,False
2007-01-22,0,0,0,53,77,False
2007-01-23,0,1,1,65,78,False
2007-01-24,0,0,0,62,68,False
2007-01-25,0,1,1,65,69,False
2007-01-26,0,1,1,70,70,False
2007-01-27,0,0,0,60,58,False
2007-01-28,0,0,0,55,73,False
2007-01-29,0,0,1,60,72,False
2007-01-30,0,0,2,64,77,False
2007-01-31,0,1,2,64,76,False
2007-02-01,0,0,1,65,87,False
2007-02-02,0,0,0,63,75,False
2007-02-03,0,1,0,55,44,False
2007-02-04,0,1,0,50,68,False
2007-02-05,0,1,1,59,83,False
2007-02-06,0,1,2,61,82,False
2007-02-07,0,0,2,57,81,False
2007-02-08,0,1,1,71,73,False
2007-02-09,0,1,0,64,73,False
2007-02-10,0,1,0,61,56,False
2007-02-11,0,0,0,67,60,False
2007-02-12,0,2,1,64,73,False
2007-02-13,0,0,1,69,76,False
2007-02-14,0,1,1,61,64,False
2007-02-15,0,0,1,69,82,False
2007-02-16,0,0,2,66,77,False
2007-02-17,0,0,1,64,52,False
2007-02-18,0,1,1,46,75,False
2007-02-19,0,0,1,58,80,False
2007-02-20,0,1,0,67,89,False
2007-02-21,0,0,0,75,76,False
2007-02-22,0,0,1,71,79,False
2007-02-23,0,0,1,76,87,False
2007-02-24,0,0,0,50,52,False
2007-02-25,0,1,0,56,75,False
2007-02-26,0,1,2,55,89,False
2007-02-27,0,1,0,63,97,False
2007-02-28,0,1,0,62,87,False
2007-03-01,0,0,0,65,86,False
2007-03-02,0,0,1,61,75,False
2007-03-03,0,0,0,63,57,False
2007-03-04,0,1,0,57,72,False
2007-03-05,0,1,0,63,90,False
2007-03-06,0,1,0,66,90,False
2007-03-07,0,1,0,66,75,False
2007-03-08,0,2,1,68,76,False
2007-03-09,0,0,0,69,87,False
2007-03-10,0,0,0,54,69,False
2007-03-11,0,2,1,63,86,False
2007-03-12,0,0,2,68,86,False
2007-03-13,0,1,0,69,90,False
2007-03-14,0,1,0,82,82,False
2007-03-15,0,0,1,75,95,False
2007-03-16,0,1,0,66,76,False
2007-03-17,0,0,0,50,61,False
2007-03-18,0,1,0,49,79,False
2007-03-19,0,0,0,65,80,False
2007-03-20,0,0,1,71,83,False
2007-03-21,0,1,0,61,85,False
2007-03-22,0,0,2,54,85,False
2007-03-23,0,0,0,67,66,False
2007-03-24,0,0,0,62,53,False
2007-03-25,0,0,0,63,73,False
2007-03-26,0,0,1,65,91,False
2007-03-27,0,1,1,72,77,False
2007-03-28,0,0,1,68,85,False
2007-03-29,0,1,0,71,93,False
2007-03-30,0,0,0,65,72,False
2007-03-31,0,1,0,51,52,False
