date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2010-04-05,9,1,1,83,1,False
2010-04-06,6,2,0,84,1,False
2010-04-07,7,2,0,90,1,False
2010-04-08,7,2,1,81,0,False
2010-04-09,8,1,0,76,0,False
2010-04-10,10,1,1,64,0,False
2010-04-11,10,2,0,72,0,False
2010-04-12,9,2,1,91,0,False
2010-04-13,9,1,1,92,0,False
2010-04-14,9,2,1,84,0,False
2010-04-15,8,2,0,81,1,False
2010-04-16,7,2,1,83,0,False
2010-04-17,9,0,0,68,1,False
2010-04-18,10,1,1,70,1,False
2010-04-19,7,2,0,92,0,False
2010-04-20,9,1,1,97,1,False
2010-04-21,11,1,0,95,1,False
2010-04-22,8,2,1,89,0,False
2010-04-23,9,1,1,82,1,False
2010-04-24,8,1,0,61,1,False
2010-04-25,10,2,0,73,0,False
2010-04-26,8,1,0,87,0,False
2010-04-27,8,2,1,93,1,False
2010-04-28,8,2,0,91,0,False
2010-04-29,8,1,1,87,1,False
2010-04-30,8,1,1,82,0,False
2010-05-01,7,1,0,59,0,False
2010-05-02,8,1,0,64,1,False
2010-05-03,10,1,0,90,0,False
2010-05-04,10,1,0,90,1,False
2010-05-05,8,1,1,91,1,False
2010-05-06,9,1,0,86,0,False
2010-05-07,8,1,0,78,1,False
2010-05-08,9,1,0,64,0,False
2010-05-09,8,1,0,70,0,False
2010-05-10,8,1,0,90,0,False
2010-05-11,8,1,1,94,1,False
2010-05-12,8,2,0,95,0,False
2010-05-13,11,2,1,85,0,False
2010-05-14,7,1,0,80,0,False
2010-05-15,5,0,0,72,1,False
2010-05-16,10,2,0,64,0,False
2010-05-17,11,1,1,89,0,False
2010-05-18,8,2,0,90,0,False
2010-05-19,6,1,1,88,1,False
2010-05-20,9,1,0,89,1,False
2010-05-21,10,2,0,74,0,False
2010-05-22,7,0,1,67,0,False
2010-05-23,8,1,0,74,0,False
2010-05-24,10,2,0,81,0,False
2010-05-25,8,1,1,87,0,False
2010-05-26,8,2,0,89,0,False
2010-05-27,7,2,1,73,1,False
2010-05-28,8,2,0,77,1,False
2010-05-29,6,0,0,61,0,False
2010-05-30,9,1,0,61,0,False
2010-05-31,9,0,1,71,0,False
2010-06-01,8,2,1,82,0,False
2010-06-02,9,2,1,80,1,False
2010-06-03,6,2,1,81,0,False
2010-06-04,9,1,0,74,1,False
2010-06-05,10,1,0,63,0,False
2010-06-06,9,2,0,71,0,False
2010-06-07,9,1,0,84,0,False
2010-06-08,10,1,0,86,0,False
2010-06-09,9,1,0,81,0,False
2010-06-10,8,1,1,85,0,False
2010-06-11,7,2,0,72,0,False
2010-06-12,9,1,0,64,0,False
2010-06-13,10,1,0,74,0,False
2010-06-14,11,1,0,84,0,False
2010-06-15,8,2,1,82,1,False
2010-06-16,9,1,0,83,0,False
2010-06-17,9,2,0,84,1,False
2010-06-18,8,1,0,82,0,False
2010-06-19,10,1,1,60,0,False
2010-06-20,8,1,1,62,1,False
2010-06-21,8,1,0,82,1,False
2010-06-22,9,1,0,83,1,False
2010-06-23,10,1,0,87,0,False
2010-06-24,8,1,0,81,1,False
2010-06-25,10,2,1,73,0,False
2010-06-26,7,1,0,59,0,False
2010-06-27,12,1,0,62,0,False
2010-06-28,9,1,0,100,1,False
2010-06-29,8,1,1,86,0,False
2010-06-30,8,1,1,92,1,False
2010-07-01,8,1,0,89,0,False
2010-07-02,7,2,0,81,0,False
2010-07-03,9,1,1,60,0,False
2010-07-04,8,1,0,65,0,False
2010-07-05,7,1,0,73,0,False
2010-07-06,8,1,0,81,0,False
2010-07-07,8,1,0,82,0,False
2010-07-08,9,1,0,81,1,False
2010-07-09,8,2,1,77,0,False
2010-07-10,9,1,0,65,1,False
2010-07-11,7,1,0,63,0,False
2010-07-12,9,1,0,84,1,False
2010-07-13,8,2,0,86,0,False
2010-07-14,10,1,1,84,1,False
2010-07-15,7,2,0,89,0,False
