date,cost,crisis,deficit,depreciation,domination,isPartial
2009-09-16,82,8,3,1,1,False
2009-09-17,77,10,3,2,1,False
2009-09-18,76,9,2,1,1,False
2009-09-19,70,7,1,1,1,False
2009-09-20,71,9,2,1,1,False
2009-09-21,88,10,3,1,1,False
2009-09-22,80,10,2,2,1,False
2009-09-23,82,8,2,2,1,False
2009-09-24,85,9,2,1,2,False
2009-09-25,71,8,2,2,1,False
2009-09-26,71,6,2,0,2,False
2009-09-27,72,7,2,1,2,False
2009-09-28,84,9,2,1,1,False
2009-09-29,85,9,2,2,1,False
2009-09-30,80,9,3,2,1,False
2009-10-01,81,9,2,1,1,False
2009-10-02,75,8,2,1,1,False
2009-10-03,65,7,1,0,1,False
2009-10-04,73,7,1,1,1,False
2009-10-05,79,8,2,2,1,False
2009-10-06,82,8,2,2,1,False
2009-10-07,82,9,3,2,1,False
2009-10-08,82,8,3,2,1,False
2009-10-09,75,8,3,2,1,False
2009-10-10,69,6,2,2,1,False
2009-10-11,71,8,1,1,1,False
2009-10-12,83,9,2,1,1,False
2009-10-13,83,8,2,2,1,False
2009-10-14,81,9,3,2,1,False
2009-10-15,81,10,2,2,1,False
2009-10-16,73,6,3,2,1,False
2009-10-17,69,6,2,1,1,False
2009-10-18,75,7,2,1,2,False
2009-10-19,80,9,4,2,1,False
2009-10-20,87,8,3,2,1,False
2009-10-21,83,10,3,2,0,False
2009-10-22,82,9,2,2,1,False
2009-10-23,77,8,2,1,1,False
2009-10-24,70,7,2,1,2,False
2009-10-25,74,8,1,1,1,False
2009-10-26,86,9,3,1,1,False
2009-10-27,85,8,3,1,1,False
2009-10-28,85,9,2,2,1,False
2009-10-29,77,9,2,1,0,False
2009-10-30,78,7,3,2,1,False
2009-10-31,65,6,2,1,1,False
2009-11-01,67,8,2,1,1,False
2009-11-02,86,10,3,1,1,False
2009-11-03,86,8,4,2,1,False
2009-11-04,79,10,3,1,1,False
2009-11-05,82,8,3,2,1,False
2009-11-06,77,8,3,1,1,False
2009-11-07,70,8,2,1,1,False
2009-11-08,72,8,3,1,1,False
2009-11-09,85,10,3,2,1,False
2009-11-10,90,9,5,2,1,False
2009-11-11,85,8,5,2,1,False
2009-11-12,86,8,4,2,1,False
2009-11-13,76,7,3,1,1,False
2009-11-14,70,7,3,1,0,False
2009-11-15,75,8,3,1,1,False
2009-11-16,88,9,3,2,1,False
2009-11-17,88,10,4,2,1,False
2009-11-18,84,11,4,1,1,False
2009-11-19,83,10,4,2,1,False
2009-11-20,76,9,3,2,1,False
2009-11-21,62,9,2,1,1,False
2009-11-22,74,7,2,1,2,False
2009-11-23,80,9,3,1,1,False
2009-11-24,75,7,3,1,1,False
2009-11-25,70,7,3,1,1,False
2009-11-26,53,7,2,0,1,False
2009-11-27,61,9,2,1,1,False
2009-11-28,68,9,2,0,1,False
2009-11-29,70,11,2,1,1,False
2009-11-30,81,13,2,1,1,False
2009-12-01,83,11,3,1,1,False
2009-12-02,88,10,3,2,1,False
2009-12-03,86,10,3,1,1,False
2009-12-04,82,9,2,2,1,False
2009-12-05,67,7,3,0,2,False
2009-12-06,73,9,2,1,2,False
2009-12-07,87,10,3,2,1,False
2009-12-08,80,10,2,2,1,False
2009-12-09,82,9,3,2,1,False
2009-12-10,87,10,3,2,1,False
2009-12-11,75,10,3,2,1,False
2009-12-12,67,8,2,1,2,False
2009-12-13,72,8,2,1,2,False
2009-12-14,83,10,3,2,2,False
2009-12-15,80,8,3,2,1,False
2009-12-16,78,8,3,2,1,False
2009-12-17,78,8,2,1,1,False
2009-12-18,70,7,2,1,1,False
2009-12-19,63,5,1,1,2,False
2009-12-20,71,5,1,1,1,False
2009-12-21,77,6,2,1,1,False
2009-12-22,70,6,1,1,1,False
2009-12-23,61,6,2,1,1,False
2009-12-24,56,6,2,1,1,False
2009-12-25,56,5,2,0,1,False
2009-12-26,63,5,1,1,1,False
2009-12-27,70,4,1,1,2,False
2009-12-28,77,5,2,1,1,False
2009-12-29,75,5,2,1,1,False
2009-12-30,77,6,1,1,1,False
2009-12-31,68,5,2,1,1,False
2010-01-01,66,5,1,0,1,False
2010-01-02,74,5,1,1,2,False
2010-01-03,80,6,2,1,2,False
2010-01-04,84,6,2,1,1,False
2010-01-05,84,8,2,1,1,False
2010-01-06,84,7,2,1,1,False
2010-01-07,81,8,2,1,1,False
2010-01-08,76,7,2,1,1,False
2010-01-09,68,6,1,1,1,False
2010-01-10,82,8,2,1,1,False
2010-01-11,87,8,2,1,1,False
2010-01-12,83,8,2,2,1,False
2010-01-13,80,10,2,2,1,False
2010-01-14,80,10,2,2,1,False
2010-01-15,73,9,3,1,1,False
2010-01-16,73,6,2,1,1,False
2010-01-17,74,6,2,1,1,False
2010-01-18,80,8,2,1,1,False
2010-01-19,82,9,2,2,0,False
2010-01-20,82,8,2,2,1,False
2010-01-21,87,9,3,2,0,False
2010-01-22,78,8,2,2,1,False
2010-01-23,70,7,1,1,1,False
2010-01-24,82,6,2,1,1,False
2010-01-25,83,8,3,2,1,False
2010-01-26,90,8,4,1,1,False
2010-01-27,86,9,4,2,1,False
2010-01-28,87,9,5,2,1,False
2010-01-29,75,7,3,1,1,False
2010-01-30,73,5,2,1,1,False
2010-01-31,80,7,2,1,1,False
2010-02-01,83,7,6,3,1,False
2010-02-02,87,8,5,2,1,False
2010-02-03,83,8,4,2,1,False
2010-02-04,83,8,4,2,1,False
2010-02-05,81,7,3,2,1,False
2010-02-06,71,6,2,1,1,False
2010-02-07,81,7,2,1,1,False
2010-02-08,91,9,3,2,1,False
2010-02-09,85,9,3,3,1,False
2010-02-10,80,8,3,3,1,False
2010-02-11,82,9,3,2,1,False
2010-02-12,78,8,2,2,1,False
2010-02-13,73,7,2,1,1,False
2010-02-14,78,8,3,2,0,False
2010-02-15,81,10,2,2,1,False
2010-02-16,86,10,3,2,1,False
2010-02-17,89,9,3,2,1,False
2010-02-18,85,9,3,2,1,False
2010-02-19,81,9,2,2,1,False
2010-02-20,75,9,2,1,1,False
2010-02-21,78,8,2,1,2,False
2010-02-22,88,10,3,2,1,False
2010-02-23,88,10,3,2,1,False
2010-02-24,87,11,3,2,1,False
2010-02-25,88,11,3,2,1,False
2010-02-26,80,10,3,2,1,False
2010-02-27,73,6,2,2,2,False
2010-02-28,76,8,2,1,1,False
2010-03-01,95,10,2,2,1,False
2010-03-02,90,9,3,2,1,False
2010-03-03,89,10,3,2,1,False
2010-03-04,86,8,3,2,1,False
2010-03-05,79,7,3,2,1,False
2010-03-06,77,8,2,1,1,False
2010-03-07,81,10,2,2,1,False
2010-03-08,90,9,3,2,1,False
2010-03-09,89,9,2,2,1,False
2010-03-10,88,11,3,2,1,False
2010-03-11,84,11,2,2,1,False
2010-03-12,81,7,2,1,1,False
2010-03-13,75,6,2,2,1,False
2010-03-14,78,8,2,2,1,False
2010-03-15,88,8,3,2,1,False
2010-03-16,89,9,3,2,1,False
2010-03-17,88,9,3,2,1,False
2010-03-18,86,8,3,2,1,False
2010-03-19,84,8,4,2,1,False
2010-03-20,74,6,2,1,1,False
2010-03-21,82,8,3,2,1,False
2010-03-22,100,9,5,2,0,False
2010-03-23,98,11,4,2,1,False
2010-03-24,94,9,4,2,1,False
2010-03-25,88,8,3,1,1,False
2010-03-26,84,7,3,2,1,False
2010-03-27,80,6,2,1,1,False
2010-03-28,84,7,1,2,1,False
2010-03-29,94,7,2,3,1,False
2010-03-30,91,8,2,2,1,False
2010-03-31,88,9,3,3,1,False
2010-04-01,86,8,3,2,1,False
2010-04-02,83,7,2,2,1,False
2010-04-03,76,7,3,2,2,False
2010-04-04,77,6,2,2,1,False
2010-04-05,97,9,2,2,1,False
2010-04-06,93,9,3,2,1,False
2010-04-07,93,11,2,2,1,False
2010-04-08,88,9,3,3,1,False
2010-04-09,82,10,2,2,1,False
2010-04-10,85,7,2,3,1,False
2010-04-11,86,8,2,3,1,False
2010-04-12,94,10,3,2,1,False
2010-04-13,95,10,3,3,1,False
2010-04-14,95,11,3,3,1,False
2010-04-15,87,11,3,2,1,False
2010-04-16,81,8,3,1,1,False
2010-04-17,75,8,2,1,1,False
2010-04-18,83,9,2,1,1,False
2010-04-19,92,12,3,1,1,False
2010-04-20,93,10,3,2,1,False
