date,lay,liquidate,miser,owe,recession,isPartial
2005-05-23,44,2,2,2,6,False
2005-05-24,56,0,2,5,0,False
2005-05-25,46,0,2,4,2,False
2005-05-26,44,2,2,4,0,False
2005-05-27,66,0,2,0,2,False
2005-05-28,49,0,7,0,3,False
2005-05-29,70,0,4,18,0,False
2005-05-30,58,0,6,0,0,False
2005-05-31,56,0,0,7,2,False
2005-06-01,44,0,4,4,4,False
2005-06-02,36,4,0,4,4,False
2005-06-03,62,0,0,2,2,False
2005-06-04,61,0,0,3,0,False
2005-06-05,79,0,0,7,7,False
2005-06-06,77,0,4,4,2,False
2005-06-07,41,2,0,0,2,False
2005-06-08,62,2,2,6,6,False
2005-06-09,51,0,0,8,10,False
2005-06-10,60,2,0,0,6,False
2005-06-11,81,0,3,6,3,False
2005-06-12,86,0,7,0,7,False
2005-06-13,63,0,4,2,6,False
2005-06-14,67,0,4,6,6,False
2005-06-15,96,0,4,2,2,False
2005-06-16,65,0,0,6,2,False
2005-06-17,75,0,4,2,2,False
2005-06-18,88,0,0,7,3,False
2005-06-19,84,0,0,3,0,False
2005-06-20,62,0,0,4,2,False
2005-06-21,51,0,6,9,4,False
2005-06-22,60,0,4,12,2,False
2005-06-23,65,0,0,6,2,False
2005-06-24,75,2,0,4,9,False
2005-06-25,74,3,0,7,7,False
2005-06-26,68,3,0,7,0,False
2005-06-27,68,0,2,2,0,False
2005-06-28,72,0,4,11,6,False
2005-06-29,69,0,2,2,2,False
2005-06-30,74,0,0,6,0,False
2005-07-01,99,0,9,0,4,False
2005-07-02,62,0,0,3,3,False
2005-07-03,64,0,0,0,4,False
2005-07-04,53,0,0,3,0,False
2005-07-05,64,0,6,12,2,False
2005-07-06,65,0,4,0,4,False
2005-07-07,63,2,2,11,4,False
2005-07-08,54,0,0,4,4,False
2005-07-09,52,0,3,6,3,False
2005-07-10,45,3,3,10,6,False
2005-07-11,61,0,0,4,6,False
2005-07-12,52,0,2,2,2,False
