date,lay,liquidate,miser,owe,recession,isPartial
2007-01-19,59,2,3,6,4,False
2007-01-20,65,2,1,7,5,False
2007-01-21,53,1,0,11,1,False
2007-01-22,48,1,1,5,2,False
2007-01-23,54,0,0,6,2,False
2007-01-24,58,0,2,4,2,False
2007-01-25,46,1,3,6,2,False
2007-01-26,46,0,2,4,1,False
2007-01-27,65,0,1,7,4,False
2007-01-28,69,1,1,4,0,False
2007-01-29,53,1,2,13,1,False
2007-01-30,64,0,2,5,6,False
2007-01-31,55,0,2,10,2,False
2007-02-01,48,0,4,3,1,False
2007-02-02,44,1,2,3,2,False
2007-02-03,47,0,2,7,2,False
2007-02-04,52,0,0,7,1,False
2007-02-05,57,0,2,7,2,False
2007-02-06,55,0,2,7,5,False
2007-02-07,51,1,1,4,6,False
2007-02-08,56,1,3,8,3,False
2007-02-09,58,0,2,3,2,False
2007-02-10,74,0,1,7,2,False
2007-02-11,48,0,1,1,2,False
2007-02-12,54,1,2,6,2,False
2007-02-13,55,0,2,7,7,False
2007-02-14,51,0,3,5,4,False
2007-02-15,48,0,2,6,3,False
2007-02-16,53,0,2,6,2,False
2007-02-17,57,0,1,6,2,False
2007-02-18,60,0,0,2,1,False
2007-02-19,55,0,2,3,3,False
2007-02-20,54,2,1,6,1,False
2007-02-21,49,0,1,5,4,False
2007-02-22,50,1,3,2,2,False
2007-02-23,54,0,2,7,0,False
2007-02-24,70,0,2,5,1,False
2007-02-25,74,0,2,3,0,False
2007-02-26,42,0,0,7,19,False
2007-02-27,61,0,2,6,41,False
2007-02-28,49,0,3,5,29,False
2007-03-01,45,1,2,7,11,False
2007-03-02,51,0,2,6,6,False
2007-03-03,63,0,3,6,6,False
2007-03-04,59,0,0,1,4,False
2007-03-05,47,1,1,6,8,False
2007-03-06,54,0,2,2,8,False
2007-03-07,73,0,2,7,5,False
2007-03-08,51,1,2,4,8,False
2007-03-09,62,1,2,2,6,False
2007-03-10,45,0,1,4,2,False
2007-03-11,66,0,2,2,12,False
2007-03-12,63,1,4,5,3,False
2007-03-13,48,0,2,3,6,False
2007-03-14,48,0,2,3,7,False
2007-03-15,46,0,2,7,10,False
2007-03-16,48,0,3,0,5,False
2007-03-17,64,0,2,4,1,False
2007-03-18,66,1,1,6,1,False
2007-03-19,53,0,2,5,2,False
2007-03-20,55,0,6,4,8,False
2007-03-21,59,0,2,6,5,False
2007-03-22,45,1,2,5,4,False
2007-03-23,54,1,2,5,4,False
2007-03-24,59,0,2,1,6,False
2007-03-25,55,1,1,7,0,False
2007-03-26,51,1,4,5,2,False
2007-03-27,53,1,5,5,8,False
2007-03-28,64,0,2,6,6,False
2007-03-29,59,0,2,4,3,False
2007-03-30,50,2,2,3,8,False
2007-03-31,56,0,1,6,1,False
2007-04-01,46,1,0,6,1,False
2007-04-02,54,0,1,6,2,False
2007-04-03,59,1,2,2,3,False
2007-04-04,49,0,3,5,1,False
2007-04-05,60,1,2,2,2,False
2007-04-06,65,1,0,6,4,False
2007-04-07,53,0,1,5,1,False
2007-04-08,54,0,0,5,6,False
2007-04-09,52,0,3,6,4,False
2007-04-10,55,0,2,5,5,False
2007-04-11,56,0,2,4,4,False
2007-04-12,57,1,1,6,4,False
2007-04-13,65,2,1,8,1,False
2007-04-14,45,0,2,5,3,False
2007-04-15,51,0,2,10,0,False
2007-04-16,54,1,1,12,3,False
2007-04-17,53,0,3,9,7,False
2007-04-18,60,0,1,10,5,False
2007-04-19,50,2,4,4,5,False
2007-04-20,53,0,2,12,1,False
2007-04-21,66,0,0,4,2,False
2007-04-22,55,0,4,10,4,False
2007-04-23,52,0,2,4,5,False
2007-04-24,69,0,1,1,5,False
2007-04-25,65,0,1,8,4,False
2007-04-26,75,0,1,4,5,False
2007-04-27,55,1,0,5,4,False
2007-04-28,47,0,1,1,8,False
2007-04-29,76,0,0,4,4,False
2007-04-30,53,0,1,7,6,False
2007-05-01,60,0,0,3,5,False
2007-05-02,60,0,2,2,3,False
2007-05-03,59,0,2,5,8,False
2007-05-04,58,0,3,5,6,False
2007-05-05,84,0,1,6,1,False
2007-05-06,84,0,5,3,3,False
2007-05-07,59,0,2,4,4,False
2007-05-08,60,0,1,3,3,False
2007-05-09,51,1,1,4,3,False
2007-05-10,53,0,1,4,7,False
2007-05-11,61,0,1,10,5,False
2007-05-12,88,0,4,1,6,False
2007-05-13,50,0,2,4,5,False
2007-05-14,58,0,2,5,4,False
2007-05-15,68,0,1,1,3,False
2007-05-16,60,1,1,8,4,False
2007-05-17,57,0,1,6,2,False
2007-05-18,65,0,2,4,3,False
2007-05-19,59,0,3,6,5,False
2007-05-20,60,0,2,2,2,False
2007-05-21,51,0,1,5,4,False
2007-05-22,72,0,1,5,3,False
2007-05-23,59,1,1,8,3,False
2007-05-24,62,0,0,1,4,False
2007-05-25,49,0,1,5,2,False
2007-05-26,67,0,2,2,1,False
2007-05-27,52,0,1,1,0,False
2007-05-28,68,0,3,1,4,False
2007-05-29,55,0,1,1,3,False
2007-05-30,59,1,1,3,3,False
2007-05-31,55,1,5,6,4,False
2007-06-01,49,0,2,2,2,False
2007-06-02,51,1,2,5,1,False
2007-06-03,74,1,0,3,3,False
2007-06-04,56,0,2,3,1,False
2007-06-05,53,0,2,8,3,False
2007-06-06,59,1,3,4,3,False
2007-06-07,42,1,1,4,2,False
2007-06-08,61,0,3,6,3,False
2007-06-09,43,0,2,3,1,False
2007-06-10,56,1,0,6,4,False
2007-06-11,44,1,4,5,4,False
2007-06-12,47,0,1,4,2,False
2007-06-13,39,0,3,2,3,False
2007-06-14,45,0,7,5,3,False
2007-06-15,49,1,1,6,1,False
2007-06-16,52,0,0,5,3,False
2007-06-17,60,0,4,1,4,False
2007-06-18,56,0,3,5,2,False
2007-06-19,52,1,2,3,2,False
2007-06-20,64,2,2,4,1,False
2007-06-21,47,0,2,7,2,False
2007-06-22,49,0,2,3,2,False
2007-06-23,76,0,1,5,0,False
2007-06-24,65,0,0,4,1,False
2007-06-25,62,0,3,4,1,False
2007-06-26,46,1,2,3,4,False
2007-06-27,64,1,3,5,2,False
2007-06-28,47,0,4,6,5,False
2007-06-29,72,0,0,4,2,False
2007-06-30,63,0,2,6,1,False
2007-07-01,64,0,1,2,2,False
2007-07-02,58,1,4,5,4,False
2007-07-03,50,0,2,3,3,False
2007-07-04,51,0,2,5,3,False
2007-07-05,40,1,1,8,2,False
2007-07-06,43,2,1,5,1,False
2007-07-07,58,0,0,6,6,False
2007-07-08,63,0,2,6,1,False
2007-07-09,71,2,2,5,1,False
