date,backward,backwardness,broke,cheap,colony,isPartial
2006-02-01,1,0,3,81,8,False
2006-02-02,1,0,4,77,6,False
2006-02-03,0,0,4,75,5,False
2006-02-04,0,0,5,84,5,False
2006-02-05,1,0,4,86,4,False
2006-02-06,1,0,4,82,6,False
2006-02-07,1,0,3,83,4,False
2006-02-08,1,0,3,83,6,False
2006-02-09,1,0,3,79,5,False
2006-02-10,1,0,4,77,4,False
2006-02-11,1,0,4,91,3,False
2006-02-12,0,0,3,91,5,False
2006-02-13,1,0,3,82,6,False
2006-02-14,1,0,3,74,5,False
2006-02-15,1,0,3,74,5,False
2006-02-16,1,0,3,79,6,False
2006-02-17,0,0,2,79,5,False
2006-02-18,1,0,4,83,3,False
2006-02-19,1,0,6,85,3,False
2006-02-20,0,0,3,83,4,False
2006-02-21,1,0,5,88,4,False
2006-02-22,1,0,3,77,4,False
2006-02-23,0,0,3,75,5,False
2006-02-24,0,0,3,77,4,False
2006-02-25,1,0,5,84,3,False
2006-02-26,1,0,3,83,5,False
2006-02-27,1,0,4,80,5,False
2006-02-28,1,0,2,78,5,False
2006-03-01,0,0,3,77,6,False
2006-03-02,0,0,4,81,3,False
2006-03-03,1,0,4,71,4,False
2006-03-04,1,0,3,91,5,False
2006-03-05,0,0,4,94,4,False
2006-03-06,1,0,5,79,4,False
2006-03-07,1,0,4,86,4,False
2006-03-08,1,0,3,85,5,False
2006-03-09,1,0,3,84,3,False
2006-03-10,1,0,4,76,4,False
2006-03-11,1,0,3,91,5,False
2006-03-12,1,0,3,88,5,False
2006-03-13,1,0,2,78,4,False
2006-03-14,1,0,2,78,5,False
2006-03-15,1,0,3,78,6,False
2006-03-16,1,0,3,76,4,False
2006-03-17,1,0,3,80,5,False
2006-03-18,0,0,4,82,4,False
2006-03-19,1,0,4,92,5,False
2006-03-20,1,0,2,79,5,False
2006-03-21,1,0,1,81,5,False
2006-03-22,1,0,2,85,5,False
2006-03-23,1,0,2,84,4,False
2006-03-24,1,0,3,71,5,False
2006-03-25,0,0,2,84,3,False
2006-03-26,1,0,3,83,5,False
2006-03-27,1,0,2,81,4,False
2006-03-28,0,0,3,85,5,False
2006-03-29,1,0,2,81,5,False
2006-03-30,1,0,2,80,3,False
2006-03-31,0,0,2,73,5,False
2006-04-01,1,0,2,86,5,False
2006-04-02,1,0,2,92,3,False
2006-04-03,1,0,3,78,5,False
2006-04-04,0,0,1,84,4,False
2006-04-05,1,0,2,78,5,False
2006-04-06,0,0,3,79,4,False
2006-04-07,1,0,3,79,4,False
2006-04-08,0,0,2,92,5,False
2006-04-09,1,0,4,89,3,False
2006-04-10,0,0,2,76,5,False
2006-04-11,1,0,2,76,4,False
2006-04-12,1,0,2,85,5,False
2006-04-13,1,0,3,78,4,False
2006-04-14,1,0,2,77,5,False
2006-04-15,0,0,3,88,5,False
2006-04-16,0,0,2,80,5,False
2006-04-17,1,0,2,80,5,False
2006-04-18,0,0,2,86,4,False
2006-04-19,1,0,2,76,4,False
2006-04-20,1,0,3,74,3,False
2006-04-21,1,0,2,77,4,False
2006-04-22,1,0,2,89,3,False
2006-04-23,1,0,3,90,6,False
2006-04-24,1,0,3,86,4,False
2006-04-25,1,0,2,79,4,False
2006-04-26,1,0,2,83,4,False
2006-04-27,1,0,1,77,5,False
2006-04-28,1,0,2,77,4,False
2006-04-29,1,0,3,85,6,False
2006-04-30,1,0,3,87,4,False
2006-05-01,1,0,1,78,4,False
2006-05-02,1,0,3,87,3,False
2006-05-03,1,0,2,85,5,False
2006-05-04,1,0,2,79,5,False
2006-05-05,1,0,3,85,4,False
2006-05-06,1,0,3,87,6,False
2006-05-07,0,0,1,93,3,False
2006-05-08,1,0,2,81,4,False
2006-05-09,0,0,2,81,4,False
2006-05-10,1,0,2,79,6,False
2006-05-11,1,0,2,83,4,False
2006-05-12,1,0,2,78,5,False
2006-05-13,1,0,2,85,3,False
2006-05-14,1,0,4,86,4,False
2006-05-15,0,0,2,82,5,False
2006-05-16,1,0,2,81,5,False
2006-05-17,1,0,2,85,6,False
2006-05-18,0,0,2,82,4,False
2006-05-19,1,0,2,76,5,False
2006-05-20,1,0,1,90,4,False
2006-05-21,1,0,2,90,5,False
2006-05-22,1,0,3,83,4,False
2006-05-23,1,0,2,86,5,False
2006-05-24,1,0,2,84,4,False
2006-05-25,1,0,2,76,5,False
2006-05-26,1,0,3,80,4,False
2006-05-27,1,0,3,93,3,False
2006-05-28,1,0,2,84,5,False
2006-05-29,0,0,3,87,4,False
2006-05-30,0,0,2,81,6,False
2006-05-31,0,0,2,85,5,False
2006-06-01,1,0,1,84,5,False
2006-06-02,0,0,1,85,5,False
2006-06-03,1,0,2,92,5,False
2006-06-04,1,0,2,94,5,False
2006-06-05,1,0,2,82,3,False
2006-06-06,1,0,2,85,5,False
2006-06-07,1,0,2,85,3,False
2006-06-08,0,0,1,84,4,False
2006-06-09,1,0,2,76,5,False
2006-06-10,1,0,2,82,4,False
2006-06-11,1,0,2,91,6,False
2006-06-12,1,0,2,84,5,False
2006-06-13,1,0,1,81,4,False
2006-06-14,1,0,2,83,4,False
2006-06-15,0,0,2,78,4,False
2006-06-16,1,0,3,78,4,False
2006-06-17,1,0,3,87,5,False
2006-06-18,1,0,1,90,4,False
2006-06-19,1,0,1,86,4,False
2006-06-20,1,0,2,88,4,False
2006-06-21,1,0,1,89,4,False
2006-06-22,1,0,1,81,4,False
2006-06-23,0,0,2,83,4,False
2006-06-24,1,0,3,92,4,False
2006-06-25,1,0,2,100,6,False
2006-06-26,0,0,2,93,5,False
2006-06-27,1,0,2,93,3,False
2006-06-28,1,0,2,87,4,False
2006-06-29,1,0,2,85,3,False
2006-06-30,0,0,2,86,5,False
2006-07-01,0,0,3,89,5,False
2006-07-02,0,0,2,92,5,False
2006-07-03,1,0,3,83,3,False
2006-07-04,1,0,2,80,5,False
2006-07-05,0,0,2,86,4,False
2006-07-06,1,0,2,82,5,False
2006-07-07,1,0,1,87,4,False
2006-07-08,1,0,1,93,4,False
2006-07-09,0,0,2,97,5,False
2006-07-10,0,0,2,91,5,False
2006-07-11,0,0,2,92,3,False
2006-07-12,0,0,2,90,4,False
2006-07-13,1,0,1,86,6,False
2006-07-14,1,0,2,90,5,False
2006-07-15,1,0,3,97,5,False
2006-07-16,0,0,3,92,4,False
2006-07-17,1,0,2,91,5,False
2006-07-18,1,0,3,86,5,False
2006-07-19,1,0,1,83,4,False
2006-07-20,1,0,1,83,3,False
2006-07-21,1,0,2,89,4,False
2006-07-22,1,0,3,87,4,False
2006-07-23,1,0,1,99,5,False
2006-07-24,0,0,2,85,3,False
2006-07-25,0,0,2,86,4,False
2006-07-26,1,0,2,89,4,False
2006-07-27,1,0,3,82,5,False
2006-07-28,0,0,3,85,4,False
2006-07-29,0,0,2,98,5,False
2006-07-30,0,0,1,93,3,False
2006-07-31,0,0,2,84,5,False
2006-08-01,0,0,2,87,5,False
2006-08-02,1,0,3,100,4,False
2006-08-03,1,0,2,91,4,False
2006-08-04,0,0,2,84,4,False
2006-08-05,1,0,2,89,4,False
2006-08-06,1,0,2,95,4,False
2006-08-07,0,0,2,87,4,False
2006-08-08,1,0,2,88,5,False
2006-08-09,1,0,2,89,5,False
2006-08-10,0,0,3,88,6,False
2006-08-11,1,0,2,82,5,False
2006-08-12,0,0,2,88,3,False
2006-08-13,1,0,1,87,4,False
2006-08-14,0,0,3,84,4,False
2006-08-15,1,0,2,90,5,False
2006-08-16,1,0,2,82,6,False
2006-08-17,1,0,3,89,4,False
2006-08-18,1,0,2,81,3,False
2006-08-19,0,0,1,88,4,False
2006-08-20,1,0,3,86,4,False
2006-08-21,0,0,5,81,5,False
2006-08-22,0,0,5,86,4,False
2006-08-23,0,0,6,90,5,False
2006-08-24,0,0,4,77,5,False
2006-08-25,0,0,1,78,4,False
2006-08-26,1,0,3,81,3,False
2006-08-27,1,0,4,88,5,False
2006-08-28,1,0,1,79,5,False
2006-08-29,1,0,3,85,5,False
2006-08-30,1,0,3,74,6,False
2006-08-31,1,0,2,78,5,False
2006-09-01,1,0,3,81,5,False
2006-09-02,0,0,2,83,4,False
2006-09-03,0,0,3,82,4,False
2006-09-04,0,0,3,83,5,False
2006-09-05,1,0,2,75,5,False
2006-09-06,0,0,3,78,7,False
2006-09-07,0,0,2,74,6,False
2006-09-08,0,0,2,76,5,False
2006-09-09,0,0,3,73,5,False
2006-09-10,0,0,2,83,7,False
2006-09-11,1,0,1,75,6,False
2006-09-12,0,0,2,79,7,False
2006-09-13,1,0,3,73,6,False
2006-09-14,0,0,2,77,6,False
2006-09-15,1,0,1,75,6,False
2006-09-16,1,0,2,83,6,False
2006-09-17,1,0,2,81,6,False
2006-09-18,1,0,2,75,5,False
2006-09-19,1,0,2,80,8,False
2006-09-20,1,0,2,72,5,False
2006-09-21,1,0,2,75,6,False
2006-09-22,0,0,1,70,6,False
2006-09-23,0,0,3,86,4,False
2006-09-24,1,0,3,86,6,False
2006-09-25,1,0,2,77,7,False
2006-09-26,1,0,2,77,8,False
2006-09-27,1,0,2,73,7,False
2006-09-28,0,0,2,77,6,False
2006-09-29,1,0,2,70,5,False
2006-09-30,0,0,2,78,6,False
2006-10-01,1,0,2,77,5,False
2006-10-02,0,0,2,74,6,False
2006-10-03,1,0,2,79,6,False
2006-10-04,0,0,2,76,6,False
2006-10-05,1,0,2,76,7,False
2006-10-06,0,0,2,75,6,False
2006-10-07,1,0,2,89,4,False
2006-10-08,1,0,3,81,4,False
2006-10-09,1,0,2,80,7,False
2006-10-10,1,0,1,79,6,False
2006-10-11,0,0,2,74,7,False
2006-10-12,0,0,2,75,7,False
2006-10-13,1,0,2,72,6,False
2006-10-14,0,0,2,79,5,False
2006-10-15,1,0,2,77,5,False
2006-10-16,0,0,3,73,8,False
2006-10-17,0,0,2,82,5,False
2006-10-18,1,0,2,78,7,False
2006-10-19,0,0,2,75,5,False
2006-10-20,1,0,2,77,7,False
2006-10-21,1,0,3,86,4,False
2006-10-22,1,0,2,84,5,False
2006-10-23,1,0,2,79,7,False
2006-10-24,0,0,3,77,7,False
2006-10-25,1,0,2,79,6,False
2006-10-26,1,0,2,64,5,False
2006-10-27,1,0,1,71,4,False
2006-10-28,1,0,2,77,4,False
