date,blackmail,bribe,bum,commoner,corrupt,isPartial
2004-01-01,0,0,41,14,28,False
2004-01-02,0,6,18,0,29,False
2004-01-03,0,0,22,0,14,False
2004-01-04,0,0,14,0,65,False
2004-01-05,0,0,34,0,85,False
2004-01-06,12,0,12,0,41,False
2004-01-07,9,0,21,0,38,False
2004-01-08,4,0,21,0,34,False
2004-01-09,0,0,13,0,40,False
2004-01-10,35,7,14,0,35,False
2004-01-11,28,0,21,0,35,False
2004-01-12,8,0,13,0,25,False
2004-01-13,4,0,12,0,24,False
2004-01-14,8,0,16,0,29,False
2004-01-15,4,4,21,0,29,False
2004-01-16,4,0,13,0,35,False
2004-01-17,7,0,27,0,48,False
2004-01-18,0,0,42,7,28,False
2004-01-19,9,0,24,0,42,False
2004-01-20,4,8,20,0,29,False
2004-01-21,8,4,16,0,44,False
2004-01-22,4,0,16,0,36,False
2004-01-23,0,0,13,0,34,False
2004-01-24,0,0,20,0,39,False
2004-01-25,13,0,13,13,26,False
2004-01-26,4,4,16,4,36,False
2004-01-27,0,0,16,0,31,False
2004-01-28,4,12,12,4,47,False
2004-01-29,0,8,20,0,45,False
2004-01-30,4,0,35,0,35,False
2004-01-31,0,0,20,0,59,False
2004-02-01,0,7,7,0,20,False
2004-02-02,0,0,8,0,47,False
2004-02-03,0,4,11,0,22,False
2004-02-04,0,4,19,0,23,False
2004-02-05,0,0,19,0,30,False
2004-02-06,8,0,4,0,36,False
2004-02-07,0,0,34,0,0,False
2004-02-08,0,0,38,0,19,False
2004-02-09,4,4,0,4,58,False
2004-02-10,8,0,11,4,49,False
2004-02-11,0,0,27,4,35,False
2004-02-12,8,0,12,4,35,False
2004-02-13,0,0,21,0,13,False
2004-02-14,0,7,7,0,60,False
2004-02-15,0,0,28,0,35,False
2004-02-16,9,0,18,4,49,False
2004-02-17,0,0,8,0,82,False
2004-02-18,0,11,15,0,57,False
2004-02-19,4,0,16,0,31,False
2004-02-20,0,4,17,0,58,False
2004-02-21,19,6,19,0,25,False
2004-02-22,0,0,13,0,31,False
2004-02-23,11,4,11,0,41,False
2004-02-24,4,0,4,0,42,False
2004-02-25,0,8,11,0,30,False
2004-02-26,0,4,8,0,30,False
2004-02-27,0,0,13,4,17,False
2004-02-28,0,0,6,0,13,False
2004-02-29,0,0,75,0,93,False
2004-03-01,0,0,16,0,31,False
2004-03-02,0,4,19,4,44,False
2004-03-03,0,0,0,0,53,False
2004-03-04,0,0,11,0,48,False
2004-03-05,0,0,14,0,100,False
2004-03-06,0,0,20,0,10,False
2004-03-07,0,0,0,0,37,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,0,0,11,0,43,False
2004-03-11,14,0,28,0,14,False
2004-03-12,0,0,35,0,35,False
2004-03-13,13,0,13,0,33,False
2004-03-14,7,0,26,0,13,False
2004-03-15,4,0,4,0,58,False
2004-03-16,0,0,26,0,48,False
2004-03-17,4,0,19,4,46,False
2004-03-18,0,0,4,0,32,False
2004-03-19,8,0,13,0,42,False
2004-03-20,0,7,47,0,33,False
2004-03-21,13,0,19,0,26,False
2004-03-22,0,0,46,0,0,False
2004-03-23,0,0,0,0,0,True
2004-03-24,0,0,5,0,36,False
2004-03-25,0,14,56,0,14,False
2004-03-26,6,0,24,0,30,False
2004-03-27,0,0,33,0,46,False
2004-03-28,7,0,14,0,41,False
2004-03-29,0,4,11,0,30,False
2004-03-30,4,0,25,0,36,False
