date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2011-11-07,2,5,0,72,4,False
2011-11-08,3,2,1,81,5,False
2011-11-09,1,4,1,86,5,False
2011-11-10,2,4,1,76,3,False
2011-11-11,2,4,1,74,3,False
2011-11-12,1,3,1,59,3,False
2011-11-13,3,2,1,56,4,False
2011-11-14,1,5,1,84,3,False
2011-11-15,4,2,1,87,3,False
2011-11-16,3,4,1,79,3,False
2011-11-17,2,4,2,82,5,False
2011-11-18,3,2,0,74,7,False
2011-11-19,2,3,0,63,3,False
2011-11-20,1,5,1,56,6,False
2011-11-21,3,3,1,76,5,False
2011-11-22,2,2,1,70,4,False
2011-11-23,2,2,1,64,4,False
2011-11-24,1,3,1,50,2,False
2011-11-25,2,2,0,59,4,False
2011-11-26,1,4,1,61,4,False
2011-11-27,1,3,1,73,5,False
2011-11-28,4,3,0,70,5,False
2011-11-29,3,4,0,81,7,False
2011-11-30,3,2,1,83,4,False
2011-12-01,3,4,1,82,5,False
2011-12-02,3,2,2,72,5,False
2011-12-03,1,4,1,49,5,False
2011-12-04,4,0,0,58,3,False
2011-12-05,1,4,2,73,5,False
2011-12-06,4,5,1,84,5,False
2011-12-07,1,3,0,85,5,False
2011-12-08,3,3,1,76,3,False
2011-12-09,3,5,1,74,8,False
2011-12-10,3,3,0,51,3,False
2011-12-11,2,3,0,64,3,False
2011-12-12,3,3,1,77,6,False
2011-12-13,2,5,1,72,4,False
2011-12-14,4,5,1,82,5,False
2011-12-15,3,3,1,64,6,False
2011-12-16,1,2,0,75,2,False
2011-12-17,1,1,0,54,5,False
2011-12-18,2,3,1,62,4,False
2011-12-19,1,2,0,55,5,False
2011-12-20,2,3,0,72,6,False
2011-12-21,1,4,1,65,3,False
2011-12-22,0,2,1,71,3,False
2011-12-23,1,1,0,65,4,False
2011-12-24,1,3,1,43,4,False
2011-12-25,1,2,1,46,4,False
2011-12-26,0,2,0,60,2,False
2011-12-27,1,2,0,67,7,False
2011-12-28,2,3,1,74,8,False
2011-12-29,0,5,1,85,4,False
2011-12-30,2,3,0,60,4,False
2011-12-31,2,6,1,49,3,False
2012-01-01,2,1,1,56,4,False
2012-01-02,2,5,1,67,4,False
2012-01-03,2,3,0,78,4,False
2012-01-04,4,6,1,88,4,False
2012-01-05,3,5,1,86,3,False
2012-01-06,2,6,0,81,5,False
2012-01-07,2,4,1,55,4,False
2012-01-08,3,3,0,63,3,False
2012-01-09,5,4,1,85,6,False
2012-01-10,4,6,1,81,8,False
2012-01-11,3,3,1,100,5,False
2012-01-12,2,4,0,93,6,False
2012-01-13,1,3,0,78,7,False
2012-01-14,3,4,1,63,4,False
2012-01-15,1,3,1,64,6,False
2012-01-16,2,2,1,72,9,False
2012-01-17,4,3,1,80,4,False
2012-01-18,2,2,1,81,7,False
2012-01-19,3,3,1,82,6,False
2012-01-20,1,3,1,84,4,False
2012-01-21,1,2,0,71,5,False
2012-01-22,1,6,0,59,8,False
2012-01-23,3,3,1,73,7,False
2012-01-24,4,3,1,87,4,False
2012-01-25,3,6,1,96,5,False
2012-01-26,4,4,1,83,6,False
2012-01-27,4,3,1,86,3,False
2012-01-28,4,7,1,63,4,False
2012-01-29,4,6,1,57,6,False
2012-01-30,3,5,1,87,8,False
2012-01-31,2,3,1,90,8,False
2012-02-01,3,3,0,77,2,False
2012-02-02,2,3,1,83,6,False
2012-02-03,3,5,1,80,5,False
2012-02-04,1,4,1,57,5,False
2012-02-05,1,3,2,50,4,False
2012-02-06,3,5,1,79,6,False
2012-02-07,2,5,1,74,6,False
2012-02-08,2,3,0,81,6,False
2012-02-09,3,2,3,81,3,False
2012-02-10,1,3,1,78,6,False
2012-02-11,2,4,0,64,5,False
2012-02-12,0,5,1,53,5,False
2012-02-13,4,4,1,76,4,False
2012-02-14,5,5,1,70,3,False
2012-02-15,4,4,1,87,4,False
2012-02-16,2,3,1,86,7,False
2012-02-17,3,5,1,69,8,False
2012-02-18,1,3,0,62,6,False
2012-02-19,3,3,0,53,6,False
2012-02-20,3,4,2,65,4,False
2012-02-21,2,4,1,81,5,False
2012-02-22,2,6,1,81,4,False
2012-02-23,3,3,0,77,6,False
2012-02-24,4,6,0,70,7,False
2012-02-25,2,3,2,56,5,False
2012-02-26,4,4,1,60,7,False
2012-02-27,3,3,1,77,5,False
2012-02-28,4,4,1,76,6,False
2012-02-29,3,4,1,90,3,False
2012-03-01,1,3,2,81,4,False
2012-03-02,3,3,1,82,5,False
2012-03-03,1,4,1,58,9,False
2012-03-04,0,3,1,59,3,False
2012-03-05,1,7,1,79,7,False
2012-03-06,4,4,1,88,9,False
2012-03-07,3,5,1,78,6,False
2012-03-08,4,3,1,76,7,False
2012-03-09,2,4,1,69,6,False
2012-03-10,0,7,0,66,5,False
2012-03-11,2,2,1,50,6,False
2012-03-12,2,4,1,75,7,False
2012-03-13,3,5,0,79,6,False
2012-03-14,4,5,1,82,3,False
2012-03-15,1,3,1,86,7,False
2012-03-16,1,4,1,68,5,False
2012-03-17,1,4,0,50,4,False
2012-03-18,2,4,3,45,7,False
2012-03-19,2,2,0,77,6,False
2012-03-20,1,4,0,70,4,False
2012-03-21,2,3,2,76,5,False
2012-03-22,3,5,0,79,6,False
2012-03-23,1,4,0,65,4,False
2012-03-24,0,4,0,61,5,False
2012-03-25,2,3,1,67,4,False
2012-03-26,2,2,1,88,6,False
2012-03-27,1,3,2,84,6,False
2012-03-28,4,5,0,78,5,False
2012-03-29,4,5,1,72,6,False
2012-03-30,1,5,1,72,4,False
2012-03-31,2,2,1,51,4,False
2012-04-01,2,4,1,52,4,False
2012-04-02,1,5,1,78,4,False
2012-04-03,3,5,1,75,3,False
2012-04-04,3,2,1,86,6,False
2012-04-05,2,5,0,80,5,False
2012-04-06,2,4,1,68,6,False
2012-04-07,1,5,1,52,7,False
2012-04-08,3,2,1,52,5,False
2012-04-09,1,6,2,75,4,False
2012-04-10,1,3,1,75,6,False
2012-04-11,2,4,0,85,5,False
2012-04-12,0,5,1,77,2,False
2012-04-13,2,4,1,75,4,False
2012-04-14,2,4,1,54,4,False
2012-04-15,2,4,0,59,7,False
2012-04-16,2,5,0,77,7,False
2012-04-17,3,6,1,70,6,False
2012-04-18,3,4,2,72,7,False
2012-04-19,3,7,2,82,7,False
2012-04-20,2,6,0,78,6,False
2012-04-21,1,7,0,63,6,False
2012-04-22,2,4,0,62,7,False
2012-04-23,1,6,1,74,8,False
2012-04-24,3,4,2,85,4,False
2012-04-25,2,3,1,81,7,False
2012-04-26,1,5,1,79,6,False
2012-04-27,2,5,1,68,8,False
2012-04-28,0,3,1,50,6,False
2012-04-29,3,1,0,51,6,False
2012-04-30,3,4,2,85,4,False
2012-05-01,1,4,2,89,5,False
2012-05-02,2,3,0,81,5,False
2012-05-03,1,3,0,90,11,False
2012-05-04,2,3,1,63,6,False
2012-05-05,1,4,0,62,6,False
2012-05-06,2,4,0,59,5,False
2012-05-07,1,3,1,78,4,False
2012-05-08,2,4,1,92,6,False
2012-05-09,0,6,0,77,7,False
2012-05-10,1,4,1,84,5,False
2012-05-11,1,5,0,68,3,False
2012-05-12,2,4,1,57,5,False
2012-05-13,1,5,0,65,1,False
2012-05-14,2,5,1,78,3,False
2012-05-15,2,3,0,81,5,False
2012-05-16,1,5,1,80,3,False
2012-05-17,1,1,1,80,6,False
2012-05-18,1,4,0,82,4,False
2012-05-19,1,3,1,56,6,False
2012-05-20,2,3,0,64,6,False
2012-05-21,1,3,1,76,5,False
