date,poverty,recession,crisis,bonus,entrepreneurial
2005-03-01,49.292228408,3.0,66.6631675557,50.4976882126,1.88671749083
2005-03-02,70.8575783365,1.0,84.7177754354,27.9066171701,0.0
2005-03-03,80.099871163,0.0,72.2184315187,33.2221632978,11.320304945
2005-03-04,49.292228408,2.0,73.6072475094,49.1688016807,0.0
2005-03-05,61.61528551,2.0,65.274351565,69.1020996594,0.0
2005-03-06,46.2114641325,0.0,72.2184315187,33.2221632978,9.43358745414
2005-03-07,72.3979604742,1.0,94.4394873706,33.2221632978,1.88671749083
2005-03-08,77.0191068875,0.0,88.8842234076,53.1554612765,5.66015247248
2005-03-09,89.3421639895,6.0,83.3289594446,54.4843478084,5.66015247248
2005-03-10,63.1556676477,6.0,74.9960635002,54.4843478084,5.66015247248
2005-03-11,83.1806354385,3.0,81.9401434539,63.7865535317,3.77343498166
2005-03-12,36.969171306,7.0,49.9973756668,49.1688016807,13.2070224358
2005-03-13,52.3729926835,0.0,74.9960635002,55.8132343403,9.43358745414
2005-03-14,61.61528551,3.0,72.2184315187,50.4976882126,0.0
2005-03-15,84.7210175762,1.0,80.5513274631,42.5243690212,0.0
2005-03-16,83.1806354385,0.0,74.9960635002,65.1154400637,0.0
2005-03-17,60.0749033722,6.0,80.5513274631,41.1954824893,1.88671749083
2005-03-18,60.0749033722,3.0,79.1625114724,54.4843478084,3.77343498166
2005-03-19,56.9941390967,2.0,40.2756637316,42.5243690212,3.77343498166
2005-03-20,58.5345212345,5.0,52.7750076483,63.7865535317,9.43358745414
2005-03-21,69.3171961987,2.0,66.6631675557,39.8665959573,3.77343498166
