date,liquidation,pollution,poor,poverty,race,isPartial
2007-06-24,1,3,8,5,64,False
2007-06-25,2,5,10,7,54,False
2007-06-26,2,3,7,5,50,False
2007-06-27,2,3,10,6,50,False
2007-06-28,1,5,7,5,47,False
2007-06-29,2,3,8,4,53,False
2007-06-30,1,3,10,3,55,False
2007-07-01,1,4,11,5,71,False
2007-07-02,1,3,10,6,56,False
2007-07-03,2,3,8,7,56,False
2007-07-04,2,2,11,5,73,False
2007-07-05,2,3,9,4,59,False
2007-07-06,1,4,9,4,49,False
2007-07-07,1,3,9,3,48,False
2007-07-08,2,2,8,4,73,False
2007-07-09,1,4,9,4,59,False
2007-07-10,1,6,9,6,52,False
2007-07-11,1,4,9,6,48,False
2007-07-12,1,4,9,7,42,False
2007-07-13,2,3,8,3,46,False
2007-07-14,1,3,10,6,54,False
2007-07-15,3,5,11,5,67,False
2007-07-16,2,4,11,6,53,False
2007-07-17,2,4,11,5,54,False
2007-07-18,2,5,9,6,51,False
2007-07-19,2,3,11,6,48,False
2007-07-20,2,4,10,4,54,False
2007-07-21,2,2,8,2,61,False
2007-07-22,1,2,9,6,66,False
2007-07-23,2,3,10,5,51,False
2007-07-24,2,4,10,6,48,False
2007-07-25,1,4,10,6,50,False
2007-07-26,2,3,8,3,49,False
2007-07-27,1,3,7,4,49,False
2007-07-28,1,2,8,3,64,False
2007-07-29,1,3,7,3,65,False
2007-07-30,2,2,9,4,54,False
2007-07-31,1,4,8,5,52,False
2007-08-01,2,3,9,6,52,False
2007-08-02,2,4,7,4,46,False
2007-08-03,1,3,10,4,49,False
2007-08-04,2,3,7,4,58,False
2007-08-05,1,4,10,3,67,False
2007-08-06,2,3,7,4,56,False
2007-08-07,2,4,8,5,48,False
2007-08-08,2,3,9,2,48,False
2007-08-09,2,3,9,5,48,False
2007-08-10,1,3,8,3,53,False
2007-08-11,1,3,8,4,58,False
2007-08-12,2,3,6,3,62,False
2007-08-13,2,4,6,4,56,False
2007-08-14,1,4,9,5,47,False
2007-08-15,1,3,9,5,44,False
2007-08-16,1,4,9,5,44,False
2007-08-17,2,3,10,3,43,False
2007-08-18,2,2,9,2,59,False
2007-08-19,1,3,9,3,62,False
2007-08-20,2,4,10,5,60,False
2007-08-21,1,4,12,4,52,False
2007-08-22,1,5,11,4,43,False
2007-08-23,1,5,8,5,50,False
2007-08-24,1,3,9,5,49,False
2007-08-25,2,1,8,5,58,False
2007-08-26,0,4,9,4,61,False
2007-08-27,2,3,9,5,48,False
2007-08-28,2,5,10,9,47,False
2007-08-29,1,5,11,8,42,False
2007-08-30,2,4,8,9,48,False
2007-08-31,1,4,8,6,52,False
2007-09-01,1,3,10,3,57,False
2007-09-02,1,2,8,4,58,False
2007-09-03,1,4,10,4,64,False
2007-09-04,2,6,10,4,59,False
2007-09-05,2,6,10,9,48,False
2007-09-06,2,5,8,6,45,False
2007-09-07,2,4,11,4,52,False
2007-09-08,1,3,10,4,61,False
2007-09-09,0,4,11,5,71,False
2007-09-10,2,4,12,8,57,False
2007-09-11,1,6,12,7,47,False
2007-09-12,1,7,11,6,55,False
2007-09-13,2,6,10,8,49,False
2007-09-14,2,5,11,7,59,False
2007-09-15,1,3,9,5,67,False
2007-09-16,2,4,11,6,71,False
2007-09-17,1,7,12,7,67,False
2007-09-18,2,6,12,7,58,False
2007-09-19,2,8,11,7,56,False
2007-09-20,2,5,13,7,51,False
2007-09-21,1,5,9,7,59,False
2007-09-22,2,2,9,4,65,False
2007-09-23,1,6,12,6,66,False
2007-09-24,1,8,10,7,57,False
2007-09-25,1,8,12,11,46,False
2007-09-26,2,6,12,8,49,False
2007-09-27,2,9,11,10,53,False
2007-09-28,2,6,11,8,49,False
2007-09-29,2,2,9,5,59,False
2007-09-30,2,4,13,7,66,False
2007-10-01,1,7,12,10,56,False
2007-10-02,2,7,12,8,53,False
2007-10-03,2,5,11,9,48,False
2007-10-04,2,9,9,10,45,False
2007-10-05,2,8,14,9,52,False
2007-10-06,1,3,9,3,57,False
2007-10-07,2,7,11,7,65,False
2007-10-08,1,7,10,7,60,False
2007-10-09,2,8,12,10,51,False
2007-10-10,1,9,14,10,53,False
2007-10-11,2,9,10,8,49,False
2007-10-12,2,6,10,7,47,False
2007-10-13,2,3,10,7,53,False
2007-10-14,0,7,11,6,62,False
