date,liquidation,pollution,poor,poverty,race,isPartial
2007-10-15,2,8,13,9,50,False
2007-10-16,2,8,10,9,45,False
2007-10-17,1,6,11,11,44,False
2007-10-18,2,7,11,12,47,False
2007-10-19,2,5,11,7,52,False
2007-10-20,1,6,13,4,54,False
2007-10-21,2,6,12,8,62,False
2007-10-22,2,9,11,9,52,False
2007-10-23,1,8,13,11,46,False
2007-10-24,1,9,14,10,46,False
2007-10-25,2,10,10,10,44,False
2007-10-26,1,6,10,8,50,False
2007-10-27,2,4,11,6,52,False
2007-10-28,1,7,15,8,57,False
2007-10-29,1,8,11,9,46,False
2007-10-30,2,11,12,9,49,False
2007-10-31,1,7,14,9,45,False
2007-11-01,1,9,13,11,41,False
2007-11-02,1,6,11,7,48,False
2007-11-03,1,3,8,4,52,False
2007-11-04,2,6,9,8,65,False
2007-11-05,1,10,10,8,78,False
2007-11-06,2,9,12,11,56,False
2007-11-07,1,11,11,9,53,False
2007-11-08,2,10,12,12,44,False
2007-11-09,1,8,11,11,44,False
2007-11-10,2,6,12,5,49,False
2007-11-11,2,5,11,6,57,False
2007-11-12,1,9,10,10,65,False
2007-11-13,1,10,14,11,47,False
2007-11-14,1,10,12,12,47,False
2007-11-15,2,10,10,13,41,False
2007-11-16,2,8,11,7,40,False
2007-11-17,1,4,9,8,50,False
2007-11-18,1,6,11,8,54,False
2007-11-19,1,10,12,11,57,False
2007-11-20,1,9,14,9,49,False
2007-11-21,1,6,12,8,43,False
2007-11-22,1,3,10,3,54,False
2007-11-23,3,4,7,1,47,False
2007-11-24,1,6,11,5,50,False
2007-11-25,1,6,14,7,53,False
2007-11-26,3,10,14,10,53,False
2007-11-27,2,9,13,12,48,False
2007-11-28,2,11,12,12,41,False
2007-11-29,2,8,11,12,41,False
2007-11-30,2,10,12,10,40,False
2007-12-01,2,6,11,7,45,False
2007-12-02,2,7,14,8,51,False
2007-12-03,1,10,11,11,55,False
2007-12-04,2,11,13,14,41,False
2007-12-05,1,10,10,10,43,False
2007-12-06,1,9,13,10,41,False
2007-12-07,2,8,12,7,37,False
2007-12-08,1,3,11,6,45,False
2007-12-09,3,7,10,8,47,False
2007-12-10,2,9,12,12,60,False
2007-12-11,1,9,14,10,47,False
2007-12-12,3,8,12,10,39,False
2007-12-13,2,10,11,6,40,False
2007-12-14,1,8,10,7,35,False
2007-12-15,1,3,10,4,37,False
2007-12-16,1,4,11,4,51,False
2007-12-17,1,6,14,10,45,False
2007-12-18,1,6,13,9,35,False
2007-12-19,2,5,14,6,37,False
2007-12-20,2,5,10,5,39,False
2007-12-21,2,4,8,5,35,False
2007-12-22,3,1,12,2,39,False
2007-12-23,1,1,9,2,48,False
2007-12-24,1,2,10,4,52,False
2007-12-25,1,2,9,3,45,False
2007-12-26,1,2,7,3,42,False
2007-12-27,3,3,9,2,37,False
2007-12-28,2,3,7,4,38,False
2007-12-29,2,1,10,2,35,False
2007-12-30,3,3,10,3,49,False
2007-12-31,1,2,11,4,58,False
2008-01-01,1,3,10,3,50,False
2008-01-02,2,4,10,5,44,False
2008-01-03,2,6,7,4,42,False
2008-01-04,3,5,12,6,44,False
2008-01-05,2,2,10,4,44,False
2008-01-06,2,4,9,7,47,False
2008-01-07,1,5,8,6,57,False
2008-01-08,1,5,13,7,47,False
2008-01-09,2,7,10,7,47,False
2008-01-10,2,8,11,6,44,False
2008-01-11,3,7,12,6,44,False
2008-01-12,2,3,11,6,42,False
2008-01-13,2,5,13,6,50,False
2008-01-14,2,6,13,7,61,False
2008-01-15,1,6,12,9,51,False
2008-01-16,1,7,11,7,49,False
2008-01-17,2,6,11,6,43,False
2008-01-18,2,4,12,7,43,False
2008-01-19,2,3,10,5,49,False
2008-01-20,2,3,11,8,61,False
2008-01-21,2,4,10,5,100,False
2008-01-22,1,8,11,8,64,False
2008-01-23,1,7,12,7,52,False
2008-01-24,2,6,11,10,46,False
2008-01-25,1,5,10,8,45,False
2008-01-26,3,2,10,5,52,False
2008-01-27,1,3,9,6,63,False
2008-01-28,2,7,10,8,54,False
2008-01-29,2,7,11,7,45,False
2008-01-30,2,7,11,10,54,False
2008-01-31,2,6,13,7,46,False
2008-02-01,2,5,11,9,46,False
2008-02-02,3,3,10,5,50,False
2008-02-03,2,4,13,5,49,False
2008-02-04,2,8,14,8,46,False
2008-02-05,1,8,13,8,47,False
2008-02-06,1,9,13,8,54,False
2008-02-07,3,9,11,8,52,False
2008-02-08,3,5,10,9,49,False
2008-02-09,2,2,10,5,52,False
2008-02-10,2,4,9,8,63,False
2008-02-11,1,8,13,8,53,False
2008-02-12,1,6,11,8,57,False
2008-02-13,2,7,11,8,46,False
2008-02-14,2,7,12,10,48,False
2008-02-15,2,7,12,11,44,False
2008-02-16,2,3,10,8,63,False
2008-02-17,1,4,10,5,71,False
2008-02-18,2,5,11,9,61,False
2008-02-19,2,8,10,9,53,False
2008-02-20,1,7,11,9,45,False
2008-02-21,2,7,11,7,47,False
2008-02-22,2,5,11,7,46,False
2008-02-23,2,4,10,5,52,False
2008-02-24,2,5,12,5,59,False
2008-02-25,1,7,12,10,76,False
2008-02-26,1,7,12,10,50,False
2008-02-27,2,8,13,9,49,False
2008-02-28,2,8,10,8,51,False
2008-02-29,2,7,12,7,50,False
2008-03-01,2,3,11,4,53,False
2008-03-02,3,6,11,4,61,False
2008-03-03,2,8,11,9,51,False
2008-03-04,2,7,11,11,57,False
2008-03-05,1,7,11,9,60,False
2008-03-06,2,9,11,10,49,False
2008-03-07,2,8,9,7,50,False
2008-03-08,4,4,10,5,61,False
2008-03-09,2,6,11,7,63,False
2008-03-10,2,6,12,10,51,False
2008-03-11,3,9,12,10,52,False
2008-03-12,2,7,11,9,53,False
2008-03-13,2,8,11,7,49,False
2008-03-14,2,8,13,7,51,False
2008-03-15,2,3,10,5,55,False
2008-03-16,2,4,11,7,70,False
2008-03-17,2,8,12,7,59,False
2008-03-18,2,8,13,9,70,False
2008-03-19,2,7,11,9,76,False
