date,luxury,meritorious,nobility,nobleman,partner,isPartial
2013-01-15,15,0,1,0,33,False
2013-01-16,16,0,0,0,44,False
2013-01-17,15,0,1,0,47,False
2013-01-18,15,0,0,0,42,False
2013-01-19,19,0,0,0,38,False
2013-01-20,19,0,0,0,35,False
2013-01-21,19,0,1,0,47,False
2013-01-22,17,0,0,0,40,False
2013-01-23,17,0,1,0,37,False
2013-01-24,16,0,0,0,36,False
2013-01-25,14,0,1,0,41,False
2013-01-26,19,0,1,0,41,False
2013-01-27,19,0,1,0,46,False
2013-01-28,16,0,0,0,36,False
2013-01-29,17,0,0,0,33,False
2013-01-30,16,0,1,0,32,False
2013-01-31,16,0,0,0,34,False
2013-02-01,15,0,1,0,26,False
2013-02-02,15,0,0,0,21,False
2013-02-03,17,0,0,0,23,False
2013-02-04,15,0,1,0,45,False
2013-02-05,17,0,0,0,43,False
2013-02-06,15,0,1,0,45,False
2013-02-07,15,0,1,0,71,False
2013-02-08,13,0,0,0,68,False
2013-02-09,19,0,0,0,60,False
2013-02-10,17,0,0,0,45,False
2013-02-11,15,0,0,0,51,False
2013-02-12,16,0,1,0,60,False
2013-02-13,14,0,0,0,79,False
2013-02-14,13,0,0,0,65,False
2013-02-15,15,0,0,0,53,False
2013-02-16,19,0,0,0,55,False
2013-02-17,17,0,0,0,41,False
2013-02-18,17,0,0,0,53,False
2013-02-19,18,0,0,0,51,False
2013-02-20,14,0,1,0,56,False
2013-02-21,16,0,0,0,64,False
2013-02-22,15,0,0,0,53,False
2013-02-23,16,0,0,0,19,False
2013-02-24,18,0,0,0,43,False
2013-02-25,15,0,0,0,68,False
2013-02-26,16,0,1,0,67,False
2013-02-27,15,0,1,0,65,False
2013-02-28,16,0,0,0,76,False
2013-03-01,16,0,0,0,75,False
2013-03-02,16,0,0,0,73,False
2013-03-03,18,0,0,0,71,False
2013-03-04,16,0,0,0,55,False
2013-03-05,16,0,0,0,71,False
2013-03-06,16,0,1,0,69,False
2013-03-07,16,0,1,0,75,False
2013-03-08,16,0,0,0,73,False
2013-03-09,18,0,0,0,69,False
2013-03-10,17,0,0,0,71,False
2013-03-11,16,0,1,0,63,False
2013-03-12,17,0,0,0,74,False
2013-03-13,17,0,0,0,70,False
2013-03-14,16,0,0,0,69,False
2013-03-15,16,0,0,0,79,False
2013-03-16,17,0,1,0,77,False
2013-03-17,20,0,0,0,73,False
2013-03-18,16,0,1,0,76,False
2013-03-19,17,0,0,0,71,False
2013-03-20,15,0,1,0,69,False
2013-03-21,15,0,0,0,92,False
2013-03-22,17,0,0,0,88,False
2013-03-23,18,0,0,0,79,False
2013-03-24,18,0,0,0,71,False
2013-03-25,16,0,0,0,63,False
2013-03-26,17,0,0,0,76,False
2013-03-27,16,0,0,0,95,False
2013-03-28,17,0,0,0,100,False
2013-03-29,17,0,0,0,82,False
2013-03-30,16,0,0,0,61,False
2013-03-31,16,0,0,0,61,False
2013-04-01,14,0,0,0,61,False
2013-04-02,17,0,0,0,56,False
2013-04-03,16,0,0,0,52,False
2013-04-04,16,0,1,0,73,False
2013-04-05,16,0,0,0,70,False
2013-04-06,16,0,0,0,70,False
2013-04-07,16,0,0,0,60,False
2013-04-08,17,0,1,0,55,False
2013-04-09,14,0,0,0,62,False
2013-04-10,15,0,0,0,80,False
2013-04-11,16,0,0,0,65,False
2013-04-12,16,0,0,0,77,False
2013-04-13,16,0,0,0,64,False
2013-04-14,18,0,0,0,53,False
2013-04-15,15,0,0,0,65,False
2013-04-16,16,0,0,0,83,False
2013-04-17,16,0,0,0,89,False
2013-04-18,15,0,1,0,94,False
2013-04-19,14,0,0,0,77,False
2013-04-20,15,0,0,0,8,False
2013-04-21,20,0,0,0,8,False
2013-04-22,16,0,0,0,12,False
2013-04-23,17,0,0,0,11,False
2013-04-24,16,0,0,0,12,False
2013-04-25,16,0,0,0,11,False
2013-04-26,14,0,0,0,11,False
2013-04-27,17,0,0,0,69,False
2013-04-28,17,0,0,0,85,False
2013-04-29,17,0,1,0,39,False
2013-04-30,18,0,0,0,11,False
2013-05-01,16,0,0,0,11,False
2013-05-02,17,0,0,0,11,False
2013-05-03,17,0,0,0,11,False
2013-05-04,16,0,0,0,9,False
2013-05-05,17,0,0,0,9,False
2013-05-06,18,0,0,0,11,False
2013-05-07,15,0,1,0,11,False
2013-05-08,14,0,1,0,12,False
2013-05-09,17,0,0,0,11,False
2013-05-10,16,0,0,0,10,False
2013-05-11,18,0,0,0,7,False
2013-05-12,18,0,0,0,8,False
2013-05-13,17,0,0,0,11,False
2013-05-14,18,0,0,0,12,False
2013-05-15,18,0,0,0,42,False
2013-05-16,17,0,0,0,9,False
2013-05-17,16,0,0,0,11,False
2013-05-18,19,0,0,0,9,False
2013-05-19,20,0,0,0,8,False
2013-05-20,17,0,1,0,10,False
2013-05-21,15,0,0,0,11,False
2013-05-22,17,0,0,0,11,False
2013-05-23,16,0,1,0,10,False
2013-05-24,16,0,1,0,10,False
2013-05-25,18,0,0,0,7,False
2013-05-26,19,0,0,0,10,False
2013-05-27,19,0,0,0,11,False
2013-05-28,16,1,0,0,12,False
2013-05-29,15,0,0,0,11,False
2013-05-30,16,0,0,0,12,False
2013-05-31,16,0,0,0,10,False
2013-06-01,16,0,0,0,8,False
2013-06-02,18,0,0,0,9,False
2013-06-03,16,0,0,0,12,False
2013-06-04,15,0,0,0,12,False
