date,advantage,affluence,affluent,afloat,allowance,isPartial
2015-10-28,100,0,2,1,16,False
2015-10-29,96,0,3,1,13,False
2015-10-30,78,0,2,1,12,False
2015-10-31,55,0,2,1,10,False
2015-11-01,59,0,1,0,10,False
2015-11-02,98,1,3,1,16,False
2015-11-03,94,1,3,0,13,False
2015-11-04,100,1,4,0,15,False
2015-11-05,92,1,2,1,11,False
2015-11-06,89,0,3,1,14,False
2015-11-07,62,1,2,1,7,False
2015-11-08,55,1,1,1,10,False
2015-11-09,95,1,3,1,14,False
2015-11-10,98,1,3,0,10,False
2015-11-11,89,1,1,0,12,False
2015-11-12,95,1,3,1,14,False
2015-11-13,81,1,3,0,10,False
2015-11-14,52,0,1,0,7,False
2015-11-15,51,1,1,0,11,False
2015-11-16,93,2,2,0,13,False
2015-11-17,92,1,2,1,17,False
2015-11-18,90,1,3,1,15,False
2015-11-19,94,2,3,2,13,False
2015-11-20,83,0,3,1,15,False
2015-11-21,57,0,1,1,8,False
2015-11-22,48,1,1,0,9,False
2015-11-23,86,1,2,1,13,False
2015-11-24,79,0,2,1,11,False
2015-11-25,68,0,1,0,11,False
2015-11-26,38,0,1,0,7,False
2015-11-27,48,0,3,1,6,False
2015-11-28,58,1,1,1,9,False
2015-11-29,54,0,2,0,13,False
2015-11-30,89,1,3,0,14,False
2015-12-01,94,1,3,0,13,False
2015-12-02,91,1,3,0,13,False
2015-12-03,93,1,2,0,15,False
2015-12-04,91,1,3,1,9,False
2015-12-05,56,0,2,0,9,False
2015-12-06,49,1,2,0,10,False
2015-12-07,94,2,3,1,11,False
2015-12-08,88,1,4,1,13,False
2015-12-09,87,1,2,0,13,False
2015-12-10,86,1,3,1,13,False
2015-12-11,82,1,3,1,13,False
2015-12-12,49,0,1,0,8,False
2015-12-13,50,1,2,1,12,False
2015-12-14,83,0,2,1,13,False
2015-12-15,81,0,2,1,17,False
2015-12-16,79,1,4,0,17,False
2015-12-17,79,1,4,1,13,False
2015-12-18,66,1,3,0,10,False
2015-12-19,45,1,4,1,11,False
2015-12-20,38,0,2,0,9,False
2015-12-21,67,1,2,0,12,False
2015-12-22,74,0,4,1,13,False
2015-12-23,62,1,2,1,11,False
2015-12-24,47,0,1,0,7,False
2015-12-25,31,0,2,0,8,False
2015-12-26,46,0,1,0,6,False
2015-12-27,52,1,1,1,9,False
2015-12-28,76,0,1,1,14,False
2015-12-29,67,4,9,0,13,False
2015-12-30,69,3,6,1,12,False
2015-12-31,64,2,4,0,14,False
2016-01-01,39,1,2,0,9,False
2016-01-02,42,1,2,0,12,False
2016-01-03,47,1,2,0,10,False
2016-01-04,81,0,2,0,16,False
2016-01-05,80,1,4,1,15,False
2016-01-06,80,1,3,1,17,False
2016-01-07,72,1,3,1,12,False
2016-01-08,76,1,3,1,15,False
2016-01-09,48,1,2,0,9,False
2016-01-10,42,1,1,0,10,False
2016-01-11,72,1,2,1,15,False
2016-01-12,76,1,3,0,14,False
2016-01-13,80,1,3,0,13,False
2016-01-14,69,1,2,1,16,False
2016-01-15,75,0,3,1,12,False
2016-01-16,48,0,2,1,10,False
2016-01-17,46,0,2,0,9,False
2016-01-18,69,1,1,1,11,False
2016-01-19,82,0,3,1,14,False
2016-01-20,86,1,2,0,14,False
2016-01-21,77,1,3,0,14,False
2016-01-22,78,1,2,1,11,False
2016-01-23,53,0,1,0,10,False
2016-01-24,51,1,2,1,9,False
2016-01-25,78,0,3,1,13,False
2016-01-26,82,1,3,1,13,False
2016-01-27,81,1,3,0,13,False
2016-01-28,82,0,4,2,12,False
2016-01-29,82,1,3,0,13,False
2016-01-30,57,0,2,0,10,False
2016-01-31,56,0,1,1,12,False
2016-02-01,79,1,3,0,15,False
2016-02-02,79,1,2,0,14,False
2016-02-03,88,2,2,1,17,False
2016-02-04,83,1,3,1,12,False
2016-02-05,80,0,3,1,14,False
2016-02-06,53,1,2,1,9,False
2016-02-07,54,1,2,1,11,False
2016-02-08,70,0,2,0,12,False
2016-02-09,83,1,2,0,15,False
2016-02-10,83,1,3,0,13,False
2016-02-11,87,1,2,1,15,False
2016-02-12,73,1,3,1,12,False
2016-02-13,53,0,2,0,9,False
2016-02-14,44,1,1,0,11,False
2016-02-15,78,1,2,1,13,False
2016-02-16,81,0,3,0,11,False
2016-02-17,87,1,2,1,13,False
2016-02-18,87,0,3,1,15,False
2016-02-19,82,1,2,1,13,False
2016-02-20,50,0,1,0,9,False
2016-02-21,53,1,2,0,11,False
2016-02-22,85,1,3,0,16,False
2016-02-23,91,1,3,1,15,False
2016-02-24,87,1,2,1,15,False
2016-02-25,85,0,2,0,14,False
2016-02-26,74,1,3,1,14,False
2016-02-27,50,1,0,0,10,False
2016-02-28,52,1,1,0,9,False
2016-02-29,84,1,3,0,13,False
2016-03-01,84,1,3,1,13,False
2016-03-02,79,1,3,0,14,False
2016-03-03,82,1,3,0,15,False
2016-03-04,76,1,2,1,14,False
2016-03-05,51,1,2,1,10,False
2016-03-06,46,0,3,0,10,False
2016-03-07,87,1,3,0,13,False
2016-03-08,88,1,2,1,15,False
2016-03-09,81,1,2,0,14,False
2016-03-10,84,1,2,1,15,False
2016-03-11,80,1,2,1,11,False
2016-03-12,49,0,1,1,10,False
2016-03-13,53,0,1,1,10,False
2016-03-14,79,1,3,1,12,False
2016-03-15,83,2,3,1,15,False
2016-03-16,77,1,3,1,13,False
2016-03-17,78,2,3,1,16,False
2016-03-18,68,1,3,0,12,False
2016-03-19,49,0,2,0,13,False
2016-03-20,51,0,1,0,12,False
2016-03-21,79,1,4,1,16,False
2016-03-22,86,1,2,1,12,False
2016-03-23,83,1,2,1,14,False
2016-03-24,75,0,2,1,11,False
2016-03-25,59,1,2,1,12,False
2016-03-26,47,0,2,0,8,False
2016-03-27,43,0,2,1,10,False
2016-03-28,77,1,2,1,15,False
2016-03-29,81,1,3,1,15,False
2016-03-30,81,0,2,1,14,False
2016-03-31,82,1,2,1,12,False
2016-04-01,71,1,2,0,11,False
2016-04-02,57,1,1,1,12,False
2016-04-03,51,0,3,0,14,False
2016-04-04,85,1,2,0,16,False
2016-04-05,84,1,2,1,12,False
2016-04-06,80,1,2,1,17,False
2016-04-07,80,1,3,0,14,False
2016-04-08,70,1,4,1,12,False
2016-04-09,50,0,2,0,10,False
2016-04-10,53,1,1,0,13,False
2016-04-11,86,1,3,0,13,False
2016-04-12,78,2,3,0,15,False
2016-04-13,83,1,3,1,15,False
2016-04-14,82,1,4,1,12,False
2016-04-15,76,0,3,1,12,False
2016-04-16,48,1,2,1,11,False
2016-04-17,48,1,1,0,11,False
2016-04-18,80,1,2,1,15,False
2016-04-19,81,0,4,1,14,False
