date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2008-11-13,3,0,0,0,45,False
2008-11-14,3,1,0,1,29,False
2008-11-15,1,0,0,0,40,False
2008-11-16,3,0,0,0,30,False
2008-11-17,3,1,0,0,37,False
2008-11-18,1,0,0,0,37,False
2008-11-19,3,0,0,0,35,False
2008-11-20,1,0,0,0,32,False
2008-11-21,3,0,0,0,37,False
2008-11-22,1,0,0,0,38,False
2008-11-23,1,0,0,0,29,False
2008-11-24,1,0,0,1,31,False
2008-11-25,2,0,0,0,32,False
2008-11-26,0,0,0,0,45,False
2008-11-27,1,1,0,1,36,False
2008-11-28,1,1,1,0,43,False
2008-11-29,2,1,0,0,43,False
2008-11-30,4,1,0,1,40,False
2008-12-01,4,0,0,0,36,False
2008-12-02,2,1,0,0,43,False
2008-12-03,3,1,0,0,39,False
2008-12-04,2,1,0,0,40,False
2008-12-05,1,0,0,0,39,False
2008-12-06,3,0,0,0,44,False
2008-12-07,1,0,0,1,51,False
2008-12-08,3,0,0,1,46,False
2008-12-09,3,0,0,0,50,False
2008-12-10,3,0,0,0,49,False
2008-12-11,1,0,0,0,42,False
2008-12-12,3,0,0,0,35,False
2008-12-13,3,0,0,0,44,False
2008-12-14,2,0,0,0,43,False
2008-12-15,2,0,0,0,41,False
2008-12-16,2,0,0,0,43,False
2008-12-17,3,0,0,0,49,False
2008-12-18,1,0,0,0,53,False
2008-12-19,2,0,0,0,49,False
2008-12-20,3,0,0,0,36,False
2008-12-21,1,0,0,0,36,False
2008-12-22,2,0,0,0,37,False
2008-12-23,2,0,0,0,44,False
2008-12-24,3,1,0,1,42,False
2008-12-25,1,0,0,0,50,False
2008-12-26,2,1,0,0,42,False
2008-12-27,3,1,0,0,49,False
2008-12-28,1,0,0,0,43,False
2008-12-29,2,0,0,0,45,False
2008-12-30,0,1,0,0,36,False
2008-12-31,2,0,0,0,53,False
2009-01-01,2,0,0,0,48,False
2009-01-02,1,0,0,0,40,False
2009-01-03,1,0,0,0,43,False
2009-01-04,1,0,0,0,47,False
2009-01-05,1,0,0,0,40,False
2009-01-06,2,0,0,1,38,False
2009-01-07,3,0,0,0,37,False
2009-01-08,2,0,0,0,32,False
2009-01-09,2,0,0,0,42,False
2009-01-10,2,0,0,0,35,False
2009-01-11,1,1,0,0,41,False
2009-01-12,3,0,0,0,32,False
2009-01-13,2,0,0,1,40,False
2009-01-14,1,0,0,1,39,False
2009-01-15,2,0,0,0,31,False
2009-01-16,1,0,0,0,35,False
2009-01-17,0,0,0,0,36,False
2009-01-18,1,0,0,0,39,False
2009-01-19,3,0,0,0,33,False
2009-01-20,3,0,0,0,34,False
2009-01-21,2,0,0,0,42,False
2009-01-22,1,0,0,0,38,False
2009-01-23,2,0,0,0,40,False
2009-01-24,1,1,0,0,44,False
2009-01-25,1,0,0,1,43,False
2009-01-26,3,0,0,0,41,False
2009-01-27,2,0,0,0,38,False
2009-01-28,3,0,0,0,41,False
2009-01-29,2,0,0,1,57,False
2009-01-30,2,0,0,0,49,False
2009-01-31,1,1,0,0,47,False
2009-02-01,1,0,0,1,45,False
2009-02-02,3,0,0,0,42,False
2009-02-03,2,0,0,0,37,False
2009-02-04,2,0,0,0,44,False
2009-02-05,3,0,0,0,38,False
2009-02-06,4,0,0,0,40,False
2009-02-07,1,0,0,1,35,False
2009-02-08,2,0,0,1,36,False
2009-02-09,2,0,0,0,39,False
2009-02-10,2,0,0,0,38,False
2009-02-11,1,1,0,0,51,False
2009-02-12,4,0,0,0,38,False
2009-02-13,4,0,0,0,35,False
2009-02-14,1,0,0,1,38,False
2009-02-15,2,0,0,0,33,False
2009-02-16,2,0,0,0,36,False
2009-02-17,2,1,0,0,37,False
2009-02-18,2,0,0,0,38,False
2009-02-19,1,0,0,0,34,False
2009-02-20,1,0,0,0,42,False
2009-02-21,2,0,0,0,41,False
2009-02-22,1,0,0,0,43,False
2009-02-23,2,0,0,0,37,False
2009-02-24,4,0,0,1,36,False
