date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2011-03-31,24,1,8,84,1,False
2011-04-01,21,1,6,78,2,False
2011-04-02,23,1,3,55,0,False
2011-04-03,26,1,3,65,0,False
2011-04-04,24,0,6,85,2,False
2011-04-05,20,1,6,91,2,False
2011-04-06,19,1,6,100,0,False
2011-04-07,20,2,5,87,2,False
2011-04-08,18,1,8,75,2,False
2011-04-09,20,0,4,51,1,False
2011-04-10,22,0,3,56,2,False
2011-04-11,22,0,6,93,0,False
2011-04-12,28,2,9,92,2,False
2011-04-13,23,2,8,94,1,False
2011-04-14,22,1,8,98,2,False
2011-04-15,24,1,10,80,1,False
2011-04-16,20,0,7,54,3,False
2011-04-17,16,1,3,65,3,False
2011-04-18,23,1,9,80,2,False
2011-04-19,21,2,7,84,1,False
2011-04-20,24,0,8,72,2,False
2011-04-21,22,1,5,67,1,False
2011-04-22,21,0,7,62,1,False
2011-04-23,27,1,6,56,0,False
2011-04-24,23,0,5,52,1,False
2011-04-25,19,1,8,90,1,False
2011-04-26,29,1,8,92,1,False
2011-04-27,27,1,7,91,1,False
2011-04-28,23,0,5,91,2,False
2011-04-29,23,1,6,79,1,False
2011-04-30,29,0,3,49,0,False
2011-05-01,28,0,4,62,1,False
2011-05-02,18,2,7,76,2,False
2011-05-03,21,1,7,90,2,False
2011-05-04,22,2,5,85,1,False
2011-05-05,25,1,6,91,1,False
2011-05-06,24,0,6,84,1,False
2011-05-07,24,1,3,49,1,False
2011-05-08,18,0,1,48,1,False
2011-05-09,18,1,10,96,2,False
2011-05-10,19,0,9,90,3,False
2011-05-11,28,2,8,81,1,False
2011-05-12,21,1,6,87,2,False
2011-05-13,22,2,7,79,3,False
2011-05-14,18,0,4,57,1,False
2011-05-15,23,1,2,57,0,False
2011-05-16,20,1,6,73,0,False
2011-05-17,21,1,7,82,1,False
2011-05-18,26,1,8,79,2,False
2011-05-19,25,1,7,79,0,False
2011-05-20,19,1,5,71,1,False
2011-05-21,23,2,5,47,0,False
2011-05-22,21,0,3,56,1,False
2011-05-23,22,2,7,78,1,False
2011-05-24,29,1,7,82,1,False
2011-05-25,22,2,7,61,1,False
2011-05-26,22,1,8,81,0,False
2011-05-27,20,1,5,62,2,False
2011-05-28,22,1,3,52,1,False
2011-05-29,27,0,4,45,0,False
2011-05-30,24,0,3,50,0,False
2011-05-31,24,0,6,74,1,False
2011-06-01,23,2,9,75,2,False
2011-06-02,21,0,8,72,1,False
2011-06-03,22,0,7,65,2,False
2011-06-04,21,0,3,52,1,False
2011-06-05,26,1,3,47,2,False
2011-06-06,21,1,7,71,1,False
2011-06-07,24,2,4,73,1,False
2011-06-08,21,1,3,70,1,False
2011-06-09,20,1,6,68,1,False
2011-06-10,25,1,4,65,1,False
2011-06-11,21,0,2,42,2,False
2011-06-12,22,2,2,41,1,False
2011-06-13,21,1,5,77,2,False
2011-06-14,26,1,5,76,2,False
2011-06-15,25,1,7,84,2,False
2011-06-16,24,0,7,62,2,False
2011-06-17,23,1,6,68,0,False
2011-06-18,20,2,2,44,1,False
2011-06-19,24,0,2,44,1,False
2011-06-20,26,1,5,78,1,False
2011-06-21,19,1,9,82,1,False
2011-06-22,23,0,5,76,1,False
2011-06-23,25,1,11,76,2,False
2011-06-24,16,0,6,66,2,False
2011-06-25,25,0,3,47,1,False
2011-06-26,26,0,2,45,1,False
2011-06-27,15,1,9,68,1,False
2011-06-28,27,1,7,74,2,False
2011-06-29,22,0,8,78,1,False
2011-06-30,21,2,8,78,1,False
2011-07-01,22,0,4,63,1,False
2011-07-02,22,1,4,39,1,False
2011-07-03,19,0,3,56,1,False
2011-07-04,22,1,4,47,0,False
2011-07-05,20,1,4,64,1,False
2011-07-06,22,0,5,76,1,False
2011-07-07,18,1,5,74,0,False
2011-07-08,24,1,6,65,2,False
2011-07-09,26,1,7,53,1,False
2011-07-10,27,0,5,50,0,False
2011-07-11,20,0,8,71,1,False
2011-07-12,22,1,8,77,1,False
2011-07-13,18,1,6,72,1,False
2011-07-14,20,1,6,66,1,False
2011-07-15,17,2,7,66,2,False
2011-07-16,22,0,5,50,0,False
2011-07-17,24,0,6,57,1,False
2011-07-18,20,1,7,71,1,False
2011-07-19,23,0,8,80,1,False
2011-07-20,24,0,7,79,1,False
2011-07-21,24,1,8,72,1,False
2011-07-22,29,1,5,72,1,False
2011-07-23,25,0,4,50,1,False
2011-07-24,17,1,2,51,1,False
2011-07-25,19,1,5,70,1,False
2011-07-26,17,1,8,82,1,False
2011-07-27,24,1,9,75,1,False
2011-07-28,23,1,10,73,1,False
2011-07-29,20,1,6,65,0,False
2011-07-30,17,2,2,50,2,False
2011-07-31,27,1,3,54,0,False
2011-08-01,22,1,7,65,1,False
2011-08-02,25,0,5,64,1,False
2011-08-03,23,0,9,82,1,False
2011-08-04,22,1,5,76,2,False
2011-08-05,22,1,6,61,1,False
2011-08-06,25,1,4,46,1,False
2011-08-07,22,0,4,50,1,False
2011-08-08,21,1,9,74,1,False
2011-08-09,23,1,8,68,1,False
2011-08-10,25,1,8,71,2,False
2011-08-11,21,1,5,76,2,False
2011-08-12,25,2,9,65,2,False
2011-08-13,24,1,2,45,1,False
2011-08-14,28,1,4,55,0,False
2011-08-15,20,1,7,65,1,False
2011-08-16,21,0,12,72,1,False
2011-08-17,21,1,7,68,3,False
2011-08-18,24,1,4,69,1,False
2011-08-19,20,1,7,72,1,False
2011-08-20,23,1,4,45,0,False
2011-08-21,17,1,5,56,0,False
2011-08-22,27,1,7,64,1,False
2011-08-23,21,2,10,74,1,False
2011-08-24,18,2,5,71,1,False
2011-08-25,20,1,7,70,2,False
2011-08-26,21,2,5,69,1,False
2011-08-27,16,0,3,41,2,False
2011-08-28,21,1,2,49,2,False
2011-08-29,22,2,6,67,1,False
2011-08-30,21,1,7,69,2,False
2011-08-31,23,1,5,79,2,False
2011-09-01,17,2,7,70,0,False
2011-09-02,22,1,6,60,1,False
2011-09-03,20,2,3,43,2,False
2011-09-04,23,1,2,47,1,False
2011-09-05,25,1,4,50,1,False
2011-09-06,21,1,5,85,1,False
2011-09-07,24,1,4,93,1,False
2011-09-08,24,1,5,89,1,False
2011-09-09,19,1,6,73,1,False
2011-09-10,22,1,4,54,1,False
