date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2009-07-25,2,0,0,0,58,False
2009-07-26,3,1,0,0,66,False
2009-07-27,2,0,0,0,53,False
2009-07-28,1,1,1,0,57,False
2009-07-29,3,0,0,0,48,False
2009-07-30,4,1,0,0,60,False
2009-07-31,2,0,0,0,76,False
2009-08-01,1,0,0,1,54,False
2009-08-02,2,0,1,0,67,False
2009-08-03,3,1,0,0,53,False
2009-08-04,1,0,0,1,75,False
2009-08-05,1,0,0,0,67,False
2009-08-06,4,0,0,1,69,False
2009-08-07,2,0,0,0,72,False
2009-08-08,2,0,0,0,58,False
2009-08-09,0,0,0,1,69,False
2009-08-10,2,0,0,0,60,False
2009-08-11,4,0,0,0,71,False
2009-08-12,4,1,0,0,62,False
2009-08-13,1,0,0,0,55,False
2009-08-14,2,0,0,0,68,False
2009-08-15,1,0,0,0,64,False
2009-08-16,2,0,0,0,58,False
2009-08-17,4,0,1,0,65,False
2009-08-18,5,1,0,0,58,False
2009-08-19,3,0,0,0,56,False
2009-08-20,3,0,0,0,59,False
2009-08-21,2,0,0,0,63,False
2009-08-22,3,0,0,1,65,False
2009-08-23,4,0,1,0,53,False
2009-08-24,2,1,0,1,67,False
2009-08-25,2,0,0,0,69,False
2009-08-26,3,0,0,1,63,False
2009-08-27,3,0,0,1,51,False
2009-08-28,2,0,0,0,57,False
2009-08-29,4,0,0,1,75,False
2009-08-30,0,0,0,0,73,False
2009-08-31,3,1,0,0,49,False
2009-09-01,3,0,1,1,61,False
2009-09-02,0,1,0,0,69,False
2009-09-03,4,1,0,1,52,False
2009-09-04,2,0,0,0,47,False
2009-09-05,4,0,0,1,68,False
2009-09-06,1,1,0,0,60,False
2009-09-07,4,2,0,1,52,False
2009-09-08,7,0,0,0,51,False
2009-09-09,3,1,1,1,47,False
2009-09-10,4,0,0,0,64,False
2009-09-11,5,0,0,2,59,False
2009-09-12,3,2,0,0,69,False
2009-09-13,5,0,0,0,62,False
2009-09-14,6,0,0,0,47,False
2009-09-15,8,1,0,0,57,False
2009-09-16,4,0,0,0,69,False
2009-09-17,4,1,0,1,63,False
2009-09-18,3,0,0,1,60,False
2009-09-19,1,0,0,1,57,False
2009-09-20,3,1,0,0,70,False
2009-09-21,3,1,0,0,60,False
2009-09-22,4,0,1,0,70,False
2009-09-23,4,0,0,1,54,False
2009-09-24,2,1,0,1,55,False
2009-09-25,3,0,0,1,57,False
2009-09-26,2,1,0,0,66,False
2009-09-27,2,0,0,0,60,False
2009-09-28,5,1,0,0,55,False
2009-09-29,3,1,0,1,56,False
2009-09-30,2,0,0,0,74,False
