date,cost,crisis,deficit,depreciation,domination,isPartial
2006-10-13,77,8,3,1,1,False
2006-10-14,66,6,3,1,3,False
2006-10-15,81,9,0,1,1,False
2006-10-16,82,10,3,2,1,False
2006-10-17,82,9,4,2,1,False
2006-10-18,89,7,4,2,2,False
2006-10-19,82,10,3,2,2,False
2006-10-20,72,8,3,2,1,False
2006-10-21,67,6,3,1,2,False
2006-10-22,69,10,2,2,2,False
2006-10-23,78,11,3,2,1,False
2006-10-24,82,12,3,2,1,False
2006-10-25,82,12,4,1,1,False
2006-10-26,83,9,4,2,1,False
2006-10-27,72,8,2,2,1,False
2006-10-28,62,7,3,1,2,False
2006-10-29,68,9,5,1,2,False
2006-10-30,78,9,4,2,2,False
2006-10-31,79,11,3,2,1,False
2006-11-01,78,10,3,2,2,False
2006-11-02,79,7,5,1,2,False
2006-11-03,83,8,4,1,2,False
2006-11-04,69,6,2,1,2,False
2006-11-05,80,9,4,1,2,False
2006-11-06,87,10,4,2,2,False
2006-11-07,80,9,3,1,2,False
2006-11-08,81,10,5,2,1,False
2006-11-09,84,11,4,2,1,False
2006-11-10,76,8,4,2,2,False
2006-11-11,64,6,3,2,2,False
2006-11-12,75,8,3,1,1,False
2006-11-13,88,9,3,2,1,False
2006-11-14,86,11,3,1,1,False
2006-11-15,79,9,5,2,1,False
2006-11-16,84,11,3,2,1,False
2006-11-17,78,8,3,2,1,False
2006-11-18,74,4,2,2,2,False
2006-11-19,72,7,4,1,1,False
2006-11-20,86,12,4,2,1,False
2006-11-21,79,8,4,1,1,False
2006-11-22,70,7,2,1,1,False
2006-11-23,59,10,2,0,2,False
2006-11-24,58,3,3,1,2,False
2006-11-25,64,6,2,2,3,False
2006-11-26,74,9,3,2,2,False
2006-11-27,80,8,4,2,2,False
2006-11-28,85,10,4,2,1,False
2006-11-29,92,11,4,3,2,False
2006-11-30,85,11,4,2,1,False
2006-12-01,74,12,3,1,1,False
2006-12-02,66,9,4,2,3,False
2006-12-03,78,9,1,1,2,False
2006-12-04,86,10,2,2,2,False
2006-12-05,83,12,3,1,1,False
2006-12-06,79,13,4,2,2,False
2006-12-07,84,10,4,2,2,False
2006-12-08,74,9,3,2,1,False
2006-12-09,65,7,3,2,2,False
2006-12-10,65,8,3,2,1,False
2006-12-11,84,10,2,3,2,False
2006-12-12,83,10,4,2,2,False
2006-12-13,76,9,3,2,1,False
2006-12-14,73,11,4,2,2,False
2006-12-15,70,10,3,1,1,False
2006-12-16,66,8,1,0,1,False
2006-12-17,57,7,1,1,3,False
2006-12-18,69,10,2,1,1,False
2006-12-19,76,7,3,2,1,False
2006-12-20,71,8,2,1,2,False
2006-12-21,70,6,2,2,1,False
2006-12-22,65,8,2,0,1,False
2006-12-23,50,7,1,1,2,False
2006-12-24,44,4,2,1,2,False
2006-12-25,47,6,2,0,2,False
2006-12-26,59,6,2,1,1,False
2006-12-27,67,8,1,2,2,False
2006-12-28,67,5,2,1,1,False
2006-12-29,66,5,2,2,1,False
2006-12-30,64,4,0,0,2,False
2006-12-31,54,3,2,1,3,False
2007-01-01,58,5,1,1,2,False
2007-01-02,66,7,1,1,2,False
2007-01-03,76,5,4,2,0,False
2007-01-04,70,8,2,1,1,False
2007-01-05,79,6,3,1,1,False
2007-01-06,68,6,2,2,2,False
2007-01-07,74,4,3,1,1,False
2007-01-08,87,9,3,2,1,False
2007-01-09,74,9,2,1,2,False
2007-01-10,93,8,2,2,2,False
2007-01-11,82,8,3,2,1,False
2007-01-12,79,8,2,2,1,False
2007-01-13,69,7,2,1,2,False
2007-01-14,78,6,1,1,2,False
2007-01-15,79,6,3,1,1,False
2007-01-16,79,8,3,1,1,False
2007-01-17,76,7,3,2,1,False
2007-01-18,84,8,2,1,1,False
2007-01-19,89,6,1,2,1,False
2007-01-20,73,10,3,0,2,False
2007-01-21,72,5,2,2,3,False
2007-01-22,91,10,3,2,1,False
2007-01-23,86,11,3,1,1,False
2007-01-24,83,9,4,2,1,False
2007-01-25,86,6,3,1,2,False
2007-01-26,83,9,4,2,1,False
2007-01-27,82,7,2,1,2,False
2007-01-28,77,7,2,0,1,False
2007-01-29,84,9,3,1,1,False
2007-01-30,88,7,4,3,2,False
2007-01-31,87,9,3,2,1,False
2007-02-01,81,8,3,1,1,False
2007-02-02,84,9,3,2,1,False
2007-02-03,82,6,1,2,3,False
2007-02-04,80,6,2,2,1,False
2007-02-05,81,8,4,3,1,False
2007-02-06,88,8,3,2,1,False
2007-02-07,81,7,4,3,1,False
2007-02-08,76,8,4,1,1,False
2007-02-09,74,8,2,2,2,False
2007-02-10,73,4,3,2,1,False
2007-02-11,79,9,2,2,2,False
2007-02-12,79,7,3,3,2,False
2007-02-13,78,9,4,2,1,False
2007-02-14,67,6,2,3,1,False
2007-02-15,81,8,3,1,1,False
2007-02-16,77,8,2,3,2,False
2007-02-17,70,7,2,3,2,False
2007-02-18,73,7,3,2,2,False
2007-02-19,82,8,2,2,2,False
2007-02-20,85,9,3,2,1,False
2007-02-21,82,8,4,3,1,False
2007-02-22,79,8,3,3,2,False
2007-02-23,78,7,3,3,1,False
2007-02-24,68,7,2,2,2,False
2007-02-25,78,8,3,2,2,False
2007-02-26,81,10,3,3,2,False
2007-02-27,81,10,2,2,1,False
2007-02-28,83,10,4,2,1,False
2007-03-01,72,9,3,3,1,False
2007-03-02,76,8,2,2,1,False
2007-03-03,73,5,2,3,1,False
2007-03-04,81,6,1,1,1,False
2007-03-05,85,9,3,2,1,False
2007-03-06,92,8,4,2,1,False
2007-03-07,88,9,4,2,1,False
2007-03-08,81,11,3,3,1,False
2007-03-09,76,7,2,3,1,False
2007-03-10,74,7,3,2,2,False
2007-03-11,78,7,1,2,2,False
2007-03-12,88,9,2,2,2,False
2007-03-13,84,8,2,3,1,False
2007-03-14,85,10,3,2,1,False
2007-03-15,78,11,4,2,2,False
2007-03-16,77,8,3,1,1,False
2007-03-17,76,8,2,2,3,False
2007-03-18,72,6,2,3,3,False
2007-03-19,83,9,3,1,1,False
2007-03-20,87,10,4,2,1,False
2007-03-21,80,10,4,3,2,False
2007-03-22,90,9,1,2,2,False
2007-03-23,83,9,2,2,1,False
2007-03-24,74,6,2,1,2,False
2007-03-25,77,6,2,1,2,False
2007-03-26,87,11,4,3,1,False
2007-03-27,92,11,3,2,1,False
2007-03-28,90,11,3,2,2,False
2007-03-29,85,10,3,2,0,False
2007-03-30,83,9,2,2,2,False
2007-03-31,78,7,2,3,3,False
2007-04-01,79,9,2,4,3,False
2007-04-02,89,10,2,3,1,False
2007-04-03,94,10,3,2,1,False
2007-04-04,87,9,3,3,1,False
2007-04-05,83,12,2,2,1,False
2007-04-06,81,9,1,3,2,False
2007-04-07,73,8,2,3,2,False
2007-04-08,74,9,1,2,2,False
2007-04-09,86,9,3,3,2,False
2007-04-10,95,15,2,3,1,False
2007-04-11,92,12,3,3,1,False
2007-04-12,88,9,3,3,1,False
2007-04-13,82,10,2,3,1,False
2007-04-14,75,6,2,3,4,False
2007-04-15,87,7,1,3,4,False
2007-04-16,89,10,2,2,2,False
2007-04-17,82,9,3,2,2,False
2007-04-18,90,12,3,2,2,False
2007-04-19,83,11,3,2,2,False
2007-04-20,84,10,3,1,1,False
2007-04-21,82,10,3,2,2,False
2007-04-22,83,11,2,1,2,False
2007-04-23,91,12,3,2,2,False
2007-04-24,93,11,3,2,1,False
2007-04-25,89,14,2,2,2,False
2007-04-26,89,12,3,3,2,False
2007-04-27,77,12,1,2,1,False
2007-04-28,75,9,3,1,2,False
2007-04-29,91,8,2,2,2,False
2007-04-30,100,14,3,2,1,False
2007-05-01,91,11,4,1,1,False
2007-05-02,87,11,3,2,1,False
2007-05-03,95,12,3,1,2,False
2007-05-04,85,10,2,2,2,False
2007-05-05,80,7,1,1,3,False
2007-05-06,86,11,1,3,2,False
2007-05-07,96,14,3,2,2,False
2007-05-08,92,12,3,2,2,False
2007-05-09,94,13,3,3,1,False
2007-05-10,91,13,4,2,1,False
2007-05-11,92,11,3,1,1,False
2007-05-12,68,7,2,1,2,False
2007-05-13,76,9,2,2,1,False
2007-05-14,97,9,2,2,2,False
2007-05-15,99,11,3,2,1,False
2007-05-16,97,10,3,2,2,False
2007-05-17,91,11,3,2,2,False
2007-05-18,83,8,3,2,2,False
2007-05-19,71,8,2,1,3,False
2007-05-20,82,9,2,2,2,False
2007-05-21,90,10,2,1,2,False
2007-05-22,93,12,2,2,2,False
2007-05-23,89,11,3,1,2,False
2007-05-24,90,8,3,1,1,False
2007-05-25,85,10,2,1,1,False
2007-05-26,79,6,3,1,3,False
2007-05-27,78,6,1,1,2,False
2007-05-28,81,11,2,1,1,False
2007-05-29,95,12,2,2,2,False
2007-05-30,94,9,2,1,2,False
2007-05-31,93,10,2,2,1,False
2007-06-01,82,10,2,1,1,False
2007-06-02,72,7,1,1,2,False
2007-06-03,87,9,3,1,2,False
2007-06-04,87,9,2,2,1,False
2007-06-05,89,12,3,1,1,False
2007-06-06,92,10,2,1,1,False
2007-06-07,94,8,3,1,1,False
2007-06-08,82,7,2,2,2,False
2007-06-09,75,7,3,1,2,False
2007-06-10,94,7,0,1,2,False
2007-06-11,90,7,1,1,1,False
2007-06-12,90,8,2,2,1,False
2007-06-13,90,7,2,2,2,False
2007-06-14,90,8,3,2,2,False
2007-06-15,79,7,2,2,1,False
2007-06-16,82,5,2,0,2,False
2007-06-17,81,4,1,0,2,False
2007-06-18,89,7,2,2,2,False
2007-06-19,90,9,3,2,2,False
2007-06-20,86,7,2,3,2,False
2007-06-21,87,9,3,2,1,False
2007-06-22,77,5,2,2,1,False
2007-06-23,74,5,1,1,2,False
2007-06-24,78,6,1,1,1,False
2007-06-25,88,6,1,2,2,False
2007-06-26,85,5,2,1,1,False
2007-06-27,87,9,2,1,1,False
2007-06-28,89,7,2,1,1,False
2007-06-29,83,7,2,1,1,False
2007-06-30,81,4,1,1,2,False
2007-07-01,84,4,1,1,2,False
2007-07-02,88,7,1,2,1,False
2007-07-03,86,7,2,2,1,False
2007-07-04,75,5,2,1,3,False
2007-07-05,87,6,2,2,2,False
2007-07-06,84,8,2,1,2,False
2007-07-07,76,7,1,1,2,False
2007-07-08,74,8,1,2,3,False
2007-07-09,86,6,1,1,2,False
