date,advantage,affluence,affluent,afloat,allowance,isPartial
2017-03-19,52,1,3,1,10,False
2017-03-20,77,1,3,1,13,False
2017-03-21,78,1,1,1,15,False
2017-03-22,80,1,2,1,13,False
2017-03-23,70,1,2,1,13,False
2017-03-24,65,1,2,0,12,False
2017-03-25,52,0,1,0,10,False
2017-03-26,52,0,1,0,12,False
2017-03-27,74,1,4,1,13,False
2017-03-28,81,1,3,0,14,False
2017-03-29,80,1,3,0,13,False
2017-03-30,73,1,2,0,15,False
2017-03-31,72,0,3,1,12,False
2017-04-01,47,0,1,0,12,False
2017-04-02,52,0,2,0,10,False
2017-04-03,74,1,1,1,15,False
2017-04-04,78,1,2,0,14,False
2017-04-05,76,1,2,1,14,False
2017-04-06,82,1,3,1,14,False
2017-04-07,69,0,3,0,11,False
2017-04-08,48,0,1,1,10,False
2017-04-09,51,1,1,1,10,False
2017-04-10,78,1,2,1,14,False
2017-04-11,79,1,3,0,14,False
2017-04-12,75,1,2,1,14,False
2017-04-13,73,1,3,0,11,False
2017-04-14,62,0,2,1,14,False
2017-04-15,48,0,1,0,11,False
2017-04-16,37,0,1,0,10,False
2017-04-17,82,1,2,0,15,False
2017-04-18,77,1,3,1,14,False
2017-04-19,75,0,3,1,11,False
2017-04-20,73,0,3,1,11,False
2017-04-21,67,0,2,0,11,False
2017-04-22,47,0,2,0,9,False
2017-04-23,50,1,2,1,12,False
2017-04-24,83,1,3,0,13,False
2017-04-25,78,1,2,1,14,False
2017-04-26,82,2,2,1,13,False
2017-04-27,76,1,3,1,14,False
2017-04-28,66,1,2,0,11,False
2017-04-29,47,0,1,0,9,False
2017-04-30,51,1,1,1,10,False
2017-05-01,89,1,3,1,13,False
2017-05-02,81,1,2,1,13,False
2017-05-03,85,1,3,0,13,False
2017-05-04,78,1,2,0,11,False
2017-05-05,67,1,2,0,10,False
2017-05-06,47,1,1,0,9,False
2017-05-07,49,0,1,0,8,False
2017-05-08,78,1,2,1,15,False
2017-05-09,86,1,2,0,13,False
2017-05-10,77,1,2,0,11,False
2017-05-11,73,0,1,1,10,False
2017-05-12,70,0,2,0,12,False
2017-05-13,49,0,1,1,9,False
2017-05-14,37,0,1,0,10,False
2017-05-15,73,0,2,0,10,False
2017-05-16,80,1,2,0,11,False
2017-05-17,72,1,1,1,14,False
2017-05-18,72,0,2,1,12,False
2017-05-19,63,0,2,0,11,False
2017-05-20,45,0,1,0,8,False
2017-05-21,43,0,1,1,10,False
2017-05-22,76,0,2,0,11,False
2017-05-23,72,0,1,1,12,False
2017-05-24,66,0,1,0,11,False
2017-05-25,67,0,1,0,11,False
2017-05-26,61,0,1,1,10,False
2017-05-27,45,0,1,1,10,False
2017-05-28,36,0,1,0,9,False
2017-05-29,46,0,2,0,11,False
2017-05-30,70,1,1,0,11,False
