date,liquidation,pollution,poor,poverty,race,isPartial
2004-07-21,2,4,6,4,48,False
2004-07-22,2,5,5,3,38,False
2004-07-23,0,1,5,5,44,False
2004-07-24,0,4,8,5,41,False
2004-07-25,0,1,6,4,53,False
2004-07-26,1,3,10,4,44,False
2004-07-27,0,2,8,5,37,False
2004-07-28,1,1,4,3,53,False
2004-07-29,1,4,5,3,43,False
2004-07-30,1,2,5,5,43,False
2004-07-31,0,1,6,3,39,False
2004-08-01,3,2,6,4,47,False
2004-08-02,1,2,6,4,39,False
2004-08-03,2,2,6,4,41,False
2004-08-04,1,4,5,2,54,False
2004-08-05,1,2,5,3,43,False
2004-08-06,2,2,5,2,35,False
2004-08-07,0,1,6,3,39,False
2004-08-08,2,1,8,3,51,False
2004-08-09,1,3,5,4,41,False
2004-08-10,1,2,6,2,43,False
2004-08-11,1,4,8,5,53,False
2004-08-12,1,2,5,4,37,False
2004-08-13,1,4,6,3,35,False
2004-08-14,1,1,6,0,42,False
2004-08-15,1,3,6,3,48,False
2004-08-16,1,1,8,2,37,False
2004-08-17,1,2,7,2,38,False
2004-08-18,1,3,6,5,47,False
2004-08-19,1,3,5,2,37,False
2004-08-20,0,2,6,3,46,False
2004-08-21,0,4,6,3,38,False
2004-08-22,2,4,6,3,40,False
2004-08-23,1,4,6,2,36,False
2004-08-24,1,3,6,3,43,False
2004-08-25,2,1,7,4,42,False
2004-08-26,2,4,6,8,42,False
2004-08-27,1,3,8,7,42,False
2004-08-28,2,1,10,5,46,False
2004-08-29,1,2,9,3,44,False
2004-08-30,1,2,4,7,39,False
2004-08-31,2,2,5,4,34,False
2004-09-01,1,6,7,4,56,False
2004-09-02,1,3,6,4,36,False
2004-09-03,0,3,4,4,45,False
2004-09-04,2,3,7,5,50,False
2004-09-05,1,2,5,1,41,False
2004-09-06,0,2,8,3,43,False
2004-09-07,2,3,8,2,45,False
2004-09-08,1,4,6,6,48,False
2004-09-09,1,5,6,5,36,False
2004-09-10,1,4,3,4,40,False
2004-09-11,1,4,6,2,36,False
2004-09-12,1,2,6,5,46,False
2004-09-13,1,6,8,3,43,False
2004-09-14,1,7,7,4,43,False
2004-09-15,1,5,6,6,54,False
2004-09-16,0,5,6,5,42,False
2004-09-17,1,11,7,4,45,False
2004-09-18,0,5,6,5,43,False
2004-09-19,2,6,10,5,39,False
2004-09-20,0,5,8,5,42,False
2004-09-21,1,6,7,7,53,False
2004-09-22,1,10,7,6,99,False
2004-09-23,0,6,8,7,52,False
2004-09-24,1,7,7,6,44,False
2004-09-25,1,3,6,5,33,False
2004-09-26,0,6,6,5,35,False
