date,liquidation,pollution,poor,poverty,race,isPartial
2004-01-01,1,2,8,1,22,False
2004-01-02,1,3,6,3,29,False
2004-01-03,2,5,4,2,32,False
2004-01-04,1,5,10,2,30,False
2004-01-05,3,5,6,1,22,False
2004-01-06,1,10,8,4,26,False
2004-01-07,2,5,7,6,23,False
2004-01-08,1,8,6,6,28,False
2004-01-09,1,6,7,8,27,False
2004-01-10,2,3,6,4,26,False
2004-01-11,2,6,8,3,29,False
2004-01-12,2,9,9,6,30,False
2004-01-13,1,10,7,6,28,False
2004-01-14,1,8,9,7,30,False
2004-01-15,1,8,8,7,31,False
2004-01-16,1,8,7,4,21,False
2004-01-17,1,3,10,3,28,False
2004-01-18,1,3,9,4,27,False
2004-01-19,2,4,6,5,30,False
2004-01-20,1,10,10,5,31,False
2004-01-21,2,7,8,5,30,False
2004-01-22,0,8,8,5,28,False
2004-01-23,1,8,6,6,29,False
2004-01-24,0,5,7,4,30,False
2004-01-25,2,4,7,4,33,False
2004-01-26,2,7,6,6,24,False
2004-01-27,1,6,8,6,24,False
2004-01-28,1,5,7,4,29,False
2004-01-29,2,6,9,6,30,False
2004-01-30,2,10,7,5,28,False
2004-01-31,0,2,8,3,29,False
2004-02-01,0,5,11,6,31,False
2004-02-02,2,7,7,6,23,False
2004-02-03,1,7,6,6,29,False
2004-02-04,1,7,6,6,25,False
2004-02-05,1,9,10,8,27,False
2004-02-06,1,7,12,8,30,False
2004-02-07,1,4,5,1,20,False
2004-02-08,1,7,12,4,35,False
2004-02-09,2,6,7,8,34,False
2004-02-10,1,7,6,7,26,False
2004-02-11,2,9,8,6,31,False
2004-02-12,1,9,3,6,33,False
2004-02-13,1,8,5,5,30,False
2004-02-14,2,2,6,7,39,False
2004-02-15,2,4,7,6,35,False
2004-02-16,1,5,7,7,31,False
2004-02-17,1,7,8,8,34,False
2004-02-18,1,9,8,7,32,False
2004-02-19,1,8,6,8,33,False
2004-02-20,2,8,8,9,26,False
2004-02-21,2,2,7,5,33,False
2004-02-22,0,3,13,5,33,False
2004-02-23,1,10,7,6,31,False
2004-02-24,1,8,7,7,29,False
2004-02-25,1,10,6,8,26,False
2004-02-26,1,11,9,9,29,False
2004-02-27,2,8,7,7,26,False
2004-02-28,1,4,8,4,33,False
2004-02-29,0,6,4,3,31,False
2004-03-01,2,6,8,9,32,False
2004-03-02,1,8,9,9,32,False
2004-03-03,1,8,11,12,39,False
2004-03-04,2,5,5,6,37,False
2004-03-05,3,9,8,6,40,False
2004-03-06,2,2,6,8,28,False
2004-03-07,0,3,13,0,21,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,2,6,9,8,39,False
2004-03-11,0,11,2,11,35,False
2004-03-12,0,7,4,5,39,False
2004-03-13,1,3,7,5,44,False
2004-03-14,1,7,7,5,39,False
2004-03-15,1,8,9,6,45,False
2004-03-16,1,8,5,6,36,False
2004-03-17,2,9,9,6,36,False
2004-03-18,1,10,8,8,34,False
2004-03-19,3,8,10,4,31,False
2004-03-20,2,5,12,7,37,False
2004-03-21,3,6,7,4,42,False
2004-03-22,1,7,16,3,48,False
2004-03-23,0,0,0,0,0,True
2004-03-24,0,10,8,12,34,False
2004-03-25,1,4,4,6,33,False
2004-03-26,2,8,7,4,29,False
2004-03-27,1,3,3,7,34,False
2004-03-28,1,6,8,7,44,False
2004-03-29,1,10,7,8,35,False
2004-03-30,1,8,9,6,32,False
2004-03-31,1,8,7,6,30,False
2004-04-01,2,8,9,5,29,False
2004-04-02,2,10,5,5,31,False
2004-04-03,1,3,7,4,29,False
2004-04-04,1,6,6,4,37,False
2004-04-05,1,9,9,5,40,False
2004-04-06,3,10,7,4,35,False
2004-04-07,1,7,7,9,34,False
2004-04-08,1,9,9,6,33,False
2004-04-09,1,6,9,5,27,False
2004-04-10,2,3,8,6,31,False
2004-04-11,0,0,3,6,37,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,1,10,5,5,30,False
2004-04-15,1,10,9,8,37,False
2004-04-16,2,12,7,6,41,False
2004-04-17,1,5,7,4,48,False
2004-04-18,1,10,10,6,46,False
2004-04-19,1,11,7,6,37,False
2004-04-20,2,13,7,9,38,False
2004-04-21,1,12,9,7,33,False
2004-04-22,2,12,9,6,37,False
2004-04-23,1,13,7,6,40,False
2004-04-24,3,5,5,7,35,False
2004-04-25,1,8,7,6,49,False
2004-04-26,2,10,6,10,40,False
2004-04-27,1,11,9,8,43,False
2004-04-28,2,12,8,7,41,False
2004-04-29,1,12,8,6,40,False
2004-04-30,2,9,7,7,33,False
2004-05-01,1,7,6,6,58,False
2004-05-02,1,5,8,8,52,False
2004-05-03,2,10,8,7,41,False
2004-05-04,1,9,8,8,38,False
2004-05-05,1,11,8,7,36,False
2004-05-06,1,13,4,8,39,False
2004-05-07,2,9,7,5,37,False
2004-05-08,2,2,5,3,45,False
2004-05-09,1,4,5,3,45,False
2004-05-10,2,16,8,6,43,False
2004-05-11,1,8,9,6,35,False
2004-05-12,1,9,8,5,34,False
2004-05-13,1,13,6,4,27,False
2004-05-14,1,7,6,5,37,False
2004-05-15,2,5,5,3,45,False
2004-05-16,1,4,6,2,55,False
2004-05-17,1,9,7,5,37,False
2004-05-18,1,12,9,5,37,False
2004-05-19,1,11,7,3,38,False
2004-05-20,1,10,7,6,37,False
2004-05-21,0,6,6,5,28,False
2004-05-22,2,6,6,5,42,False
2004-05-23,1,6,3,2,47,False
2004-05-24,2,8,5,6,41,False
2004-05-25,0,9,8,4,31,False
2004-05-26,1,8,5,6,35,False
2004-05-27,1,10,8,5,34,False
2004-05-28,0,8,5,4,40,False
2004-05-29,1,5,4,1,47,False
2004-05-30,2,5,8,3,57,False
2004-05-31,0,5,6,6,44,False
2004-06-01,2,8,6,4,46,False
2004-06-02,0,6,7,8,39,False
2004-06-03,1,10,10,3,40,False
2004-06-04,1,6,8,3,50,False
2004-06-05,0,3,9,2,100,False
2004-06-06,0,8,9,3,59,False
2004-06-07,1,4,7,4,47,False
2004-06-08,1,6,6,5,43,False
2004-06-09,1,5,7,3,31,False
2004-06-10,2,5,7,6,40,False
2004-06-11,2,5,5,3,35,False
2004-06-12,2,3,5,4,36,False
2004-06-13,2,4,7,2,45,False
2004-06-14,1,4,8,4,43,False
2004-06-15,1,4,3,2,30,False
2004-06-16,1,5,6,3,29,False
2004-06-17,0,6,10,4,28,False
2004-06-18,1,3,5,2,31,False
2004-06-19,1,2,8,3,36,False
2004-06-20,3,3,7,4,43,False
2004-06-21,3,3,8,4,41,False
2004-06-22,1,3,6,4,35,False
2004-06-23,1,4,7,3,38,False
2004-06-24,1,4,5,3,40,False
2004-06-25,1,4,6,2,42,False
2004-06-26,1,1,9,5,48,False
2004-06-27,1,1,5,2,40,False
2004-06-28,1,3,5,3,36,False
2004-06-29,1,3,6,6,36,False
2004-06-30,2,6,7,4,30,False
2004-07-01,1,2,5,4,32,False
2004-07-02,1,2,6,3,38,False
2004-07-03,1,1,7,2,40,False
2004-07-04,2,1,5,3,55,False
2004-07-05,1,4,3,3,37,False
2004-07-06,1,3,7,4,47,False
2004-07-07,1,2,5,4,58,False
2004-07-08,0,2,5,4,38,False
2004-07-09,1,2,6,4,35,False
2004-07-10,2,4,6,1,34,False
2004-07-11,0,2,8,3,43,False
2004-07-12,0,2,5,5,36,False
2004-07-13,1,3,6,5,39,False
2004-07-14,0,6,2,1,61,False
2004-07-15,1,3,7,5,26,False
2004-07-16,1,2,5,2,39,False
2004-07-17,1,3,8,2,37,False
2004-07-18,1,1,6,3,44,False
2004-07-19,0,2,7,4,36,False
2004-07-20,2,3,5,2,34,False
