date,destitute,extravagant,fire,gamble,hole,isPartial
2015-10-28,0,0,39,1,8,False
2015-10-29,0,0,42,1,8,False
2015-10-30,0,0,42,1,8,False
2015-10-31,0,0,41,1,9,False
2015-11-01,0,0,42,1,9,False
2015-11-02,0,0,39,1,8,False
2015-11-03,0,0,39,1,8,False
2015-11-04,0,0,40,1,8,False
2015-11-05,0,0,42,1,9,False
2015-11-06,0,0,38,1,10,False
2015-11-07,0,0,43,1,10,False
2015-11-08,0,0,40,1,11,False
2015-11-09,0,0,40,1,9,False
2015-11-10,0,0,39,2,9,False
2015-11-11,0,0,41,2,8,False
2015-11-12,0,0,40,1,8,False
2015-11-13,0,0,41,1,9,False
2015-11-14,0,0,39,0,8,False
2015-11-15,0,0,41,1,9,False
2015-11-16,0,0,38,2,8,False
2015-11-17,0,0,40,1,8,False
2015-11-18,0,0,42,1,8,False
2015-11-19,0,0,42,1,9,False
2015-11-20,0,0,40,1,8,False
2015-11-21,0,0,46,1,9,False
2015-11-22,0,0,49,1,8,False
2015-11-23,0,0,44,1,8,False
2015-11-24,0,0,44,1,8,False
2015-11-25,0,0,44,1,8,False
2015-11-26,0,0,48,1,8,False
2015-11-27,0,0,54,1,9,False
2015-11-28,0,0,51,1,9,False
2015-11-29,0,0,47,1,9,False
2015-11-30,0,0,47,1,8,False
2015-12-01,0,0,47,1,8,False
2015-12-02,0,0,45,1,8,False
2015-12-03,0,0,43,1,8,False
2015-12-04,0,0,42,1,9,False
2015-12-05,0,0,45,1,9,False
2015-12-06,0,0,48,1,9,False
2015-12-07,0,0,44,1,8,False
2015-12-08,0,0,42,1,9,False
2015-12-09,0,0,45,1,9,False
2015-12-10,0,0,44,1,8,False
2015-12-11,0,0,45,1,8,False
2015-12-12,0,0,51,1,10,False
2015-12-13,0,0,47,1,9,False
2015-12-14,0,0,45,3,9,False
2015-12-15,0,0,46,2,9,False
2015-12-16,0,0,46,1,8,False
2015-12-17,0,0,45,1,9,False
2015-12-18,0,0,44,1,8,False
2015-12-19,0,0,47,1,10,False
2015-12-20,0,0,47,1,9,False
2015-12-21,0,0,44,2,9,False
2015-12-22,0,0,43,1,9,False
2015-12-23,0,0,43,1,9,False
2015-12-24,0,0,45,1,10,False
2015-12-25,0,0,54,1,9,False
2015-12-26,0,0,61,1,10,False
2015-12-27,0,0,54,1,10,False
2015-12-28,0,0,48,1,9,False
2015-12-29,0,0,46,2,10,False
2015-12-30,0,0,47,1,10,False
2015-12-31,0,0,67,1,10,False
2016-01-01,0,0,73,1,9,False
2016-01-02,0,0,52,1,10,False
2016-01-03,0,0,49,1,9,False
2016-01-04,0,0,46,2,8,False
2016-01-05,0,0,45,1,8,False
2016-01-06,0,0,46,1,9,False
2016-01-07,0,0,45,1,9,False
2016-01-08,0,0,42,1,8,False
2016-01-09,0,0,42,1,9,False
2016-01-10,0,0,43,1,9,False
2016-01-11,0,0,41,2,8,False
2016-01-12,0,0,44,1,8,False
2016-01-13,0,0,46,2,8,False
2016-01-14,0,0,42,1,8,False
2016-01-15,0,0,45,1,8,False
2016-01-16,0,0,46,1,10,False
2016-01-17,0,0,45,1,11,False
2016-01-18,0,0,44,2,10,False
2016-01-19,0,0,42,1,9,False
2016-01-20,0,0,46,1,9,False
2016-01-21,0,0,41,1,9,False
2016-01-22,0,0,43,1,8,False
2016-01-23,0,0,45,1,10,False
2016-01-24,0,0,41,1,9,False
2016-01-25,0,0,39,1,9,False
2016-01-26,0,0,41,1,9,False
2016-01-27,0,0,43,1,8,False
2016-01-28,0,0,42,1,9,False
2016-01-29,0,0,40,1,9,False
2016-01-30,0,0,45,1,10,False
2016-01-31,0,0,44,1,10,False
2016-02-01,0,0,39,3,9,False
2016-02-02,0,0,41,1,9,False
2016-02-03,0,0,42,1,9,False
2016-02-04,0,0,44,1,10,False
2016-02-05,0,0,56,1,9,False
2016-02-06,0,0,48,1,10,False
2016-02-07,0,0,46,1,10,False
2016-02-08,0,0,41,1,8,False
2016-02-09,0,0,41,1,9,False
2016-02-10,0,0,44,1,8,False
2016-02-11,0,0,44,1,9,False
2016-02-12,0,0,47,1,10,False
2016-02-13,0,0,47,1,10,False
2016-02-14,0,0,45,1,10,False
2016-02-15,0,0,45,2,9,False
2016-02-16,0,0,45,1,8,False
2016-02-17,0,0,45,1,9,False
2016-02-18,0,0,46,1,9,False
2016-02-19,0,0,52,1,9,False
2016-02-20,0,0,55,1,10,False
2016-02-21,0,0,57,1,10,False
2016-02-22,0,0,49,2,9,False
2016-02-23,0,0,51,1,9,False
2016-02-24,0,0,50,1,9,False
2016-02-25,0,0,49,1,9,False
2016-02-26,0,0,50,1,9,False
2016-02-27,0,0,52,1,10,False
2016-02-28,0,0,53,1,10,False
2016-02-29,0,0,46,1,9,False
2016-03-01,0,0,45,1,9,False
2016-03-02,0,0,45,1,9,False
2016-03-03,0,0,47,1,10,False
2016-03-04,0,0,44,1,10,False
2016-03-05,0,0,47,1,9,False
2016-03-06,0,0,52,1,10,False
2016-03-07,0,0,44,1,9,False
2016-03-08,0,0,47,1,9,False
2016-03-09,0,0,45,1,9,False
2016-03-10,0,0,47,1,9,False
2016-03-11,0,0,43,1,9,False
2016-03-12,0,0,48,1,10,False
2016-03-13,0,0,49,1,9,False
2016-03-14,0,0,44,1,9,False
2016-03-15,0,0,43,1,9,False
2016-03-16,0,0,44,1,9,False
2016-03-17,0,0,43,1,9,False
2016-03-18,0,0,44,1,9,False
2016-03-19,0,0,48,1,9,False
2016-03-20,0,0,47,1,10,False
2016-03-21,0,0,46,1,9,False
2016-03-22,0,0,46,1,9,False
2016-03-23,0,0,47,1,9,False
2016-03-24,0,0,47,1,8,False
2016-03-25,0,0,44,1,9,False
2016-03-26,0,0,47,1,11,False
2016-03-27,0,0,47,1,10,False
2016-03-28,0,0,43,1,9,False
2016-03-29,0,0,44,1,9,False
2016-03-30,0,0,45,1,9,False
2016-03-31,0,0,43,1,9,False
2016-04-01,0,0,41,1,9,False
2016-04-02,0,0,45,1,10,False
2016-04-03,0,0,47,1,11,False
2016-04-04,0,0,45,1,8,False
2016-04-05,0,0,44,1,9,False
2016-04-06,0,0,46,1,10,False
2016-04-07,0,0,42,1,12,False
2016-04-08,0,0,43,1,12,False
2016-04-09,0,0,47,1,12,False
2016-04-10,0,0,47,1,16,False
2016-04-11,0,0,42,1,12,False
2016-04-12,0,0,42,1,9,False
2016-04-13,0,0,43,1,10,False
2016-04-14,0,0,40,1,9,False
2016-04-15,0,0,45,1,9,False
2016-04-16,0,0,47,1,10,False
2016-04-17,0,0,51,1,11,False
2016-04-18,0,0,47,1,10,False
2016-04-19,0,0,47,1,9,False
2016-04-20,0,0,49,1,9,False
2016-04-21,0,0,43,1,9,False
2016-04-22,0,0,45,1,9,False
2016-04-23,0,0,46,1,10,False
2016-04-24,0,0,56,1,11,False
2016-04-25,0,0,46,1,9,False
2016-04-26,0,0,45,1,8,False
2016-04-27,0,0,43,1,8,False
2016-04-28,0,0,43,1,9,False
2016-04-29,0,0,43,1,9,False
2016-04-30,0,0,44,1,10,False
2016-05-01,0,0,50,1,10,False
2016-05-02,0,0,51,1,9,False
2016-05-03,0,0,45,1,9,False
2016-05-04,0,0,51,1,9,False
2016-05-05,0,0,60,1,9,False
2016-05-06,0,0,61,1,9,False
2016-05-07,0,0,66,1,10,False
2016-05-08,0,0,61,1,10,False
2016-05-09,0,0,55,1,9,False
2016-05-10,0,0,48,1,10,False
2016-05-11,0,0,50,1,10,False
2016-05-12,0,0,46,1,9,False
2016-05-13,0,0,45,1,10,False
2016-05-14,0,0,50,1,12,False
2016-05-15,0,0,51,1,12,False
2016-05-16,0,0,46,2,9,False
2016-05-17,0,0,48,1,9,False
2016-05-18,0,0,49,1,9,False
2016-05-19,0,0,46,1,10,False
2016-05-20,0,0,47,1,9,False
2016-05-21,0,0,49,1,10,False
2016-05-22,0,0,50,1,11,False
2016-05-23,0,0,45,1,10,False
2016-05-24,0,0,46,1,9,False
2016-05-25,0,0,45,1,10,False
2016-05-26,0,0,45,1,10,False
2016-05-27,0,0,45,1,10,False
2016-05-28,0,0,47,1,11,False
2016-05-29,0,0,50,1,11,False
2016-05-30,0,0,48,1,12,False
2016-05-31,0,0,44,1,9,False
2016-06-01,0,0,45,1,10,False
2016-06-02,0,0,44,1,10,False
2016-06-03,0,0,44,1,9,False
2016-06-04,0,0,51,1,11,False
2016-06-05,0,0,71,1,11,False
2016-06-06,0,0,46,2,10,False
2016-06-07,0,0,42,1,10,False
2016-06-08,0,0,44,1,10,False
2016-06-09,0,0,45,1,10,False
2016-06-10,0,0,45,1,11,False
2016-06-11,0,0,46,1,12,False
2016-06-12,0,0,47,1,11,False
2016-06-13,0,0,44,1,10,False
2016-06-14,0,0,47,1,10,False
2016-06-15,0,0,50,1,10,False
