date,destitute,extravagant,fire,gamble,hole,isPartial
2016-06-16,0,0,63,1,10,False
2016-06-17,0,0,63,1,11,False
2016-06-18,0,0,62,1,12,False
2016-06-19,0,0,61,1,12,False
2016-06-20,0,0,62,1,11,False
2016-06-21,0,0,66,1,10,False
2016-06-22,0,0,53,1,10,False
2016-06-23,0,0,49,1,10,False
2016-06-24,0,0,54,1,10,False
2016-06-25,0,0,58,1,12,False
2016-06-26,0,0,58,1,12,False
2016-06-27,0,0,55,1,10,False
2016-06-28,0,0,52,1,10,False
2016-06-29,0,0,53,1,10,False
2016-06-30,0,0,53,1,10,False
2016-07-01,0,0,53,1,11,False
2016-07-02,0,0,57,1,13,False
2016-07-03,0,0,67,1,13,False
2016-07-04,0,0,71,2,12,False
2016-07-05,0,0,60,1,10,False
2016-07-06,0,0,46,1,11,False
2016-07-07,0,0,43,1,10,False
2016-07-08,0,0,46,1,10,False
2016-07-09,0,0,50,1,10,False
2016-07-10,0,0,59,1,11,False
2016-07-11,0,0,55,1,10,False
2016-07-12,0,0,58,1,10,False
2016-07-13,0,0,51,1,10,False
2016-07-14,0,0,50,1,10,False
2016-07-15,0,0,51,1,10,False
2016-07-16,0,0,52,1,11,False
2016-07-17,0,0,51,1,12,False
2016-07-18,0,0,49,1,11,False
2016-07-19,0,0,51,1,10,False
2016-07-20,0,0,51,1,10,False
2016-07-21,0,0,52,1,10,False
2016-07-22,0,0,55,1,10,False
2016-07-23,0,0,100,1,11,False
