date,backward,backwardness,broke,cheap,colony,isPartial
2007-06-24,0,0,2,93,5,False
2007-06-25,1,0,2,86,3,False
2007-06-26,1,0,2,88,4,False
2007-06-27,0,0,2,86,4,False
2007-06-28,0,0,3,87,4,False
2007-06-29,1,0,3,85,5,False
2007-06-30,0,0,2,85,3,False
2007-07-01,0,0,2,87,3,False
2007-07-02,1,0,2,85,5,False
2007-07-03,1,0,2,85,5,False
2007-07-04,0,0,2,89,3,False
2007-07-05,1,0,2,83,4,False
2007-07-06,0,0,2,90,4,False
2007-07-07,0,0,2,96,4,False
2007-07-08,1,0,2,91,4,False
2007-07-09,1,0,2,91,5,False
2007-07-10,0,0,2,86,3,False
2007-07-11,1,0,2,86,4,False
2007-07-12,1,0,2,86,2,False
2007-07-13,1,0,2,84,3,False
2007-07-14,0,0,2,93,4,False
2007-07-15,0,0,2,100,4,False
2007-07-16,1,0,2,94,4,False
2007-07-17,1,0,1,94,4,False
2007-07-18,0,0,2,81,4,False
2007-07-19,1,0,2,85,4,False
2007-07-20,1,0,2,83,4,False
2007-07-21,1,0,1,85,3,False
2007-07-22,1,0,2,93,3,False
2007-07-23,0,0,1,85,4,False
2007-07-24,1,0,1,89,4,False
2007-07-25,1,0,2,84,3,False
2007-07-26,1,0,2,85,3,False
2007-07-27,0,0,2,81,5,False
2007-07-28,0,0,2,91,4,False
2007-07-29,1,0,3,94,4,False
2007-07-30,0,0,2,85,4,False
2007-07-31,1,0,2,84,4,False
2007-08-01,0,0,2,88,3,False
2007-08-02,0,0,2,86,5,False
2007-08-03,0,0,2,83,4,False
2007-08-04,1,0,2,95,4,False
2007-08-05,1,0,3,96,5,False
2007-08-06,1,0,2,88,4,False
2007-08-07,0,0,2,90,4,False
2007-08-08,1,0,2,87,4,False
2007-08-09,0,0,2,81,4,False
2007-08-10,0,0,2,82,4,False
2007-08-11,0,0,3,89,4,False
2007-08-12,1,0,2,91,4,False
2007-08-13,0,0,2,88,4,False
2007-08-14,1,0,2,85,4,False
2007-08-15,0,0,2,81,4,False
2007-08-16,0,0,2,82,4,False
2007-08-17,0,0,2,79,4,False
2007-08-18,0,0,2,89,4,False
2007-08-19,0,0,2,91,4,False
2007-08-20,0,0,2,83,4,False
2007-08-21,1,0,2,80,4,False
2007-08-22,0,0,2,81,5,False
2007-08-23,0,0,2,85,4,False
