date,cost,crisis,deficit,depreciation,domination,isPartial
2015-06-23,92,4,1,1,1,False
2015-06-24,90,4,1,1,1,False
2015-06-25,92,5,1,1,1,False
2015-06-26,87,4,1,1,1,False
2015-06-27,89,4,1,1,1,False
2015-06-28,93,5,1,1,1,False
2015-06-29,92,8,1,1,1,False
2015-06-30,93,8,1,1,1,False
2015-07-01,92,8,1,1,1,False
2015-07-02,90,5,1,1,1,False
2015-07-03,85,5,1,1,1,False
2015-07-04,82,6,1,1,1,False
2015-07-05,94,6,1,0,1,False
2015-07-06,97,8,1,1,1,False
2015-07-07,97,7,1,1,1,False
2015-07-08,97,6,1,1,1,False
2015-07-09,90,6,1,1,1,False
2015-07-10,94,6,1,1,1,False
2015-07-11,92,5,1,1,1,False
2015-07-12,92,6,1,0,1,False
2015-07-13,96,6,1,1,1,False
2015-07-14,96,5,1,1,1,False
2015-07-15,96,5,1,1,1,False
2015-07-16,95,4,1,1,1,False
2015-07-17,93,5,1,1,1,False
2015-07-18,91,4,1,0,1,False
2015-07-19,94,4,1,1,1,False
2015-07-20,100,5,1,1,1,False
2015-07-21,97,5,1,1,1,False
2015-07-22,95,4,1,1,1,False
2015-07-23,97,5,1,1,1,False
2015-07-24,91,4,1,1,1,False
2015-07-25,94,3,1,0,1,False
2015-07-26,95,3,1,1,1,False
2015-07-27,96,4,1,1,1,False
2015-07-28,99,4,1,1,1,False
2015-07-29,95,5,1,1,1,False
2015-07-30,95,4,1,1,1,False
2015-07-31,93,4,1,1,1,False
2015-08-01,91,3,1,1,1,False
2015-08-02,92,3,1,0,1,False
2015-08-03,97,5,1,1,1,False
2015-08-04,97,4,1,1,1,False
2015-08-05,99,4,1,1,1,False
2015-08-06,94,4,1,1,1,False
2015-08-07,89,4,1,1,1,False
2015-08-08,91,3,1,0,1,False
2015-08-09,93,3,1,1,1,False
2015-08-10,93,4,1,1,1,False
2015-08-11,97,4,1,1,1,False
2015-08-12,90,4,2,1,1,False
2015-08-13,93,4,1,1,1,False
2015-08-14,88,4,1,1,1,False
2015-08-15,90,3,1,0,1,False
2015-08-16,93,4,1,1,1,False
2015-08-17,94,4,1,1,1,False
2015-08-18,100,5,1,1,1,False
2015-08-19,96,4,1,1,1,False
2015-08-20,92,4,1,1,1,False
2015-08-21,87,4,1,1,1,False
2015-08-22,91,3,1,0,1,False
2015-08-23,92,4,1,0,1,False
2015-08-24,92,4,1,1,1,False
2015-08-25,91,5,1,1,1,False
2015-08-26,89,5,1,1,1,False
2015-08-27,89,5,1,1,1,False
2015-08-28,88,4,1,1,1,False
2015-08-29,88,4,1,0,1,False
2015-08-30,88,4,1,1,1,False
2015-08-31,90,5,1,1,1,False
2015-09-01,92,5,1,1,1,False
2015-09-02,93,6,1,1,1,False
2015-09-03,90,9,1,1,1,False
2015-09-04,89,9,1,1,1,False
2015-09-05,85,7,1,1,1,False
2015-09-06,89,6,1,1,1,False
2015-09-07,89,8,1,1,1,False
2015-09-08,90,9,1,1,1,False
2015-09-09,90,9,1,2,1,False
2015-09-10,90,8,1,1,1,False
2015-09-11,87,7,1,1,1,False
2015-09-12,86,6,1,1,1,False
2015-09-13,88,6,1,1,1,False
2015-09-14,91,8,1,1,1,False
2015-09-15,92,8,2,2,1,False
2015-09-16,90,8,2,1,1,False
2015-09-17,86,8,2,1,1,False
2015-09-18,87,7,2,1,1,False
2015-09-19,84,6,1,1,1,False
2015-09-20,88,5,1,1,1,False
2015-09-21,91,7,1,1,1,False
2015-09-22,93,7,2,2,1,False
2015-09-23,94,7,2,1,1,False
2015-09-24,91,7,2,1,1,False
2015-09-25,87,6,1,1,1,False
2015-09-26,84,5,1,1,1,False
2015-09-27,91,4,1,1,1,False
2015-09-28,90,6,2,1,1,False
2015-09-29,93,6,2,1,1,False
2015-09-30,89,7,1,1,1,False
2015-10-01,89,7,2,2,1,False
2015-10-02,80,6,2,1,1,False
2015-10-03,81,4,1,1,1,False
2015-10-04,83,5,1,1,1,False
2015-10-05,89,7,1,2,1,False
2015-10-06,93,7,1,2,1,False
2015-10-07,93,7,2,2,1,False
2015-10-08,88,7,1,1,1,False
2015-10-09,84,6,1,1,1,False
2015-10-10,85,4,1,1,1,False
2015-10-11,83,4,1,1,1,False
2015-10-12,92,6,1,2,1,False
2015-10-13,89,7,2,2,1,False
2015-10-14,91,7,2,2,1,False
2015-10-15,90,6,2,2,1,False
2015-10-16,85,5,2,1,1,False
2015-10-17,83,5,1,1,1,False
2015-10-18,85,5,1,1,1,False
2015-10-19,93,7,2,1,1,False
2015-10-20,92,7,2,2,1,False
2015-10-21,90,8,2,1,1,False
2015-10-22,87,8,2,1,1,False
2015-10-23,85,6,1,1,1,False
2015-10-24,80,4,1,1,1,False
2015-10-25,82,5,1,1,1,False
2015-10-26,89,7,2,2,1,False
2015-10-27,94,8,2,1,1,False
2015-10-28,90,7,2,2,1,False
2015-10-29,85,8,2,1,1,False
2015-10-30,79,10,1,1,1,False
2015-10-31,72,10,1,1,1,False
2015-11-01,80,9,1,1,1,False
2015-11-02,89,10,1,2,1,False
2015-11-03,91,8,2,2,1,False
2015-11-04,89,8,2,2,1,False
2015-11-05,88,8,2,2,1,False
2015-11-06,84,9,2,1,1,False
2015-11-07,78,9,1,1,1,False
2015-11-08,81,8,1,1,1,False
2015-11-09,89,8,2,2,1,False
2015-11-10,88,9,2,2,1,False
2015-11-11,88,8,1,1,1,False
2015-11-12,89,8,2,1,1,False
