date,backward,backwardness,broke,cheap,colony,isPartial
2010-12-15,0,0,4,70,5,False
2010-12-16,0,0,3,68,5,False
2010-12-17,0,0,3,67,4,False
2010-12-18,0,0,4,75,5,False
2010-12-19,0,0,3,78,4,False
2010-12-20,0,0,3,70,5,False
2010-12-21,1,0,3,67,4,False
2010-12-22,0,0,4,69,4,False
2010-12-23,0,0,3,65,3,False
2010-12-24,0,0,3,59,4,False
2010-12-25,0,0,3,60,2,False
2010-12-26,0,0,3,81,3,False
2010-12-27,0,0,3,81,4,False
2010-12-28,0,0,4,81,3,False
2010-12-29,0,0,3,78,3,False
2010-12-30,0,0,3,74,4,False
2010-12-31,0,0,3,73,4,False
2011-01-01,0,0,3,74,3,False
2011-01-02,1,0,4,97,4,False
2011-01-03,0,0,4,87,4,False
2011-01-04,1,0,4,92,4,False
2011-01-05,1,0,4,88,5,False
2011-01-06,1,0,3,88,4,False
2011-01-07,0,0,4,85,4,False
2011-01-08,0,0,4,91,4,False
2011-01-09,0,0,3,97,4,False
2011-01-10,1,0,4,86,4,False
2011-01-11,1,0,3,86,5,False
2011-01-12,0,0,4,89,4,False
2011-01-13,0,0,4,90,5,False
2011-01-14,0,0,3,88,5,False
2011-01-15,1,0,4,94,4,False
2011-01-16,0,0,4,97,4,False
2011-01-17,0,0,4,93,4,False
2011-01-18,0,0,4,91,5,False
2011-01-19,0,0,3,92,5,False
2011-01-20,0,0,4,85,4,False
2011-01-21,0,0,3,84,4,False
2011-01-22,0,0,4,98,4,False
2011-01-23,0,0,4,98,4,False
2011-01-24,0,0,3,91,4,False
2011-01-25,1,0,3,90,5,False
2011-01-26,1,0,4,89,4,False
2011-01-27,0,0,4,91,5,False
2011-01-28,1,0,3,84,5,False
2011-01-29,0,0,4,97,3,False
2011-01-30,1,0,4,96,5,False
2011-01-31,0,0,4,87,4,False
2011-02-01,1,0,3,87,4,False
2011-02-02,0,0,3,88,4,False
2011-02-03,1,0,3,86,4,False
2011-02-04,0,0,3,84,5,False
2011-02-05,0,0,4,96,4,False
2011-02-06,1,0,4,90,4,False
2011-02-07,0,0,3,84,5,False
2011-02-08,1,0,3,94,4,False
2011-02-09,1,0,3,89,4,False
2011-02-10,1,0,3,87,4,False
2011-02-11,0,0,4,88,5,False
2011-02-12,0,0,4,94,5,False
2011-02-13,1,0,4,95,4,False
2011-02-14,0,0,4,88,4,False
2011-02-15,0,0,3,89,5,False
2011-02-16,1,0,3,91,5,False
2011-02-17,0,0,4,86,5,False
2011-02-18,1,0,4,86,5,False
2011-02-19,0,0,4,93,4,False
2011-02-20,1,0,4,96,4,False
2011-02-21,0,0,3,91,4,False
2011-02-22,0,0,4,91,4,False
2011-02-23,1,0,4,90,5,False
2011-02-24,0,0,4,88,5,False
2011-02-25,1,0,3,89,5,False
2011-02-26,0,0,4,100,4,False
2011-02-27,0,0,4,99,4,False
2011-02-28,0,0,3,89,4,False
2011-03-01,0,0,3,93,5,False
2011-03-02,1,0,4,92,5,False
2011-03-03,1,0,4,88,4,False
2011-03-04,0,0,3,91,4,False
2011-03-05,0,0,4,97,5,False
2011-03-06,0,0,4,100,6,False
2011-03-07,0,0,4,96,4,False
2011-03-08,1,0,4,93,6,False
2011-03-09,0,0,5,90,4,False
2011-03-10,1,0,4,88,4,False
2011-03-11,0,0,4,83,4,False
2011-03-12,1,0,4,84,4,False
2011-03-13,1,0,4,86,4,False
2011-03-14,0,0,3,85,4,False
2011-03-15,0,0,4,86,4,False
2011-03-16,0,0,3,85,4,False
2011-03-17,1,0,3,82,4,False
2011-03-18,0,0,3,81,4,False
2011-03-19,0,0,5,92,4,False
2011-03-20,0,0,4,90,4,False
2011-03-21,0,0,3,86,5,False
2011-03-22,0,0,4,85,4,False
2011-03-23,0,0,4,84,5,False
2011-03-24,0,0,3,84,4,False
2011-03-25,0,0,3,83,4,False
2011-03-26,0,0,3,84,5,False
2011-03-27,1,0,4,91,4,False
2011-03-28,1,0,3,86,5,False
2011-03-29,1,0,4,89,5,False
2011-03-30,1,0,3,86,4,False
2011-03-31,1,0,3,83,5,False
2011-04-01,1,0,3,80,4,False
2011-04-02,1,0,3,90,4,False
2011-04-03,0,0,4,93,4,False
2011-04-04,0,0,3,83,5,False
2011-04-05,1,0,3,85,4,False
2011-04-06,0,0,3,86,4,False
2011-04-07,1,0,4,83,4,False
2011-04-08,1,0,4,77,5,False
2011-04-09,1,0,3,83,4,False
2011-04-10,0,0,4,90,4,False
2011-04-11,1,0,4,88,4,False
2011-04-12,1,0,3,89,4,False
2011-04-13,1,0,4,88,4,False
2011-04-14,1,0,3,82,4,False
2011-04-15,1,0,3,79,4,False
2011-04-16,0,0,3,84,4,False
2011-04-17,1,0,4,90,4,False
2011-04-18,1,0,3,84,4,False
2011-04-19,1,0,3,86,4,False
2011-04-20,1,0,4,82,4,False
2011-04-21,0,0,3,81,4,False
2011-04-22,0,0,3,81,4,False
2011-04-23,1,0,4,81,4,False
2011-04-24,0,0,4,83,4,False
2011-04-25,0,0,3,82,4,False
2011-04-26,1,0,4,86,4,False
2011-04-27,1,0,4,82,4,False
2011-04-28,1,0,4,77,5,False
2011-04-29,0,0,4,73,4,False
2011-04-30,0,0,3,84,5,False
2011-05-01,0,0,4,84,4,False
2011-05-02,1,0,3,76,4,False
2011-05-03,1,0,4,90,4,False
2011-05-04,1,0,4,85,4,False
2011-05-05,0,0,3,85,5,False
2011-05-06,0,0,3,79,5,False
2011-05-07,0,0,3,81,4,False
2011-05-08,0,0,5,79,5,False
2011-05-09,0,0,4,88,4,False
2011-05-10,1,0,4,87,4,False
2011-05-11,1,0,4,85,4,False
2011-05-12,1,0,4,84,4,False
2011-05-13,1,0,3,84,4,False
2011-05-14,1,0,4,87,4,False
2011-05-15,0,0,4,90,5,False
2011-05-16,0,0,4,85,4,False
2011-05-17,0,0,4,86,4,False
2011-05-18,0,0,3,84,4,False
2011-05-19,1,0,4,83,4,False
2011-05-20,0,0,4,80,4,False
2011-05-21,0,0,4,84,4,False
2011-05-22,0,0,4,89,4,False
2011-05-23,1,0,3,86,4,False
2011-05-24,0,0,3,93,4,False
2011-05-25,0,0,3,83,5,False
2011-05-26,0,0,3,82,5,False
2011-05-27,1,0,4,83,4,False
2011-05-28,0,0,4,83,5,False
2011-05-29,1,0,3,85,5,False
2011-05-30,0,0,5,92,4,False
2011-05-31,0,0,4,89,5,False
2011-06-01,0,0,4,92,4,False
2011-06-02,0,0,4,90,5,False
2011-06-03,0,0,4,88,4,False
2011-06-04,0,0,4,91,4,False
2011-06-05,1,0,4,95,4,False
2011-06-06,1,0,4,87,5,False
2011-06-07,1,0,4,89,4,False
2011-06-08,1,0,3,88,4,False
2011-06-09,1,0,4,90,4,False
2011-06-10,0,0,4,85,4,False
2011-06-11,0,0,4,91,5,False
2011-06-12,1,0,4,92,4,False
2011-06-13,1,0,4,92,5,False
2011-06-14,0,0,3,91,4,False
2011-06-15,0,0,3,90,4,False
2011-06-16,0,0,3,88,4,False
2011-06-17,0,0,3,88,4,False
2011-06-18,1,0,4,91,4,False
