date,backward,backwardness,broke,cheap,colony,isPartial
2011-06-19,0,0,4,91,4,False
2011-06-20,0,0,4,88,5,False
2011-06-21,0,0,4,92,4,False
2011-06-22,0,0,4,90,5,False
2011-06-23,1,0,3,91,4,False
2011-06-24,1,0,4,87,4,False
2011-06-25,1,0,4,91,5,False
2011-06-26,0,0,4,94,4,False
2011-06-27,0,0,4,87,4,False
2011-06-28,0,0,4,91,4,False
2011-06-29,1,0,3,91,5,False
2011-06-30,0,0,4,89,5,False
2011-07-01,0,0,3,91,4,False
2011-07-02,0,0,3,89,5,False
2011-07-03,0,0,4,82,6,False
2011-07-04,0,0,3,86,6,False
2011-07-05,0,0,4,87,4,False
2011-07-06,0,0,4,93,5,False
2011-07-07,0,0,4,92,4,False
2011-07-08,1,0,3,89,4,False
2011-07-09,1,0,4,91,5,False
2011-07-10,0,0,4,92,5,False
2011-07-11,0,0,3,92,5,False
2011-07-12,0,0,4,94,5,False
2011-07-13,0,0,4,92,5,False
2011-07-14,1,0,4,91,5,False
2011-07-15,0,0,4,89,5,False
2011-07-16,1,0,4,93,4,False
2011-07-17,0,0,5,92,5,False
2011-07-18,1,0,4,96,4,False
2011-07-19,0,0,4,94,4,False
2011-07-20,0,0,4,95,4,False
2011-07-21,0,0,3,91,5,False
2011-07-22,0,0,3,88,4,False
2011-07-23,1,0,4,88,5,False
2011-07-24,1,0,5,92,4,False
2011-07-25,0,0,4,93,4,False
2011-07-26,0,0,4,96,3,False
2011-07-27,0,0,4,89,4,False
2011-07-28,0,0,4,86,4,False
2011-07-29,0,0,4,87,5,False
2011-07-30,0,0,4,87,5,False
2011-07-31,0,0,5,89,5,False
2011-08-01,0,0,4,86,5,False
2011-08-02,0,0,4,87,5,False
2011-08-03,1,0,4,88,4,False
2011-08-04,0,0,4,88,4,False
2011-08-05,0,0,4,86,4,False
2011-08-06,0,0,4,91,4,False
2011-08-07,0,0,5,90,4,False
2011-08-08,0,0,4,89,4,False
2011-08-09,0,0,3,89,4,False
2011-08-10,0,0,4,90,5,False
2011-08-11,0,0,3,88,5,False
2011-08-12,0,0,4,83,5,False
2011-08-13,0,0,4,86,4,False
2011-08-14,0,0,4,94,4,False
2011-08-15,0,0,4,89,4,False
2011-08-16,0,0,4,90,4,False
2011-08-17,1,0,4,84,5,False
2011-08-18,0,0,4,86,5,False
2011-08-19,0,0,4,87,5,False
2011-08-20,1,0,3,86,4,False
2011-08-21,0,0,4,91,5,False
2011-08-22,0,0,4,83,5,False
2011-08-23,0,0,4,81,4,False
2011-08-24,0,0,3,84,5,False
2011-08-25,0,0,3,80,5,False
2011-08-26,0,0,4,76,5,False
2011-08-27,0,0,4,78,4,False
2011-08-28,0,0,4,79,5,False
2011-08-29,0,0,4,78,4,False
2011-08-30,0,0,4,80,5,False
2011-08-31,0,0,3,86,5,False
2011-09-01,1,0,4,81,5,False
2011-09-02,0,0,4,82,5,False
2011-09-03,1,0,4,80,5,False
2011-09-04,0,0,4,84,5,False
2011-09-05,0,0,5,89,6,False
2011-09-06,1,0,4,79,6,False
2011-09-07,0,0,4,79,6,False
2011-09-08,0,0,4,76,6,False
2011-09-09,0,0,4,74,5,False
2011-09-10,0,0,3,79,4,False
