date,luxury,meritorious,nobility,nobleman,partner,isPartial
2015-02-16,78,0,2,0,59,False
2015-02-17,79,1,3,1,63,False
2015-02-18,76,2,2,1,58,False
2015-02-19,72,1,2,0,60,False
2015-02-20,76,1,2,0,56,False
2015-02-21,84,0,1,0,51,False
2015-02-22,86,1,3,0,51,False
2015-02-23,75,1,4,0,59,False
2015-02-24,78,2,4,0,64,False
2015-02-25,77,2,2,0,65,False
2015-02-26,72,1,5,0,64,False
2015-02-27,70,1,3,0,61,False
2015-02-28,81,1,1,0,49,False
2015-03-01,81,0,1,0,48,False
2015-03-02,76,1,2,0,60,False
2015-03-03,77,2,2,1,58,False
2015-03-04,77,1,2,1,60,False
2015-03-05,79,1,2,0,59,False
2015-03-06,81,1,2,1,61,False
2015-03-07,85,1,2,1,46,False
2015-03-08,79,1,2,0,51,False
2015-03-09,85,2,2,0,58,False
2015-03-10,83,1,3,1,63,False
2015-03-11,80,1,4,0,61,False
2015-03-12,77,1,2,0,60,False
2015-03-13,81,1,1,0,51,False
2015-03-14,86,2,2,0,49,False
2015-03-15,80,0,3,0,53,False
2015-03-16,79,1,3,0,59,False
2015-03-17,74,1,2,0,62,False
2015-03-18,71,1,4,0,60,False
2015-03-19,75,2,3,1,66,False
2015-03-20,77,0,3,1,50,False
2015-03-21,82,0,1,1,47,False
2015-03-22,79,1,1,0,49,False
2015-03-23,80,3,3,1,63,False
2015-03-24,83,2,2,0,70,False
2015-03-25,81,1,3,1,59,False
2015-03-26,70,2,2,0,57,False
2015-03-27,88,1,2,0,60,False
2015-03-28,96,1,3,1,48,False
2015-03-29,88,0,2,0,51,False
2015-03-30,93,2,3,0,59,False
2015-03-31,81,1,2,0,62,False
2015-04-01,76,1,2,0,59,False
2015-04-02,79,0,3,0,55,False
2015-04-03,79,0,1,1,52,False
2015-04-04,90,1,1,0,47,False
2015-04-05,81,0,2,1,46,False
2015-04-06,80,1,2,0,66,False
2015-04-07,83,1,1,0,63,False
2015-04-08,83,2,3,1,64,False
2015-04-09,74,0,2,0,59,False
2015-04-10,77,1,1,0,61,False
2015-04-11,82,1,1,1,52,False
2015-04-12,88,1,3,1,52,False
2015-04-13,81,1,3,1,57,False
2015-04-14,79,2,3,1,66,False
2015-04-15,69,0,2,1,65,False
2015-04-16,81,1,2,1,61,False
2015-04-17,77,1,2,1,53,False
2015-04-18,90,2,2,0,47,False
2015-04-19,90,0,1,0,49,False
2015-04-20,80,1,2,1,59,False
2015-04-21,82,0,2,0,67,False
2015-04-22,74,1,2,0,63,False
2015-04-23,78,1,1,0,55,False
2015-04-24,78,1,2,0,57,False
2015-04-25,92,0,1,0,48,False
2015-04-26,86,1,2,0,50,False
2015-04-27,73,1,1,0,53,False
2015-04-28,81,1,2,0,65,False
2015-04-29,82,1,1,0,66,False
2015-04-30,76,1,2,1,57,False
2015-05-01,72,2,2,0,55,False
2015-05-02,74,0,2,0,46,False
2015-05-03,74,1,1,0,47,False
2015-05-04,79,0,2,0,61,False
2015-05-05,78,2,2,1,65,False
2015-05-06,74,1,2,0,63,False
2015-05-07,86,2,1,0,59,False
2015-05-08,77,1,2,1,60,False
2015-05-09,89,1,1,0,47,False
2015-05-10,87,1,3,0,49,False
2015-05-11,85,1,3,0,65,False
2015-05-12,83,1,3,0,60,False
2015-05-13,80,1,2,1,71,False
2015-05-14,85,1,1,1,61,False
2015-05-15,78,1,2,1,62,False
2015-05-16,84,1,2,0,47,False
2015-05-17,78,1,2,0,50,False
2015-05-18,76,1,2,0,63,False
2015-05-19,82,1,2,1,58,False
2015-05-20,84,1,3,0,70,False
2015-05-21,82,1,2,0,57,False
2015-05-22,77,1,2,1,58,False
2015-05-23,93,0,2,1,45,False
2015-05-24,88,1,2,0,48,False
2015-05-25,88,1,2,0,58,False
2015-05-26,79,1,2,0,59,False
2015-05-27,75,1,3,1,60,False
2015-05-28,77,1,4,1,59,False
2015-05-29,81,1,2,0,62,False
2015-05-30,84,1,1,1,50,False
2015-05-31,92,1,2,1,51,False
2015-06-01,84,1,2,0,61,False
2015-06-02,83,1,1,0,67,False
2015-06-03,86,1,2,0,67,False
2015-06-04,78,1,3,0,64,False
2015-06-05,83,1,1,0,62,False
2015-06-06,86,1,1,0,48,False
2015-06-07,92,1,2,0,47,False
2015-06-08,82,1,2,1,64,False
2015-06-09,76,1,1,0,67,False
2015-06-10,93,1,2,0,60,False
2015-06-11,86,0,1,1,63,False
2015-06-12,81,1,1,0,64,False
2015-06-13,100,1,2,0,51,False
2015-06-14,92,1,2,1,51,False
2015-06-15,85,1,1,1,61,False
2015-06-16,84,1,2,0,67,False
2015-06-17,82,2,1,0,58,False
2015-06-18,85,1,1,0,71,False
2015-06-19,82,1,1,0,62,False
2015-06-20,82,1,3,1,44,False
2015-06-21,86,0,4,0,57,False
2015-06-22,84,1,1,0,62,False
2015-06-23,85,1,1,1,72,False
2015-06-24,88,1,2,1,68,False
2015-06-25,82,1,2,1,65,False
2015-06-26,80,0,1,0,66,False
2015-06-27,91,1,1,1,50,False
2015-06-28,92,1,2,1,51,False
2015-06-29,89,0,1,0,64,False
2015-06-30,89,1,1,0,62,False
2015-07-01,90,1,2,0,64,False
2015-07-02,88,1,0,1,61,False
2015-07-03,86,1,1,0,54,False
2015-07-04,91,1,2,0,51,False
2015-07-05,99,1,2,1,53,False
2015-07-06,82,0,1,0,72,False
2015-07-07,93,1,1,0,72,False
2015-07-08,85,1,1,1,61,False
2015-07-09,85,1,1,0,64,False
2015-07-10,85,1,2,1,80,False
2015-07-11,85,1,2,0,53,False
2015-07-12,90,1,2,1,59,False
2015-07-13,94,1,1,0,66,False
2015-07-14,82,0,1,1,71,False
2015-07-15,94,1,2,1,62,False
2015-07-16,88,1,2,0,60,False
2015-07-17,89,1,1,0,57,False
2015-07-18,98,0,1,1,53,False
2015-07-19,99,1,1,1,51,False
2015-07-20,85,1,1,0,66,False
2015-07-21,93,1,1,1,68,False
2015-07-22,91,0,2,1,66,False
2015-07-23,90,1,1,0,66,False
2015-07-24,91,1,1,0,61,False
2015-07-25,78,0,3,1,51,False
2015-07-26,89,1,2,1,47,False
2015-07-27,91,1,2,0,65,False
2015-07-28,89,0,2,0,63,False
2015-07-29,83,1,2,0,70,False
2015-07-30,80,1,2,0,65,False
2015-07-31,87,0,1,0,61,False
2015-08-01,93,0,2,1,54,False
2015-08-02,97,0,2,0,46,False
2015-08-03,87,1,1,0,60,False
2015-08-04,95,1,1,0,68,False
2015-08-05,88,1,1,0,72,False
2015-08-06,88,2,1,0,62,False
2015-08-07,81,0,1,0,63,False
2015-08-08,94,1,1,1,48,False
2015-08-09,89,0,1,0,48,False
2015-08-10,88,0,2,1,62,False
2015-08-11,85,1,2,0,70,False
2015-08-12,81,2,2,0,71,False
2015-08-13,83,1,2,0,62,False
2015-08-14,77,1,1,0,57,False
2015-08-15,91,1,3,0,50,False
2015-08-16,87,1,3,1,49,False
2015-08-17,89,1,2,0,63,False
2015-08-18,79,1,2,1,74,False
2015-08-19,83,1,2,1,64,False
2015-08-20,79,1,1,0,61,False
2015-08-21,81,1,2,0,70,False
2015-08-22,91,1,2,0,56,False
2015-08-23,89,0,1,0,50,False
2015-08-24,79,1,2,0,57,False
2015-08-25,80,1,3,0,60,False
2015-08-26,86,0,3,1,63,False
2015-08-27,77,1,1,0,60,False
2015-08-28,82,1,2,0,62,False
2015-08-29,83,1,1,0,51,False
2015-08-30,97,1,3,0,46,False
2015-08-31,74,2,2,0,59,False
2015-09-01,79,2,2,1,69,False
2015-09-02,84,2,2,0,64,False
2015-09-03,78,1,1,0,65,False
2015-09-04,78,1,2,1,54,False
2015-09-05,84,0,2,0,52,False
2015-09-06,82,0,2,1,49,False
2015-09-07,93,0,3,0,52,False
2015-09-08,83,2,3,0,62,False
2015-09-09,76,1,3,1,63,False
2015-09-10,80,3,3,0,67,False
2015-09-11,74,2,2,0,60,False
2015-09-12,87,0,1,0,50,False
2015-09-13,84,1,3,1,57,False
2015-09-14,76,1,3,1,62,False
2015-09-15,77,2,3,1,70,False
2015-09-16,76,1,3,0,71,False
2015-09-17,71,1,3,0,65,False
2015-09-18,74,1,4,1,68,False
2015-09-19,74,1,1,0,53,False
2015-09-20,77,1,3,1,58,False
2015-09-21,74,1,1,0,69,False
2015-09-22,71,1,3,1,70,False
2015-09-23,80,1,2,1,60,False
2015-09-24,78,2,3,0,59,False
2015-09-25,73,1,3,1,66,False
2015-09-26,81,0,2,0,53,False
2015-09-27,86,1,1,1,52,False
2015-09-28,77,1,3,1,63,False
2015-09-29,81,1,2,1,70,False
2015-09-30,76,2,3,0,67,False
2015-10-01,79,1,2,0,61,False
2015-10-02,71,1,2,0,64,False
2015-10-03,82,0,2,0,52,False
2015-10-04,85,1,2,0,53,False
2015-10-05,76,1,1,1,61,False
2015-10-06,70,1,4,1,72,False
2015-10-07,76,0,3,1,68,False
2015-10-08,74,1,3,1,66,False
2015-10-09,76,1,2,4,64,False
2015-10-10,82,0,1,1,55,False
2015-10-11,76,0,2,0,50,False
2015-10-12,73,1,3,0,69,False
2015-10-13,83,1,2,1,65,False
2015-10-14,71,1,2,0,68,False
2015-10-15,74,2,3,1,59,False
2015-10-16,74,1,2,1,53,False
2015-10-17,70,0,0,0,52,False
2015-10-18,84,1,2,0,50,False
2015-10-19,82,1,3,0,61,False
2015-10-20,75,1,3,1,62,False
2015-10-21,76,0,4,1,69,False
2015-10-22,73,1,2,2,66,False
2015-10-23,72,2,2,1,60,False
2015-10-24,87,1,1,0,52,False
2015-10-25,78,1,2,0,54,False
2015-10-26,72,1,3,1,64,False
2015-10-27,68,1,3,0,66,False
2015-10-28,77,1,2,1,65,False
2015-10-29,71,1,1,1,61,False
2015-10-30,74,1,2,0,59,False
2015-10-31,74,0,1,0,53,False
2015-11-01,80,0,2,1,51,False
2015-11-02,74,1,3,1,64,False
2015-11-03,75,2,3,1,72,False
2015-11-04,72,1,2,0,68,False
2015-11-05,68,1,2,0,73,False
2015-11-06,80,2,2,0,65,False
2015-11-07,83,1,1,0,52,False
2015-11-08,75,1,2,0,47,False
2015-11-09,69,1,3,1,67,False
2015-11-10,83,1,3,0,71,False
2015-11-11,78,3,2,1,62,False
2015-11-12,70,1,3,1,66,False
