date,bargain,benefactor,beneficiary,benefit,benevolence,isPartial
2012-05-06,11,0,1,30,1,False
2012-05-07,9,0,4,38,1,False
2012-05-08,11,1,4,42,1,False
2012-05-09,13,1,3,43,1,False
2012-05-10,10,1,4,42,1,False
2012-05-11,11,1,3,39,0,False
2012-05-12,8,1,2,24,0,False
2012-05-13,10,0,1,24,1,False
2012-05-14,9,1,4,37,1,False
2012-05-15,12,2,3,41,1,False
2012-05-16,12,0,4,43,0,False
2012-05-17,9,0,2,40,1,False
2012-05-18,9,0,3,39,0,False
2012-05-19,9,0,2,27,0,False
2012-05-20,9,1,2,26,1,False
2012-05-21,10,0,3,54,1,False
2012-05-22,10,0,4,43,1,False
2012-05-23,9,1,2,37,1,False
2012-05-24,9,0,3,40,1,False
2012-05-25,9,0,3,38,1,False
2012-05-26,12,0,3,26,0,False
2012-05-27,10,0,1,26,1,False
2012-05-28,11,0,2,25,1,False
2012-05-29,12,0,3,42,1,False
2012-05-30,9,0,3,37,1,False
2012-05-31,9,0,4,43,0,False
2012-06-01,11,0,3,34,1,False
2012-06-02,12,0,2,29,1,False
2012-06-03,10,0,2,28,1,False
2012-06-04,11,0,4,38,1,False
2012-06-05,11,0,3,42,0,False
2012-06-06,8,1,3,33,1,False
2012-06-07,10,0,4,41,1,False
2012-06-08,11,0,3,34,1,False
2012-06-09,10,0,2,27,1,False
2012-06-10,11,1,2,27,1,False
2012-06-11,12,0,4,42,1,False
2012-06-12,10,0,4,39,1,False
2012-06-13,11,1,4,35,1,False
2012-06-14,12,1,5,40,1,False
2012-06-15,9,0,4,29,0,False
2012-06-16,13,1,1,22,1,False
2012-06-17,8,1,2,24,1,False
2012-06-18,12,0,3,37,1,False
2012-06-19,10,0,5,41,1,False
2012-06-20,11,1,4,37,1,False
2012-06-21,11,0,3,37,1,False
2012-06-22,9,1,4,33,0,False
2012-06-23,11,0,0,26,0,False
2012-06-24,8,1,2,25,1,False
2012-06-25,10,0,3,38,0,False
2012-06-26,11,0,4,34,1,False
2012-06-27,10,1,5,37,0,False
2012-06-28,12,1,3,40,1,False
2012-06-29,11,1,3,38,1,False
2012-06-30,10,1,1,28,1,False
2012-07-01,10,1,1,26,1,False
2012-07-02,11,0,3,36,0,False
2012-07-03,13,0,3,36,1,False
2012-07-04,10,0,2,24,1,False
2012-07-05,14,1,3,35,0,False
2012-07-06,11,1,3,31,1,False
2012-07-07,10,1,2,28,1,False
2012-07-08,9,0,2,30,0,False
2012-07-09,9,1,2,35,0,False
2012-07-10,13,1,4,39,0,False
2012-07-11,10,1,3,40,0,False
2012-07-12,12,1,3,37,0,False
2012-07-13,13,0,3,40,1,False
2012-07-14,12,1,2,24,1,False
2012-07-15,9,0,1,31,1,False
2012-07-16,10,0,3,37,1,False
2012-07-17,10,1,4,42,0,False
2012-07-18,11,0,4,42,1,False
2012-07-19,8,0,3,38,1,False
2012-07-20,12,1,4,33,1,False
2012-07-21,10,0,1,28,1,False
2012-07-22,9,0,2,27,1,False
2012-07-23,10,0,3,42,1,False
2012-07-24,9,0,4,34,0,False
2012-07-25,11,1,4,41,0,False
2012-07-26,10,1,4,39,1,False
2012-07-27,8,0,3,38,1,False
2012-07-28,12,0,2,27,0,False
2012-07-29,10,0,2,26,1,False
2012-07-30,11,1,3,38,1,False
2012-07-31,9,0,4,41,1,False
2012-08-01,9,0,4,40,1,False
2012-08-02,10,1,3,39,1,False
2012-08-03,10,1,3,28,1,False
2012-08-04,12,1,2,24,1,False
2012-08-05,9,0,1,24,1,False
2012-08-06,9,0,4,37,1,False
2012-08-07,9,0,5,35,0,False
2012-08-08,9,1,4,37,0,False
2012-08-09,8,1,3,35,0,False
2012-08-10,10,0,3,33,1,False
2012-08-11,8,1,2,23,0,False
2012-08-12,11,0,1,30,0,False
2012-08-13,10,1,3,32,1,False
2012-08-14,11,1,4,40,1,False
2012-08-15,10,1,4,37,1,False
2012-08-16,11,1,4,40,1,False
2012-08-17,11,0,3,36,1,False
2012-08-18,11,1,2,27,1,False
2012-08-19,10,0,1,25,1,False
2012-08-20,7,1,3,37,1,False
2012-08-21,10,1,4,37,1,False
2012-08-22,11,1,3,40,0,False
2012-08-23,12,0,4,39,1,False
2012-08-24,10,0,5,38,1,False
2012-08-25,9,0,2,28,1,False
2012-08-26,10,0,2,29,0,False
2012-08-27,9,0,4,37,1,False
2012-08-28,10,0,4,44,1,False
2012-08-29,11,1,4,42,1,False
2012-08-30,10,0,4,42,1,False
2012-08-31,11,0,3,36,1,False
2012-09-01,9,0,2,23,0,False
2012-09-02,12,0,2,29,0,False
2012-09-03,12,1,2,30,1,False
2012-09-04,10,1,4,42,1,False
2012-09-05,11,0,5,40,1,False
2012-09-06,10,1,4,46,1,False
2012-09-07,9,1,3,37,1,False
2012-09-08,10,1,2,35,0,False
2012-09-09,11,0,1,32,1,False
2012-09-10,11,1,4,47,1,False
2012-09-11,9,1,4,48,0,False
2012-09-12,9,1,3,45,1,False
2012-09-13,10,1,3,48,1,False
2012-09-14,8,1,4,45,2,False
2012-09-15,9,0,2,36,0,False
2012-09-16,10,0,2,30,1,False
2012-09-17,13,1,4,43,1,False
2012-09-18,12,0,4,49,1,False
2012-09-19,10,1,4,43,1,False
2012-09-20,9,1,4,49,1,False
2012-09-21,10,1,3,42,1,False
2012-09-22,11,0,1,32,0,False
2012-09-23,13,0,1,28,1,False
2012-09-24,11,1,3,47,1,False
2012-09-25,9,0,4,48,1,False
2012-09-26,11,1,3,52,1,False
2012-09-27,10,0,4,47,2,False
2012-09-28,9,1,4,41,1,False
2012-09-29,10,0,1,24,0,False
2012-09-30,10,0,2,32,1,False
2012-10-01,10,0,5,45,1,False
2012-10-02,9,1,3,49,2,False
2012-10-03,10,1,6,48,2,False
2012-10-04,10,1,5,45,1,False
2012-10-05,8,1,3,39,1,False
2012-10-06,8,1,2,30,1,False
2012-10-07,8,0,2,33,2,False
2012-10-08,10,1,4,42,1,False
2012-10-09,11,1,4,42,2,False
2012-10-10,9,0,5,50,1,False
2012-10-11,8,0,4,43,2,False
2012-10-12,10,1,3,39,1,False
2012-10-13,11,0,2,30,0,False
2012-10-14,13,0,1,36,0,False
2012-10-15,10,0,5,44,2,False
2012-10-16,10,1,5,50,1,False
2012-10-17,12,1,5,48,1,False
2012-10-18,11,1,3,46,1,False
2012-10-19,9,1,5,45,1,False
