date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2004-01-01,0,0,23,57,17,False
2004-01-02,0,0,70,44,17,False
2004-01-03,0,0,39,69,9,False
2004-01-04,0,3,30,74,9,False
2004-01-05,0,0,42,35,7,False
2004-01-06,0,0,82,63,5,False
2004-01-07,0,3,72,72,19,False
2004-01-08,0,2,74,60,9,False
2004-01-09,0,0,77,55,7,False
2004-01-10,0,9,34,60,9,False
2004-01-11,0,0,46,75,17,False
2004-01-12,0,2,71,59,5,False
2004-01-13,0,2,55,50,12,False
2004-01-14,2,2,80,59,8,False
2004-01-15,0,2,71,80,5,False
2004-01-16,0,0,74,71,4,False
2004-01-17,0,0,34,51,8,False
2004-01-18,0,3,31,46,6,False
2004-01-19,0,2,64,62,14,False
2004-01-20,0,0,69,60,8,False
2004-01-21,0,0,83,50,5,False
2004-01-22,0,3,73,57,3,False
2004-01-23,0,0,53,47,2,False
2004-01-24,0,0,40,38,5,False
2004-01-25,0,0,26,60,18,False
2004-01-26,0,2,80,53,10,False
2004-01-27,0,2,61,56,10,False
2004-01-28,0,5,62,65,6,False
2004-01-29,0,3,77,60,7,False
2004-01-30,0,2,69,57,5,False
2004-01-31,0,3,46,35,19,False
2004-02-01,0,0,48,65,5,False
2004-02-02,0,2,56,55,3,False
2004-02-03,0,2,71,38,6,False
2004-02-04,0,0,65,53,5,False
2004-02-05,0,0,68,59,8,False
2004-02-06,0,3,59,63,7,False
2004-02-07,0,0,42,57,0,False
2004-02-08,0,0,59,71,4,False
2004-02-09,0,0,76,57,8,False
2004-02-10,0,2,69,39,3,False
2004-02-11,0,0,50,49,2,False
2004-02-12,0,2,71,37,8,False
2004-02-13,0,0,70,42,0,False
2004-02-14,0,0,63,22,8,False
2004-02-15,0,0,51,49,9,False
2004-02-16,0,2,52,55,7,False
2004-02-17,0,0,63,45,3,False
2004-02-18,0,0,71,47,3,False
2004-02-19,0,2,63,40,6,False
2004-02-20,0,2,69,45,9,False
2004-02-21,0,0,76,47,8,False
