date,luxury,meritorious,nobility,nobleman,partner,isPartial
2004-09-11,56,0,3,0,17,False
2004-09-12,55,0,0,0,25,False
2004-09-13,54,0,0,0,43,False
2004-09-14,75,0,2,0,36,False
2004-09-15,67,0,0,0,29,False
2004-09-16,78,2,3,0,31,False
2004-09-17,66,2,2,0,31,False
2004-09-18,58,0,0,0,25,False
2004-09-19,77,0,0,0,25,False
2004-09-20,49,0,2,0,23,False
2004-09-21,71,0,0,0,36,False
2004-09-22,61,0,2,0,35,False
2004-09-23,61,0,5,0,39,False
2004-09-24,70,0,0,0,30,False
2004-09-25,68,3,0,0,17,False
2004-09-26,82,0,5,0,38,False
2004-09-27,62,0,3,0,40,False
2004-09-28,65,0,0,0,33,False
2004-09-29,59,3,3,0,30,False
2004-09-30,52,2,0,0,34,False
2004-10-01,69,0,5,0,27,False
2004-10-02,64,3,0,0,11,False
2004-10-03,72,0,0,0,35,False
2004-10-04,71,0,0,2,38,False
2004-10-05,60,0,0,2,37,False
2004-10-06,35,0,2,0,38,False
2004-10-07,53,0,2,0,26,False
2004-10-08,61,0,0,2,30,False
2004-10-09,86,0,0,0,26,False
2004-10-10,47,0,8,0,39,False
2004-10-11,54,0,3,2,25,False
2004-10-12,59,0,0,0,7,False
2004-10-13,68,0,0,0,25,False
2004-10-14,63,0,3,2,37,False
2004-10-15,73,2,0,0,27,False
2004-10-16,71,0,3,0,16,False
2004-10-17,48,3,3,0,27,False
2004-10-18,50,2,3,2,42,False
2004-10-19,58,0,3,0,32,False
2004-10-20,45,0,2,0,23,False
2004-10-21,74,3,2,2,27,False
2004-10-22,43,0,0,0,28,False
2004-10-23,57,0,3,0,24,False
2004-10-24,75,0,3,0,18,False
2004-10-25,44,5,5,0,30,False
2004-10-26,65,0,3,0,32,False
2004-10-27,90,0,0,2,49,False
2004-10-28,42,0,2,0,33,False
2004-10-29,70,7,0,0,14,False
2004-10-30,59,0,0,0,39,False
2004-10-31,76,0,0,0,14,False
2004-11-01,46,2,2,3,45,False
2004-11-02,66,0,3,0,23,False
2004-11-03,43,0,0,1,35,False
2004-11-04,43,0,2,0,35,False
2004-11-05,57,0,0,0,34,False
