date,costliness,costly,debtor,default,depression,isPartial
2015-02-16,0,1,1,54,65,False
2015-02-17,0,1,1,60,74,False
2015-02-18,0,1,1,61,77,False
2015-02-19,0,1,1,62,74,False
2015-02-20,0,1,1,63,69,False
2015-02-21,0,1,0,39,54,False
2015-02-22,0,0,0,43,65,False
2015-02-23,0,1,1,57,84,False
2015-02-24,0,1,1,60,86,False
2015-02-25,0,1,1,61,86,False
2015-02-26,0,0,1,60,80,False
2015-02-27,0,1,1,56,73,False
2015-02-28,0,1,0,44,59,False
2015-03-01,0,1,0,38,66,False
2015-03-02,0,1,1,57,83,False
2015-03-03,0,1,1,66,79,False
2015-03-04,0,1,1,63,82,False
2015-03-05,0,1,1,59,77,False
2015-03-06,0,1,0,59,73,False
2015-03-07,0,1,0,47,58,False
2015-03-08,0,1,1,41,69,False
2015-03-09,0,1,1,58,86,False
2015-03-10,0,1,1,61,83,False
2015-03-11,0,1,1,59,87,False
2015-03-12,0,1,1,63,80,False
2015-03-13,0,1,2,58,70,False
2015-03-14,0,1,1,37,54,False
2015-03-15,0,1,0,43,62,False
2015-03-16,0,1,1,63,83,False
2015-03-17,0,1,1,60,73,False
2015-03-18,0,0,1,64,79,False
2015-03-19,0,1,1,61,81,False
2015-03-20,0,1,1,59,74,False
2015-03-21,0,0,0,39,53,False
2015-03-22,0,0,0,43,66,False
2015-03-23,0,1,1,62,87,False
2015-03-24,0,1,1,62,85,False
2015-03-25,0,1,1,54,93,False
2015-03-26,0,2,1,65,79,False
2015-03-27,0,1,1,58,74,False
2015-03-28,0,0,0,37,57,False
2015-03-29,0,1,1,38,72,False
2015-03-30,0,1,1,61,82,False
2015-03-31,0,1,2,59,83,False
2015-04-01,0,1,1,63,78,False
2015-04-02,0,1,1,62,76,False
2015-04-03,0,1,1,55,58,False
2015-04-04,0,1,1,41,51,False
2015-04-05,0,0,0,35,55,False
2015-04-06,0,1,1,60,75,False
2015-04-07,0,1,1,60,79,False
2015-04-08,0,0,1,63,79,False
2015-04-09,0,1,1,68,80,False
2015-04-10,0,1,1,55,71,False
2015-04-11,0,0,1,38,54,False
2015-04-12,0,1,1,39,66,False
2015-04-13,0,1,1,57,87,False
2015-04-14,0,1,1,61,86,False
2015-04-15,0,1,1,65,79,False
2015-04-16,0,1,1,66,84,False
2015-04-17,0,1,2,64,79,False
2015-04-18,0,1,0,41,56,False
2015-04-19,0,0,1,39,67,False
2015-04-20,0,1,0,63,86,False
2015-04-21,0,1,1,64,94,False
2015-04-22,0,1,1,65,77,False
2015-04-23,0,1,1,59,88,False
2015-04-24,0,1,1,57,77,False
2015-04-25,0,0,0,37,56,False
2015-04-26,0,0,0,41,67,False
2015-04-27,0,1,1,61,86,False
2015-04-28,0,1,1,64,85,False
2015-04-29,0,1,1,60,82,False
2015-04-30,0,1,2,61,79,False
2015-05-01,0,1,0,58,72,False
2015-05-02,0,1,1,41,52,False
2015-05-03,0,1,0,33,62,False
2015-05-04,0,1,1,65,79,False
2015-05-05,0,1,1,59,79,False
2015-05-06,0,1,1,65,81,False
2015-05-07,0,0,1,62,81,False
2015-05-08,0,1,1,60,79,False
2015-05-09,0,1,1,38,53,False
2015-05-10,0,0,0,38,57,False
2015-05-11,0,1,1,53,82,False
2015-05-12,0,1,1,64,79,False
2015-05-13,0,0,1,67,78,False
2015-05-14,0,1,1,60,76,False
2015-05-15,0,1,1,62,72,False
2015-05-16,0,1,0,35,53,False
2015-05-17,0,1,0,38,60,False
2015-05-18,0,0,1,60,78,False
2015-05-19,0,1,1,62,75,False
2015-05-20,0,1,1,62,74,False
2015-05-21,0,1,1,63,75,False
2015-05-22,0,1,1,54,63,False
2015-05-23,0,0,1,37,48,False
2015-05-24,0,0,0,32,57,False
2015-05-25,0,1,0,36,67,False
2015-05-26,0,1,1,59,78,False
2015-05-27,0,1,1,61,69,False
2015-05-28,0,1,1,63,70,False
2015-05-29,0,1,0,56,65,False
2015-05-30,0,0,0,43,56,False
2015-05-31,0,1,0,36,63,False
2015-06-01,0,1,0,55,68,False
2015-06-02,0,1,1,69,67,False
2015-06-03,0,1,1,62,67,False
2015-06-04,0,0,1,61,60,False
2015-06-05,0,1,0,59,54,False
2015-06-06,0,1,0,43,50,False
2015-06-07,0,0,0,41,50,False
2015-06-08,0,1,1,58,58,False
2015-06-09,0,1,1,64,63,False
2015-06-10,0,1,1,68,62,False
2015-06-11,0,1,1,76,54,False
2015-06-12,0,1,0,66,48,False
2015-06-13,0,1,1,36,51,False
2015-06-14,0,0,0,36,59,False
2015-06-15,0,1,1,67,60,False
2015-06-16,0,0,1,67,61,False
2015-06-17,0,1,1,70,59,False
2015-06-18,0,1,1,68,58,False
2015-06-19,0,1,1,63,51,False
2015-06-20,0,1,0,40,49,False
2015-06-21,0,1,0,36,52,False
2015-06-22,0,1,1,68,59,False
2015-06-23,0,1,1,67,58,False
2015-06-24,0,1,1,73,57,False
2015-06-25,0,1,1,75,59,False
2015-06-26,0,0,1,63,55,False
2015-06-27,0,1,0,39,50,False
2015-06-28,0,1,1,44,59,False
2015-06-29,0,1,1,80,57,False
2015-06-30,0,1,1,93,54,False
2015-07-01,0,1,2,87,51,False
2015-07-02,0,1,1,69,54,False
2015-07-03,0,1,0,49,51,False
2015-07-04,0,0,0,38,49,False
2015-07-05,0,1,1,43,60,False
2015-07-06,0,1,1,66,63,False
2015-07-07,0,1,1,62,56,False
2015-07-08,0,1,1,71,60,False
2015-07-09,0,1,1,64,58,False
2015-07-10,0,1,1,65,57,False
2015-07-11,0,1,0,41,53,False
2015-07-12,0,0,1,41,61,False
2015-07-13,0,1,1,66,64,False
2015-07-14,0,0,1,63,55,False
2015-07-15,0,1,1,62,56,False
2015-07-16,0,0,1,68,58,False
2015-07-17,0,1,1,64,58,False
2015-07-18,0,0,0,43,55,False
2015-07-19,0,1,1,39,59,False
2015-07-20,0,0,1,72,60,False
2015-07-21,0,0,1,67,67,False
2015-07-22,0,0,1,69,70,False
2015-07-23,0,1,1,66,63,False
2015-07-24,0,1,1,62,51,False
2015-07-25,0,0,0,36,57,False
2015-07-26,0,0,0,39,57,False
2015-07-27,0,1,1,63,61,False
2015-07-28,0,0,1,67,61,False
2015-07-29,0,1,1,71,54,False
2015-07-30,0,1,1,71,58,False
2015-07-31,0,1,1,60,55,False
2015-08-01,0,1,0,43,53,False
2015-08-02,0,0,1,46,57,False
2015-08-03,0,1,1,66,54,False
2015-08-04,0,1,1,73,61,False
2015-08-05,0,1,1,70,53,False
2015-08-06,0,1,2,69,57,False
2015-08-07,0,0,1,63,46,False
2015-08-08,0,0,0,46,46,False
2015-08-09,0,0,1,42,53,False
2015-08-10,0,1,1,66,56,False
2015-08-11,0,1,0,75,59,False
2015-08-12,0,0,1,68,57,False
2015-08-13,0,1,1,69,56,False
2015-08-14,0,0,1,62,49,False
2015-08-15,0,0,0,41,48,False
2015-08-16,0,0,1,44,53,False
2015-08-17,0,1,1,64,57,False
2015-08-18,0,1,1,70,70,False
2015-08-19,0,1,0,69,60,False
2015-08-20,0,1,1,69,59,False
2015-08-21,0,0,1,60,57,False
2015-08-22,0,0,0,41,51,False
2015-08-23,0,1,1,39,60,False
2015-08-24,0,1,1,66,64,False
2015-08-25,0,1,1,70,62,False
2015-08-26,0,1,1,72,64,False
2015-08-27,0,1,1,64,63,False
2015-08-28,0,0,1,57,58,False
2015-08-29,0,1,0,37,57,False
2015-08-30,0,0,1,46,64,False
2015-08-31,0,0,1,66,65,False
2015-09-01,0,1,1,71,62,False
2015-09-02,0,1,1,73,67,False
2015-09-03,0,1,1,63,63,False
2015-09-04,0,0,1,62,55,False
2015-09-05,0,1,0,35,52,False
2015-09-06,0,1,1,38,58,False
2015-09-07,0,1,1,42,60,False
2015-09-08,0,1,1,63,73,False
2015-09-09,0,1,1,64,69,False
2015-09-10,0,1,1,65,71,False
2015-09-11,0,0,1,58,64,False
