date,advantage,affluence,affluent,afloat,allowance,isPartial
2006-02-01,69,0,2,0,14,False
2006-02-02,58,1,0,0,10,False
2006-02-03,48,0,2,0,12,False
2006-02-04,52,1,0,0,8,False
2006-02-05,49,0,1,0,11,False
2006-02-06,59,1,1,1,12,False
2006-02-07,69,0,0,1,12,False
2006-02-08,58,0,1,0,12,False
2006-02-09,60,0,1,0,7,False
2006-02-10,56,0,2,0,14,False
2006-02-11,59,0,0,1,7,False
2006-02-12,61,0,0,0,7,False
2006-02-13,64,0,1,1,14,False
2006-02-14,58,0,0,2,6,False
2006-02-15,60,0,1,1,10,False
2006-02-16,61,0,2,0,10,False
2006-02-17,67,1,2,0,13,False
2006-02-18,48,1,0,0,10,False
2006-02-19,60,0,0,0,13,False
2006-02-20,62,1,1,1,10,False
2006-02-21,71,0,1,0,17,False
2006-02-22,63,1,2,1,6,False
2006-02-23,62,0,0,0,7,False
2006-02-24,51,0,0,0,16,False
2006-02-25,55,0,6,0,11,False
2006-02-26,49,0,1,0,8,False
2006-02-27,62,1,1,1,5,False
2006-02-28,62,0,1,1,12,False
2006-03-01,76,0,3,0,14,False
2006-03-02,71,0,0,0,10,False
2006-03-03,55,1,2,2,9,False
2006-03-04,70,0,0,0,6,False
2006-03-05,68,0,2,1,16,False
2006-03-06,62,1,0,1,13,False
2006-03-07,73,0,1,0,7,False
2006-03-08,57,1,1,0,10,False
2006-03-09,76,0,2,1,13,False
2006-03-10,65,0,0,1,9,False
2006-03-11,64,0,0,1,4,False
2006-03-12,49,0,0,0,6,False
2006-03-13,58,0,1,1,14,False
2006-03-14,70,0,1,1,9,False
2006-03-15,61,0,1,0,10,False
2006-03-16,64,0,1,0,7,False
2006-03-17,59,0,2,1,2,False
2006-03-18,46,0,0,1,8,False
2006-03-19,50,0,0,0,8,False
2006-03-20,43,1,2,0,12,False
2006-03-21,54,1,3,0,9,False
2006-03-22,63,0,1,1,4,False
2006-03-23,53,1,1,1,12,False
2006-03-24,57,0,1,1,12,False
2006-03-25,49,0,1,1,5,False
2006-03-26,46,0,1,0,6,False
2006-03-27,67,1,0,0,12,False
2006-03-28,67,0,1,1,14,False
2006-03-29,66,0,1,1,10,False
2006-03-30,72,0,2,0,8,False
2006-03-31,51,0,0,0,7,False
2006-04-01,62,0,0,0,11,False
2006-04-02,33,0,0,0,5,False
2006-04-03,81,0,1,0,11,False
2006-04-04,55,1,2,1,9,False
2006-04-05,62,0,4,1,9,False
2006-04-06,67,0,0,0,6,False
2006-04-07,61,0,2,2,10,False
2006-04-08,47,0,1,0,7,False
2006-04-09,64,0,0,1,5,False
2006-04-10,65,0,0,1,13,False
2006-04-11,61,0,0,1,8,False
2006-04-12,65,1,1,1,13,False
2006-04-13,62,0,2,0,10,False
2006-04-14,61,0,2,0,9,False
2006-04-15,48,1,4,0,9,False
2006-04-16,43,0,0,1,13,False
2006-04-17,55,0,2,1,15,False
2006-04-18,58,0,1,0,9,False
2006-04-19,61,0,1,0,8,False
2006-04-20,55,1,0,1,9,False
2006-04-21,52,0,1,0,9,False
2006-04-22,57,1,2,0,3,False
2006-04-23,58,0,0,0,1,False
2006-04-24,71,0,2,1,15,False
2006-04-25,86,1,0,0,8,False
2006-04-26,76,1,1,1,10,False
2006-04-27,55,1,1,0,9,False
2006-04-28,62,0,2,1,8,False
2006-04-29,58,0,1,1,2,False
2006-04-30,70,0,1,0,8,False
2006-05-01,71,1,3,1,15,False
