date,advantage,affluence,affluent,afloat,allowance,isPartial
2006-05-02,69,1,1,2,13,False
2006-05-03,80,1,1,1,13,False
2006-05-04,64,0,1,1,9,False
2006-05-05,72,0,2,1,13,False
2006-05-06,74,0,0,0,10,False
2006-05-07,77,0,1,0,9,False
2006-05-08,75,0,4,1,16,False
2006-05-09,76,1,1,2,11,False
2006-05-10,64,1,0,0,9,False
2006-05-11,51,1,1,1,4,False
2006-05-12,68,0,1,2,7,False
2006-05-13,60,1,1,0,6,False
2006-05-14,64,2,2,1,6,False
2006-05-15,74,0,0,0,16,False
2006-05-16,65,0,1,0,10,False
2006-05-17,60,0,2,1,14,False
2006-05-18,68,0,0,1,11,False
2006-05-19,57,1,1,1,9,False
2006-05-20,52,1,0,0,4,False
2006-05-21,54,0,0,1,4,False
2006-05-22,67,1,0,0,10,False
2006-05-23,75,0,2,0,12,False
2006-05-24,85,0,1,0,11,False
2006-05-25,57,0,0,0,10,False
2006-05-26,79,1,1,3,7,False
2006-05-27,50,0,0,0,7,False
2006-05-28,55,0,3,0,7,False
2006-05-29,55,0,0,0,10,False
2006-05-30,66,0,1,1,8,False
2006-05-31,100,0,1,1,6,False
2006-06-01,83,0,0,1,11,False
2006-06-02,78,0,1,0,10,False
2006-06-03,71,0,2,0,14,False
2006-06-04,76,0,0,1,5,False
2006-06-05,78,0,1,1,7,False
2006-06-06,67,0,1,1,9,False
2006-06-07,70,0,0,1,7,False
2006-06-08,75,0,1,0,15,False
2006-06-09,71,0,2,0,8,False
2006-06-10,77,0,0,0,5,False
2006-06-11,64,0,0,0,10,False
2006-06-12,80,1,2,0,13,False
2006-06-13,68,0,0,0,10,False
2006-06-14,62,0,1,2,8,False
2006-06-15,67,2,1,0,9,False
2006-06-16,63,0,1,0,5,False
2006-06-17,72,0,1,0,4,False
2006-06-18,54,0,0,1,5,False
2006-06-19,65,1,4,0,8,False
2006-06-20,78,1,1,0,6,False
2006-06-21,58,0,2,1,8,False
2006-06-22,70,0,1,2,12,False
2006-06-23,46,1,2,0,11,False
2006-06-24,50,0,2,0,6,False
2006-06-25,53,1,0,0,8,False
2006-06-26,71,0,1,1,14,False
2006-06-27,68,1,3,0,8,False
2006-06-28,64,0,1,0,10,False
2006-06-29,66,0,0,1,5,False
2006-06-30,71,0,2,0,8,False
2006-07-01,66,0,0,0,7,False
2006-07-02,62,1,3,1,1,False
2006-07-03,64,0,2,1,6,False
2006-07-04,72,0,0,1,9,False
2006-07-05,73,0,2,0,7,False
2006-07-06,72,0,0,3,8,False
2006-07-07,76,1,0,0,6,False
2006-07-08,60,0,0,0,9,False
2006-07-09,56,0,1,0,12,False
2006-07-10,75,1,1,4,7,False
2006-07-11,72,0,4,2,13,False
2006-07-12,69,1,0,0,10,False
2006-07-13,71,0,1,0,13,False
2006-07-14,58,0,2,0,10,False
2006-07-15,43,0,0,0,6,False
2006-07-16,55,0,2,1,5,False
2006-07-17,68,0,1,0,9,False
2006-07-18,67,0,1,0,10,False
2006-07-19,69,1,0,0,12,False
2006-07-20,75,0,0,1,7,False
2006-07-21,62,0,1,0,7,False
2006-07-22,68,0,1,0,3,False
2006-07-23,53,0,0,0,8,False
2006-07-24,69,2,0,1,9,False
2006-07-25,67,0,3,1,6,False
2006-07-26,57,0,3,1,9,False
2006-07-27,64,1,1,3,15,False
2006-07-28,57,0,1,0,12,False
2006-07-29,46,0,0,2,3,False
2006-07-30,60,0,2,0,7,False
2006-07-31,73,0,0,0,9,False
2006-08-01,62,1,1,1,12,False
2006-08-02,67,0,2,1,15,False
2006-08-03,52,1,0,1,7,False
2006-08-04,64,0,2,0,12,False
2006-08-05,54,0,1,0,5,False
2006-08-06,43,0,2,0,5,False
2006-08-07,68,0,1,1,10,False
2006-08-08,72,0,1,0,13,False
2006-08-09,58,0,1,1,10,False
2006-08-10,74,0,1,1,8,False
2006-08-11,62,0,0,0,13,False
2006-08-12,50,0,2,0,6,False
2006-08-13,51,0,0,0,5,False
2006-08-14,57,0,1,1,11,False
2006-08-15,73,0,2,0,10,False
2006-08-16,72,0,1,0,11,False
2006-08-17,63,0,0,1,6,False
2006-08-18,62,0,2,0,13,False
2006-08-19,62,0,1,0,7,False
2006-08-20,48,0,1,2,7,False
2006-08-21,67,0,2,1,8,False
2006-08-22,72,0,1,0,11,False
2006-08-23,72,0,2,1,11,False
2006-08-24,62,0,1,0,7,False
2006-08-25,54,1,0,0,12,False
2006-08-26,57,0,0,0,6,False
2006-08-27,66,0,0,0,6,False
2006-08-28,70,0,1,0,11,False
2006-08-29,58,0,1,1,13,False
2006-08-30,68,0,0,1,16,False
2006-08-31,60,0,0,0,7,False
2006-09-01,57,0,1,1,7,False
2006-09-02,54,1,1,0,4,False
2006-09-03,55,0,1,1,4,False
2006-09-04,50,0,0,1,8,False
2006-09-05,61,1,3,1,6,False
2006-09-06,71,1,1,1,6,False
2006-09-07,64,1,2,0,7,False
2006-09-08,64,0,1,1,8,False
2006-09-09,52,0,2,2,8,False
2006-09-10,47,0,4,2,2,False
2006-09-11,61,0,1,1,8,False
2006-09-12,63,1,1,1,10,False
2006-09-13,71,0,3,2,11,False
2006-09-14,55,0,1,1,7,False
2006-09-15,61,0,1,0,5,False
2006-09-16,55,0,1,1,8,False
2006-09-17,58,0,1,3,6,False
2006-09-18,63,0,1,1,6,False
2006-09-19,61,0,2,1,5,False
2006-09-20,71,1,1,1,8,False
2006-09-21,62,0,1,0,16,False
2006-09-22,57,0,1,1,7,False
2006-09-23,55,0,1,0,7,False
2006-09-24,43,0,0,0,8,False
2006-09-25,56,0,3,0,8,False
2006-09-26,55,1,1,1,8,False
2006-09-27,62,1,1,0,12,False
2006-09-28,60,1,2,1,8,False
2006-09-29,60,0,2,0,8,False
2006-09-30,39,1,1,1,5,False
2006-10-01,47,0,1,0,7,False
2006-10-02,59,0,1,1,11,False
2006-10-03,65,1,1,1,7,False
2006-10-04,60,0,1,1,8,False
2006-10-05,54,1,1,1,8,False
2006-10-06,59,0,1,1,6,False
2006-10-07,48,0,1,1,10,False
2006-10-08,51,0,1,0,3,False
2006-10-09,65,0,1,1,13,False
2006-10-10,66,0,0,2,14,False
2006-10-11,64,0,1,1,7,False
2006-10-12,57,1,1,1,13,False
2006-10-13,58,1,3,1,7,False
2006-10-14,42,0,1,0,4,False
2006-10-15,57,0,2,1,6,False
2006-10-16,59,1,1,1,10,False
2006-10-17,60,0,0,1,7,False
2006-10-18,65,0,2,0,9,False
2006-10-19,64,0,1,0,10,False
2006-10-20,64,0,0,0,9,False
2006-10-21,52,1,0,0,5,False
2006-10-22,48,0,3,0,9,False
2006-10-23,54,1,1,1,9,False
2006-10-24,70,2,2,0,14,False
2006-10-25,58,0,1,0,14,False
2006-10-26,57,1,0,1,10,False
2006-10-27,53,0,1,1,7,False
2006-10-28,50,0,1,2,5,False
