date,lay,liquidate,miser,owe,recession,isPartial
2010-12-15,68,1,6,10,11,False
2010-12-16,72,0,8,7,13,False
2010-12-17,80,1,8,14,8,False
2010-12-18,61,1,13,8,11,False
2010-12-19,67,1,9,12,4,False
2010-12-20,63,1,10,12,10,False
2010-12-21,65,1,9,13,10,False
2010-12-22,60,0,8,13,7,False
2010-12-23,66,0,9,10,8,False
2010-12-24,71,0,18,7,7,False
2010-12-25,64,0,17,10,6,False
2010-12-26,58,1,4,4,6,False
2010-12-27,69,0,4,9,5,False
2010-12-28,65,0,3,9,8,False
2010-12-29,60,0,5,12,9,False
2010-12-30,61,1,3,12,11,False
2010-12-31,74,0,4,10,8,False
2011-01-01,72,0,3,15,9,False
2011-01-02,84,0,5,10,10,False
2011-01-03,69,1,4,15,10,False
2011-01-04,77,0,3,14,11,False
2011-01-05,79,2,2,15,10,False
2011-01-06,84,2,3,15,12,False
2011-01-07,75,1,2,15,12,False
2011-01-08,93,0,4,12,9,False
2011-01-09,73,0,3,10,11,False
2011-01-10,80,1,4,16,11,False
2011-01-11,81,0,4,12,11,False
2011-01-12,75,1,4,16,11,False
2011-01-13,79,1,1,14,12,False
2011-01-14,84,1,3,16,9,False
2011-01-15,96,0,3,13,11,False
2011-01-16,92,0,2,14,7,False
2011-01-17,86,1,2,15,10,False
2011-01-18,80,0,3,18,11,False
2011-01-19,80,1,4,22,13,False
2011-01-20,83,1,3,15,13,False
2011-01-21,85,1,2,19,12,False
2011-01-22,82,1,4,12,7,False
2011-01-23,91,1,3,22,10,False
2011-01-24,75,1,5,18,14,False
2011-01-25,76,1,1,20,17,False
2011-01-26,86,1,2,20,17,False
2011-01-27,72,1,3,26,16,False
2011-01-28,80,1,3,20,11,False
2011-01-29,79,2,2,28,8,False
2011-01-30,79,0,1,21,9,False
2011-01-31,76,1,2,24,13,False
2011-02-01,81,1,3,21,10,False
2011-02-02,81,0,4,22,13,False
2011-02-03,73,1,2,18,9,False
2011-02-04,76,0,1,20,12,False
2011-02-05,80,1,4,19,10,False
2011-02-06,80,0,4,13,10,False
2011-02-07,71,1,2,19,16,False
2011-02-08,81,1,3,23,13,False
2011-02-09,71,1,3,21,13,False
2011-02-10,81,0,2,16,10,False
2011-02-11,67,0,3,22,10,False
2011-02-12,81,2,2,15,11,False
2011-02-13,85,0,2,17,5,False
2011-02-14,75,1,2,17,10,False
2011-02-15,82,0,2,21,11,False
2011-02-16,72,1,4,17,14,False
2011-02-17,77,1,3,18,14,False
2011-02-18,64,2,2,15,8,False
2011-02-19,79,0,3,18,7,False
2011-02-20,79,0,4,17,10,False
2011-02-21,72,0,2,16,13,False
2011-02-22,77,1,2,22,15,False
2011-02-23,70,1,3,20,12,False
2011-02-24,70,1,3,15,14,False
2011-02-25,73,1,4,15,11,False
