date,privileged,productive,productivity,profit,profitable,isPartial
2013-01-15,2,8,11,79,12,False
2013-01-16,4,6,10,87,7,False
2013-01-17,2,5,9,73,7,False
2013-01-18,3,6,10,64,8,False
2013-01-19,2,4,8,50,5,False
2013-01-20,1,3,6,50,7,False
2013-01-21,2,8,8,63,6,False
2013-01-22,2,5,11,77,9,False
2013-01-23,3,7,11,77,7,False
2013-01-24,3,7,13,77,9,False
2013-01-25,2,5,9,78,9,False
2013-01-26,2,5,8,56,7,False
2013-01-27,2,6,8,55,8,False
2013-01-28,4,7,12,84,10,False
2013-01-29,3,7,11,82,7,False
2013-01-30,2,7,11,89,10,False
2013-01-31,3,6,15,86,12,False
2013-02-01,3,5,7,73,8,False
2013-02-02,3,8,5,61,8,False
2013-02-03,1,3,8,59,9,False
2013-02-04,2,6,11,73,8,False
2013-02-05,2,10,11,84,8,False
2013-02-06,4,8,10,94,8,False
2013-02-07,3,5,12,90,11,False
2013-02-08,3,6,8,75,8,False
2013-02-09,2,2,7,51,8,False
2013-02-10,1,8,10,56,8,False
2013-02-11,3,7,13,74,8,False
2013-02-12,3,6,9,80,10,False
2013-02-13,2,7,12,87,10,False
2013-02-14,2,4,10,85,12,False
2013-02-15,3,3,10,69,10,False
2013-02-16,1,5,7,51,9,False
2013-02-17,2,4,6,54,8,False
2013-02-18,2,5,12,70,7,False
2013-02-19,4,6,16,83,8,False
2013-02-20,2,6,12,87,9,False
2013-02-21,3,8,12,85,10,False
2013-02-22,4,5,11,79,10,False
2013-02-23,1,3,7,63,8,False
2013-02-24,2,4,11,59,9,False
2013-02-25,2,7,9,94,9,False
2013-02-26,2,8,10,90,8,False
2013-02-27,2,6,13,87,8,False
2013-02-28,3,8,11,92,12,False
2013-03-01,2,5,12,77,9,False
2013-03-02,2,4,7,56,9,False
2013-03-03,1,6,5,60,9,False
2013-03-04,1,5,11,75,12,False
2013-03-05,3,9,13,79,8,False
2013-03-06,2,5,11,86,10,False
2013-03-07,1,6,10,86,9,False
2013-03-08,3,6,9,71,12,False
2013-03-09,1,3,7,58,7,False
2013-03-10,2,3,9,54,5,False
2013-03-11,1,6,12,84,14,False
2013-03-12,3,7,8,87,11,False
2013-03-13,2,5,12,83,11,False
2013-03-14,2,6,10,87,15,False
2013-03-15,3,8,13,73,18,False
2013-03-16,2,4,6,62,13,False
2013-03-17,2,4,7,59,11,False
2013-03-18,2,6,12,79,15,False
2013-03-19,4,6,12,86,13,False
2013-03-20,3,6,10,87,13,False
2013-03-21,2,6,12,89,12,False
2013-03-22,2,6,10,80,11,False
2013-03-23,1,5,7,48,9,False
2013-03-24,1,4,8,59,9,False
2013-03-25,3,5,9,77,13,False
2013-03-26,2,6,7,85,13,False
2013-03-27,2,6,12,78,10,False
2013-03-28,2,4,9,80,7,False
2013-03-29,3,3,6,64,9,False
2013-03-30,1,4,5,50,8,False
2013-03-31,0,3,6,55,11,False
2013-04-01,2,6,10,75,13,False
2013-04-02,2,6,11,94,11,False
2013-04-03,3,6,12,88,8,False
2013-04-04,2,4,12,85,10,False
2013-04-05,3,4,8,75,7,False
2013-04-06,3,6,6,55,8,False
2013-04-07,2,4,7,71,11,False
2013-04-08,2,5,12,81,6,False
2013-04-09,1,5,12,87,6,False
2013-04-10,2,5,10,80,9,False
2013-04-11,3,7,14,89,7,False
2013-04-12,2,6,11,71,6,False
2013-04-13,2,7,5,57,7,False
2013-04-14,1,4,5,63,7,False
2013-04-15,3,7,10,85,8,False
2013-04-16,2,5,12,83,8,False
2013-04-17,2,5,12,87,7,False
2013-04-18,3,6,12,78,8,False
2013-04-19,2,6,8,68,6,False
2013-04-20,1,5,7,48,5,False
2013-04-21,2,4,7,56,5,False
2013-04-22,3,9,11,82,8,False
2013-04-23,1,6,12,86,9,False
2013-04-24,2,6,9,96,7,False
2013-04-25,3,8,13,88,9,False
2013-04-26,2,6,9,74,5,False
2013-04-27,2,4,7,52,6,False
2013-04-28,1,4,6,62,6,False
2013-04-29,3,7,10,85,7,False
2013-04-30,4,6,13,98,6,False
2013-05-01,3,6,13,86,6,False
2013-05-02,3,4,12,87,7,False
2013-05-03,3,6,11,74,6,False
2013-05-04,2,3,6,54,6,False
2013-05-05,1,8,8,54,8,False
2013-05-06,3,6,15,76,7,False
2013-05-07,2,6,12,89,8,False
2013-05-08,2,6,10,88,6,False
2013-05-09,2,4,11,83,5,False
2013-05-10,3,6,10,74,6,False
2013-05-11,2,5,5,47,9,False
2013-05-12,3,5,6,47,6,False
2013-05-13,2,5,11,82,6,False
2013-05-14,2,5,12,76,6,False
2013-05-15,4,6,8,83,7,False
2013-05-16,5,6,8,78,6,False
2013-05-17,2,4,8,69,5,False
2013-05-18,1,2,5,54,3,False
2013-05-19,2,5,3,58,6,False
2013-05-20,1,4,9,77,8,False
2013-05-21,2,4,6,78,7,False
2013-05-22,2,7,10,74,5,False
2013-05-23,1,4,10,83,4,False
2013-05-24,2,3,7,60,6,False
2013-05-25,1,4,5,46,4,False
2013-05-26,0,4,7,44,8,False
2013-05-27,2,4,4,49,6,False
2013-05-28,1,4,10,73,3,False
2013-05-29,2,5,11,78,8,False
2013-05-30,4,5,6,71,4,False
2013-05-31,2,5,6,61,4,False
2013-06-01,2,3,3,47,5,False
2013-06-02,2,4,4,49,6,False
2013-06-03,2,5,8,77,6,False
2013-06-04,2,6,7,74,5,False
2013-06-05,2,4,6,77,5,False
2013-06-06,3,5,10,72,6,False
2013-06-07,2,6,8,55,4,False
2013-06-08,1,4,6,49,5,False
2013-06-09,0,3,6,52,6,False
2013-06-10,3,6,7,69,6,False
2013-06-11,2,7,9,74,5,False
2013-06-12,3,6,11,71,4,False
2013-06-13,3,4,8,75,8,False
2013-06-14,3,5,6,65,6,False
2013-06-15,1,5,5,43,6,False
2013-06-16,3,4,4,41,7,False
2013-06-17,2,5,9,70,4,False
2013-06-18,2,5,8,69,5,False
2013-06-19,1,3,8,71,4,False
2013-06-20,3,5,7,75,7,False
2013-06-21,2,6,7,58,5,False
2013-06-22,1,4,4,44,6,False
2013-06-23,1,3,6,42,5,False
2013-06-24,1,4,6,75,6,False
2013-06-25,3,5,6,72,5,False
2013-06-26,3,4,9,67,6,False
2013-06-27,2,4,6,68,7,False
2013-06-28,2,4,6,63,4,False
2013-06-29,2,2,6,42,5,False
2013-06-30,1,3,5,35,8,False
2013-07-01,4,5,8,62,4,False
2013-07-02,2,5,7,69,7,False
2013-07-03,2,3,6,54,6,False
2013-07-04,2,3,5,39,3,False
2013-07-05,2,3,3,47,4,False
2013-07-06,3,3,5,43,4,False
2013-07-07,2,2,4,41,3,False
2013-07-08,3,6,7,64,5,False
2013-07-09,1,4,7,73,5,False
2013-07-10,2,5,5,76,8,False
2013-07-11,2,4,8,67,5,False
2013-07-12,2,5,6,60,7,False
2013-07-13,2,3,4,48,7,False
2013-07-14,2,3,4,50,6,False
2013-07-15,1,5,7,61,5,False
2013-07-16,2,4,9,74,5,False
2013-07-17,4,7,7,64,3,False
2013-07-18,3,4,8,75,7,False
2013-07-19,2,5,7,68,5,False
2013-07-20,2,3,4,47,6,False
2013-07-21,2,5,5,45,7,False
2013-07-22,2,4,8,66,5,False
2013-07-23,2,4,9,71,7,False
2013-07-24,2,6,10,70,5,False
2013-07-25,2,4,6,78,6,False
2013-07-26,1,6,8,69,5,False
2013-07-27,2,4,4,43,3,False
2013-07-28,1,3,7,52,4,False
2013-07-29,2,7,9,68,6,False
2013-07-30,2,5,7,85,5,False
2013-07-31,3,5,7,76,4,False
2013-08-01,3,3,7,77,6,False
2013-08-02,1,5,7,69,4,False
