date,charity,community,compensate,compensation,contribute,isPartial
2005-05-23,3,80,0,4,0,False
2005-05-24,4,76,0,5,1,False
2005-05-25,4,80,0,4,0,False
2005-05-26,3,70,0,5,0,False
2005-05-27,3,66,0,4,0,False
2005-05-28,2,52,0,3,1,False
2005-05-29,4,51,0,2,0,False
2005-05-30,5,57,0,2,0,False
2005-05-31,3,87,0,4,1,False
2005-06-01,5,80,0,5,1,False
2005-06-02,3,82,0,5,0,False
2005-06-03,3,73,0,4,0,False
2005-06-04,3,57,0,2,1,False
2005-06-05,4,60,0,1,1,False
2005-06-06,5,81,0,4,0,False
2005-06-07,4,79,0,4,0,False
2005-06-08,4,71,0,4,1,False
2005-06-09,4,78,0,5,0,False
2005-06-10,3,68,0,2,1,False
2005-06-11,4,48,0,2,0,False
2005-06-12,4,62,0,4,0,False
2005-06-13,4,77,0,5,0,False
2005-06-14,5,75,0,5,1,False
2005-06-15,3,73,0,4,0,False
2005-06-16,4,73,0,4,1,False
2005-06-17,4,64,0,4,0,False
2005-06-18,3,56,0,3,0,False
2005-06-19,2,53,0,2,0,False
2005-06-20,3,79,0,5,0,False
2005-06-21,3,77,0,4,1,False
2005-06-22,4,75,0,4,0,False
2005-06-23,4,74,0,4,0,False
2005-06-24,4,66,0,4,1,False
2005-06-25,4,51,0,2,0,False
2005-06-26,3,55,0,3,0,False
2005-06-27,4,75,0,4,0,False
2005-06-28,4,80,0,4,0,False
2005-06-29,3,74,0,5,0,False
2005-06-30,4,74,0,5,1,False
2005-07-01,4,62,0,5,0,False
2005-07-02,2,51,0,2,0,False
2005-07-03,3,51,0,2,0,False
2005-07-04,3,57,0,1,0,False
2005-07-05,4,82,0,3,0,False
2005-07-06,3,76,0,4,0,False
2005-07-07,3,71,0,4,0,False
2005-07-08,3,68,0,4,0,False
2005-07-09,3,54,0,2,0,False
2005-07-10,2,55,0,3,0,False
2005-07-11,4,75,0,5,0,False
2005-07-12,4,79,0,3,0,False
2005-07-13,4,75,0,5,0,False
2005-07-14,4,70,0,4,0,False
2005-07-15,3,66,0,4,0,False
2005-07-16,3,52,0,2,0,False
2005-07-17,3,58,0,2,1,False
2005-07-18,4,78,0,3,0,False
2005-07-19,4,80,0,5,1,False
2005-07-20,4,75,0,6,0,False
2005-07-21,3,68,0,5,0,False
2005-07-22,3,65,0,5,0,False
2005-07-23,4,53,0,1,1,False
2005-07-24,5,59,0,1,0,False
2005-07-25,4,80,0,4,1,False
2005-07-26,4,76,0,5,0,False
2005-07-27,2,76,0,5,0,False
2005-07-28,3,79,0,4,0,False
2005-07-29,3,66,0,3,0,False
2005-07-30,5,47,0,3,0,False
2005-07-31,3,54,0,1,0,False
2005-08-01,3,82,0,4,0,False
2005-08-02,4,79,0,5,1,False
2005-08-03,4,79,0,4,0,False
2005-08-04,3,76,0,4,0,False
2005-08-05,3,72,0,3,0,False
2005-08-06,2,54,0,1,0,False
2005-08-07,2,54,0,4,0,False
2005-08-08,2,86,0,5,0,False
2005-08-09,4,86,0,3,0,False
2005-08-10,4,87,0,4,1,False
2005-08-11,4,78,0,5,0,False
2005-08-12,3,73,0,3,0,False
2005-08-13,4,56,0,2,0,False
2005-08-14,3,58,0,2,1,False
2005-08-15,3,96,0,4,0,False
2005-08-16,4,87,0,4,0,False
2005-08-17,2,85,0,5,0,False
2005-08-18,3,81,0,4,0,False
2005-08-19,4,78,0,4,0,False
2005-08-20,3,56,0,3,0,False
2005-08-21,3,61,0,3,0,False
2005-08-22,4,100,0,4,0,False
2005-08-23,4,88,0,4,0,False
2005-08-24,3,67,0,3,0,False
2005-08-25,4,84,0,4,0,False
2005-08-26,2,74,0,4,0,False
2005-08-27,2,58,0,4,0,False
2005-08-28,3,61,0,1,0,False
2005-08-29,3,89,0,4,0,False
2005-08-30,4,86,0,5,0,False
2005-08-31,6,77,0,4,1,False
2005-09-01,8,68,0,4,1,False
2005-09-02,6,67,0,3,0,False
2005-09-03,9,48,0,2,0,False
2005-09-04,7,58,0,2,0,False
2005-09-05,5,58,0,1,0,False
