date,backward,backwardness,broke,cheap,colony,isPartial
2008-03-04,1,0,2,71,4,False
2008-03-05,0,0,2,72,3,False
2008-03-06,1,0,2,71,4,False
2008-03-07,0,0,2,68,4,False
2008-03-08,0,0,2,75,4,False
2008-03-09,0,0,2,77,4,False
2008-03-10,1,0,1,71,4,False
2008-03-11,1,0,1,71,4,False
2008-03-12,1,0,2,76,3,False
2008-03-13,0,0,2,67,4,False
2008-03-14,1,0,2,74,4,False
2008-03-15,1,0,2,75,3,False
2008-03-16,0,0,2,74,3,False
2008-03-17,0,0,2,69,4,False
2008-03-18,1,0,3,71,3,False
2008-03-19,1,0,2,67,3,False
2008-03-20,0,0,2,70,3,False
2008-03-21,0,0,1,67,3,False
2008-03-22,1,0,2,70,2,False
2008-03-23,0,0,2,80,3,False
2008-03-24,0,0,1,70,4,False
2008-03-25,0,0,2,72,4,False
2008-03-26,1,0,2,69,3,False
2008-03-27,0,0,2,65,4,False
2008-03-28,0,0,2,66,2,False
2008-03-29,0,0,2,70,4,False
2008-03-30,1,0,2,75,3,False
2008-03-31,0,0,2,68,3,False
2008-04-01,1,0,1,65,4,False
2008-04-02,0,0,2,66,3,False
2008-04-03,0,0,1,66,4,False
2008-04-04,1,0,2,64,4,False
2008-04-05,0,0,2,72,3,False
2008-04-06,0,0,2,76,3,False
2008-04-07,0,0,3,70,3,False
2008-04-08,0,0,2,69,4,False
2008-04-09,0,0,2,67,3,False
2008-04-10,1,0,2,68,3,False
2008-04-11,1,0,2,61,3,False
2008-04-12,0,0,2,67,3,False
2008-04-13,1,0,2,76,3,False
2008-04-14,1,0,2,67,3,False
2008-04-15,0,0,2,67,4,False
2008-04-16,0,0,2,66,4,False
2008-04-17,1,0,2,67,4,False
2008-04-18,0,0,1,68,3,False
2008-04-19,0,0,2,72,3,False
2008-04-20,1,0,2,71,4,False
2008-04-21,1,0,2,70,3,False
2008-04-22,1,0,2,68,4,False
2008-04-23,0,0,2,66,3,False
2008-04-24,0,0,2,65,3,False
2008-04-25,0,0,2,66,3,False
2008-04-26,1,0,3,68,3,False
2008-04-27,0,0,2,72,3,False
2008-04-28,1,0,2,65,4,False
2008-04-29,1,0,2,66,4,False
2008-04-30,1,0,2,66,3,False
2008-05-01,0,0,2,68,4,False
2008-05-02,0,0,2,65,3,False
2008-05-03,0,0,2,71,3,False
2008-05-04,0,0,2,70,3,False
2008-05-05,1,0,3,68,4,False
2008-05-06,0,0,2,68,3,False
2008-05-07,0,0,2,70,4,False
2008-05-08,0,0,2,67,4,False
2008-05-09,1,0,2,65,4,False
2008-05-10,0,0,2,72,3,False
2008-05-11,1,0,2,70,3,False
2008-05-12,0,0,2,72,4,False
2008-05-13,1,0,2,70,4,False
2008-05-14,0,0,2,75,4,False
2008-05-15,0,0,2,69,4,False
2008-05-16,0,0,3,67,3,False
2008-05-17,0,0,3,74,3,False
2008-05-18,0,0,3,79,4,False
2008-05-19,0,0,2,70,3,False
2008-05-20,0,0,2,74,4,False
2008-05-21,0,0,2,71,4,False
2008-05-22,0,0,2,73,3,False
2008-05-23,0,0,2,66,3,False
2008-05-24,1,0,1,79,3,False
2008-05-25,0,0,3,70,3,False
2008-05-26,1,0,2,79,4,False
2008-05-27,0,0,2,73,3,False
2008-05-28,0,0,2,73,4,False
2008-05-29,1,0,2,66,3,False
2008-05-30,1,0,2,68,3,False
2008-05-31,1,0,2,75,3,False
2008-06-01,0,0,2,80,3,False
2008-06-02,1,0,2,73,4,False
2008-06-03,0,0,2,75,4,False
2008-06-04,0,0,2,71,3,False
2008-06-05,0,0,2,71,3,False
2008-06-06,0,0,2,70,3,False
2008-06-07,1,0,2,76,3,False
2008-06-08,0,0,2,82,3,False
2008-06-09,0,0,2,75,3,False
2008-06-10,0,0,2,78,3,False
2008-06-11,0,0,2,74,4,False
2008-06-12,0,0,2,73,3,False
2008-06-13,0,0,2,70,3,False
2008-06-14,0,0,2,83,3,False
2008-06-15,1,0,2,77,3,False
2008-06-16,1,0,2,77,5,False
2008-06-17,0,0,2,79,4,False
2008-06-18,0,0,2,75,3,False
2008-06-19,1,0,2,71,4,False
2008-06-20,1,0,2,69,3,False
2008-06-21,1,0,2,83,4,False
2008-06-22,1,0,3,86,3,False
2008-06-23,0,0,2,77,3,False
2008-06-24,0,0,2,78,3,False
2008-06-25,0,0,2,72,3,False
2008-06-26,1,0,2,77,3,False
2008-06-27,1,0,2,72,3,False
2008-06-28,0,0,3,78,3,False
2008-06-29,1,0,4,87,3,False
2008-06-30,0,0,2,77,4,False
2008-07-01,1,0,2,79,3,False
2008-07-02,0,0,2,71,4,False
2008-07-03,1,0,2,73,4,False
