date,privileged,productive,productivity,profit,profitable,isPartial
2006-05-31,0,6,10,55,2,False
2006-06-01,1,0,10,61,2,False
2006-06-02,1,1,10,59,1,False
2006-06-03,0,4,6,31,4,False
2006-06-04,0,2,2,44,8,False
2006-06-05,2,4,17,72,4,False
2006-06-06,0,5,13,64,0,False
2006-06-07,1,2,6,78,7,False
2006-06-08,1,6,5,49,4,False
2006-06-09,4,0,9,48,3,False
2006-06-10,0,0,0,55,4,False
2006-06-11,0,2,8,44,2,False
2006-06-12,2,2,11,61,1,False
2006-06-13,0,1,9,60,4,False
2006-06-14,0,1,4,77,5,False
2006-06-15,0,6,9,55,3,False
2006-06-16,1,3,8,58,3,False
2006-06-17,0,0,10,29,4,False
2006-06-18,0,6,2,49,2,False
2006-06-19,4,1,7,72,2,False
2006-06-20,1,2,9,56,4,False
2006-06-21,0,1,9,52,4,False
2006-06-22,0,2,12,59,4,False
2006-06-23,3,1,12,49,1,False
2006-06-24,2,2,8,27,4,False
2006-06-25,0,0,0,41,4,False
2006-06-26,4,4,13,63,4,False
2006-06-27,1,2,11,62,2,False
2006-06-28,0,0,12,62,2,False
2006-06-29,1,4,6,58,5,False
2006-06-30,1,1,9,54,3,False
2006-07-01,0,0,6,33,2,False
2006-07-02,0,2,4,43,0,False
2006-07-03,0,1,15,57,4,False
2006-07-04,2,4,4,29,0,False
2006-07-05,1,3,10,62,5,False
2006-07-06,0,2,12,52,2,False
2006-07-07,1,3,8,54,3,False
2006-07-08,0,0,2,46,4,False
2006-07-09,0,4,6,41,2,False
2006-07-10,6,1,9,81,5,False
2006-07-11,5,3,15,65,5,False
2006-07-12,0,4,8,67,4,False
2006-07-13,1,1,9,64,2,False
2006-07-14,1,1,15,77,3,False
2006-07-15,4,2,6,43,7,False
2006-07-16,2,10,4,33,4,False
2006-07-17,2,1,11,63,4,False
2006-07-18,2,0,7,57,9,False
2006-07-19,2,4,18,64,0,False
2006-07-20,0,6,16,67,6,False
2006-07-21,4,1,10,52,1,False
2006-07-22,0,6,2,37,9,False
2006-07-23,0,4,2,45,0,False
2006-07-24,2,2,10,59,3,False
2006-07-25,1,1,17,66,2,False
2006-07-26,1,1,12,56,5,False
2006-07-27,4,1,13,65,2,False
2006-07-28,0,0,9,63,3,False
2006-07-29,0,2,6,51,4,False
2006-07-30,0,2,8,59,6,False
2006-07-31,1,4,13,61,1,False
2006-08-01,3,0,14,71,6,False
2006-08-02,2,1,13,56,1,False
2006-08-03,1,0,13,36,5,False
2006-08-04,1,4,5,57,1,False
2006-08-05,0,4,6,46,4,False
2006-08-06,2,4,6,49,2,False
2006-08-07,2,4,18,74,6,False
2006-08-08,2,2,10,68,0,False
2006-08-09,0,0,8,69,3,False
2006-08-10,1,2,7,72,6,False
2006-08-11,2,0,11,65,4,False
2006-08-12,0,2,2,32,2,False
2006-08-13,0,4,6,41,2,False
2006-08-14,0,2,12,70,3,False
2006-08-15,1,2,12,58,1,False
2006-08-16,0,1,7,65,5,False
2006-08-17,1,1,9,60,5,False
2006-08-18,2,0,7,67,4,False
2006-08-19,0,0,14,37,2,False
2006-08-20,4,5,4,49,2,False
2006-08-21,1,0,10,62,5,False
2006-08-22,0,0,10,69,7,False
2006-08-23,2,0,18,65,4,False
2006-08-24,1,2,11,59,3,False
2006-08-25,4,2,13,52,5,False
2006-08-26,0,5,0,50,0,False
2006-08-27,0,0,8,53,5,False
2006-08-28,1,2,9,50,3,False
2006-08-29,2,5,11,64,5,False
2006-08-30,1,1,12,71,2,False
2006-08-31,1,4,12,64,1,False
2006-09-01,1,5,14,51,4,False
2006-09-02,0,3,0,47,7,False
2006-09-03,0,0,6,26,4,False
2006-09-04,0,2,8,46,5,False
2006-09-05,0,2,13,61,1,False
2006-09-06,2,0,14,64,0,False
2006-09-07,1,2,17,67,5,False
2006-09-08,0,5,15,65,5,False
2006-09-09,0,2,10,47,3,False
2006-09-10,2,5,5,39,0,False
2006-09-11,0,3,11,59,6,False
2006-09-12,0,6,13,61,4,False
2006-09-13,2,2,5,74,3,False
2006-09-14,0,6,17,61,3,False
2006-09-15,1,1,10,64,5,False
2006-09-16,0,0,10,42,3,False
2006-09-17,2,2,5,45,2,False
2006-09-18,3,2,16,69,1,False
2006-09-19,0,5,10,77,2,False
2006-09-20,4,5,8,73,8,False
2006-09-21,1,1,12,67,6,False
2006-09-22,0,5,12,68,1,False
2006-09-23,3,2,5,33,2,False
2006-09-24,0,0,5,51,2,False
2006-09-25,2,5,14,67,2,False
2006-09-26,3,3,16,73,3,False
2006-09-27,1,3,15,68,5,False
2006-09-28,1,4,15,55,6,False
2006-09-29,0,0,14,58,3,False
2006-09-30,0,2,7,63,7,False
2006-10-01,2,0,7,36,2,False
2006-10-02,2,3,16,74,1,False
2006-10-03,0,3,11,65,3,False
2006-10-04,1,3,15,84,2,False
2006-10-05,0,1,7,75,4,False
2006-10-06,0,2,12,57,2,False
2006-10-07,0,2,2,47,3,False
2006-10-08,0,3,2,44,2,False
2006-10-09,1,3,13,61,1,False
2006-10-10,1,2,17,66,5,False
2006-10-11,1,2,9,67,1,False
2006-10-12,2,2,18,53,3,False
2006-10-13,0,3,10,67,6,False
2006-10-14,3,2,3,43,3,False
2006-10-15,2,0,10,49,3,False
2006-10-16,2,2,12,54,3,False
2006-10-17,1,6,18,61,4,False
2006-10-18,1,3,12,68,4,False
2006-10-19,0,4,10,59,4,False
2006-10-20,1,3,12,69,0,False
2006-10-21,2,2,15,58,3,False
2006-10-22,3,2,5,52,3,False
2006-10-23,1,0,12,66,2,False
2006-10-24,1,0,12,75,4,False
2006-10-25,1,2,13,76,1,False
2006-10-26,1,3,13,62,2,False
2006-10-27,2,3,9,61,2,False
2006-10-28,0,0,5,48,5,False
